year,plusieurs_DET âges_NOUN,plusieurs_DET ages_NOUN,plusieurs_DET cages_NOUN
1852,4.49227646193151e-08,0.0,6.510545436100301e-09
1853,2.6276500753041887e-08,5.971931837933653e-10,4.180352064508952e-09
1854,3.792835201466005e-08,0.0,2.0263091204952843e-08
1855,4.6701046585440054e-08,0.0,2.653468555990912e-09
1856,2.9509978016761806e-08,0.0,1.5531567143511893e-09
1857,3.270611159678083e-08,0.0,6.345961978126979e-09
1858,1.8106600663259087e-08,4.893676019968041e-10,4.893676019968041e-10
1859,5.0412516827691434e-08,0.0,3.055304009791371e-09
1860,3.524431591017674e-08,0.0,1.8308735638683515e-09
1861,5.423358251377408e-08,0.0,1.8863854922557266e-09
1862,3.6595690033891515e-08,9.035972525772706e-10,4.066187719864445e-09
1863,3.596127129412707e-08,4.994620828036034e-10,2.9967726078439227e-09
1864,4.411149845395812e-08,0.0,4.315255264231155e-09
1865,5.17752880568878e-08,0.0,9.41368871743009e-10
1866,4.670988573707291e-08,4.865612912574591e-10,4.379051787850585e-09
1867,6.890992665375961e-08,4.85281148598915e-10,7.279217228983725e-09
1868,5.3350639794835786e-08,0.0,1.975949626142892e-09
1869,2.6859355628516823e-08,4.883519144627257e-10,0.0
1870,3.55511033944822e-08,5.734048791339319e-10,1.7202146374017957e-09
1871,2.0180236370848093e-08,0.0,1.0621177271019633e-08
1872,7.680120805986235e-08,0.0,4.8378714367913744e-09
1873,3.591602748542755e-08,0.0,2.3944017879529156e-09
1874,3.883495836021211e-08,0.0,6.572069999322139e-09
1875,4.462791147741285e-08,0.0,1.716458086775674e-09
1876,6.408775998778538e-08,6.04601479992084e-10,0.0
1877,5.442638084662832e-08,6.184815992682502e-10,6.184816214727107e-09
1878,3.623453265211296e-08,0.0,4.22736201599605e-09
1879,4.826366861720999e-08,0.0,2.443730107160036e-09
1880,4.6208492143762214e-08,0.0,1.2835692508872398e-09
1881,4.2532295907449225e-08,0.0,2.091752326904839e-09
1882,1.4641846846075168e-08,0.0,7.320923423037584e-09
1883,2.1485751844352308e-08,0.0,3.1596695260205365e-09
1884,3.300848305798354e-08,1.9805090900604227e-09,8.582206056928499e-09
1885,3.93183761104865e-08,0.0,2.5782542767416317e-09
1886,7.744156427236248e-09,1.2906927748801422e-09,5.162771099520569e-09
1887,2.3504128421336645e-08,1.9586774424595887e-09,3.264462256069578e-09
1888,2.599652049184442e-08,0.0,1.268122939990235e-09
1889,3.5084767091575486e-08,6.265136742733546e-10,1.2530273485467092e-09
1890,2.4906668727453507e-08,0.0,3.9326319978272295e-09
1891,2.2309770031370135e-08,6.374220040683554e-10,1.2748440081367107e-09
1892,2.6954603882245465e-08,0.0,3.1342561879199593e-09
1893,2.894455697344256e-08,6.158416554491453e-10,1.847525021858587e-09
1894,3.4028310835765296e-08,0.0,4.411077725308132e-09
1895,2.046328972937772e-08,0.0,3.0093072478365457e-09
1896,2.181900704556483e-08,0.0,1.179405795248556e-09
1897,1.981082675683865e-08,0.0,9.905413378419325e-09
1898,2.546259736391221e-08,0.0,4.52668391659472e-09
1899,1.7688250864011934e-08,5.527578395003729e-10,8.844125432005967e-09
1900,1.4015843263770478e-08,5.191053142894475e-10,6.748368974740515e-09
1901,1.0059730159994729e-08,5.588738916095792e-10,1.676621730339889e-09
1902,2.3078333910575566e-08,0.0,9.820567470342212e-09
1903,2.2680925582108102e-08,5.400220270956879e-10,1.0800440541913758e-09
1904,1.3436562973367927e-08,0.0,2.1498500757388683e-09
1905,2.2191263937543226e-08,0.0,3.096455536422127e-09
1906,1.0802787109298606e-08,5.144184522798412e-10,7.716276506641861e-09
1907,1.491424583832668e-08,5.142843373384665e-10,3.599990305858114e-09
1908,1.2278472460991452e-08,0.0,3.929111258571538e-09
1909,2.0353638774395222e-08,1.1001967115120692e-09,1.0451868703853506e-08
1910,1.3894791983659616e-08,1.068830135508847e-09,4.275320542035388e-09
1911,2.2345570727111408e-08,0.0,5.3203743632934675e-09
1912,2.5526164293410147e-08,0.0,1.0939784189645252e-08
1913,1.0075680734189518e-08,5.30298971401777e-10,6.363587878865928e-09
1914,1.339348720819089e-08,6.696743715117748e-10,6.696743715117748e-10
1915,9.424609537234119e-09,0.0,4.712304768617059e-09
1916,6.592477230782379e-09,0.0,3.2962386153911893e-09
1917,1.973956464951243e-08,0.0,2.1932848870420685e-09
1918,1.2635013924011673e-08,0.0,4.594550517822427e-09
1919,1.841569702287771e-08,0.0,1.841569663429965e-08
1920,6.057785384427916e-09,0.0,8.329454459499175e-09
1921,3.4077363153528495e-08,7.572747429129834e-10,6.058197943303867e-09
1922,2.1396012073182646e-08,0.0,5.164555005876537e-09
1923,1.4862327812892318e-08,0.0,5.307974060286824e-09
1924,1.804827398643738e-08,0.0,9.02413699321869e-09
1925,2.1996355625830688e-08,0.0,6.598906976407193e-09
1926,2.229227646921572e-08,0.0,1.5604593173179637e-08
1927,2.1183527820767267e-08,0.0,5.574612327308159e-09
1928,2.399468712610542e-08,0.0,1.1426041224282812e-08
1929,2.4508894469477127e-08,0.0,1.1140406375176326e-09
1930,1.7856125467119455e-08,0.0,1.0503603542488804e-09
1931,1.8248570654577634e-08,0.0,1.0264820993199919e-08
1932,1.3151443933878681e-08,0.0,4.383814644626227e-09
1933,1.8353059072495626e-08,0.0,2.523545727939336e-08
1934,2.156684431042777e-08,0.0,2.3963160344919743e-09
1935,2.5133396697185617e-08,1.196828414151696e-09,1.6755597798123745e-08
1936,2.182448710641438e-08,0.0,4.849885826274658e-09
1937,2.6441348666139675e-08,0.0,1.2591118148108649e-09
1938,1.2965214679638848e-08,0.0,3.8895642262559704e-09
1939,3.6705721129237645e-08,0.0,7.647025235257843e-09
1940,1.2678914806940611e-08,0.0,5.0715658339584024e-09
1941,1.4757513433494296e-08,0.0,5.9030051957620344e-09
1942,2.4273694165799498e-08,0.0,6.068423541449874e-09
1943,2.0322646676618206e-08,0.0,8.709705623388686e-09
1944,9.639558484764166e-09,0.0,6.4263723231761105e-09
1945,3.485606470121638e-08,0.0,1.3071024262956144e-08
1946,1.6705325123211878e-08,1.3921104269343232e-09,1.80974355501462e-08
1947,2.0265479960812627e-08,0.0,7.152522574216391e-09
1948,1.7395020535104777e-08,0.0,7.610321262063735e-09
1949,1.2762110479513922e-08,0.0,6.871905600114303e-09
1950,1.808011518278363e-08,0.0,1.1698897850465073e-08
1951,2.0256663901818683e-08,5.330700769690111e-09,1.0661401761424827e-09
1952,3.4797853487589236e-08,0.0,4.2179215675730575e-09
1953,3.5553629373907825e-08,0.0,1.939288907237824e-08
1954,3.4203876841942815e-08,0.0,1.3681550115052232e-08
1955,2.2525458831523792e-08,9.385607846468247e-10,1.595553378308523e-08
1956,2.2674967681268754e-08,8.72114158667614e-10,1.831439710997529e-08
1957,2.4738105619537265e-08,8.835037701437898e-10,7.951533653738352e-09
1958,1.9026160202884057e-08,8.272243445794913e-10,1.7371711180658167e-08
1959,1.9376870330489737e-08,7.750747821333448e-10,1.0851046838844525e-08
1960,1.7994165935064643e-08,0.0,4.844583401109048e-09
1961,2.014966149488373e-08,6.948159270159238e-10,2.779263708063695e-09
1962,2.346523797491784e-08,0.0,8.244543714397423e-09
1963,2.7804028301936512e-08,6.466053248388448e-10,5.1728425987107585e-09
1964,1.8251904820854037e-08,6.083968329129164e-10,2.4335873316516654e-09
1965,1.4774516721161035e-08,0.0,4.924839203113152e-09
1966,1.3293779743683842e-08,1.6617224263271169e-09,8.862519940144864e-09
1967,3.204718201921253e-08,0.0,2.465167847631733e-09
1968,2.4253646091487724e-08,0.0,2.6948494546985557e-09
1969,2.2708788960379422e-08,4.5417578031781147e-10,5.450109252791435e-09
1970,2.713247759800197e-08,0.0,6.898087434592526e-09
1971,2.6719666479380066e-08,0.0,5.138397263237948e-09
1972,2.975485102751918e-08,5.130146862875051e-10,8.721249500354133e-09
1973,2.0950174484113404e-08,5.513203782392395e-10,2.205281512956958e-09
1974,1.912694358452427e-08,0.0,5.063014507644681e-09
1975,1.313640396460869e-08,0.0,6.8537762132336866e-09
1976,1.9997344169464526e-08,5.713526873840635e-10,8.57029019973865e-09
1977,1.704266816560107e-08,5.876781838942691e-10,5.876781727920388e-09
1978,2.3762364520507617e-08,5.940591352171509e-10,1.7821774056514528e-09
1979,2.3993090181306798e-08,0.0,5.266775904289034e-09
1980,1.3644361418485573e-08,0.0,4.548120546843393e-09
1981,1.518131853561755e-08,6.325549528618524e-10,5.69299452024552e-09
1982,1.3656505259973528e-08,6.207502289967692e-10,4.345251713999687e-09
1983,1.6419821946556112e-08,6.315316047889041e-10,1.2630632095778083e-09
1984,2.4355836458767044e-08,0.0,5.799008495621649e-10
1985,1.5038894574104233e-08,0.0,3.6093347199894765e-09
1986,1.678455885389951e-08,0.0,5.395036861699509e-09
1987,1.7110287964250404e-08,0.0,1.0999470334560613e-08
1988,1.7989661094119924e-08,5.996553809062277e-10,7.795519785247507e-09
1989,2.140367572067703e-08,0.0,1.0976244357863152e-09
1990,1.1442167213715493e-08,0.0,5.993515961311147e-09
1991,1.2309076702354815e-08,5.861465202094962e-10,2.9307325455363298e-09
1992,1.1019888113139586e-08,0.0,6.611932834577061e-09
1993,1.1078414630105726e-08,0.0,6.093128224193833e-09
1994,1.1077346040444525e-08,0.0,3.6924485691258724e-09
1995,2.0063067651676647e-08,0.0,1.626735190995987e-09
1996,1.0676184158953106e-08,0.0,3.2028553142993132e-09
1997,1.2466725429760572e-08,0.0,1.917957792585412e-09
1998,1.5258013741359377e-08,0.0,2.3840645013706308e-09
1999,2.3765046652801658e-08,0.0,3.1991408688814005e-09
2000,1.3254094710646314e-08,0.0,4.859834756842929e-09
2001,2.015357480900093e-08,0.0,3.94309060403053e-09
2002,1.4019908789464353e-08,4.38122149670761e-10,5.6955880012310445e-09
2003,2.750169142418102e-08,4.1669229178253886e-10,4.1669229178253886e-10
2004,1.9821560226507273e-08,0.0,2.202395626982323e-09
2005,1.8915748967174295e-08,0.0,3.1526248278623825e-09
2006,1.9765871772658983e-08,8.235779835885637e-10,2.0589450144825605e-09
2007,1.9173502258107433e-08,0.0,2.3966877371606188e-09
2008,1.2772319285536682e-08,0.0,2.554463751636149e-09
2009,2.050322822633177e-08,0.0,3.814554005998616e-09
2010,1.6533275637442557e-08,0.0,5.196172214727568e-09
2011,2.0267051981104345e-08,0.0,5.7359577088078595e-09
2012,1.1574459612972987e-08,0.0,1.021275786161624e-08
2013,1.1714325509615264e-08,0.0,9.48302475434204e-09
2014,1.4725026933892771e-08,0.0,9.961048097473224e-09
2015,1.4186082711309389e-08,0.0,8.201328866030977e-09
2016,1.6570719907349485e-08,4.1426800878596737e-10,6.421153941893465e-09
2017,1.4842107098900215e-08,0.0,8.804639961557115e-09
2018,1.2132893745242512e-08,0.0,9.293279812361277e-09
2019,1.7856913892000392e-08,0.0,1.0203950906451098e-08
