year,très_ADV ouverts_ADJ,très_ADV couverts_ADJ
1800,0.0,0.0
1801,0.0,2.3811825844433088e-09
1802,0.0,8.951360541686881e-09
1803,3.900678446910888e-09,0.0
1804,4.943701892301533e-09,1.4831105232815389e-08
1805,0.0,2.842877711017877e-09
1806,2.881669125542885e-09,0.0
1807,0.0,0.0
1808,0.0,6.798221985349073e-09
1809,2.710836710662079e-08,6.7770917766551975e-09
1810,0.0,0.0
1811,2.5070767684098882e-09,2.5070767684098882e-09
1812,1.600324850414836e-08,0.0
1813,3.163315653864629e-08,0.0
1814,0.0,1.2586708564299443e-08
1815,0.0,2.697223555614414e-09
1816,0.0,0.0
1817,1.556873407970727e-09,1.556873407970727e-09
1818,9.536941902865692e-09,3.5763532135746345e-09
1819,0.0,1.035105001712111e-09
1820,3.5599443393152796e-09,1.1866481131050932e-09
1821,9.86148829262845e-10,0.0
1822,1.604098542884458e-08,0.0
1823,2.9648061783404955e-09,9.882686891060644e-10
1824,1.9368560089105813e-08,9.263223965660927e-09
1825,1.0566531649658373e-08,0.0
1826,1.4092774947016551e-08,2.642395191543301e-09
1827,1.8434546111834038e-09,8.295545583791863e-09
1828,6.420610709767516e-09,0.0
1829,0.0,5.143905745796928e-09
1830,1.0436835840010872e-09,8.349468672008697e-09
1831,0.0,1.5591206103948707e-09
1832,8.117981842303834e-09,8.117981842303834e-09
1833,1.2741991461950875e-08,0.0
1834,1.3068342852307069e-08,1.8669061851994684e-09
1835,1.5882484660778573e-08,3.025235173481633e-09
1836,1.4113575197427508e-08,5.376600054063374e-09
1837,1.530736071231331e-08,0.0
1838,1.8936486156917454e-08,8.837027110075724e-09
1839,9.788065469251706e-09,2.0974426639952526e-09
1840,8.917564464638872e-09,3.1848443882154243e-09
1841,0.0,1.926164561183441e-09
1842,8.720745015011744e-09,4.695785538189057e-09
1843,9.451057714215949e-09,4.7255288571079745e-09
1844,7.1351298203126134e-09,5.488561272137815e-10
1845,4.464182357111213e-09,4.464182357111213e-09
1846,4.0981511517657054e-09,1.2879903366069811e-08
1847,1.6179670936367074e-09,1.6179670936367074e-09
1848,1.6090443422100975e-09,0.0
1849,1.0893239199560867e-08,0.0
1850,4.480737203493845e-08,2.0366988096043315e-09
1851,1.9348316282474798e-09,0.0
1852,2.6042181744401205e-09,6.510545436100301e-09
1853,1.1943863675867306e-09,2.388772735173461e-09
1854,3.117398783558656e-09,1.558699391779328e-09
1855,6.368324534378189e-09,7.960405667972736e-09
1856,6.212626857404757e-09,0.0
1857,4.881508974818871e-09,3.905207268672939e-09
1858,1.2723557318849998e-08,9.787352039936081e-10
1859,1.018434669930457e-08,0.0
1860,1.373155145145688e-09,0.0
1861,4.715963619617014e-09,9.431927461278633e-10
1862,7.228778020618165e-09,3.162590411776023e-09
1863,5.9935452156878455e-09,6.493007020935693e-09
1864,2.8768367688059016e-09,0.0
1865,4.706844358715045e-10,0.0
1866,4.865612912574591e-10,0.0
1867,2.91168689159349e-09,2.91168689159349e-09
1868,9.385760613156435e-09,1.975949626142892e-09
1869,1.4650557433881772e-09,0.0
1870,1.1468097582678638e-09,0.0
1871,3.18635318130589e-09,0.0
1872,6.047339295989218e-10,6.047339295989218e-10
1873,0.0,0.0
1874,4.182226565063729e-09,1.7923826867161097e-09
1875,0.0,5.721527140956084e-10
1876,9.069021977836655e-09,1.813804439976252e-09
1877,8.658742167710898e-09,0.0
1878,4.831270938865373e-09,0.0
1879,1.2829582729523281e-08,3.665595160740054e-09
1880,3.016387850607316e-08,5.776061406947974e-09
1881,1.4642266066289267e-08,8.367009307619355e-09
1882,1.5972924316542958e-08,4.6587693702804245e-09
1883,1.3902545781263598e-08,1.8958017378167824e-09
1884,1.1883054540362536e-08,2.6406787867472303e-09
1885,2.2559724754955823e-08,2.5782542767416317e-09
1886,2.774989482645651e-08,1.936039106809062e-09
1887,2.6768590899450828e-08,7.834709769838355e-09
1888,2.599652049184442e-08,5.706553452000662e-09
1889,2.5687061366852504e-08,6.265136853755848e-09
1890,2.5562107097698572e-08,1.3764211992395303e-08
1891,1.6572972327821844e-08,1.9122659011827636e-09
1892,1.2537024751679837e-08,3.1342561879199593e-09
1893,1.539604177480669e-08,9.853466487186324e-09
1894,2.835692747282792e-08,6.301539290376468e-09
1895,1.2639090662958097e-08,1.0833506536300774e-08
1896,1.7691087705884456e-08,4.717623180994224e-09
1897,3.029891004757701e-08,5.826713556089658e-10
1898,1.810673566637888e-08,9.619203211741478e-09
1899,2.65323762960179e-08,9.949641111006713e-09
1900,3.426094963288051e-08,1.2977633190303095e-08
1901,3.073806453812722e-08,7.265360757457984e-09
1902,2.5042448115186744e-08,9.820567692386817e-10
1903,5.34621804604285e-08,1.5120615870500842e-08
1904,1.1286712897629059e-08,2.418581246388385e-08
1905,3.715746643706552e-08,1.7546581076999246e-08
1906,3.755254596171653e-08,1.1317205839134203e-08
1907,2.5199932807140613e-08,3.599990305858114e-09
1908,2.6521501439447093e-08,6.875944702500192e-09
1909,1.5952851484257735e-08,7.701377313651392e-09
1910,4.221879024157715e-08,1.0153886620400954e-08
1911,2.074945903984826e-08,7.980561100850991e-09
1912,1.614920641657136e-08,1.1460726589973547e-08
1913,5.037840367094759e-08,1.0605979205990934e-08
1914,2.276892807628883e-08,1.2054139020278853e-08
1915,4.947920118070215e-08,1.0602685840410686e-08
1916,1.4283700444650549e-08,1.4283700444650549e-08
1917,2.52227767560953e-08,9.869782324756216e-09
1918,2.2972752589112133e-08,4.594550517822427e-09
1919,2.025726608678724e-08,1.8415696745321952e-09
1920,3.104614876292544e-08,3.786115865267448e-09
1921,9.844571380313027e-09,6.058197943303867e-09
1922,2.8036154731125862e-08,2.2133805899215986e-09
1923,1.9108707505210987e-08,5.307974060286824e-09
1924,1.675911143195208e-08,7.734974438733389e-09
1925,1.8696901804560184e-08,4.399271169575059e-09
1926,2.0063049888108253e-08,1.2260752413340015e-08
1927,2.1183527820767267e-08,1.0034302277972529e-08
1928,3.1992914983902665e-08,1.0283437212876834e-08
1929,2.1166771446701205e-08,1.2254447234738564e-08
1930,1.7856125467119455e-08,1.05036033204442e-08
1931,2.737285598186645e-08,1.2545892325022123e-08
1932,2.6302888755935783e-08,7.6716757391182e-09
1933,1.8353059516584835e-08,6.882397318719313e-09
1934,1.9170528275935794e-08,4.7926320689839486e-09
1935,2.752705441366743e-08,1.196828414151696e-09
1936,1.33371855781661e-08,2.424942913137329e-09
1937,2.5182236740306507e-08,3.777335333410292e-09
1938,3.1116513810047763e-08,9.075650453382877e-09
1939,2.7529290846928234e-08,0.0
1940,4.3108308034334186e-08,0.0
1941,4.7224041566096275e-08,1.7709016475464523e-08
1942,2.4273694165799498e-08,6.068423541449874e-09
1943,5.8064703267746154e-08,0.0
1944,3.213186161588055e-08,0.0
1945,1.5249527862692958e-08,2.3963544037997053e-08
1946,3.201854070766785e-08,5.568441707737293e-09
1947,3.2186353138285995e-08,1.4305045148432782e-08
1948,1.3046265401328583e-08,4.348755133776194e-09
1949,2.846932467548413e-08,3.9268033269479474e-09
1950,8.401935502888591e-08,5.317680518146517e-09
1951,7.889437370067753e-08,6.396841278899501e-09
1952,1.5817205323287453e-08,1.2653764258629963e-08
1953,3.016671712430252e-08,8.619061908632375e-09
1954,4.10446503451567e-08,1.2704297169818801e-08
1955,1.8771215692936494e-08,6.569925492527773e-09
1956,3.750090726839517e-08,6.104799332717903e-09
1957,1.6786572132332367e-08,7.951533653738352e-09
1958,2.7298403537656668e-08,7.445019267748876e-09
1959,2.40273188012452e-08,8.525822714489095e-09
1960,2.5607082676515347e-08,6.920833239831836e-09
1961,2.848745239703021e-08,8.33779090214648e-09
1962,2.4099433559854333e-08,7.610347907416326e-09
1963,2.8450633848819962e-08,2.5864212993553792e-09
1964,2.798625509115027e-08,3.041984220075733e-09
1965,1.8057743744748223e-08,3.2832261354087677e-09
1966,2.8249282024717104e-08,6.092982118843793e-09
1967,2.6130779318123132e-08,6.902469706915326e-09
1968,3.4134760795723196e-08,6.737123747768692e-09
1969,2.4071315607443466e-08,7.72098829315837e-09
1970,2.8052221878738237e-08,7.3579600190498695e-09
1971,4.1107178105903586e-08,1.0276794526475896e-08
1972,3.078088184338412e-08,3.5911027485013847e-09
1973,2.260413545229767e-08,8.269805285010534e-09
1974,3.3753430273009144e-08,5.06301445213353e-09
1975,4.683413834527528e-08,8.567219822452898e-09
1976,4.170874490228016e-08,3.4281160132820787e-09
1977,4.0549796409550254e-08,5.289103821581875e-09
1978,3.445542873237173e-08,1.7821774056514528e-09
1979,2.867466974976196e-08,8.777959692451986e-09
1980,4.207011627954671e-08,2.8425752862659692e-09
1981,3.0995192190630405e-08,1.8976649140967083e-09
1982,4.96600165433847e-08,3.1037510339615437e-09
1983,5.810090897284681e-08,3.78918940668882e-09
1984,4.9871474061546905e-08,3.479405208395292e-09
1985,5.594468888148185e-08,1.8046674155058895e-09
1986,5.634816346855587e-08,4.7955883708539204e-09
1987,5.377518874638554e-08,3.6664902225425067e-09
1988,4.4374498742172364e-08,2.99827696004229e-09
1989,4.335616665684938e-08,4.390497743145261e-09
1990,3.868542108875772e-08,3.2691906959314565e-09
1991,4.9822453718206816e-08,2.344586080837985e-09
1992,3.691662442406596e-08,4.4079553340736766e-09
1993,4.5421501226883265e-08,3.323524566667402e-09
1994,4.430938460586731e-08,5.274926606624319e-10
1995,5.4224507550770795e-08,3.795715741716776e-09
1996,3.790045610685411e-08,3.736664311304594e-09
1997,3.4523239378358994e-08,3.835915585170824e-09
1998,2.3363833534517653e-08,2.3840645013706308e-09
1999,3.793266856177979e-08,3.1991407301035224e-09
2000,3.534425019324772e-08,3.092622158362701e-09
2001,3.461157405126869e-08,0.0
2002,4.030723843584383e-08,2.6287327870022636e-09
2003,3.375207668909752e-08,6.250384210204629e-09
2004,4.0083598662477016e-08,5.285749615779878e-09
2005,4.053374524914943e-08,1.3511248786457486e-09
2006,3.500206346984669e-08,2.8825228870488218e-09
2007,4.593651325990322e-08,1.997239706952314e-09
2008,4.896055472158878e-08,2.554463751636149e-09
2009,4.3867370180805665e-08,2.384096253749135e-09
2010,4.7237929123866707e-08,4.723793023408973e-10
2011,3.976930784688193e-08,3.82397197240536e-10
2012,4.085103100237575e-08,2.0425516833455504e-09
2013,3.7374274342028e-08,3.904775169871755e-09
2014,3.2481676015549965e-08,5.413613113347537e-09
2015,3.2805317573547654e-08,3.989835573037226e-09
2016,3.086296729293281e-08,6.214019965256057e-09
2017,3.5721679836342446e-08,5.0312225496895735e-09
2018,3.201018827780899e-08,6.195520096952123e-09
2019,2.7550667525133576e-08,5.3570743396846865e-09
