year,marchés_NOUN ouverts_ADJ,marchés_NOUN couverts_ADJ
1800,0.0,0.0
1801,0.0,2.3811825844433088e-09
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,2.4718509461507665e-09
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,5.693910232196231e-09
1808,0.0,0.0
1809,0.0,2.0331274441787173e-08
1810,0.0,2.106114038724627e-08
1811,0.0,8.273353557797236e-08
1812,0.0,5.3344164641089264e-09
1813,0.0,5.751483289628823e-09
1814,0.0,0.0
1815,0.0,0.0
1816,2.3176038865813098e-09,0.0
1817,0.0,0.0
1818,0.0,7.152706427149269e-09
1819,0.0,5.175524897538253e-09
1820,2.3732962262101864e-09,2.3732962262101864e-09
1821,0.0,3.94459531705138e-09
1822,0.0,3.0076847679083585e-09
1823,9.882686891060644e-10,6.917880934764753e-09
1824,0.0,3.3684450784221553e-09
1825,1.7610886970942374e-08,1.4969252504215547e-08
1826,7.0463874735082754e-09,1.3211976401805714e-08
1827,0.0,1.474763688946723e-08
1828,6.420610709767516e-09,1.3758452155343548e-08
1829,0.0,1.2859763920403111e-08
1830,0.0,3.1310507520032616e-09
1831,9.354723218280014e-09,6.080570358335535e-08
1832,1.3529969367098715e-09,4.0589908545385356e-08
1833,0.0,3.1275796175123105e-08
1834,6.534171426153534e-09,2.42697808516823e-08
1835,0.0,1.3613558280667348e-08
1836,0.0,2.2178475944656384e-08
1837,5.5663127440652715e-09,1.1828414692161004e-08
1838,6.312161904276081e-10,1.830527018853445e-08
1839,4.894032734625853e-09,3.775396750782534e-08
1840,6.3696887764308485e-09,2.1019973317493168e-08
1841,1.1556987367100646e-08,2.760835826620678e-08
1842,0.0,2.683306021822318e-09
1843,1.7720733769266417e-09,2.3627644785140234e-08
1844,0.0,1.097712254427563e-08
1845,8.928364714222425e-09,2.5669049108500985e-08
1846,9.367202125076801e-09,1.8148954339380907e-08
1847,5.393223645455691e-10,1.77976389181822e-08
1848,4.98803736093123e-08,2.252662056889676e-08
1849,1.6758829879393033e-09,1.3407063903514427e-08
1850,6.788996032014438e-10,1.425689166723032e-08
1851,9.674158363282004e-09,7.094382858952031e-09
1852,1.9531636308300904e-09,8.463708844885787e-09
1853,0.0,1.911018188138769e-08
1854,0.0,1.6626126253527218e-08
1855,6.8990182455763716e-09,1.2205955357558196e-08
1856,3.6240324075009767e-09,1.708472419092999e-08
1857,4.881508974818871e-09,2.880090393952983e-08
1858,3.9149408159744326e-09,1.5170395550878624e-08
1859,1.018434669930457e-09,1.527652027100146e-08
1860,2.746310290291376e-09,3.249800606397457e-08
1861,1.8863854922557266e-09,2.4523012287502866e-08
1862,4.066187830886747e-09,2.3041730412565187e-08
1863,2.4973103585068657e-09,2.6471489888990618e-08
1864,1.4384183844029508e-09,3.404256787575832e-08
1865,6.589582213223366e-09,4.330296832222302e-08
1866,9.731225825149181e-10,2.1408696593283594e-08
1867,2.426405742994575e-09,1.552899675516528e-08
1868,0.0,4.445886681025968e-08
1869,9.767038289254515e-10,1.2501808832610095e-07
1870,0.0,3.039045992636602e-08
1871,2.1242354542039266e-09,9.45284810427438e-08
1872,3.0236697590169115e-09,3.0236694925633856e-08
1873,4.788803575905831e-09,1.2570609442263958e-08
1874,0.0,2.1508593572860946e-08
1875,1.1443054281912168e-09,5.2065896483100005e-08
1876,1.813804439976252e-09,2.3579457941735882e-08
1877,6.184816214727107e-09,3.092408029647942e-08
1878,6.039088673581716e-10,2.657199060784876e-08
1879,2.443730107160036e-09,2.138263865969492e-08
1880,0.0,2.5029600170256572e-08
1881,4.183504653809678e-09,6.344981828831919e-08
1882,2.6621540527571597e-09,3.128031078603044e-08
1883,0.0,3.0332827138934704e-08
1884,6.601696966868076e-10,6.535679819563711e-08
1885,6.445635691854079e-10,4.1896630609272734e-08
1886,3.2267319927115068e-09,3.291266637006629e-08
1887,0.0,3.06859454513031e-08
1888,6.340614699951175e-09,3.233713496975099e-08
1889,6.265136742733546e-10,2.8193115397812107e-08
1890,8.520702365899524e-09,3.4082809463598096e-08
1891,6.374220040683554e-10,1.5935549768641977e-08
1892,3.761107425503951e-09,2.4447197821686473e-08
1893,1.2316833108982905e-09,5.173069839159439e-08
1894,5.041231432301174e-09,5.10424686961386e-08
1895,1.023164486468886e-08,2.7083765896662726e-08
1896,4.1279202278587945e-09,2.063960102827167e-08
1897,5.2440420894583895e-09,5.0109736138281846e-08
1898,5.092519295146758e-09,9.109951026875507e-08
1899,9.949641111006713e-09,5.693405924489525e-08
1900,4.15284251431558e-09,8.098042902915381e-08
1901,5.029864968975062e-09,4.8622027737366125e-08
1902,1.3257766440233354e-08,4.124638341984621e-08
1903,1.1340462791054051e-08,4.482182713871907e-08
1904,1.0749250378694342e-08,7.255743916800839e-08
1905,1.2901897328276846e-08,8.308822074809541e-08
1906,1.0802787109298606e-08,5.96725415746846e-08
1907,7.199980611716228e-09,7.765693288419584e-08
1908,7.858222517143076e-09,7.170628135710899e-08
1909,1.6502950117569526e-09,6.766209992292715e-08
1910,4.275320542035388e-09,6.145773223664719e-08
1911,1.1704822888702893e-08,5.692800297829592e-08
1912,9.376957876838787e-09,5.4177981212433224e-08
1913,1.2727175757731857e-08,2.492405137832776e-08
1914,8.705766774141921e-09,5.2904273850629124e-08
1915,4.712304768617059e-09,3.062998121805549e-08
1916,1.0987461607214755e-08,4.834483280369284e-08
1917,6.57985488317081e-09,1.64496359866817e-08
1918,1.033773866510046e-08,3.331049214239101e-08
1919,4.603924352863942e-09,4.235610395753042e-08
1920,2.6502810612782923e-08,3.028892736622879e-08
1921,1.2116395886607734e-08,3.104826579169995e-08
1922,1.1066902949607993e-08,2.2133806787394406e-08
1923,1.0615948120573648e-08,2.0170301429089932e-08
1924,1.2891624656674594e-08,3.093989930924579e-08
1925,2.1996355847875293e-09,9.898360131543882e-09
1926,2.229227691330493e-09,2.3406890314880968e-08
1927,5.574612327308159e-09,3.0102908166185216e-08
1928,2.2852082448565625e-09,6.85562484559199e-09
1929,0.0,4.121950514246464e-08
1930,3.1510811737689437e-09,1.8906486376479847e-08
1931,2.2810713318222042e-09,5.5886246741465584e-08
1932,6.575722188983946e-09,5.2605777511871565e-08
1933,2.2941324395731044e-09,3.9000250584564355e-08
1934,2.516131836216573e-08,3.474658250013363e-08
1935,1.0771455727365264e-08,3.351119559624749e-08
1936,3.6374143697059935e-09,3.516167046413443e-08
1937,1.2591118148108649e-09,4.7846249406902075e-08
1938,3.8895642262559704e-09,1.6854778350783306e-08
1939,6.117620188206274e-09,2.9058696782158222e-08
1940,5.0715658339584024e-09,2.028626333583361e-08
1941,2.9515025978810172e-09,8.854507793643052e-09
1942,9.102635090130207e-09,3.034211815133858e-08
1943,1.7419411690866582e-08,2.6129116648121453e-08
1944,1.2852744646352221e-08,1.927911696952833e-08
1945,1.3071024262956144e-08,2.178504132643866e-08
1946,1.6705325123211878e-08,5.150808579656996e-08
1947,4.7683483828109274e-09,1.90733930871545e-08
1948,1.0871888278529696e-08,3.587723140796584e-08
1949,1.3743811422273211e-08,2.257911879688379e-08
1950,5.317680518146517e-09,2.7651940293083044e-08
1951,1.4925962688039363e-08,4.264560815592233e-08
1952,5.272402070488624e-09,3.1634412422931746e-08
1953,8.619061908632375e-09,4.417269083845099e-08
1954,1.3681550115052232e-08,4.006739984241392e-08
1955,1.407841132561316e-08,3.9419554287434266e-08
1956,2.7907653077363648e-08,2.529131126749462e-08
1957,1.6786572132332367e-08,2.915562480332312e-08
1958,1.0753916868111446e-08,3.887954402870264e-08
1959,1.5501495198577686e-08,1.705164498488898e-08
1960,1.5225833038812198e-08,4.429333189115425e-08
1961,4.86371165564492e-09,2.084447769945541e-08
1962,2.5367825617905737e-09,1.648908676266103e-08
1963,2.5864212993553792e-09,3.0390450156403404e-08
1964,1.0951143103454797e-08,3.224503319909644e-08
1965,2.188817349590977e-09,5.581484430194905e-08
1966,7.200797291773142e-09,2.2710207048248776e-08
1967,8.874604162656397e-09,3.944268356370628e-08
1968,7.186265360559219e-09,4.9854716355213213e-08
1969,9.991866889436096e-09,3.9513293415005535e-08
1970,1.4256047897731605e-08,3.678979898502632e-08
1971,6.166076982339064e-09,2.723350656097523e-08
1972,1.4364410994005539e-08,2.6676763464905662e-08
1973,6.064523994098181e-09,2.701469825616698e-08
1974,8.438357568252286e-09,3.712877305606099e-08
1975,9.138368284311582e-09,4.0551510149811065e-08
1976,1.0284348483935446e-08,2.742492810625663e-08
1977,1.4104276857551667e-08,4.348818549715361e-08
1978,2.0792070287711795e-08,2.3168305829379676e-08
1979,8.192762912528906e-09,2.984506375369733e-08
1980,1.6486936260662333e-08,4.3207144528878416e-08
1981,1.3916208629893845e-08,2.466964388325721e-08
1982,1.4898005495922462e-08,2.2347008910017507e-08
1983,1.8314416649900522e-08,5.683784287668914e-08
1984,1.1018116197192285e-08,3.2474446243213606e-08
1985,1.8648229627160617e-08,3.910112678084943e-08
1986,1.558566253834215e-08,4.375974427262008e-08
1987,2.13878585952898e-08,2.8720839040374813e-08
1988,3.7178633505163816e-08,3.2381389569735575e-08
1989,2.4147738031388144e-08,3.1831108859847745e-08
1990,2.0704874259536155e-08,3.432649997581194e-08
1991,3.341035181847474e-08,2.6962740484748338e-08
1992,4.35285585353995e-08,3.195767561692264e-08
1993,2.9911721100006616e-08,4.5421501226883265e-08
1994,4.6946848186735224e-08,3.692448635739254e-08
1995,4.9886548225686056e-08,2.657000813810484e-08
1996,3.5231408901381656e-08,3.4697599016197955e-08
1997,3.979762297490197e-08,6.377209971208941e-08
1998,6.15088637800909e-08,5.101898181703035e-08
1999,5.8498574873055986e-08,4.06747895920212e-08
2000,4.285490717848006e-08,3.313523511128125e-08
2001,3.329720854594598e-08,3.154472438815503e-08
2002,5.651775580872709e-08,2.8477940006155222e-08
2003,5.0003073681637034e-08,2.7501691257647565e-08
2004,3.171449591832243e-08,2.6428747912365935e-08
2005,4.3235996116663955e-08,5.5396120579587205e-08
2006,3.87081655617294e-08,1.2106596825045557e-07
2007,3.355362920842708e-08,4.274093123868283e-08
2008,3.363377487630714e-08,4.512886064844679e-08
2009,3.4330987830344384e-08,6.150968268059387e-08
2010,3.542844595472161e-08,4.3931275728326113e-08
2011,2.6767803973370974e-08,6.538992058935378e-08
2012,1.872338906139248e-08,4.0851030891353446e-08
2013,1.617692468869336e-08,3.4585150521238006e-08
2014,1.775665126046988e-08,4.1360002533963325e-08
2015,1.5072712855612735e-08,3.613017868220325e-08
2016,1.905632807108759e-08,3.8526924317494604e-08
2017,1.33327402451755e-08,3.7482607823102754e-08
2018,1.884470712809616e-08,3.2268333727270004e-08
2019,1.0714148679369373e-08,6.479508707357695e-08
