year,avons_VERB ôté_VERB,avons_VERB oté_VERB,avons_VERB coté_VERB
1940,1.0143131667916805e-08,2.5357829169792012e-09,0.0
1941,8.854508237732261e-09,0.0,2.9515025978810172e-09
1942,3.034211770724937e-09,0.0,0.0
1943,2.9032352077962287e-09,0.0,0.0
1944,3.2131861615880553e-09,0.0,0.0
1945,8.714016175304096e-09,0.0,0.0
1946,6.960552134671616e-09,0.0,9.744772988540262e-09
1947,4.7683483828109274e-09,0.0,2.3841741914054637e-09
1948,8.697510267552389e-09,0.0,0.0
1949,9.817008539414473e-09,0.0,4.908504269707237e-09
1950,8.508289184305795e-09,0.0,1.0635361480382244e-09
1951,2.2388944032059044e-08,0.0,2.1322803522849654e-09
1952,1.1599284199803606e-08,1.0544803918932644e-09,0.0
1953,3.232148326759443e-09,0.0,2.1547654771580937e-09
1954,3.9090144454689835e-09,9.772536113672459e-10,4.886268278880834e-09
1955,7.508486277174597e-09,0.0,2.815682353940474e-09
1956,3.488456634670456e-09,8.72114158667614e-10,6.976913269340912e-09
1957,7.068030161150318e-09,0.0,1.7670075402875796e-09
1958,6.617794756635931e-09,0.0,7.445019267748876e-09
1959,3.8753737996444215e-09,0.0,1.5501495642666896e-09
1960,4.844583401109048e-09,0.0,0.0
1961,1.042223907177231e-08,0.0,6.948159270159238e-10
1962,1.2049716779927166e-08,0.0,2.5367825617905737e-09
1963,1.0345685197421517e-08,0.0,1.939815863494232e-09
1964,1.7035111099517053e-08,0.0,2.4335873316516654e-09
1965,6.5664522708175355e-09,0.0,6.5664522708175355e-09
1966,1.1078149952936656e-08,5.539074754423723e-10,5.539074754423723e-10
1967,1.232583901611406e-08,0.0,3.451234853457663e-09
1968,7.186265360559219e-09,0.0,8.982831700699023e-10
1969,1.589615195030092e-08,0.0,8.175163657142548e-09
1970,7.817832603507213e-09,0.0,5.518470125309705e-09
1971,1.4387513402880359e-08,0.0,8.221435976452085e-09
1972,8.208234980600082e-09,0.0,1.0260293725750103e-09
1973,5.513203671370093e-09,3.3079223804577396e-09,1.6539611902288698e-09
1974,5.625571564138454e-09,0.0,1.6876715580593782e-09
1975,1.0851811893530794e-08,5.711480177694739e-10,4.569184142155791e-09
1976,5.142174241967723e-09,5.713526873840635e-10,2.856763492431469e-09
1977,4.7014254711541525e-09,5.876781838942691e-10,2.938390863960194e-09
1978,2.970295565063452e-09,0.0,5.346532105932056e-09
1979,7.022368020415115e-09,2.3407893401383717e-09,2.925986564150662e-09
1980,6.253665585376211e-09,1.1370301367108482e-09,5.685150683554241e-10
1981,5.060439622894819e-09,0.0,1.2651099057237047e-09
1982,6.2075020679230875e-09,1.2415004579935385e-09,1.2415004579935385e-09
1983,8.841442245000053e-09,6.315316047889041e-10,3.157658134966823e-09
1984,6.958810416790584e-09,0.0,4.059305780401701e-09
1985,7.218669662023558e-09,0.0,1.8046674155058895e-09
1986,1.0790073723399018e-08,5.994485463567401e-10,1.1988970927134801e-09
1987,9.166225112267057e-09,0.0,0.0
1988,1.139345240375178e-08,0.0,5.996553809062277e-10
1989,1.2073869015694072e-08,5.488122178931576e-10,1.0976244357863152e-09
1990,9.262707045820662e-09,5.44865097484859e-10,5.44865097484859e-10
1991,1.1136783939491579e-08,0.0,1.1722930404189924e-09
1992,6.060938417817852e-09,0.0,5.509944167592096e-10
1993,7.200969598386564e-09,0.0,2.2156829704300662e-09
1994,5.274926717646622e-09,1.5824779264761446e-09,0.0
1995,8.675921314704738e-09,1.0844901643380922e-09,6.506940763983948e-09
1996,9.074756945892659e-09,0.0,1.6014276571496566e-09
1997,1.102825741838842e-08,0.0,9.58978896292706e-10
1998,6.198567881199324e-09,4.768129224785866e-10,1.43043876743576e-09
1999,7.312321859131998e-09,0.0,2.285100553223174e-09
2000,8.83606254831193e-09,0.0,8.836062992401139e-10
2001,1.0076787404500465e-08,4.3812117822561447e-10,4.3812117822561447e-10
2002,1.0514931148009055e-08,0.0,1.3143663935011318e-09
2003,1.0417307017007715e-08,4.1669229178253886e-10,1.2500769308587678e-09
2004,8.369103632333008e-09,0.0,0.0
2005,6.7556245042510454e-09,0.0,1.3511248786457486e-09
2006,9.882935358973555e-09,4.1178899179428186e-10,4.1178899179428186e-10
2007,6.7906151812735516e-09,0.0,1.1983438685803094e-09
2008,1.0217855006544596e-08,4.257439678578834e-10,4.257439678578834e-10
2009,7.629108011997232e-09,0.0,1.907277002999308e-09
2010,9.919965293647692e-09,0.0,4.723793023408973e-10
2011,9.942326961720482e-09,7.64794394481072e-10,1.529588788962144e-09
2012,1.7702113552786614e-08,0.0,6.808505426114664e-10
2013,1.4224537991935904e-08,0.0,2.789125042035323e-10
2014,1.8839372728507442e-08,0.0,6.496335691608124e-10
2015,1.4186082530898148e-08,0.0,2.881548111233201e-09
2016,1.5949318310504168e-08,0.0,0.0
2017,1.6099912514278003e-08,0.0,2.5156112748447867e-09
2018,1.8328414341794996e-08,0.0,2.5814667070633845e-10
2019,1.4285530980373551e-08,0.0,2.55098775436835e-10
