year,parcs_NOUN ouverts_ADJ,parcs_NOUN couverts_ADJ
2009,0.0,3.337734755248789e-09
2010,4.723793023408973e-10,4.723793023408973e-10
2011,1.529588788962144e-09,3.82397197240536e-10
2012,0.0,1.3617010852229328e-09
2013,2.789125042035323e-10,1.1156500168141292e-09
2014,4.330890368553497e-10,2.1654451842767486e-10
2015,2.2165753954528356e-10,1.329945265027277e-09
2016,8.285360175719347e-10,4.1426800878596737e-10
2017,5.031222660711876e-10,1.0062445321423752e-09
2018,5.162933414126769e-10,1.8070267504555204e-09
2019,5.1019755087367e-10,2.55098775436835e-10
