year,des_DET âges_NOUN,des_DET ages_NOUN,des_DET cages_NOUN
1907,3.5382762630931097e-07,9.771402353919711e-09,4.026846283089469e-07
1908,3.2120485471409665e-07,7.858222517143076e-09,3.6246052070865176e-07
1909,3.7351679410546623e-07,9.901770570142077e-09,3.575639322406232e-07
1910,4.216534925660653e-07,8.550641084070776e-09,3.650054991588547e-07
1911,3.15498193348418e-07,5.852411444351446e-09,2.755953811828249e-07
1912,3.8132964652604073e-07,6.772247651554153e-09,3.9539506602181973e-07
1913,2.8901293358529756e-07,9.545381318698531e-09,3.452246248869528e-07
1914,3.7769634042561506e-07,1.1384464482233625e-08,3.0269281836581285e-07
1915,2.6035485234388034e-07,1.2958838002674611e-08,2.5210830356670044e-07
1916,2.8347653202587253e-07,6.592477230782379e-09,1.703056595747654e-07
1917,3.761483471365068e-07,1.3159709322252411e-08,2.8732030943334763e-07
1918,3.411453679547094e-07,9.189101035644853e-09,3.066862488410038e-07
1919,3.5173981416392053e-07,8.287063535394878e-09,2.762354525120969e-07
1920,3.47565449754228e-07,1.2115570768855832e-08,3.0061759215271877e-07
1921,3.407736244298576e-07,4.5436484574779e-09,3.06696275931273e-07
1922,3.1872682515476924e-07,5.902348332309515e-09,3.6594560159919354e-07
1923,3.2378640835162287e-07,3.1847844361720945e-09,3.8429731263889266e-07
1924,3.9319455380493196e-07,1.2891624212585384e-08,4.163994584693853e-07
1925,3.5304151979609344e-07,5.499088961968823e-09,3.3764405871217207e-07
1926,3.6224949173657706e-07,7.802296919656726e-09,4.0237560450240295e-07
1927,4.058317810695655e-07,6.689534925996554e-09,3.4451106190047653e-07
1928,3.5192205749545735e-07,0.0,4.3304696140111787e-07
1929,3.21957735138767e-07,6.684243825105796e-09,3.4646662983028875e-07
1930,3.613239645261501e-07,5.2518018822667045e-09,3.5607217263589064e-07
1931,3.3759855355697255e-07,1.0264820993199919e-08,5.314896371899636e-07
1932,3.934473569167096e-07,5.479768305782784e-09,3.8467974849965003e-07
1933,3.257668148570758e-07,5.735331098932761e-09,5.287975117784782e-07
1934,2.9354871422526685e-07,4.7926320689839486e-09,4.409221467938096e-07
1935,2.7646736544539863e-07,1.196828414151696e-08,4.0572482795653286e-07
1936,3.72228728728885e-07,6.0623572828433225e-09,4.68013987564575e-07
1937,3.4877397103727503e-07,6.295559185076627e-09,4.343935851025549e-07
1938,3.202407965474663e-07,1.0372171899142302e-08,5.237946840708219e-07
1939,3.945864932575205e-07,1.5294050470515685e-08,4.282334007399413e-07
1940,4.0826105673907875e-07,1.01431314458722e-08,3.6261695068873223e-07
1941,3.3056829140676314e-07,5.9030051957620344e-09,5.725914977716684e-07
1942,4.09618593266714e-07,3.034211770724937e-09,4.915422902040945e-07
1943,4.877435237915506e-07,0.0,3.512914625858343e-07
1944,3.66303225973752e-07,1.6065930807940276e-08,3.3095818174899705e-07
1945,3.376681263489445e-07,8.714016175304096e-09,3.9430922793570744e-07
1946,4.2877001238394996e-07,4.1763312808029696e-09,3.563802728479004e-07
1947,3.3616855454887684e-07,3.5762612871081956e-09,3.302081337253071e-07
1948,4.18567668525327e-07,6.523132700664291e-09,3.1963350943797764e-07
1949,4.0151565072754636e-07,8.83530737461058e-09,2.9254684674739906e-07
1950,4.2541446898525237e-07,6.381216888229346e-09,3.0417134699867177e-07
1951,4.872260674915196e-07,4.264560704569931e-09,3.3903257445899726e-07
1952,4.333914336296374e-07,1.687168627029223e-08,3.5746885362897274e-07
1953,4.4172691504584805e-07,3.2321482157371406e-09,3.867803894941346e-07
1954,4.5930919156944583e-07,1.07497895029951e-08,3.7624264814795083e-07
1955,4.833587965435981e-07,7.508486277174597e-09,3.6791582713746607e-07
1956,4.779185491798899e-07,7.849027205963921e-09,4.098936550178678e-07
1957,4.823930681574495e-07,4.417518850718949e-09,3.1629433649982275e-07
1958,4.773084563147734e-07,7.4450192122377246e-09,4.235388524342909e-07
1959,4.789962222417898e-07,7.750748154400355e-09,3.3173199298630607e-07
1960,4.75461239712871e-07,7.612916630428401e-09,3.536545871707375e-07
1961,4.988778501413549e-07,5.558527582660844e-09,3.48797602800488e-07
1962,5.511160132698478e-07,3.805173953708163e-09,4.388633909613304e-07
1963,4.784879434893696e-07,1.0992290189193454e-08,4.1900024205787645e-07
1964,5.195708929761622e-07,1.216793676928063e-08,4.0032511616772126e-07
1965,5.203913504558955e-07,7.66086077907957e-09,3.551356124731342e-07
1966,5.649855978617779e-07,5.5390746434014204e-09,3.6668674496809217e-07
1967,4.496466043946157e-07,7.395503209828291e-09,3.604075269336704e-07
1968,5.120214208176321e-07,7.186265277292492e-09,3.700926543004357e-07
1969,4.977766669966854e-07,7.2668123463071055e-09,3.4835282924916555e-07
1970,4.3595913856719903e-07,4.1388523719376735e-09,3.3984578484691497e-07
1971,6.24315299901923e-07,6.166076871316761e-09,3.6174318740478384e-07
1972,6.186957293152773e-07,7.182205385980467e-09,3.36537627099176e-07
1973,5.882588371974862e-07,9.923766808306311e-09,3.4457524922260063e-07
1974,5.653699677310442e-07,1.0688586071783135e-08,3.2347037048907623e-07
1975,4.6662791675089466e-07,1.1422959911300268e-08,3.1241795905856407e-07
1976,6.239171250754794e-07,1.714058084356651e-08,2.8281957842324346e-07
1977,6.993370149643852e-07,1.2928920212207373e-08,2.785594630516641e-07
1978,5.661383726263125e-07,7.128709511583509e-09,2.9168303328219736e-07
1979,5.266775877643681e-07,6.437170685380522e-09,3.277105014021231e-07
1980,8.482244613361445e-07,1.3644361529507876e-08,2.5867436193038884e-07
1981,5.579134603195257e-07,9.488324403950088e-09,3.694120875863405e-07
1982,6.126804512618378e-07,6.828252518964462e-09,2.396095926116004e-07
1983,6.991054863902946e-07,1.0104505787644769e-08,3.119765983328193e-07
1984,6.175944289310564e-07,5.2191077015706355e-09,2.67914178841977e-07
1985,5.738842236979735e-07,2.4062232206745193e-09,2.707001192092662e-07
1986,6.108380539160407e-07,1.3187867908825979e-08,2.9432924142369643e-07
1987,5.304188768207041e-07,7.944061963804927e-09,2.73153515806257e-07
1988,5.864629439855662e-07,7.195864681897035e-09,2.7644114108937856e-07
1989,5.444216952810166e-07,1.2073868793649467e-08,2.173296334007091e-07
1990,5.290640325839036e-07,1.3621627437121475e-08,2.7025307902661666e-07
1991,5.187396574513059e-07,9.378344267840788e-09,2.4090621408845436e-07
1992,5.779931546712191e-07,8.815910834680807e-09,2.2756069917306831e-07
1993,5.566903613640761e-07,9.416652735350084e-09,2.487103998305429e-07
1994,6.034515811492724e-07,4.747433890450736e-09,2.394816638329189e-07
1995,5.15132850154032e-07,9.218166452384935e-09,2.434680359542085e-07
1996,4.6815069154604316e-07,5.33809241254346e-09,2.1192225396760023e-07
1997,4.363353935943337e-07,6.233362603857984e-09,2.536499272842718e-07
1998,5.311696016363499e-07,3.814503379828693e-09,2.212412004709563e-07
1999,5.470530903828319e-07,4.1131810180061734e-09,2.504470355546573e-07
2000,4.3119988113460295e-07,2.2090157481002848e-09,2.2045977310369835e-07
2001,4.937625499579212e-07,3.5049694258049158e-09,2.2826113221796618e-07
2002,4.7010505888067655e-07,7.448076544402937e-09,2.961705849457985e-07
2003,4.308598207103387e-07,3.333538389771462e-09,2.675164543219921e-07
2004,4.770388866148778e-07,2.6428747801343633e-09,2.6472794889542683e-07
2005,5.652205476991412e-07,2.251874686720612e-09,2.2248523201540138e-07
2006,4.5832115258548356e-07,4.941468012553685e-09,2.7672220070940057e-07
2007,4.31803228728711e-07,1.5977918155218873e-09,2.3048147168580613e-07
2008,3.857240251647909e-07,2.9802077194940324e-09,3.146247955498893e-07
2009,3.8765404219986976e-07,4.291373478793048e-09,2.941974663883684e-07
2010,4.138042708490275e-07,0.0,3.7270726060967263e-07
2011,3.8430918758436405e-07,7.64794394481072e-10,4.011346668164606e-07
2012,3.577869631676833e-07,2.382976926895708e-09,4.854464270565018e-07
2013,3.168445954493393e-07,1.3945625210176615e-09,4.610423580686529e-07
2014,3.0532776129632566e-07,1.7323561474213989e-09,4.6708651524340894e-07
2015,3.1342375672593903e-07,1.1082876977264178e-09,4.880898956116653e-07
2016,3.044869969492936e-07,2.0713400716854125e-09,4.791009420301862e-07
2017,3.041373997092478e-07,1.7609279590047322e-09,4.757021088153124e-07
2018,2.808635861661912e-07,1.8070266949443692e-09,5.284262272198248e-07
2019,2.831596424002214e-07,5.1019755087367e-10,5.081567522324804e-07
