year,vastes_ADJ ouvertures_NOUN,vastes_ADJ couvertures_NOUN
1800,2.2009151834367913e-08,0.0
1801,0.0,0.0
1802,6.713520406265161e-09,0.0
1803,5.851017448321727e-09,0.0
1804,0.0,0.0
1805,5.685755422035754e-09,0.0
1806,5.76333825108577e-09,0.0
1807,0.0,0.0
1808,0.0,2.2660739951163578e-09
1809,0.0,0.0
1810,1.6380887757350138e-08,0.0
1811,0.0,0.0
1812,8.00162425207418e-09,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,3.113746815941454e-09,0.0
1818,3.5763532135746345e-09,0.0
1819,0.0,0.0
1820,2.3732962262101864e-08,0.0
1821,9.861488514673056e-09,0.0
1822,1.2030739071633434e-08,0.0
1823,0.0,0.0
1824,1.0105335235266466e-08,0.0
1825,2.0252519661312363e-08,7.044354433105582e-09
1826,8.807984341885344e-10,8.807984341885344e-10
1827,0.0,9.217273055917019e-10
1828,1.8344602503717056e-09,0.0
1829,1.714635211591542e-09,0.0
1830,7.305785310052215e-09,1.0436835840010872e-09
1831,1.5591206103948707e-09,0.0
1832,1.6235963684607668e-08,9.470978667991403e-09
1833,4.6334514003376626e-09,0.0
1834,6.534171426153534e-09,0.0
1835,0.0,0.0
1836,3.36037508930076e-09,0.0
1837,5.5663127440652715e-09,6.957890930081589e-10
1838,2.1461350030449466e-08,2.5248647617104325e-09
1839,7.690622361167243e-09,0.0
1840,1.2739377330817092e-09,0.0
1841,6.420548537278137e-10,3.852329122366882e-09
1842,7.379091560011375e-09,0.0
1843,8.860366662588604e-09,7.678984559333912e-09
1844,6.037417232818143e-09,0.0
1845,1.674068439427856e-09,5.580227946389016e-10
1846,5.854501328173001e-09,0.0
1847,6.47186837454683e-09,0.0
1848,9.65426583121598e-09,0.0
1849,8.379414939696517e-10,3.3517659758786067e-09
1850,9.504594444820214e-09,0.0
1851,1.483370937194195e-08,0.0
1852,2.6042181744401205e-09,0.0
1853,2.388772735173461e-09,5.971931837933653e-10
1854,5.195664454227256e-10,1.0391328908454511e-09
1855,1.0613874223963649e-09,0.0
1856,1.2425253714809514e-08,5.177189232874468e-10
1857,4.393358121745905e-09,2.9289055625270066e-09
1858,9.787352039936081e-10,0.0
1859,6.110608019582742e-09,0.0
1860,7.781213007262977e-09,0.0
1861,3.3011746669586728e-09,0.0
1862,3.6143890103090826e-09,4.517986262886353e-10
1863,9.489779628779615e-09,0.0
1864,3.3563094525845827e-09,4.794727948009836e-10
1865,8.001635798393636e-09,4.706844358715045e-10
1866,8.271541673821048e-09,0.0
1867,5.338092634588065e-09,1.94112459439566e-09
1868,3.951899252285784e-09,0.0
1869,8.30198221279943e-09,0.0
1870,4.587239033071455e-09,0.0
1871,1.805600113868877e-08,0.0
1872,1.3908880269752899e-08,1.2094678591978436e-09
1873,1.0176207432266438e-08,0.0
1874,1.7923827755339516e-08,1.7923826867161097e-09
1875,1.3159512590732447e-08,0.0
1876,3.02300739996042e-09,1.209202959984168e-09
1877,8.040260901509555e-09,1.2369631985365004e-09
1878,5.435179861734696e-09,0.0
1879,1.0385853066452455e-08,0.0
1880,1.5402831010646878e-08,0.0
1881,4.183504653809678e-09,0.0
1882,1.0648616211028639e-08,0.0
1883,7.58320695126713e-09,1.2638677882037541e-09
1884,1.1883054540362536e-08,6.601696966868076e-10
1885,5.80107206715752e-09,1.933690763067375e-09
1886,3.2267319927115068e-09,0.0
1887,7.1818169189441505e-09,0.0
1888,7.60873763994141e-09,6.340614699951175e-10
1889,9.397704836544563e-09,6.265136742733546e-10
1890,3.2771931834929546e-09,0.0
1891,3.824531802365527e-09,0.0
1892,1.3163876211308434e-08,0.0
1893,3.695050043717174e-09,4.926733243593162e-09
1894,1.3863386882917439e-08,1.2603078580752936e-09
1895,3.611168697403855e-09,0.0
1896,1.179405795248556e-09,0.0
1897,8.157399200570126e-09,4.661370844871726e-09
1898,5.092519295146758e-09,0.0
1899,7.738609753005221e-09,0.0
1900,4.671947717582725e-09,0.0
1901,0.0,1.676621730339889e-09
1902,3.437198747846537e-09,0.0
1903,2.7001101354784396e-09,0.0
1904,4.837162670412454e-09,0.0
1905,5.676835002077496e-09,1.0321518084666081e-09
1906,0.0,0.0
1907,1.2857108266928208e-08,0.0
1908,5.893666887857307e-09,1.4734167219643268e-09
1909,5.5009836685826485e-09,0.0
1910,5.878565634276356e-09,5.344150677544235e-10
1911,1.2236860413850081e-08,0.0
1912,6.251305251225858e-09,0.0
1913,6.893886794756554e-09,1.590896969716482e-09
1914,2.0090231700464756e-09,0.0
1915,5.890381071793627e-09,0.0
1916,0.0,0.0
1917,8.773139548168274e-09,3.289927441585405e-09
1918,6.89182577673364e-09,3.44591288836682e-09
1919,6.4454939163738345e-09,0.0
1920,9.843901693784574e-09,1.514446346106979e-09
1921,7.572747762196741e-09,0.0
1922,5.902348387820666e-09,0.0
1923,3.1847844361720945e-09,0.0
1924,3.867487219366694e-09,0.0
1925,3.299453377181294e-09,0.0
1926,8.916910765321973e-09,2.229227691330493e-09
1927,3.3447675740205796e-09,0.0
1928,2.2852082448565625e-09,0.0
1929,7.798284684668033e-09,1.1140406375176326e-09
1930,2.100720708497761e-09,2.100720708497761e-09
1931,5.7026783295555106e-09,0.0
1932,0.0,2.1919073223131136e-09
1933,9.176529758292418e-09,2.2941324395731044e-09
1934,1.1981580172459871e-09,0.0
1935,5.98414207075848e-09,1.196828414151696e-09
1936,6.0623572828433225e-09,2.424942913137329e-09
1937,2.5182236296217297e-09,0.0
1938,7.779128452511941e-09,1.2965214457594243e-09
1939,4.588215141154706e-09,0.0
1940,0.0,0.0
1941,5.9030051957620344e-09,0.0
1942,6.068423541449874e-09,0.0
1943,2.9032352077962287e-09,0.0
1944,3.2131861615880553e-09,0.0
1945,2.178504043826024e-09,0.0
1946,1.3921104269343232e-09,1.3921104269343232e-09
1947,4.7683483828109274e-09,3.5762612871081956e-09
1948,4.348755133776194e-09,2.174377566888097e-09
1949,4.908504269707237e-09,9.817008317369869e-10
1950,5.317680518146517e-09,1.0635361480382244e-09
1951,1.4925962688039363e-08,2.1322803522849654e-09
1952,1.8980646387944944e-08,3.1634410646574906e-09
1953,3.232148326759443e-09,0.0
1954,3.9090144454689835e-09,9.772536113672459e-10
1955,4.6928039232341234e-09,4.6928039232341234e-09
1956,7.849027205963921e-09,5.232684952005684e-09
1957,4.417518795207798e-09,1.7670075402875796e-09
1958,6.617794756635931e-09,0.0
1959,5.425523585955716e-09,0.0
1960,4.152500121534786e-09,2.076250060767393e-09
1961,7.64297514166401e-09,6.948159270159238e-10
1962,5.7077609305622445e-09,6.341956404476434e-10
1963,5.819448034571906e-09,1.2932106496776896e-09
1964,1.8251904432275978e-09,1.2167936658258327e-09
1965,8.755269398363907e-09,5.472043373977442e-10
1966,8.308612464702492e-09,0.0
1967,1.9721342336964653e-09,5.423369309198733e-09
1968,5.838840522187638e-09,4.4914158503495116e-10
