year,vastes_ADJ ouvertures_NOUN,vastes_ADJ couvertures_NOUN
1969,4.541757636644661e-09,3.1792304344691047e-09
1970,4.598724956395017e-09,9.197450023812337e-10
1971,3.5968783507200897e-09,0.0
1972,2.0520587451500205e-09,1.0260293725750103e-09
1973,1.3231689521830958e-08,2.205281512956958e-09
1974,5.625571564138454e-09,0.0
1975,2.2845920710778955e-09,5.711480177694739e-10
1976,8.570290255249802e-09,1.7140580066410394e-09
1977,7.639816779203557e-09,1.1753563677885381e-09
1978,6.534650598410963e-09,5.940591352171509e-10
1979,5.266775904289034e-09,5.851973350345929e-10
1980,7.390696055153967e-09,1.1370301367108482e-09
1981,8.223214109648325e-09,6.325549528618524e-10
1982,1.3656505259973528e-08,0.0
1983,7.57837881337764e-09,3.157658134966823e-09
1984,3.479405208395292e-09,5.799008495621649e-10
1985,4.812446441349039e-09,6.015558051686298e-10
1986,7.1933827783254856e-09,1.1988970927134801e-09
1987,1.2221633705067347e-09,6.110816852533674e-10
1988,4.797243047249822e-09,0.0
1989,3.2928733073589456e-09,2.7440609784434855e-09
1990,1.6345953479657283e-09,1.6345953479657283e-09
1991,7.6199047072123e-09,2.344586080837985e-09
1992,6.61193322315512e-09,5.509944167592096e-10
1993,6.093128224193833e-09,0.0
1994,8.967375286772494e-09,3.6924485691258724e-09
1995,4.880205572987961e-09,1.0844901643380922e-09
1996,5.871901187504136e-09,5.338092190498855e-10
1997,7.671831170341648e-09,0.0
1998,8.10582001520288e-09,9.536258449571733e-10
1999,3.1991407301035224e-09,9.140402323914998e-10
2000,3.97622823555821e-09,2.2090156370779823e-09
2001,5.695575122643959e-09,1.3143635069212678e-09
2002,7.886198361006791e-09,0.0
2003,6.250384210204629e-09,0.0
2004,3.9643119897903034e-09,4.404791253964646e-10
2005,5.404499514582994e-09,1.3511248786457486e-09
2006,1.6471559671771274e-09,1.6471559671771274e-09
2007,4.393927444112933e-09,0.0
2008,7.2376473703172906e-09,1.2772318758180745e-09
2009,5.721831008997924e-09,9.53638501499654e-10
2010,2.8342759250676863e-09,1.4171379625338432e-09
2011,6.883149605840799e-09,1.1471915639660324e-09
2012,8.851056776393307e-09,3.404252713057332e-10
2013,1.9523875849358774e-09,1.3945624655065103e-09
2014,5.413613113347537e-09,4.330890368553497e-10
2015,6.428068743957738e-09,1.10828768384863e-09
2016,4.764082017771898e-09,4.1426800878596737e-10
2017,3.018733707449428e-09,1.509366853724714e-09
2018,4.3884935685412074e-09,2.5814667070633845e-10
2019,8.16316081397872e-09,5.1019755087367e-10
