year,grands_ADJ arts_NOUN,grands_ADJ quarts_NOUN
1861,2.5466203368296192e-08,3.772770984511453e-09
1862,1.0843167252971853e-08,1.355395884417021e-08
1863,1.39849385405455e-08,2.5472566278494924e-08
1864,3.404256787575832e-08,2.0617330065419992e-08
1865,3.812543880599151e-08,2.9182434246877165e-08
1866,1.216403244796993e-08,8.75810357570117e-09
1867,2.426405742994575e-08,1.067618526917613e-08
1868,3.013323279787983e-08,2.1241458370013788e-08
1869,5.3718711257033647e-08,7.813630631403612e-09
1870,3.55511033944822e-08,1.490852596930381e-08
1871,2.8677177965619194e-08,1.3807530230280918e-08
1872,3.205089882385437e-08,1.0280476914203973e-08
1873,1.6760813181804224e-08,7.781805422268917e-09
1874,3.1067965977626955e-08,3.5847653734322193e-09
1875,2.0597497041308088e-08,7.437985338754061e-09
1876,6.227395488167531e-08,3.627608879952504e-09
1877,3.216104360603822e-08,8.658742167710898e-09
1878,2.8383716710322915e-08,9.058632954861423e-09
1879,3.604501941367744e-08,6.720257683667796e-09
1880,1.0910338410496934e-08,1.4119262203848848e-08
1881,4.113779411563101e-08,5.5780060570498335e-09
1882,2.3959387362992857e-08,3.3276925659464496e-09
1883,4.233957034971425e-08,2.274962085380139e-08
1884,2.772712726084592e-08,1.386356363042296e-08
1885,3.674012216681177e-08,1.5469526104539e-08
1886,1.8069698626277386e-08,9.680196200179125e-09
1887,2.285123557044244e-08,7.1818169189441505e-09
1888,2.599652049184442e-08,7.60873763994141e-09
1889,2.6313573542324775e-08,5.6386229019267375e-09
1890,8.520702365899524e-09,6.554386366985909e-09
1891,1.211101796627645e-08,1.0198752065093686e-08
1892,1.1910173958185055e-08,2.005923960268774e-08
1893,1.7243566574620672e-08,1.4780200174868696e-08
1894,1.3233232287745977e-08,1.1342770278588432e-08
1895,2.2870734417423932e-08,1.023164486468886e-08
1896,1.592197840238896e-08,7.66613794667137e-09
1897,1.4566784223291052e-08,5.826713334045053e-09
1898,1.3014216371232123e-08,9.619203211741478e-09
1899,1.4371703827009696e-08,5.527578395003729e-09
1900,1.142031713641245e-08,4.671947717582725e-09
1901,1.3412973842719111e-08,5.029864968975062e-09
1902,1.5712908307818907e-08,7.365425602756659e-09
1903,1.296052865029651e-08,1.7280704867062013e-08
1904,1.9348650681649815e-08,5.374625189347171e-09
1905,1.3934049469810361e-08,5.676835002077496e-09
1906,2.3148830408104004e-08,5.658602919567102e-09
1907,1.337139288182243e-08,7.71426478252124e-09
1908,2.2101250385375693e-08,1.4243028090277221e-08
1909,2.3654230019154454e-08,3.300590023513905e-09
1910,1.870452770447173e-08,1.2825961626106164e-08
1911,1.276889793899727e-08,1.5961122423746588e-09
1912,1.4586379215586476e-08,7.814131564032323e-09
1913,1.4318072560914885e-08,1.0075680734189518e-08
1914,1.4063162190325329e-08,1.0714789944188396e-08
1915,1.1780761921542648e-09,1.295883844676382e-08
1916,7.69122365795738e-09,2.0876177231343718e-08
1917,7.676496771580332e-09,4.386569774084137e-09
1918,1.1486376294556067e-08,9.189101035644853e-09
1919,1.749491218561161e-08,7.366278698128781e-09
1920,9.086678076641874e-09,3.786115865267448e-09
1921,8.330022005509363e-09,3.7863738810983705e-09
1922,2.2133805899215986e-08,2.2133805899215986e-09
1923,1.9108706617032567e-08,6.369568872344189e-09
1924,2.1915761649893284e-08,3.867487219366694e-09
1925,5.499089184013428e-09,3.299453377181294e-09
1926,2.2292276136148814e-08,2.0063049888108253e-08
1927,1.5608915049369898e-08,2.5643217327342427e-08
1928,2.0566874425753667e-08,4.570416489713125e-09
1929,2.1166771446701205e-08,1.6710609784809094e-08
1930,1.6805765667982087e-08,4.201441416995522e-09
1931,1.4826963656844327e-08,1.0264820993199919e-08
1932,1.4247397484012936e-08,7.6716757391182e-09
1933,3.4411986149507356e-08,5.735331320977366e-09
1934,2.036868629318178e-08,7.188948103475923e-09
1935,1.3165112555668657e-08,1.0771455727365264e-08
1936,7.274828739411987e-09,8.487299751891442e-09
1937,7.554670666820584e-09,3.777335333410292e-09
1938,2.5930429359277696e-08,3.8895642262559704e-09
1939,2.2941076593951948e-08,7.647025235257843e-09
1940,2.2822046474857416e-08,2.2822046474857416e-08
1941,1.4757512545315876e-08,0.0
1942,6.068423541449874e-09,2.730790527039062e-08
1943,8.709705845433291e-09,0.0
1944,2.2492303131116387e-08,3.2131861615880553e-09
1945,1.742803190651898e-08,8.714016175304096e-09
1946,1.6705326011390298e-08,1.3921104269343232e-09
1947,2.1457568166738383e-08,9.536696765621855e-09
1948,1.7395020757149382e-08,9.784699273041042e-09
1949,3.2396128224476683e-08,9.817008317369869e-10
1950,3.509669355139522e-08,8.508289184305795e-09
1951,2.1322803078760444e-08,8.529121409139861e-09
1952,3.690681538159879e-08,2.319856839960721e-08
1953,2.2625037843226892e-08,2.5857186614075545e-08
1954,2.6385848173049453e-08,1.9545072227344917e-09
1955,1.9709776921672528e-08,5.631364707880948e-09
1956,2.7907653077363648e-08,4.360570571293465e-09
1957,3.35731449863097e-08,4.417518795207798e-09
1958,1.4890038535497752e-08,4.1361216673863055e-09
1959,3.100299039715537e-08,3.100299128533379e-09
1960,2.2146666722733244e-08,1.2457499920515147e-08
1961,1.32015025577914e-08,9.72742331128984e-09
1962,2.029426049432459e-08,8.244543714397423e-09
1963,2.9743845164631466e-08,1.939815863494232e-09
1964,9.125952438182594e-09,6.083968440151466e-09
1965,1.3132904541635071e-08,9.302473458205895e-09
1966,2.0494576702390077e-08,4.431259803538978e-09
1967,1.4297973249810525e-08,7.395503320850594e-09
1968,1.7067380397861598e-08,5.838840522187638e-09
1969,1.816703096291228e-08,4.995933444718048e-09
1970,1.609553734738256e-08,1.8394900047624674e-09
1971,2.1581270104320538e-08,7.707596338946132e-09
1972,1.692948464748767e-08,7.69522046084603e-09
1973,1.2129048487796723e-08,4.9618833486420044e-09
1974,1.2376257352286757e-08,3.937900228123681e-09
1975,1.8847885030481848e-08,0.0
1976,1.3712464830284432e-08,3.9994687561772935e-09
1977,1.9981057530760182e-08,0.0
1978,2.257424647211792e-08,3.5643548113029055e-09
1979,1.0533551808578068e-08,1.1703946700691858e-09
1980,1.364436125195212e-08,2.2740602734216964e-09
1981,1.8976649196478235e-08,6.325549528618524e-10
1982,1.1794254684005523e-08,4.345251713999687e-09
1983,1.3893695527400496e-08,4.4207211225000265e-09
1984,1.1598016769198694e-08,4.059305780401701e-09
1985,1.3835783185811579e-08,3.609334831011779e-09
1986,1.6185110141009318e-08,3.5966913891627428e-09
1987,1.4054879038383206e-08,6.110816852533674e-10
1988,1.739000587974715e-08,2.398621523624911e-09
1989,2.359892548042808e-08,7.683371272548811e-09
1990,1.52562225630426e-08,2.179460389939436e-09
1991,1.1136784217047335e-08,5.2753188484189195e-09
1992,2.3692759532067953e-08,3.856960972825618e-09
1993,8.308811416668505e-09,5.539207426075166e-10
1994,1.3714808788645172e-08,2.1099706426497278e-09
1995,1.4640617607142303e-08,1.626735190995987e-09
1996,2.4555223188116315e-08,2.6690460952494277e-09
1997,1.2946214766884623e-08,1.917957792585412e-09
1998,1.2397135762398648e-08,3.337690568372409e-09
1999,1.3710603319339043e-08,5.0272213059088244e-09
2000,1.0161472552283612e-08,8.836062992401139e-10
2001,1.0076787404500465e-08,1.3143635069212678e-09
2002,1.3143664823189738e-08,3.9430991805033955e-09
2003,1.7917768602160322e-08,4.1669229178253886e-10
2004,2.8631143678126136e-08,4.404791198453495e-09
2005,9.007498968927052e-09,2.567137258324692e-08
2006,1.2765459078689645e-08,2.4707338397433887e-09
2007,1.3181782249072072e-08,2.7961355453243186e-09
2008,1.2346575317678798e-08,8.514879357157668e-10
2009,7.629108011997232e-09,9.53638501499654e-10
2010,9.919965293647692e-09,2.8342759250676863e-09
2011,1.0324724186716594e-08,3.059177577924288e-09
2012,6.468080293586809e-09,4.085103366691101e-09
2013,3.904775169871755e-09,7.530637446961919e-09
2014,8.445236510112863e-09,6.712880029624557e-09
2015,7.093041265449074e-09,5.098123256885856e-09
2016,1.1806638333666797e-08,7.2496901815100045e-09
2017,6.792150397672003e-09,1.509366853724714e-09
2018,1.4714360396794746e-08,1.290733298020541e-09
2019,8.673358642408147e-09,6.887666881283394e-09
