year,aux_ADP âges_NOUN,aux_ADP ages_NOUN,aux_ADP cages_NOUN
1870,6.536815781998939e-07,3.899153133701816e-08,2.408300403544672e-08
1871,4.004183846717524e-07,4.248470908407853e-09,4.354682658913589e-08
1872,5.986865883045311e-07,6.65207322558814e-09,2.0560953828407946e-08
1873,5.584942037728524e-07,1.3767810613796172e-08,1.6760813181804224e-08
1874,5.938761358237343e-07,1.0754296564385868e-08,2.7483201492373155e-08
1875,5.355349337321513e-07,7.437985116709456e-09,3.318485752856759e-08
1876,6.269717189866242e-07,8.464420719889176e-09,2.7207066821688386e-08
1877,6.085859070026345e-07,8.040260790487253e-09,2.288381928394756e-08
1878,6.685271021211747e-07,7.2469064082980594e-09,2.1136809524868738e-08
1879,7.94212306587383e-07,2.565916623620268e-08,2.932476128592043e-08
1880,5.69262962102357e-07,8.343200130767059e-09,2.0537108014195837e-08
1881,6.038191777690827e-07,8.36700908557475e-09,2.022027167924989e-08
1882,5.324308265386435e-07,1.0648615988984034e-08,1.7969540522244642e-08
1883,4.7458236540620646e-07,7.58320650717792e-09,1.64302811356265e-08
1884,5.109713470119459e-07,1.3203393933736152e-09,1.7824582698722224e-08
1885,4.473271086880004e-07,9.66845359329227e-09,2.5782542323327107e-08
1886,4.975620457869923e-07,1.419762030163696e-08,1.936039240035825e-08
1887,4.459255436017884e-07,5.876032327378766e-09,2.0892558794116667e-08
1888,4.501836485815147e-07,1.141310623786751e-08,2.4728397107764977e-08
1889,4.3855956111116257e-07,7.518164202302557e-09,3.069916942877171e-08
1890,4.247242522126271e-07,8.520702476921826e-09,4.915789730830511e-08
1891,4.914523685783934e-07,1.3385862085435463e-08,1.7847816335958555e-08
1892,4.626162173337889e-07,2.4447198931909497e-08,5.51629095735251e-08
1893,5.179228459439855e-07,2.3401983073600974e-08,2.0322774574310642e-08
1894,4.2157298096867635e-07,8.822155006527055e-09,3.087754341102311e-08
1895,4.7426682847628854e-07,1.2037228991346183e-08,1.625025980445116e-08
1896,4.410977627600232e-07,1.2973463636711813e-08,1.9460195233023114e-08
1897,3.9621652803134566e-07,1.6897469312660007e-08,1.806281169081103e-08
1898,4.198499201635286e-07,2.0370077291609334e-08,4.7530181568333774e-08
1899,4.51050400585018e-07,6.743645286633182e-08,1.3818945987509323e-08
1900,5.11837836114637e-07,1.245852754294674e-08,3.1665425836990835e-08
1901,4.437458773765002e-07,1.2295225781944197e-08,2.235495522029396e-08
1902,3.776008252742713e-07,1.325776671778911e-08,4.9102838073356025e-08
1903,3.898959004544622e-07,1.0800440541913758e-08,2.808114629715419e-08
1904,4.697422362198722e-07,2.042357571951925e-08,4.6759240035498806e-08
1905,5.465243972935241e-07,1.3417973510065906e-08,4.1286071450485906e-08
1906,5.072166100461573e-07,1.8519064393096585e-08,1.6461390472954918e-08
1907,7.421123005002528e-07,4.062846120644892e-08,4.1142747875255736e-08
1908,4.955591652588964e-07,2.1118973014822018e-08,3.929111258571538e-08
1909,4.81886155867528e-07,1.8153246017504898e-08,2.4204327431220918e-08
1910,4.120340300062253e-07,1.0153886287334046e-08,2.084218830855633e-08
1911,4.564880971003049e-07,6.916486272601219e-09,2.181353409014264e-08
1912,4.7614109899285495e-07,1.302355329135807e-08,3.750783211797781e-08
1913,4.640116131326977e-07,1.37877732564462e-08,2.6514948459066545e-08
1914,4.205554970937442e-07,8.036092680185902e-09,1.339348720819089e-08
1915,5.324904588377422e-07,1.5314990609027745e-08,0.0
1916,4.2741227002096593e-07,9.888715624128963e-09,5.493730803607377e-09
1917,4.134341953232479e-07,1.6449636319748606e-08,1.7546279096336548e-08
1918,3.0324033417628016e-07,1.4932289182922887e-08,1.722956355365568e-08
1919,4.2816493639463715e-07,1.1970203050992723e-08,2.762354434082681e-08
1920,4.3691777573684476e-07,6.057785384427916e-09,2.7260034229925623e-08
1921,4.490639327059398e-07,6.81547268621685e-09,2.8019165654313838e-08
1922,4.0062189654577196e-07,1.1804696553596727e-08,3.24629176873259e-08
1923,4.564857700728453e-07,1.2739137744688378e-08,2.3355084977083607e-08
1924,4.524960157681335e-07,1.2891624323607687e-08,2.7072411645789884e-08
1925,4.0033368087222243e-07,6.818870357250262e-08,2.74954441437103e-08
1926,3.834271566915959e-07,1.0477370127048857e-07,2.3406890647947876e-08
1927,3.9356764958142776e-07,1.1149224987683226e-08,2.6758140592164636e-08
1928,4.3304696006885024e-07,1.3711249469139375e-08,1.942427008128078e-08
1929,3.631772429457669e-07,6.684243603061191e-09,1.3368487650211591e-08
1930,4.4430243661963686e-07,1.57554050916886e-08,1.995684684175103e-08
1931,4.641980186903538e-07,1.3686427990933225e-08,2.052964109822142e-08
1932,5.140022594218863e-07,7.671675850140502e-09,2.4110979879310435e-08
1933,4.6341476434008655e-07,2.1794257509810677e-08,4.244144946596862e-08
1934,4.768668961929734e-07,1.5576054224197833e-08,1.9170528275935794e-08
1935,4.380391924740934e-07,1.9149254626427137e-08,1.6755596909945325e-08
1936,5.407622865050143e-07,1.6974600391961303e-08,2.424942913137329e-08
1937,5.099402908825823e-07,2.51822364072396e-08,2.6441348666139675e-08
1938,4.861955282819963e-07,2.5930428360076974e-08,2.3337385357535823e-08
1939,4.695273618793294e-07,7.647025235257843e-09,7.647025235257843e-09
1940,4.488335765273632e-07,1.0143131667916805e-08,1.5214697057785997e-08
1941,5.578339639100705e-07,2.3612020783048138e-08,2.066051862925633e-08
1942,3.7624226578714115e-07,1.517105907566929e-08,5.158160121254696e-08
1943,5.341952835635766e-07,1.7419411246777372e-08,2.9032351633873077e-08
1944,4.884043001140981e-07,9.639558484764166e-09,6.4263723231761105e-09
1945,3.4202513976566706e-07,6.535512131478072e-09,2.3963544037997053e-08
1946,4.96983442843657e-07,9.744772988540262e-09,3.897909195416105e-08
1947,3.409369178086763e-07,4.7683483828109274e-09,2.1457568166738383e-08
1948,4.7292713034607914e-07,8.697510267552389e-09,2.174377655705939e-08
1949,4.888869877817115e-07,7.853606653895895e-09,3.6322930441201606e-08
1950,5.147515196313179e-07,7.444753036267571e-09,1.70165788127008e-08
1951,5.30937782627916e-07,2.3455083209000804e-08,1.8124383771578323e-08
1952,4.281190459920481e-07,7.381362632230548e-09,2.1089608281954497e-08
1953,4.061732798987805e-07,4.094054306680306e-08,2.2625037843226892e-08
1954,5.570345571470625e-07,2.0522325616667558e-08,2.052232517257835e-08
1955,5.518737697940423e-07,9.385607846468247e-09,3.0972504561077585e-08
1956,4.5960415562262824e-07,1.657016923672927e-08,1.5698054411927842e-08
1957,4.3203335309272006e-07,4.417518795207798e-09,2.8272120644601273e-08
1958,5.137062970561601e-07,1.1581140768601728e-08,5.9560154141991006e-08
1959,4.4644308516694764e-07,1.3176271185244559e-08,2.2477168570844697e-08
1960,4.367045747244447e-07,5.536666736194462e-09,4.014083243575328e-08
1961,5.475149542633062e-07,2.014966149488373e-08,9.72742331128984e-09
1962,4.528156836158814e-07,1.775747815457862e-08,2.5367825173816527e-08
1963,4.351653934975275e-07,1.4225316924409981e-08,3.36234755593523e-08
1964,4.033671139325179e-07,1.216793676928063e-08,3.3461826975944575e-08
1965,4.3940507765682923e-07,1.7510538796727815e-08,2.7360216592331454e-08
1966,5.040558068714063e-07,2.1048483955787844e-08,3.268053982985464e-08
1967,5.132479419245328e-07,1.1832805402178792e-08,2.415864386318134e-08
1968,4.5542957316513366e-07,2.2457079640325617e-08,1.4821672722487023e-08
1969,6.167706878557055e-07,1.7712854932794286e-08,1.952955883122165e-08
1970,4.6263174802163576e-07,1.3336302562283464e-08,2.2073879446526945e-08
1971,4.871200882661242e-07,2.3122788572749187e-08,3.956565919338573e-08
1972,5.243009919553288e-07,3.026786643545165e-08,5.540558589700595e-08
1973,5.132792431083999e-07,1.598829157956061e-08,2.3706776985932265e-08
1974,5.473681259360319e-07,3.4315987607058673e-08,1.518904291231138e-08
1975,4.763374370497786e-07,3.198428943917975e-08,1.2565256390928425e-08
1976,5.679245838052793e-07,3.599522002684097e-08,1.314111219841152e-08
1977,4.965880382457044e-07,2.2919448339209225e-08,2.291944944943225e-08
1978,5.08514593988707e-07,3.0297016673230814e-08,2.732671966487743e-08
1979,5.500854971529634e-07,2.3993090403351403e-08,1.9896710057309974e-08
1980,5.457744709502776e-07,1.9329512601640175e-08,2.3877632426838602e-08
1981,5.35774059784444e-07,2.9097528664312478e-08,2.719986330612656e-08
1982,6.710309925495039e-07,2.3588508479832626e-08,1.8001757084995518e-08
1983,5.49432506602443e-07,6.252162965125763e-08,1.894594880980094e-08
1984,6.152748266430308e-07,6.262929064249079e-08,1.623722339916256e-08
1985,5.510251348539441e-07,3.8499570864658494e-08,2.8273122176791787e-08
1986,5.802661888765215e-07,5.215202425468135e-08,2.2179596825822046e-08
1987,5.762500272510351e-07,2.2610022409885744e-08,1.8943532609227987e-07
1988,6.026536834013996e-07,5.1570362868957886e-08,1.619069495140124e-08
1989,4.2917114484453123e-07,2.140367616476624e-08,2.1952487827547884e-08
1990,5.584867324159859e-07,4.304434275681501e-08,1.7980548605578406e-08
1991,6.107646939312872e-07,3.341035270665316e-08,2.4032006606944378e-08
1992,6.997629213856271e-07,2.9202703977215805e-08,1.76318211142501e-08
1993,6.425480414407048e-07,4.209797754839428e-08,2.3264671966671813e-08
1994,5.99231665177058e-07,1.9517228277976528e-08,1.8462243289718572e-08
1995,5.422450612968532e-07,1.626735285364944e-08,1.3556126610136943e-08
1996,5.103216089707985e-07,2.6156651511399787e-08,1.6014276127407356e-08
1997,5.178486262025217e-07,1.8220599029561413e-08,1.726162068838022e-08
1998,5.411826524692742e-07,9.53625878263864e-09,1.6688451953683625e-08
1999,5.150616875226888e-07,1.508166405650435e-08,1.416762351880152e-08
2000,4.3915232694757833e-07,5.301637906462986e-09,1.0603275590881367e-08
2001,6.159983527709301e-07,1.489612019844877e-08,1.0514908055370142e-08
2002,7.031860480566365e-07,1.3581786695304743e-08,1.752488643091965e-08
2003,5.091979673466085e-07,1.1250691600572793e-08,1.8751153074703097e-08
2004,5.043486090983151e-07,7.047666034099009e-09,1.5416770082765652e-08
2005,7.359127067729787e-07,8.557124342445377e-09,1.3961623857028371e-08
2006,5.316195732518736e-07,1.4412615101377924e-08,1.93540827808647e-08
2007,5.045027666739088e-07,1.2382886493966794e-08,1.917350189728495e-08
2008,3.3420901957015303e-07,6.386159490112675e-09,2.426740586258802e-08
2009,3.62382642116188e-07,7.629107789952627e-09,1.7642312499788204e-08
2010,3.240522117309297e-07,3.779034529749481e-09,2.645324137517946e-08
2011,2.5391174496292024e-07,9.559929570190917e-09,2.0649448373433188e-08
2012,2.5838277029066603e-07,3.404252713057332e-10,2.893614839405423e-08
2013,1.849189956715236e-07,5.578250084070646e-10,2.872798710029656e-08
2014,2.1091436286369003e-07,8.661780737106994e-10,2.880042111741421e-08
2015,1.946153220799829e-07,1.10828768384863e-09,2.5933932334964993e-08
2016,2.3613276312062226e-07,7.249690014976551e-09,3.0034431969250264e-08
2017,1.8087245923226192e-07,7.546833991067814e-10,2.4652990759932436e-08
2018,1.809608205505242e-07,2.0651733656507076e-09,3.046130681028103e-08
2019,1.81375222840785e-07,5.1019755087367e-10,2.7805766578126168e-08
