year,aux_ADP arts_NOUN,aux_ADP quarts_NOUN
1800,9.492232409868961e-06,1.8864987794131594e-08
1801,6.767321032441487e-06,1.1905912700171939e-08
1802,6.494211845620157e-06,2.2602185367759375e-07
1803,7.22015596466008e-06,7.801356893821776e-09
1804,6.491080696946483e-06,4.943701696902281e-07
1805,7.110037023139171e-06,3.127165526528586e-08
1806,7.797796595099271e-06,2.5935023018064385e-08
1807,9.60847353326244e-06,5.693910232196231e-09
1808,6.39712692063199e-06,0.0
1809,5.988689963487559e-06,4.518061036407062e-09
1810,7.455644006171269e-06,3.510190182964834e-08
1811,5.773797786545742e-06,5.0141535368197765e-09
1812,6.291944060876631e-06,2.6672082320544632e-09
1813,5.906773560937495e-06,5.463909147351842e-08
1814,5.242364110813469e-06,7.866692897096073e-08
1815,4.436932698581586e-06,2.1577788444915313e-08
1816,5.51126220216247e-06,0.0
1817,5.103430922304142e-06,1.556873407970727e-09
1818,4.667141027425714e-06,9.536941902865692e-09
1819,5.145506875692263e-06,1.035105001712111e-09
1820,4.7655788080192e-06,2.8479554714522237e-08
1821,5.1703782375511764e-06,8.776724769177235e-08
1822,5.469976002814292e-06,6.015369535816717e-09
1823,5.026334470414895e-06,3.261286707356703e-08
1824,4.880876732116235e-06,5.894778887238772e-09
1825,6.023803607035916e-06,7.044354433105582e-09
1826,5.874925456339497e-06,7.0463874735082754e-09
1827,6.737826716118889e-06,8.940754980812926e-08
1828,5.504298016489884e-06,5.503380862137419e-09
1829,5.674585082715566e-06,1.0287811491593857e-08
1830,5.496037545071886e-06,5.114049628218709e-08
1831,4.755317764448819e-06,7.171954763407484e-08
1832,4.849140797791307e-06,1.488296597074168e-08
1833,4.679786020034271e-06,3.01174338801502e-08
1834,4.5113788909034724e-06,2.240287422239362e-08
1835,4.065916122897306e-06,3.781543966852041e-09
1836,3.365079589201514e-06,1.8146025126952736e-08
1837,4.265187053320574e-06,1.8090515752078318e-08
1838,4.1319410399864864e-06,1.3886756189407379e-08
1839,4.060648924664179e-06,1.11863602825224e-08
1840,4.030738871563244e-06,5.0957510988602905e-09
1841,4.0353148307303854e-06,2.439808488574613e-08
1842,4.245661074264717e-06,6.708265054555795e-09
1843,3.979486013605538e-06,1.063243981747064e-08
1844,3.5774441826674774e-06,1.756339607084101e-08
1845,3.26443331033488e-06,3.9061593959388574e-09
1846,3.301353384443928e-06,4.0981511517657054e-09
1847,3.817323626975622e-06,1.0247124926365814e-08
1848,3.193148550906244e-06,2.333114323960217e-08
1849,3.0953558542989867e-06,3.016589378290746e-08
1850,3.6321129783800643e-06,4.073397619208663e-09
1851,3.092505846069571e-06,5.804494884742439e-09
1852,3.875727676572183e-06,1.3672145193766028e-08
1853,3.4583457058090517e-06,5.4344578614973216e-08
1854,3.6463172250478237e-06,1.2989160858012383e-08
1855,3.852305589191474e-06,1.3798036491152743e-08
1856,3.835261829010506e-06,1.2425254325432178e-08
1857,3.3199143771867057e-06,1.1715621806018817e-08
1858,3.3898493256856455e-06,1.761723333881804e-08
1859,3.293108463253702e-06,1.3239650931140545e-08
1860,3.3207470337970335e-06,1.5562426014525954e-08
1861,3.4332216429788787e-06,6.602349167383892e-09
1862,3.5872811423587336e-06,1.581295278052508e-08
1863,3.5177115229600986e-06,8.990317601487163e-09
1864,3.4637113728308577e-06,6.712618905169165e-09
1865,2.7130251218920876e-06,6.118897666329559e-09
1866,2.912069419380714e-06,6.811858188626729e-09
1867,3.0956084202671263e-06,4.85281148598915e-09
1868,3.3487405168841633e-06,1.2843672791973404e-08
1869,2.600962243803906e-06,1.2208797528501236e-08
1870,2.7454626554401784e-06,6.880858549607183e-09
1871,2.5469584059578665e-06,9.559059765962274e-09
1872,2.7485156692819146e-06,4.23313739617015e-09
1873,2.5817636597480487e-06,1.7958013742713774e-08
1874,2.5003739594353647e-06,1.1949218503559678e-08
1875,2.5872744906507705e-06,6.06481857512442e-08
1876,2.8428362384147476e-06,1.4510435297765412e-08
1877,2.6866841658090834e-06,4.143826615177204e-08
1878,2.631834853161763e-06,1.5701630662334765e-08
1879,2.423569320342267e-06,2.6270098985037293e-08
1880,2.8912397027625047e-06,1.2193907439339569e-08
1881,2.861517032215488e-06,2.998178416646624e-08
1882,2.5090803035254794e-06,2.5290463723237622e-08
1883,2.661073523313462e-06,1.7062214752172622e-08
1884,2.2762651497032493e-06,1.5183903911974994e-08
1885,2.0793621118286865e-06,1.6758653131887513e-08
1886,2.11802678506956e-06,1.2261581083805595e-08
1887,1.9717352337522698e-06,1.828098877831863e-08
1888,2.212874598228609e-06,2.6630582183884144e-08
1889,2.364462602599815e-06,8.14467782106476e-09
1890,2.075774247600748e-06,9.831579994568074e-09
1891,2.2399008230422623e-06,2.1672347472190268e-08
1892,1.8930907756953275e-06,4.387958441043338e-09
1893,2.045210088397198e-06,2.4017824173938607e-08
1894,2.00577994746709e-06,8.822155450616265e-09
1895,1.8091954814281053e-06,2.166701307260155e-08
1896,1.8463597761808614e-06,1.3563166811891847e-08
1897,1.9845786347616468e-06,2.272418309079427e-08
1898,1.6816630576954594e-06,1.8106735777401184e-08
1899,1.8451056433832491e-06,2.819064981451902e-08
1900,1.9492404952359266e-06,7.786579381274805e-09
1901,1.560375959996918e-06,2.2913829056392387e-08
1902,1.427910589768544e-06,4.713872531203478e-08
1903,1.6918889933492665e-06,8.640352211486402e-09
1904,1.8031867625722953e-06,1.5048950530172078e-08
1905,1.6514429006520004e-06,7.741138396966107e-09
1906,1.7515948869117892e-06,1.0288369267641428e-08
1907,1.927023472347855e-06,1.2342823985100893e-08
1908,1.9979530989644445e-06,2.013669453404532e-08
1909,1.8125740552932257e-06,9.351672047852588e-09
1910,1.698371107750063e-06,8.01622590529405e-09
1911,1.6663411184225652e-06,1.702519725199636e-08
1912,1.7425513867408426e-06,2.2400510502063042e-08
1913,1.8401373829135537e-06,2.3863453435524207e-08
1914,1.7846821567246707e-06,2.1429579222242978e-08
1915,1.7082104655230523e-06,1.6493066468115103e-08
1916,1.541540875393821e-06,2.7468654906215306e-08
1917,1.8105566574888599e-06,4.386569685266295e-08
1918,1.6184304847399744e-06,1.4932289182922887e-08
1919,1.48706756775141e-06,1.1970202606903513e-08
1920,1.6499892918631076e-06,4.467616587788825e-08
1921,1.3880845806113484e-06,2.2718242898012164e-08
1922,1.4320573029635852e-06,7.377935484775833e-09
1923,1.4650008406391635e-06,1.4862327368803108e-08
1924,1.7261884961428109e-06,6.445812328337297e-09
1925,1.6167321277293922e-06,1.4297631523163545e-08
1926,1.4634879850206062e-06,3.009457216762712e-08
1927,1.4572037427829088e-06,7.804457524684949e-09
1928,1.3174226101142494e-06,1.4853853147478446e-08
1929,1.399235075361105e-06,1.0026365515614089e-08
1930,1.4200871714109553e-06,2.520864805788392e-08
1931,1.4975233515457376e-06,2.9653927313688655e-08
1932,1.3743258461262897e-06,2.0823119339929974e-08
1933,1.534774646927417e-06,1.6058926410877916e-08
1934,1.6306930135101538e-06,1.677421224144382e-08
1935,1.651623267484581e-06,7.180970484910176e-09
1936,1.4998272117594524e-06,1.9399542861009422e-08
1937,1.5159706565626152e-06,1.2591118370153254e-08
1938,1.6828848448113831e-06,1.6854778905894818e-08
1939,1.437640688273234e-06,2.7529290846928234e-08
1940,1.4808971764423973e-06,1.0143131667916805e-08
1941,1.4344302465829628e-06,1.7709016475464523e-08
1942,1.4685584517337702e-06,1.8205270180260413e-08
1943,1.3732302055480261e-06,1.4516176038981143e-08
1944,1.2756348972686737e-06,2.8918675454292497e-08
1945,1.1284651248999467e-06,1.089252066321933e-08
1946,1.30719171309579e-06,1.3921104269343232e-08
1947,1.2206972122008608e-06,9.536696765621855e-09
1948,1.2339593036259089e-06,1.195907639583993e-08
1949,1.3174424600137513e-06,1.8652315247891238e-08
1950,1.1337295635627243e-06,1.4889506516624351e-08
1951,1.3262783851164528e-06,5.650542878044007e-08
1952,1.0565893671099502e-06,1.687168627029223e-08
1953,1.145257872092742e-06,1.939288907237824e-08
1954,1.2645661167098865e-06,2.052232517257835e-08
1955,1.437875076781836e-06,1.5016972554349195e-08
1956,1.802659924443617e-06,1.5698054411927842e-08
1957,1.5964912640775708e-06,6.184526224473075e-09
1958,1.2325643048427537e-06,1.7371711180658167e-08
1959,1.1649374340727547e-06,1.6276571201956358e-08
1960,1.2533628985789136e-06,2.6991249346686175e-08
1961,1.2729027538682658e-06,1.042223907177231e-08
1962,1.216387264024732e-06,2.3465238641051656e-08
1963,1.175528431041073e-06,1.939815907903153e-08
1964,1.383494351525627e-06,2.433587359407241e-08
1965,1.5004343225655248e-06,1.4774516721161035e-08
1966,1.391415596962986e-06,2.6033651678858405e-08
1967,1.439658016799683e-06,1.0846738618397467e-08
1968,1.9151396557504086e-06,1.033025617824812e-08
1969,1.7181469544880201e-06,1.725867981861029e-08
1970,1.5014836748372673e-06,1.5175793066646293e-08
1971,1.4454312262657254e-06,1.2845993713206383e-08
1972,1.7581013818102065e-06,1.2825366713098418e-08
1973,1.4549345168646255e-06,2.3155456219114967e-08
1974,1.547594710160638e-06,6.1881286761433785e-09
1975,1.3559053639866647e-06,2.056132863970106e-08
1976,1.618070825770701e-06,1.1427053914214724e-08
1977,1.4621432988803917e-06,1.5279633225340206e-08
1978,1.453662683559287e-06,3.029701511891858e-08
1979,1.4109108352755584e-06,1.7555919384903973e-08
1980,1.513955623977381e-06,1.364436125195212e-08
1981,1.493462249424482e-06,9.488323904349727e-09
1982,1.3526147615294803e-06,8.69050320595477e-09
1983,1.3584244924480515e-06,1.2630632539867293e-08
1984,1.5216598567846518e-06,3.595385233978732e-08
1985,1.4383199653522638e-06,2.1656008208914557e-08
1986,1.6616713711670172e-06,1.498621410300771e-08
1987,1.7183616947136215e-06,7.94406213033838e-09
1988,1.6772360833527955e-06,1.199310784016916e-08
1989,1.8818770932682582e-06,1.1525056464734007e-08
1990,1.7768050355471132e-06,1.7980548605578406e-08
1991,1.7361659851999889e-06,1.934283444526841e-08
1992,1.9141546037104717e-06,8.815910668147353e-09
1993,1.8611736862794714e-06,1.3848018731721368e-08
1994,1.7496931254967762e-06,2.0572214154412904e-08
1995,1.6993960727518242e-06,2.006306737412089e-08
1996,1.9291864905568445e-06,6.51247231697738e-08
1997,1.759726302452691e-06,1.1507746755512471e-08
1998,1.8595703927815066e-06,2.0502955777601528e-08
1999,1.9181134298662528e-06,2.467908705172661e-08
2000,1.964256797215569e-06,1.2370488633450805e-08
2001,1.9338668701962547e-06,7.886181485616817e-09
2002,1.929051848925667e-06,1.7963008303034655e-08
2003,1.901783559743464e-06,9.58392298855415e-09
2004,1.744297358996505e-06,1.8500123266651514e-08
2005,1.756912730854765e-06,1.216012357474483e-08
2006,1.7599860984152116e-06,2.141302779534726e-08
2007,1.9037689251710788e-06,1.2782334496419523e-08
2008,1.8519862612365046e-06,1.3198063086861112e-08
2009,1.7370525196014341e-06,1.3350939020995156e-08
2010,1.434616000661748e-06,1.6533276081531767e-08
2011,1.4381958672871065e-06,2.3708627033824925e-08
2012,1.1703820983477442e-06,1.9063815026587605e-08
2013,1.0618198902356824e-06,1.3945625210176615e-08
2014,1.1548318834542215e-06,1.797319480745241e-08
2015,1.1980589846860568e-06,2.2830725934785967e-08
2016,1.2875449613147794e-06,9.942431905551885e-09
2017,1.0105210521693664e-06,1.5848351325731258e-08
2018,1.0034161335159553e-06,1.5230653460651666e-08
2019,1.0826391636520327e-06,1.6581420403394276e-08
