year,pas_ADV ouverts_ADJ,pas_ADV couverts_ADJ
1854,0.0,4.7800114089113777e-08
1855,0.0,6.580602018857462e-08
1856,0.0,4.193523395201737e-08
1857,0.0,5.418474913199134e-08
1858,0.0,5.725600971118183e-08
1859,0.0,4.53203412575931e-08
1860,4.577183909670879e-10,4.3025529805618135e-08
1861,4.715963730639317e-10,5.659156343540417e-08
1862,0.0,3.3884898442693157e-08
1863,9.989241656072068e-10,4.7948361725502764e-08
1864,9.589455896019672e-10,5.0824116470948866e-08
1865,0.0,3.7654753981541944e-08
1866,0.0,2.5301186923343266e-08
1867,0.0,6.454239098729886e-08
1868,4.93987406535723e-10,7.16281718382561e-08
1869,0.0,3.369628132077196e-08
1870,5.734048791339319e-10,4.6445794765759274e-08
1871,0.0,3.504988654867702e-08
1872,6.047339295989218e-10,4.535504416480762e-08
1873,0.0,5.147963832996538e-08
1874,0.0,5.974609251779839e-08
1875,0.0,5.8359578503086595e-08
1876,6.04601479992084e-10,5.018192439365521e-08
1877,6.184815992682502e-10,1.9791411176584006e-08
1878,0.0,2.2344627481629686e-08
1879,0.0,2.6881030734671185e-08
1880,0.0,3.9790645445236805e-08
1881,0.0,5.020205406935929e-08
1882,0.0,2.728707926280549e-08
1883,0.0,2.338155447034751e-08
1884,0.0,3.4328824227713994e-08
1885,0.0,3.222817923642651e-08
1886,0.0,3.613939725255477e-08
1887,0.0,2.9380160526670807e-08
1888,0.0,3.360525724360741e-08
1889,0.0,2.4434033463194282e-08
1890,0.0,6.226667181863377e-08
1891,0.0,5.673055980537356e-08
1892,0.0,4.199903358426127e-08
1893,2.463366621796581e-09,4.6803965148001225e-08
1894,0.0,4.222031435574536e-08
1895,6.018614495673091e-10,3.4306101071024386e-08
1896,5.89702897624278e-10,4.3048309805726603e-08
1897,0.0,3.612562338162206e-08
1898,0.0,3.621347133275776e-08
1899,0.0,5.251199297617859e-08
1900,0.0,5.502516486899367e-08
1901,0.0,5.4210769206974874e-08
1902,0.0,4.0264328760031276e-08
1903,1.0800440541913758e-09,3.888158772724637e-08
1904,5.374625189347171e-10,4.568431322127253e-08
1905,0.0,3.973784501454247e-08
1906,5.144184522798412e-10,4.83553357355504e-08
1907,0.0,3.085705913008496e-08
1908,0.0,3.290630701258124e-08
1909,0.0,3.4656196135074424e-08
1910,0.0,2.3514262537105424e-08
1911,0.0,2.553779587799454e-08
1912,0.0,2.917275843117295e-08
1913,1.060597942803554e-09,3.181793672979438e-08
1914,0.0,4.486818383497848e-08
1915,0.0,3.7698438148936475e-08
1916,0.0,3.735737053034427e-08
1917,0.0,3.180263163926611e-08
1918,0.0,3.331049214239101e-08
1919,0.0,4.511845830279526e-08
1920,0.0,4.0132828615924154e-08
1921,0.0,3.7863738810983705e-08
1922,1.4755870969551665e-09,3.098733003525922e-08
1923,0.0,2.5478275489376756e-08
1924,0.0,3.351822286390416e-08
1925,0.0,4.2892892793133797e-08
1926,0.0,3.232380052509143e-08
1927,0.0,5.351628118432927e-08
1928,0.0,4.1133748851507335e-08
1929,0.0,4.0105462062456354e-08
1930,0.0,3.991369368350206e-08
1931,3.4216069977333063e-09,4.334035708097872e-08
1932,0.0,2.7398842306070037e-08
1933,0.0,3.211785326584504e-08
1934,0.0,4.672816089623666e-08
1935,0.0,1.6755597798123745e-08
1936,0.0,3.8799086610197264e-08
1937,0.0,2.7700460591972842e-08
1938,0.0,6.741911562357927e-08
1939,0.0,5.047036566452334e-08
1940,0.0,4.81798743123818e-08
1941,0.0,3.836953510472085e-08
1942,0.0,4.5513175450651033e-08
1943,0.0,3.4838823381733164e-08
1944,0.0,3.534504600111177e-08
1945,0.0,2.6142048525912287e-08
1946,0.0,4.733175273941015e-08
1947,0.0,4.52993091926146e-08
1948,0.0,3.587722829934137e-08
1949,0.0,6.184715317658629e-08
1950,0.0,3.93508372553697e-08
1951,0.0,3.1984203729962246e-08
1952,0.0,4.8506098693223976e-08
1953,2.1547654771580937e-09,4.201792691560513e-08
1954,0.0,3.713563856422297e-08
1955,9.385607846468247e-10,8.822471642133678e-08
1956,0.0,4.273359266449006e-08
1957,0.0,5.6544241289202546e-08
1958,0.0,6.038737865310395e-08
1959,0.0,6.278105502133258e-08
1960,2.076250060767393e-09,7.682125158225972e-08
1961,0.0,5.697490479406042e-08
1962,6.341956404476434e-10,3.2343976386073336e-08
1963,0.0,6.272071573221183e-08
1964,0.0,4.258777863697105e-08
1965,1.0944086747954884e-09,5.636204747361262e-08
1966,1.1078149508847446e-09,4.818994980837488e-08
1967,4.930335584241163e-10,5.127548874384047e-08
1968,0.0,4.2668450106475575e-08
1969,4.5417578031781147e-10,6.449295852917203e-08
1970,9.197450023812337e-10,7.265985857429769e-08
1971,0.0,3.9051819555879774e-08
1972,0.0,5.7457643976022155e-08
1973,5.513203782392395e-10,4.410562937096074e-08
1974,0.0,7.538265833773039e-08
1975,0.0,4.854758017813765e-08
1976,0.0,7.199044205208338e-08
1977,0.0,5.876781727920388e-08
1978,0.0,6.356432891152508e-08
1979,0.0,4.9741775143274936e-08
1980,5.685150683554241e-10,4.548120458025551e-08
1981,0.0,5.060439534076977e-08
1982,0.0,5.7729771185677237e-08
1983,0.0,5.873243935639039e-08
1984,0.0,5.9149886766363124e-08
1985,0.0,4.992913105184016e-08
1986,0.0,4.975423095743281e-08
1987,0.0,5.7441678080749625e-08
1988,0.0,6.056519197272792e-08
1989,0.0,6.475983838072352e-08
1990,0.0,5.0127589190651634e-08
1991,5.861465202094962e-10,6.50622666853451e-08
1992,0.0,5.0691486563891885e-08
1993,0.0,8.1980267907511e-08
1994,0.0,8.017888575295729e-08
1995,0.0,8.404798990113704e-08
1996,0.0,6.779377059729086e-08
1997,0.0,5.6100265766190205e-08
1998,0.0,6.627699633554585e-08
1999,0.0,7.815044256176407e-08
2000,4.4180314962005696e-10,9.189505334461501e-08
2001,4.3812117822561447e-10,8.236678183948243e-08
2002,0.0,7.75476181047452e-08
2003,0.0,7.66713839084332e-08
2004,8.809582507929292e-10,6.959569986975112e-08
2005,0.0,6.125099361042885e-08
2006,4.1178899179428186e-10,7.576917226970181e-08
2007,3.994479469415779e-10,7.509621724466342e-08
2008,4.257439678578834e-10,6.513882766512324e-08
2009,4.76819250749827e-10,5.8648769396540956e-08
2010,4.723793023408973e-10,6.849499811778514e-08
2011,0.0,7.036108229385718e-08
2012,0.0,5.27659160809435e-08
2013,0.0,5.299337502151502e-08
2014,0.0,4.2659269894329555e-08
2015,1.329945265027277e-09,4.809968601193759e-08
2016,2.0713400439298368e-10,5.0540698737222556e-08
2017,0.0,5.006066672308407e-08
2018,7.744400121190154e-10,4.724084234908332e-08
2019,0.0,4.897896488387232e-08
