year,trois_DET offres_NOUN,trois_DET coffres_NOUN
1800,0.0,1.2576657937302116e-08
1801,0.0,0.0
1802,8.951360541686881e-09,8.951360541686881e-09
1803,0.0,1.950339223455444e-09
1804,0.0,0.0
1805,0.0,2.842877711017877e-09
1806,0.0,1.4408345627714425e-08
1807,0.0,8.540865792383556e-09
1808,0.0,1.8128591960930862e-08
1809,0.0,3.388545621874073e-08
1810,0.0,3.042164919975221e-08
1811,0.0,1.504245972228091e-08
1812,0.0,1.3336041604361526e-08
1813,0.0,1.1502966579257645e-08
1814,0.0,1.2586708120210233e-08
1815,0.0,1.0788894222457657e-08
1816,0.0,1.3905623319487859e-08
1817,0.0,6.22749374290521e-09
1818,0.0,5.960588467246453e-09
1819,0.0,9.315945348475907e-09
1820,1.1866481131050932e-09,7.119888678630559e-09
1821,1.676452932031225e-08,2.6626018723163725e-08
1822,0.0,1.604098542884458e-08
1823,0.0,3.656594316225892e-08
1824,0.0,5.894778887238772e-09
1825,0.0,1.584979747448756e-08
1826,0.0,1.76159691278599e-08
1827,9.217273055917019e-10,1.8434546333878643e-08
1828,0.0,1.7427371545863934e-08
1829,0.0,1.457439946506156e-08
1830,1.0436835840010872e-09,2.713577385016208e-08
1831,7.795603274018958e-09,7.795603274018958e-09
1832,0.0,2.0294953273491956e-08
1833,0.0,1.50587169400751e-08
1834,0.0,1.7735608537350345e-08
1835,0.0,3.2521278114927554e-08
1836,1.3441500135158435e-09,4.9061476214973254e-08
1837,6.957890930081589e-10,2.365682938432201e-08
1838,3.787297142565649e-09,2.6511079775914936e-08
1839,1.3982950353153e-09,4.334714454046207e-08
1840,0.0,1.6561189752906103e-08
1841,6.420548537278137e-10,1.0914932957462042e-08
1842,6.708265054555795e-10,1.8112315203211438e-08
1843,1.1223130869097986e-08,2.3036953678001737e-08
1844,6.037417232818143e-09,3.2382512671347286e-08
1845,0.0,2.287893474672842e-08
1846,1.7563503984519002e-09,3.219975797108532e-08
1847,5.393223645455691e-10,8.629157832729106e-09
1848,0.0,1.850401076808339e-08
1849,0.0,1.256912263158938e-08
1850,0.0,2.851378333446064e-08
1851,1.9348316282474798e-09,3.031236062156495e-08
1852,9.114764054629632e-09,1.6927417689771573e-08
1853,0.0,1.4332635966951557e-08
1854,2.5978321716024766e-09,1.1430461743788811e-08
1855,0.0,2.3350523292720027e-08
1856,5.177189232874468e-10,3.4169449492083004e-08
1857,9.763018171682347e-10,2.9289054737091647e-08
1858,0.0,8.808616891453624e-09
1859,5.092173349652285e-10,1.5785737605966688e-08
1860,0.0,2.6089948951257824e-08
1861,2.357981809808507e-09,2.87673795895671e-08
1862,0.0,1.671654992208005e-08
1863,4.994620828036034e-10,9.989241434027463e-09
1864,2.3973640850272204e-09,1.1986819647979985e-08
1865,9.41368871743009e-10,2.2592853810010638e-08
1866,0.0,6.325296841858119e-09
1867,1.455843445796745e-09,5.338092634588065e-09
1868,4.939874287401835e-09,3.7049055379156925e-08
1869,4.883519144627257e-10,1.806902072409855e-08
1870,3.4404292748035914e-09,8.027668307875047e-09
1871,7.434824311758348e-09,1.1683294554032386e-08
1872,1.8142017887967654e-09,2.1165687535962263e-08
1873,0.0,2.633842011157128e-08
1874,0.0,4.002988163165355e-08
1875,7.437985338754061e-09,1.659242854223919e-08
1876,2.418405919968336e-09,2.6602464231473277e-08
1877,1.2369631985365004e-09,1.4843558715504912e-08
1878,1.8117265465633636e-09,2.4760262951062373e-08
1879,0.0,1.710611119420946e-08
1880,6.417846254436199e-10,2.88803083670075e-08
1881,1.3945015142624584e-09,2.5798277292210514e-08
1882,0.0,2.2628308782302042e-08
1883,0.0,1.5798347186013473e-08
1884,1.9805090900604227e-09,1.2543224237049344e-08
1885,2.5782542767416317e-09,2.8360797266202553e-08
1886,6.453463874400711e-10,1.4842966744588182e-08
1887,2.6115698492645834e-09,2.8727269063555383e-08
1888,2.53624587998047e-09,1.5217475057838215e-08
1889,3.759081934617825e-09,1.1903759755682586e-08
1890,1.9663159989136147e-09,9.176141013700345e-09
1891,0.0,2.868398973898678e-08
1892,1.2537024751679837e-09,1.9432388143059143e-08
1893,1.847525021858587e-09,1.6011883374744684e-08
1894,6.301539290376468e-10,1.7014155417882648e-08
1895,1.2037228991346183e-09,3.310238128051424e-08
1896,1.179405795248556e-09,1.7101384086615212e-08
1897,1.1653427112179315e-09,8.740070556179091e-09
1898,1.6975064687230201e-09,1.640922953072277e-08
1899,2.7637891975018647e-09,2.7085134135518274e-08
1900,1.5054054447460885e-08,2.803168719367477e-08
1901,1.1736351446245408e-08,1.1736351446245408e-08
1902,1.1293653123800595e-08,1.7185993794743837e-08
1903,7.020286574288548e-09,1.4580594509538969e-08
1904,4.837162670412454e-09,1.827372475560196e-08
1905,0.0,1.186974607492175e-08
1906,6.173021371846943e-09,2.3663248249761182e-08
1907,1.028568674676933e-09,1.4914245560770922e-08
1908,4.4202499438483756e-09,7.367083831866239e-09
1909,5.5009836685826485e-09,1.7603147384193107e-08
1910,1.068830135508847e-09,2.404867771588215e-08
1911,1.5961122423746588e-09,1.968538376750928e-08
1912,5.209421227725386e-10,1.82329742415277e-08
1913,1.060597942803554e-09,3.234823853226487e-08
1914,6.027069177072519e-09,1.205413840965619e-08
1915,1.1780761921542648e-09,1.0602685840410686e-08
1916,0.0,3.84561182897869e-08
1917,1.0966424435210342e-09,1.0966424213165737e-08
1918,4.594550517822427e-09,1.1486376294556067e-08
1919,4.603924352863942e-09,1.749491218561161e-08
1920,2.2716695191604686e-09,4.543339038320937e-09
1921,7.572747429129834e-10,7.572747762196741e-09
1922,2.2133805899215986e-09,7.377935595798135e-09
1923,1.0615948120573648e-09,1.9108706172943357e-08
1924,1.289162443462999e-09,7.734974438733389e-09
1925,4.399271169575059e-09,7.698724324711748e-09
1926,2.229227691330493e-09,2.452150482668003e-08
1927,1.1149224876660924e-09,1.2264147142282411e-08
1928,1.1426041224282812e-09,1.5996457491951332e-08
1929,2.2280812750352652e-09,1.2254447234738564e-08
1930,1.0503603542488804e-09,1.1553964007759987e-08
1931,3.4216069977333063e-09,9.124285327288817e-09
1932,2.1919073223131136e-09,1.53433514782364e-08
1933,1.1470662197865522e-09,1.0323596200123575e-08
1934,1.4377896206951846e-08,1.677421224144382e-08
1935,0.0,1.0771455727365264e-08
1936,2.424942913137329e-09,1.6974600836050513e-08
1937,2.5182236296217297e-09,1.3850230184964119e-08
1938,2.5930428915188486e-09,9.075650453382877e-09
1939,0.0,1.070583532936098e-08
1940,5.0715658339584024e-09,1.77504799747652e-08
1941,5.9030051957620344e-09,1.1806010391524069e-08
1942,0.0,1.2136847082899749e-08
1943,5.806470415592457e-09,8.709705845433291e-09
1944,0.0,1.927911696952833e-08
1945,0.0,4.357008087652048e-09
1946,0.0,1.1136883415474585e-08
1947,4.7683483828109274e-09,1.0728783861324587e-08
1948,1.6307831529616124e-08,6.523132700664291e-09
1949,1.0798709482173763e-08,3.9268033269479474e-09
1950,7.444753258312176e-09,6.381216888229346e-09
1951,0.0,8.529121409139861e-09
1952,3.1634410646574906e-09,8.435843135146115e-09
1953,2.1547654771580937e-09,1.0773827385790469e-09
1954,0.0,6.840775279570721e-09
1955,4.6928039232341234e-09,1.5016972554349195e-08
1956,4.360570571293465e-09,1.5698054411927842e-08
1957,2.6505113659425206e-09,1.0602045130703175e-08
1958,4.1361216673863055e-09,1.4062814024384807e-08
1959,4.650448914844674e-09,7.750747599288843e-09
1960,4.152500121534786e-09,1.1073333139322017e-08
1961,1.3896318540318475e-09,1.0422239238305764e-08
1962,3.170978146727066e-09,1.0147130691251505e-08
1963,1.939815863494232e-09,1.1638895625054602e-08
1964,4.258777719368112e-09,2.1293888874396316e-08
1965,7.660860834590721e-09,1.2585700037703873e-08
1966,1.6617224263271169e-09,1.2739872046196865e-08
1967,1.479100675272349e-09,1.2818872185960117e-08
1968,4.49141579483836e-09,9.881114537702018e-09
1969,4.541757636644661e-09,1.1808570066218493e-08
1970,5.518470125309705e-09,9.657322941336588e-09
1971,7.707596449968435e-09,1.0790634608071059e-08
1972,3.078088173236182e-09,1.0773308634082213e-08
1973,5.513203893414698e-09,1.047508757512361e-08
1974,7.313243399753588e-09,1.3501372464475025e-08
1975,6.8537762132336866e-09,1.6563292515314743e-08
1976,5.713526762818333e-09,1.9425991260035858e-08
1977,8.815173146992095e-09,1.2341241639735046e-08
1978,6.534650265344055e-09,8.316827893040113e-09
1979,1.1703946478647254e-08,1.053355236368958e-08
1980,5.6851505725319385e-09,1.2507331226263574e-08
1981,5.69299452024552e-09,1.3283654176632353e-08
1982,7.449002858983533e-09,1.1173504343986451e-08
1983,1.0736037614478278e-08,8.209910973278056e-09
1984,1.0438215014563212e-08,1.2757819078945687e-08
1985,6.015557940663996e-09,9.62489254963117e-09
1986,1.6185110141009318e-08,5.994485408056249e-09
