year,trois_DET offres_NOUN,trois_DET coffres_NOUN
1987,1.466596055710312e-08,1.4054879038383206e-08
1988,8.395175166153734e-09,1.7390005657702545e-08
1989,8.780995153223614e-09,5.488122178931576e-09
1990,8.172976573295188e-09,1.0352436907723472e-08
1991,1.4653663171770859e-08,1.4067516596050211e-08
1992,9.366904696328504e-09,1.7080827419135858e-08
1993,9.970573700002205e-09,1.2186256448387667e-08
1994,1.2132331528302842e-08,1.5297287436766283e-08
1995,8.133676288046843e-09,1.0302656228144969e-08
1996,1.601427590536275e-08,1.2811420813108043e-08
1997,4.794894370441227e-09,9.589788629860152e-09
1998,1.4304387452312994e-08,1.668845261981744e-08
1999,1.736676369379353e-08,1.0511462644746672e-08
2000,1.9439337695104086e-08,1.0161472663305915e-08
2001,1.577236241612212e-08,1.0514908582726079e-08
2002,1.2267420412825913e-08,1.8839252602376177e-08
2003,1.9167845810574846e-08,8.333845447072719e-09
2004,4.845270407116686e-09,9.690541175055856e-09
2005,9.007498746882447e-09,1.216012357474483e-08
2006,1.1118302722934459e-08,1.729513776638214e-08
2007,1.1583990655594789e-08,8.388407135573317e-09
2008,1.5326782676350348e-08,9.792111205220166e-09
2009,1.2874119770245329e-08,1.6211854525494118e-08
2010,1.747803501928047e-08,1.2754241218715379e-08
2011,1.6443079675632077e-08,1.529588788962144e-08
2012,1.157445883581687e-08,1.5659562868641785e-08
2013,1.310888730898796e-08,1.25510625226255e-08
2014,1.2776126934177512e-08,1.797319459928559e-08
2015,1.1304534558442825e-08,1.817591888109149e-08
2016,1.2635173934905097e-08,1.8227791942493354e-08
2017,1.8867085671558925e-08,1.2578057040357749e-08
2018,1.626324019898817e-08,1.8328413009527367e-08
2019,1.377533381807794e-08,1.6581421125039242e-08
