year,seuls_ADJ anneaux_NOUN,seuls_ADJ canaux_NOUN
1869,4.883519144627257e-10,1.4650557433881772e-09
1870,5.734048791339319e-10,0.0
1871,1.0621177271019633e-09,2.1242354542039266e-09
1872,0.0,0.0
1873,0.0,1.7958012854535355e-09
1874,2.3898436563030145e-09,5.974609140757536e-10
1875,1.716458086775674e-09,4.005069165202713e-09
1876,0.0,3.02300739996042e-09
1877,3.710889595609501e-09,1.4225077116236662e-08
1878,6.039088673581716e-10,4.22736201599605e-09
1879,0.0,5.498392852132383e-09
1880,3.2089231272180996e-09,6.417846254436199e-09
1881,2.7890030285249168e-09,9.064259565150223e-09
1882,1.3310770263785798e-09,6.655385131892899e-10
1883,6.319338941018771e-10,3.159669414998234e-09
1884,1.3203393933736152e-09,1.1222884843675729e-08
1885,0.0,1.933690763067375e-09
1886,0.0,1.1616235084943582e-08
1887,1.3057849246322917e-09,2.6115698492645834e-09
1888,1.268122939990235e-09,5.07249175996094e-09
1889,0.0,2.5060546970934183e-09
1890,3.9326319978272295e-09,8.520702365899524e-09
1891,1.2748440081367107e-09,5.099376032546843e-09
1892,0.0,4.387958441043338e-09
1893,1.847525021858587e-09,0.0
1894,3.150769645188234e-09,7.561847148451761e-09
1895,3.611168697403855e-09,4.814891596538473e-09
1896,0.0,3.5382172747233653e-09
1897,1.1653427112179315e-09,6.409385022720926e-09
1898,0.0,5.6583546736987955e-09
1899,0.0,3.3165470370022376e-09
1900,4.671947717582725e-09,1.038210628578895e-09
1901,0.0,3.353243460679778e-09
1902,4.910283846193408e-10,3.437198747846537e-09
1903,0.0,1.6200660812870638e-09
1904,0.0,3.7622376325430196e-09
1905,0.0,4.1286072338664326e-09
1906,1.0288369045596824e-09,2.0576738091193647e-09
1907,0.0,8.228549397415463e-09
1908,0.0,5.40252820258047e-09
1909,3.300590023513905e-09,2.7504918342913243e-09
1910,1.6032452032632705e-09,4.275320542035388e-09
1911,5.3203743632934675e-09,7.448523575703803e-09
1912,0.0,2.6047106693738442e-09
1913,0.0,1.590896969716482e-09
1914,5.357394972094198e-09,0.0
1915,0.0,4.712304768617059e-09
1916,0.0,7.69122365795738e-09
1917,0.0,0.0
1918,1.1486376294556067e-09,6.89182577673364e-09
1919,0.0,1.8415696745321952e-09
1920,0.0,3.028892692213958e-09
1921,0.0,4.543648568500203e-09
1922,0.0,0.0
1923,0.0,1.0615948120573648e-09
1924,0.0,0.0
1925,0.0,7.698724324711748e-09
1926,1.1146138456652466e-09,1.1146138456652466e-09
1927,1.1149224876660924e-09,2.2298449753321847e-09
1928,2.2852082448565625e-09,1.1426041224282812e-09
1929,0.0,3.342121912552898e-09
1930,0.0,3.1510811737689437e-09
1931,0.0,0.0
1932,4.383814644626227e-09,1.0959536611565568e-09
1933,3.4411986593596566e-09,0.0
1934,5.990790086229936e-09,1.1981580172459871e-09
1935,3.590485242455088e-09,2.393656828303392e-09
1936,0.0,1.2124714565686645e-09
1937,0.0,6.295559185076627e-09
1938,0.0,0.0
1939,1.5294050470515685e-09,6.117620188206274e-09
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,1.1806010391524069e-08,0.0
1942,0.0,6.068423541449874e-09
1943,0.0,5.806470415592457e-09
1944,0.0,1.6065930807940276e-08
1945,2.178504043826024e-09,2.178504043826024e-09
1946,1.3921104269343232e-09,1.3921104269343232e-09
1947,5.960435700558264e-09,1.1920870957027319e-09
1948,3.2615663503321457e-09,1.0871887834440486e-09
1949,0.0,5.890204768377316e-09
1950,0.0,5.317680518146517e-09
1951,6.396841278899501e-09,6.396841278899501e-09
1952,1.0544803918932644e-09,9.490323193972472e-09
1953,1.0773827385790469e-09,3.232148326759443e-09
1954,9.772536113672459e-10,9.772536113672459e-10
1955,3.754243138587299e-09,5.631364707880948e-09
1956,0.0,1.744228317335228e-09
1957,8.835037701437898e-10,2.6505113659425206e-09
1958,8.272243445794913e-10,8.272243445794913e-10
1959,0.0,1.5501495642666896e-09
1960,0.0,2.076250060767393e-09
1961,0.0,6.94815938118154e-09
1962,0.0,3.805173953708163e-09
1963,0.0,5.1728425987107585e-09
1964,6.083968329129164e-10,2.4335873316516654e-09
1965,5.472043373977442e-10,0.0
1966,1.6617224263271169e-09,6.092982118843793e-09
1967,1.9721342336964653e-09,3.451234853457663e-09
1968,4.4914158503495116e-10,4.491415683816058e-09
1969,1.3625273131978588e-09,1.8167031212712459e-09
1970,2.2993624781975086e-09,2.7592350626548523e-09
1971,5.652237344833111e-09,1.0276794970565106e-09
1972,2.565073486948677e-09,2.0520587451500205e-09
1973,1.102640756478479e-09,1.6539611902288698e-09
1974,2.2502286700643026e-09,3.3753431161187564e-09
1975,3.4268881066168433e-09,2.8557400888473694e-09
1976,1.7140580066410394e-09,1.7140580066410394e-09
1977,0.0,7.639816779203557e-09
1978,5.940591352171509e-10,5.346532105932056e-09
1979,0.0,4.096381456264453e-09
1980,0.0,3.411090521154847e-09
1981,0.0,6.958104314946922e-09
1982,1.2415004579935385e-09,9.932003663948308e-09
1983,6.315316047889041e-10,2.5261264191556165e-09
1984,1.1598016991243298e-09,6.958810416790584e-09
1985,1.2031116103372597e-09,5.414002135495366e-09
1986,2.997242676272549e-09,5.994485352545098e-09
1987,0.0,4.888653482026939e-09
1988,0.0,4.797243047249822e-09
1989,5.488122178931576e-10,8.232182935330457e-09
1990,2.179460389939436e-09,5.993515905799995e-09
1991,5.861465202094962e-10,1.1722930404189924e-09
1992,1.1019888335184191e-09,7.162927584403178e-09
1993,0.0,6.093128224193833e-09
1994,5.274926606624319e-10,2.637463358823311e-09
1995,5.422450821690461e-10,7.0491861237087505e-09
1996,1.6014276571496566e-09,5.871901187504136e-09
1997,9.58978896292706e-10,8.630809844589749e-09
1998,0.0,4.291316191284977e-09
1999,0.0,2.285100553223174e-09
2000,1.3254094488601709e-09,6.185244316725402e-09
2001,8.762423564512289e-10,1.3143635069212678e-09
2002,0.0,1.3143663935011318e-09
2003,1.6667691671301554e-09,5.8336921959778465e-09
2004,8.809582507929292e-10,5.285749615779878e-09
2005,0.0,6.7556245042510454e-09
2006,4.1178899179428186e-10,4.117890028965121e-09
2007,1.5977917877663117e-09,7.190063211481856e-09
2008,1.2772318758180745e-09,3.8316958494988285e-09
2009,1.430457752249481e-09,3.337734755248789e-09
2010,0.0,6.140930874920514e-09
2011,3.82397197240536e-10,6.500752380844688e-09
2012,0.0,3.744677901096338e-09
2013,2.789125042035323e-10,6.414987652192394e-09
2014,6.496335691608124e-10,3.031623174720721e-09
2015,2.2165753954528356e-10,3.32486305154589e-09
2016,1.0356699942093428e-09,2.278474076078396e-09
2017,0.0,2.5156112748447867e-09
2018,2.5814667070633845e-10,2.8396134332808742e-09
2019,7.65296326310505e-10,3.5713827450933877e-09
