year,lieux_NOUN ouverts_ADJ,lieux_NOUN couverts_ADJ
1913,8.484783542428431e-09,2.3863453435524207e-08
1914,2.0090231978020512e-08,3.0135347106607924e-08
1915,2.7095752752615e-08,1.0602685618366081e-08
1916,9.888715624128963e-09,6.592477230782379e-09
1917,5.483212106582869e-09,4.386569774084137e-09
1918,4.594550517822427e-09,3.44591288836682e-09
1919,9.207848705727883e-09,8.287063479883727e-09
1920,6.057785384427916e-09,1.0601124422748853e-08
1921,4.543648568500203e-09,1.1359121254717053e-08
1922,4.943216724839772e-08,1.1804696775641332e-08
1923,3.1847844361720945e-09,5.307974060286824e-09
1924,2.578324886925998e-09,1.933743654092268e-08
1925,7.698724324711748e-09,5.499089184013428e-09
1926,2.5636119005412183e-08,8.916910765321973e-09
1927,4.571182032897525e-08,8.919379901328739e-09
1928,5.713020723163709e-09,1.2568645679778001e-08
1929,8.912325100141061e-09,8.912325100141061e-09
1930,1.05036033204442e-08,1.1553964229804592e-08
1931,9.124285327288817e-09,1.1405356659111021e-08
1932,6.575722188983946e-09,7.6716757391182e-09
1933,1.1470662197865522e-09,4.588264879146209e-09
1934,1.677421224144382e-08,1.677421224144382e-08
1935,9.335261808018913e-08,1.4361940969820353e-08
1936,1.2124714565686645e-08,1.8187071404440758e-08
1937,5.0364472592434595e-09,5.0364472592434595e-09
1938,1.1020431855968127e-07,5.186085783037697e-09
1939,9.176430282309411e-09,1.3764645423464117e-08
1940,2.028626333583361e-08,1.5214697057785997e-08
1941,8.854508237732261e-09,8.854508237732261e-09
1942,1.8205270846394228e-08,2.730790527039062e-08
1943,8.709705845433291e-09,5.806470415592457e-09
1944,3.2453179699132306e-07,6.4263723231761105e-09
1945,1.3506724627632138e-07,4.357008087652048e-09
1946,5.568441707737293e-09,4.1763312808029696e-09
1947,7.152522574216391e-09,1.0728784083369192e-08
1948,2.174377655705939e-08,1.0871888278529696e-08
1949,6.8719057111366055e-09,5.890204768377316e-09
1950,5.317680518146517e-09,2.4461330738745346e-08
1951,9.595261474260042e-09,2.2388944032059044e-08
1952,7.381362632230548e-09,5.272402070488624e-09
1953,1.0773827607835074e-08,1.2928593307037772e-08
1954,2.443134050622575e-08,1.4658803948464083e-08
1955,2.815682353940474e-09,1.407841132561316e-08
1956,3.488456634670456e-09,4.360570571293465e-09
1957,4.417518795207798e-09,6.184526224473075e-09
1958,4.1361216673863055e-09,6.617794756635931e-09
1959,7.750747599288843e-09,3.875373910666724e-09
1960,5.536666680683311e-09,7.612916519406099e-09
1961,1.042223907177231e-08,1.1117054998788234e-08
1962,1.0781326054143392e-08,6.341956293454132e-09
1963,5.1728425987107585e-09,1.2932106829843804e-08
1964,3.1636635533516255e-08,4.8671746077921796e-09
1965,1.3680108601477059e-08,8.20806533852192e-09
1966,2.6033650790679985e-08,1.2185964237687585e-08
1967,6.902469706915326e-09,1.1832804958089582e-08
1968,9.88111459321317e-09,9.88111459321317e-09
1969,1.498780100028796e-08,1.998373461153946e-08
1970,1.4623945787661796e-07,9.657322941336588e-09
1971,3.237190426830239e-08,9.762954888969944e-09
1972,2.0520587895589415e-08,9.234264020108185e-09
1973,1.4885650545526374e-08,1.268036875501366e-08
1974,1.2376257407797908e-08,6.750686232237513e-09
1975,1.1422960355389478e-08,1.6563292959403952e-08
1976,1.542652228181396e-08,9.141642998145016e-09
1977,1.5867311742301382e-08,1.3516598507123945e-08
1978,1.5445537515645924e-08,1.3069301196821925e-08
1979,1.6385525491990904e-08,1.462993370893173e-08
1980,2.8994268430615477e-08,7.95921106799824e-09
1981,2.4669642328944974e-08,1.0120879245789638e-08
1982,2.9796010991844923e-08,1.8622506869903077e-09
1983,1.9577479193344516e-08,6.315316269933646e-09
1984,1.739702604197646e-08,6.378909400694965e-09
1985,1.7445118793979475e-08,7.218669662023558e-09
1986,1.558566253834215e-08,7.1933827783254856e-09
1987,1.8332450224534114e-08,3.6664902225425067e-09
1988,3.298104522819756e-08,7.795519785247507e-09
1989,2.469654969416979e-08,7.134558721588746e-09
1990,1.3621627381610324e-08,9.80757164370516e-09
1991,2.6962739874125674e-08,7.033758464558559e-09
1992,2.8100714644097025e-08,1.2121877335236064e-08
1993,3.655876845698458e-08,7.754890063438324e-09
1994,5.063929364723663e-08,9.494868002946077e-09
1995,2.4943273224664608e-08,5.4224509327127635e-09
1996,4.003568987442918e-08,8.007138063703678e-09
1997,3.596170772279805e-08,5.753873377756236e-09
1998,3.957547112243276e-08,8.10582001520288e-09
1999,3.153438798975117e-08,1.0511462644746672e-08
2000,3.0042613841096966e-08,9.719669513685858e-09
2001,2.9792240119341784e-08,8.762423842068046e-09
2002,3.899287087660852e-08,1.0076809608960957e-08
2003,3.000184634061043e-08,1.2917461433836763e-08
2004,2.8190663692306828e-08,3.523833003171717e-09
2005,3.648037250059133e-08,5.854874363109275e-09
2006,3.953174143589422e-08,8.647569216257978e-09
2007,3.6749212034559164e-08,8.38840730210677e-09
2008,3.959418845567164e-08,5.5346713878634546e-09
2009,3.3377345998175656e-08,9.53638501499654e-09
2010,2.456372416581587e-08,9.447585824773341e-09
2011,3.135657153374716e-08,9.55992973672437e-09
2012,2.825529665795301e-08,1.1234034147378225e-08
2013,1.701366358908274e-08,1.5340187786705428e-08
2014,1.992209548717927e-08,6.9294245896855955e-09
2015,2.637724741405556e-08,9.97458915463767e-09
2016,2.6513153117413424e-08,1.2013772199281902e-08
2017,1.735771881783421e-08,4.024978128569501e-09
2018,2.4265786990884664e-08,1.0067719991013746e-08
2019,1.8622211328533922e-08,1.0714148679369373e-08
