year,gros_ADJ anneaux_NOUN,gros_ADJ canots_NOUN
1859,5.855999418713509e-08,0.0
1860,3.3413442679375294e-08,0.0
1861,1.7920662287451705e-08,4.715963730639317e-10
1862,3.298130124562704e-08,1.9427341513278407e-08
1863,3.5461809488879226e-08,0.0
1864,3.835782536043553e-08,4.794727948009836e-10
1865,3.4830648587558244e-08,2.3534221238463715e-09
1866,7.20110691077025e-08,1.1190909532388105e-08
1867,3.88224918879132e-08,1.358787216076962e-08
1868,3.951899429921468e-08,1.4819622196071691e-09
1869,2.783605879130846e-08,9.767038289254515e-10
1870,2.9243649279919737e-08,0.0
1871,1.3807530230280918e-08,0.0
1872,2.9027228620748247e-08,0.0
1873,4.8486636927691507e-08,1.1972008939764578e-09
1874,4.241972462182275e-08,5.974609140757536e-10
1875,5.778742462325681e-08,0.0
1876,4.957732002708326e-08,1.813804439976252e-09
1877,3.277952487223956e-08,0.0
1878,3.32149880932775e-08,0.0
1879,4.643087336830831e-08,9.774920428640144e-09
1880,3.914886193001621e-08,0.0
1881,2.9284532132578533e-08,0.0
1882,4.9249848643739824e-08,0.0
1883,4.9922778799782463e-08,0.0
1884,3.4328824227713994e-08,3.9610181801208455e-09
1885,4.640857653726016e-08,0.0
1886,6.905206362262106e-08,0.0
1887,5.027272109714431e-08,2.6115698492645834e-09
1888,2.9166827175686194e-08,5.706553452000662e-09
1889,7.079604813498008e-08,1.2530273485467092e-09
1890,2.818386235503567e-08,6.554386478008212e-10
1891,3.7607897240832244e-08,1.2748440081367107e-09
1892,4.0745330665004076e-08,0.0
1893,2.46336657738766e-08,1.847525021858587e-09
1894,2.520615716150587e-08,0.0
1895,2.467631965430428e-08,6.018614495673091e-10
1896,2.889544248318998e-08,0.0
1897,3.3212266714599536e-08,5.826713556089658e-10
1898,3.5647634177848886e-08,0.0
1899,3.814029270188257e-08,0.0
1900,2.28406342728249e-08,1.5573159428683425e-09
1901,3.073806453812722e-08,0.0
1902,2.7497589982772297e-08,0.0
1903,2.2680925582108102e-08,4.860198465905796e-09
1904,3.547252447333449e-08,5.912087708281888e-09
1905,3.1996705729397945e-08,5.160759042333041e-10
1906,3.755254596171653e-08,5.144184522798412e-10
1907,1.902852098112362e-08,5.142843373384665e-10
1908,3.3397444809679655e-08,9.822778146428846e-10
1909,2.7504917454734823e-08,0.0
1910,3.90122991689168e-08,0.0
1911,2.7133907565257687e-08,0.0
1912,2.917275843117295e-08,0.0
1913,4.5075413623862914e-08,2.121195885607108e-09
1914,1.6741859454327823e-08,2.0090231700464756e-09
1915,2.238344798399794e-08,2.3561523843085297e-09
1916,2.5271162940043723e-08,0.0
1917,2.9609346086090227e-08,0.0
1918,3.101321510712296e-08,0.0
1919,6.997964874244644e-08,0.0
1920,2.5745588771997063e-08,0.0
1921,3.180553775905537e-08,2.2718242842501013e-09
1922,3.541408943874558e-08,0.0
1923,2.653987074552333e-08,3.1847844361720945e-09
1924,3.867487308184536e-08,0.0
1925,3.959344141435395e-08,0.0
1926,1.89484357093761e-08,0.0
1927,3.1217830098739796e-08,0.0
1928,1.82816659588525e-08,0.0
1929,3.119313873867213e-08,3.342121912552898e-09
1930,2.941009036305786e-08,4.201441416995522e-09
1931,3.079446386777818e-08,0.0
1932,3.7262424257278326e-08,0.0
1933,2.982372038218273e-08,0.0
1934,2.156684431042777e-08,0.0
1935,3.111753699158726e-08,2.393656828303392e-09
1936,1.6974599503782883e-08,0.0
1937,2.895957251780601e-08,0.0
1938,1.9447821131279852e-08,1.2965214457594243e-09
1939,3.211750509990452e-08,0.0
1940,3.550096039361961e-08,0.0
1941,2.9515025090631752e-08,0.0
1942,2.1239483061208375e-08,0.0
1943,4.064529335323641e-08,0.0
1944,3.855823393905666e-08,1.2852744646352221e-08
1945,3.0499055725385915e-08,2.178504043826024e-09
1946,3.3410650246423756e-08,0.0
1947,1.907339353124371e-08,3.5762612871081956e-09
1948,3.913879709216417e-08,5.435944139264848e-09
1949,1.47255123650325e-08,3.9268033269479474e-09
1950,3.616023036556726e-08,1.0635361480382244e-09
1951,2.3455083209000804e-08,4.264560704569931e-09
1952,1.8980646387944944e-08,1.0544803918932644e-09
1953,2.9089333608567358e-08,0.0
1954,2.7363100230104465e-08,0.0
1955,2.627970197011109e-08,0.0
1956,2.3547082506070183e-08,1.744228317335228e-09
1957,1.8553580005686854e-08,1.7670075402875796e-09
1958,1.6544486669545222e-08,0.0
1959,2.0927018340444192e-08,0.0
1960,1.038124963770315e-08,3.460416619915918e-09
1961,2.431855783413539e-08,6.94815938118154e-09
1962,3.4880759613997725e-08,1.2683912808952869e-09
1963,2.651081842941494e-08,0.0
1964,2.9203047091641565e-08,0.0
1965,1.9699356812452606e-08,3.2832261354087677e-09
1966,2.9357096309468034e-08,1.1078149508847446e-09
1967,1.9228309611207806e-08,0.0
1968,2.6050212653672133e-08,2.245707841908029e-09
1969,2.0892086283197386e-08,2.2708788183223305e-09
1970,2.7592349738370103e-08,1.0577067222072856e-08
1971,2.8775026805760717e-08,5.138397485282553e-10
1972,3.231992451446786e-08,2.0520587451500205e-09
1973,2.921997932503473e-08,5.513203782392395e-10
1974,2.0814615808717463e-08,0.0
1975,2.513051278185685e-08,1.1422960355389478e-09
1976,2.285410793945175e-08,0.0
1977,2.52701610747863e-08,4.7014254711541525e-09
1978,2.970295653881294e-08,3.5643548113029055e-09
1979,1.9896710057309974e-08,1.1703946700691858e-09
1980,1.591842213599648e-08,4.548120546843393e-09
1981,2.5302197670384885e-08,5.69299452024552e-09
1982,2.0484757001781873e-08,1.8622506869903077e-09
1983,2.462973291983417e-08,1.2630632095778083e-09
1984,3.015484395518797e-08,4.059305780401701e-09
1985,1.4437339324047116e-08,2.4062232206745193e-09
1986,1.9182353483415682e-08,1.1988970927134801e-09
1987,1.9554613928107756e-08,6.110816852533674e-10
1988,1.679035044332977e-08,4.197587610832443e-09
1989,2.140367705294466e-08,2.1952488715726304e-09
1990,1.471135746555774e-08,1.6345953479657283e-09
1991,1.3481369798284959e-08,3.5168792322792797e-09
1992,1.3774860363469088e-08,0.0
1993,2.2710750613441633e-08,1.661762283333701e-09
1994,1.476979427650349e-08,1.5824779264761446e-09
1995,1.4098372247417501e-08,1.0844901643380922e-09
1996,1.3879040139386234e-08,2.135236876199542e-09
1997,1.5823152565985765e-08,1.917957792585412e-09
1998,2.193339376788117e-08,2.86087753487152e-09
1999,2.422206613061917e-08,2.285100553223174e-09
2000,1.1045078629479121e-08,1.3254094488601709e-09
2001,1.796296800193886e-08,4.3812117822561447e-10
2002,1.62105191492401e-08,3.9430991805033955e-09
2003,1.750107614384433e-08,8.333845835650777e-10
2004,1.9821561281219147e-08,1.3214374039449694e-09
2005,1.7114247796712334e-08,9.007499190971657e-10
2006,1.8118715416903797e-08,2.8825228870488218e-09
2007,1.6377365241737607e-08,1.5977917877663117e-09
2008,1.0217855006544596e-08,1.2772318758180745e-09
2009,1.907277002999308e-08,3.337734755248789e-09
2010,2.5036102968556406e-08,2.8342759250676863e-09
2011,2.2943831723409858e-08,1.529588788962144e-09
2012,3.43829533733242e-08,2.0425516833455504e-09
2013,3.5421887645270544e-08,2.2313000336282585e-09
2014,3.529675751678951e-08,4.7639794331644225e-09
2015,3.679515003796041e-08,2.21657536769726e-09
2016,3.5212782023563705e-08,1.6570720351438695e-09
2017,2.213737992917686e-08,1.0062445321423752e-09
2018,3.071945542387766e-08,5.162933414126769e-10
2019,2.9081260066732284e-08,1.53059265262101e-09
