year,grands_ADJ anneaux_NOUN,grands_ADJ canots_NOUN
1800,4.087413785214267e-08,6.288328791015374e-08
1801,4.524246932646747e-08,3.5717739876872656e-08
1802,4.699464284385613e-08,1.1636768704192946e-07
1803,6.631153581793114e-08,7.021220937986072e-08
1804,3.707776485839531e-08,1.458392091535643e-07
1805,2.842877711017877e-09,2.842877755426798e-08
1806,5.76333825108577e-09,2.881669125542885e-08
1807,1.0533734240425474e-07,1.4234775136401367e-08
1808,6.118399653587403e-08,3.6257183921861724e-08
1809,7.454800510231507e-08,1.8072244145628247e-08
1810,3.510190182964834e-08,5.148278958699848e-08
1811,3.760615285841595e-08,1.504245972228091e-08
1812,3.200649700829672e-08,2.9339290108509886e-08
1813,7.476928232108548e-08,3.4508900625951355e-08
1814,1.2586708564299443e-08,6.293354459785405e-08
1815,8.091670444798638e-09,5.664169577812572e-08
1816,1.367386346373678e-07,5.7940098940889584e-08
1817,3.7364962679475866e-08,9.341240314597599e-08
1818,4.2916237674717195e-08,1.7881765401739358e-08
1819,5.2790355198339967e-08,3.1053151161586356e-08
1820,5.6959109429044474e-08,8.899861114741725e-08
1821,4.141825016290568e-08,5.1279737789400315e-08
1822,1.804610860745015e-08,5.6143449000956025e-08
1823,3.360113609574e-08,8.795591099897138e-08
1824,6.568468080558887e-08,1.6000115010683658e-08
1825,3.6982861217893515e-08,5.547429182684027e-08
1826,8.191425138193154e-08,8.279505436803447e-08
1827,8.019027575301152e-08,1.1429418833586169e-07
1828,7.704733206992387e-08,8.89713192009367e-08
1829,5.744027831156018e-08,5.572564276690173e-08
1830,1.3046044955444813e-07,5.0096812032052185e-08
1831,2.182768810143898e-08,1.3564348932959547e-07
1832,8.659180394943178e-08,1.4071167697693454e-07
1833,1.0656938087549861e-07,1.7491278470060934e-07
1834,6.16079063320285e-08,7.560969805808782e-08
1835,9.15133639978194e-08,7.714349692378164e-08
1836,6.51912728244497e-08,6.317505096831155e-08
1837,5.0096815584765864e-08,7.72325918774186e-08
1838,9.341999884782126e-08,2.209256599883247e-08
1839,6.082583325905944e-08,5.173691519644308e-08
1840,5.223144583510475e-08,2.8026629905752998e-08
1841,2.953452238330101e-08,5.778493772368165e-08
1842,3.4212153110502186e-08,7.71450459069456e-08
1843,5.316219997553162e-08,5.965980420796768e-08
1844,5.982531803283564e-08,3.1284798751585186e-08
1845,5.747634901354104e-08,4.8547981634783355e-08
1846,9.250111787650894e-08,3.0443406018321184e-08
1847,4.422443566909351e-08,4.6921044827286096e-08
1848,6.516629724728773e-08,2.011305433313737e-08
1849,7.0387088157986e-08,5.111443002192573e-08
1850,5.295417082606946e-08,3.530277936647508e-08
1851,4.1921353499674296e-08,2.7087642351375507e-08
1852,4.296959943417278e-08,2.4740073101270355e-08
1853,6.688563303214323e-08,4.18035241978032e-08
1854,4.000661490977109e-08,9.352196350675968e-09
1855,3.6087172361476405e-08,2.5473298137512757e-08
1856,3.727576114442854e-08,3.158085348786699e-08
1857,3.124165814938351e-08,1.610898081594314e-08
1858,4.3553715300959084e-08,4.5511185930990905e-08
1859,2.5970084749360467e-08,5.601390640208592e-08
1860,2.5174511364411956e-08,2.5632230560290736e-08
1861,1.839225838295988e-08,4.95176202264247e-08
1862,4.834245359575107e-08,2.0330938710344526e-08
1863,3.995696573610985e-08,3.49623441309177e-08
1864,3.212467802882202e-08,4.746780746245349e-08
1865,4.848049783845454e-08,2.3534221682552925e-08
1866,5.692767146570077e-08,6.373952743388145e-08
1867,5.143980175148499e-08,3.8337212515671126e-08
1868,6.174842326345242e-08,5.335063946176888e-08
1869,2.5882650689368347e-08,2.783605879130846e-08
1870,5.3326655091723296e-08,2.2936195165357276e-08
1871,3.3987767267262825e-08,2.2304472935275044e-08
1872,4.7169248063028135e-08,1.814201766592305e-08
1873,5.028243776905583e-08,1.9155214303623325e-08
1874,4.062734149101743e-08,3.823749850084823e-08
1875,1.3731664694205392e-07,3.547346949517305e-08
1876,5.38095328295185e-08,4.111290152764013e-08
1877,4.762308236649915e-08,6.741449709579683e-08
1878,4.891661831152305e-08,6.34104324603868e-08
1879,4.581993806596074e-08,5.315112971970848e-08
1880,4.171599954361227e-08,2.5029599726167362e-08
1881,4.183504387356152e-08,2.8587281875047665e-08
1882,4.5256619785050134e-08,3.527354053289855e-08
1883,6.635305993540896e-08,2.401348808689363e-08
1884,6.271611852071146e-08,3.895001299270007e-08
1885,6.832373600218489e-08,2.127059772760731e-08
1886,4.646494033977433e-08,6.969740695694782e-08
1887,4.309090329002174e-08,5.027272109714431e-08
1888,5.5163347667530616e-08,5.326116436776829e-08
1889,3.57112810434046e-08,5.951880055476977e-08
1890,5.505684796958121e-08,4.9813337454907014e-08
1891,3.6970476458009216e-08,3.6970476458009216e-08
1892,5.0774950466347946e-08,4.0745330665004076e-08
1893,3.0176241949675386e-08,4.187723234849727e-08
1894,3.276800342177921e-08,2.0164925729204697e-08
1895,4.213030280197927e-08,2.5278181325916194e-08
1896,4.8355637716213096e-08,2.5357223876198987e-08
1897,5.477110676110897e-08,3.26295968022805e-08
1898,3.281845906144554e-08,1.7540900287826844e-08
1899,3.537650172802387e-08,3.537650172802387e-08
1900,5.969710770159509e-08,4.671947806400567e-08
1901,6.650599004842661e-08,2.9061443029831935e-08
1902,7.218117303864346e-08,3.83002145554201e-08
1903,3.834156458992766e-08,3.456140973412403e-08
1904,5.4283713524228006e-08,3.171028950532673e-08
1905,3.509316215399849e-08,3.1996705729397945e-08
1906,4.578324208637241e-08,1.6975809202790515e-08
1907,2.674278576364486e-08,2.3142794347563722e-08
1908,7.072399910157401e-08,1.7189861978295085e-08
1909,2.6954818821423032e-08,1.320236009405562e-08
1910,4.4890864359103944e-08,8.01622590529405e-09
1911,3.777465806820146e-08,1.5961122201701983e-08
1912,2.3963337980603683e-08,2.9693701719679666e-08
1913,3.446943352969356e-08,3.340883480973389e-08
1914,5.022557658662663e-08,2.4108278040557707e-08
1915,7.657494904833584e-08,2.3561524287174507e-08
1916,3.625862632361532e-08,1.4283700444650549e-08
1917,6.250861872558744e-08,1.0966424213165737e-08
1918,5.283732917860107e-08,2.1824114071478107e-08
1919,3.498982437122322e-08,3.4069039145379065e-08
1920,3.180337415642498e-08,1.817335615328375e-08
1921,3.0290991048786964e-08,3.7863738810983705e-08
1922,3.32007097370024e-08,2.2133805899215986e-08
1923,4.0340601970001444e-08,7.431163684401554e-09
1924,6.574728672603669e-08,1.2891624656674594e-08
1925,2.969508017258704e-08,1.4297631523163545e-08
1926,5.684530535177146e-08,1.4489979882625903e-08
1927,6.689534615134107e-08,2.1183527820767267e-08
1928,6.627104198742018e-08,1.0283437212876834e-08
1929,4.233354289340241e-08,1.3368487650211591e-08
1930,3.361153133596417e-08,3.466189113510154e-08
1931,2.9653927313688655e-08,1.3686427990933225e-08
1932,3.616647248350091e-08,8.767629289252454e-09
1933,1.9500125958415992e-08,1.7205993074753678e-08
1934,4.193552882725271e-08,3.4746584276490466e-08
1935,4.0692164304800826e-08,1.3165112555668657e-08
1936,3.516167268458048e-08,7.274828739411987e-09
1937,2.1404900962807005e-08,1.510934133364117e-08
1938,2.9819993585533666e-08,1.9447821131279852e-08
1939,3.211750509990452e-08,1.5294050470515685e-08
1940,2.2822046474857416e-08,1.2678914806940611e-08
1941,6.493305448884712e-08,4.132103725851266e-08
1942,3.6410540360520827e-08,9.102635090130207e-09
1943,5.2258233296242906e-08,3.4838823381733164e-08
1944,1.2852744646352221e-08,9.639558484764166e-09
1945,4.574858536443571e-08,3.485606470121638e-08
1946,4.5939643200654245e-08,1.2528993842408909e-08
1947,3.457052599742383e-08,6.198852986472048e-08
1948,2.174377655705939e-08,1.0871888278529696e-08
1949,2.5524220959027843e-08,8.835307596655184e-09
1950,8.508289184305795e-09,1.1698897850465073e-08
1951,8.529121409139861e-09,1.5992101864981123e-08
1952,1.8980646387944944e-08,8.435843135146115e-09
1953,2.693456835345387e-08,1.1851209791302608e-08
1954,3.224936762080688e-08,7.818028890937967e-09
1955,2.9095383879962355e-08,1.3139850985055546e-08
1956,2.0058624983221307e-08,1.3953826538681824e-08
1957,2.03205861026845e-08,1.3252556385623393e-08
1958,3.3088973339090444e-08,1.4062814024384807e-08
1959,2.5577467255288866e-08,8.525822714489095e-09
1960,3.114374891310945e-08,1.2457499920515147e-08
1961,2.709782087606527e-08,9.72742331128984e-09
1962,2.5367825173816527e-08,8.244543714397423e-09
1963,2.133797494252576e-08,9.052474325699222e-09
1964,2.251068309533366e-08,1.520992043424485e-08
1965,2.7360217202954118e-08,1.4774516721161035e-08
1966,2.4925835617750636e-08,1.1078149952936656e-08
1967,2.070740912074598e-08,1.2818872185960117e-08
1968,3.054162789339898e-08,1.7067380397861598e-08
1969,2.9067249940339934e-08,1.725867981861029e-08
1970,1.977451802304131e-08,2.1614008360870685e-08
1971,3.0316545718278576e-08,1.1304474689666222e-08
1972,2.0007572487656944e-08,1.1799337507056862e-08
1973,2.3706776985932265e-08,1.8193572870472963e-08
1974,2.81278591529599e-08,9.00091468025721e-09
1975,1.9990180177842376e-08,1.1422960355389478e-09
1976,1.7711933253394818e-08,6.8562320265641574e-09
1977,1.880570188461661e-08,1.4104276857551667e-08
1978,2.970295653881294e-08,7.72276909088987e-09
1979,2.57486831856113e-08,9.948355028654987e-09
1980,1.5349906234973787e-08,7.95921106799824e-09
1981,2.4669642328944974e-08,1.2018544381930951e-08
1982,1.8622506203769262e-08,1.0552754226011984e-08
1983,3.157657957331139e-08,1.515675762675528e-08
1984,1.8556827185989277e-08,1.681712546997005e-08
1985,2.045289804186723e-08,1.0226449020933615e-08
1986,1.7384007122700496e-08,7.1933827783254856e-09
1987,2.0776777631681398e-08,9.777306964053878e-09
1988,2.398621568033832e-08,1.3192418713003917e-08
1989,1.9757239400064464e-08,6.036934507847036e-09
1990,1.9070277801347402e-08,1.4166492867673242e-08
1991,8.7921980806982e-09,1.75843961613964e-08
1992,2.314176583695371e-08,9.91789939064347e-09
1993,1.661762283333701e-08,1.4401939196773128e-08
1994,1.8989736005892155e-08,7.384897138251745e-09
1995,3.524592884218691e-08,1.5182862966867106e-08
1996,1.7081895009596337e-08,1.2811421257197253e-08
1997,1.054876808126437e-08,1.006927874414032e-08
1998,1.382757464085671e-08,8.10582001520288e-09
1999,1.553868322901053e-08,4.113180906983871e-09
2000,1.192868470667463e-08,9.719669513685858e-09
2001,2.1467938537966802e-08,1.0514908055370142e-08
2002,1.7963008858146168e-08,1.445803121669087e-08
2003,1.8751153518792307e-08,1.750107614384433e-08
2004,1.2773894830786503e-08,1.9821561281219147e-08
2005,1.9366122927522156e-08,8.106749049829887e-09
2006,1.4824403926638752e-08,1.317724773741702e-08
2007,2.236908436259455e-08,8.38840730210677e-09
2008,2.5118893631770334e-08,8.940623352771127e-09
2009,2.9562793102400065e-08,8.105927484791664e-09
2010,3.117703428756613e-08,8.030448306328708e-09
2011,2.370862617340208e-08,1.3383901986685487e-08
2012,3.5063802528156884e-08,1.5319137958158535e-08
2013,2.4265387921218462e-08,1.1714325509615264e-08
2014,4.2442724890179306e-08,8.661780626084692e-09
2015,4.65480844979993e-08,1.0417904761084174e-08
2016,4.370527406649671e-08,2.0713400772365276e-08
2017,2.792328501755037e-08,4.2765391228272165e-09
2018,3.898014711012365e-08,1.626323964387666e-08
2019,3.086695343768042e-08,8.418259866971312e-09
