year,nos_DET offres_NOUN,nos_DET coffres_NOUN
1862,6.50590053496991e-08,4.0210078933178295e-08
1863,4.04564275413577e-08,5.793760166072914e-08
1864,3.5001512799226475e-08,2.7809422320501653e-08
1865,3.6242703060906933e-08,4.047886292823932e-08
1866,4.1844272602453714e-08,3.1139922029854716e-08
1867,3.736664844211646e-08,3.882249366427004e-08
1868,2.667531973088444e-08,3.606108189835311e-08
1869,6.641586369759978e-08,1.8557373193672788e-08
1870,3.899153089292895e-08,3.7271317143705573e-08
1871,7.116188527334089e-08,8.921789174110017e-08
1872,3.507456680651444e-08,4.77739794391141e-08
1873,2.8732821899524197e-08,2.3944017435439946e-08
1874,3.047050645132998e-08,2.5093358058114745e-08
1875,4.4627912920702784e-08,1.4303817685856757e-08
1876,4.836811839936672e-08,1.3301232337781244e-08
1877,2.5357745014886746e-08,2.968711676487601e-08
1878,4.650098345271303e-08,2.7175899697251538e-08
1879,4.154341226580982e-08,2.3215435795975736e-08
1880,5.326812502204348e-08,2.8238524407697696e-08
1881,4.880755455349828e-08,3.207353649337108e-08
1882,5.257754320808772e-08,1.2645232194685718e-08
1883,4.92908454607921e-08,2.464542170343975e-08
1884,4.555170995956814e-08,2.6406787867472303e-08
1885,2.7716232864349877e-08,2.2559724810466975e-08
1886,3.93661301334447e-08,1.871504551331782e-08
1887,2.154545164501087e-08,3.2644623670918804e-08
1888,1.6485598663962264e-08,2.3460273723685532e-08
1889,3.195219733242993e-08,3.3205225236088154e-08
1890,4.5880703680722945e-08,1.9663160266691904e-08
1891,4.143243081955461e-08,4.5894382849631654e-08
1892,3.07157106416156e-08,3.3849967051580165e-08
1893,5.234653999153238e-08,1.1085149909106917e-08
1894,4.2850468284783005e-08,1.9534772022211655e-08
1895,1.6852119699706236e-08,2.2268874300124253e-08
1896,5.7790883190023123e-08,2.830573858636498e-08
1897,3.262959547001287e-08,2.2141511735185304e-08
1898,2.2067583649310052e-08,1.1882545614128048e-08
1899,3.924580482816964e-08,1.7688250864011934e-08
1900,3.426094963288051e-08,1.0382106396811253e-08
1901,1.4530721514915967e-08,2.51493244007861e-08
1902,1.767702145771821e-08,2.553347577816112e-08
1903,1.7820727560291516e-08,3.186129893251177e-08
1904,2.7948051872783708e-08,7.524475265086039e-09
1905,2.528772019561032e-08,1.2385821979155054e-08
1906,1.9547901075611662e-08,3.240836193851848e-08
1907,4.0114177479733115e-08,2.2114226894132116e-08
1908,2.8486057290777467e-08,1.964555629285769e-08
1909,4.0707276660612024e-08,3.245580160182726e-08
1910,2.2979847247306395e-08,1.4429207051414039e-08
1911,3.032613093978398e-08,1.702519725199636e-08
1912,2.500522222614876e-08,1.8232974852150363e-08
1913,2.598465048686549e-08,2.0681659718135847e-08
1914,1.8081207919795617e-08,2.2768928353844586e-08
1915,3.0629980107832466e-08,3.062998032987707e-08
1916,3.84561182897869e-08,3.84561182897869e-08
1917,3.618920096926104e-08,2.9609346086090227e-08
1918,5.858051999041436e-08,2.986458014220261e-08
1919,3.775217927159957e-08,2.762354434082681e-08
1920,3.256059555312163e-08,4.0890050456710014e-08
1921,2.1203692246452022e-08,4.543648579602433e-08
1922,2.0658220023506146e-08,1.549366501762961e-08
1923,2.1231896685236507e-08,2.653987074552333e-08
1924,1.804827398643738e-08,3.9964035636330664e-08
1925,2.4195991876752032e-08,1.9796720707176974e-08
1926,2.3406890647947876e-08,1.114613823460786e-08
1927,3.2332752919472796e-08,1.6723836537835268e-08
1928,1.5996457269906728e-08,2.399468712610542e-08
1929,6.015819575821979e-08,2.1166771446701205e-08
1930,2.10072066408884e-08,2.520864939015155e-08
1931,3.307553431142196e-08,3.307553431142196e-08
1932,4.60300545457315e-08,1.9727165900818022e-08
1933,1.0323596200123575e-08,2.064719240024715e-08
1934,2.995395043114968e-08,1.4377896206951846e-08
1935,2.992071124197082e-08,1.555876849579363e-08
1936,4.122403085560222e-08,8.487299751891442e-09
1937,2.7700460147883632e-08,1.888667711114067e-08
1938,2.4633906803295247e-08,1.0372171566075394e-08
1939,2.4470480752825097e-08,1.3764645423464117e-08
1940,2.5357829613881222e-08,5.0715658339584024e-09
1941,2.9515025090631752e-08,1.1806010391524069e-08
1942,1.2136846860855144e-08,2.730790527039062e-08
1943,1.4516175816936538e-08,2.322588166236983e-08
1944,2.8918675454292497e-08,2.2492303131116387e-08
1945,3.485606470121638e-08,2.3963544037997053e-08
1946,3.062643116891195e-08,2.9234318077442367e-08
1947,3.814678706248742e-08,1.0728784083369192e-08
1948,2.0656587551570738e-08,1.848220954059343e-08
1949,2.1597417632079896e-08,2.945102384188658e-09
1950,2.4461331626923766e-08,1.701657836861159e-08
1951,1.4925962688039363e-08,2.4521224162299404e-08
1952,1.5817205323287453e-08,7.381362521208246e-09
1953,2.2625037399137682e-08,1.6160740301529586e-08
1954,1.856781906006688e-08,1.6613311615287785e-08
1955,4.129667274810345e-08,1.5016972554349195e-08
1956,2.6163424537983815e-08,1.1337483840634377e-08
1957,1.3252556385623393e-08,1.236905244894615e-08
1958,1.5717262880077243e-08,1.4890038368964298e-08
1959,2.8677767716089875e-08,1.2401196514133517e-08
1960,1.7302083321624195e-08,1.314958364417862e-08
1961,2.3623741518541408e-08,2.3623742240186374e-08
1962,2.6636216454711814e-08,1.3952304200870458e-08
1963,1.8104948651398445e-08,1.0345685086399214e-08
1964,1.8860301764789256e-08,1.1559539991878864e-08
1965,1.969935614631879e-08,1.915215241954371e-08
1966,2.326411374653503e-08,1.4401594583546284e-08
1967,2.1693475849016153e-08,2.218651079521905e-08
1968,1.257596426995633e-08,8.533690143419648e-09
1969,3.724241265379291e-08,1.8167030435556342e-08
1970,2.5292987260172595e-08,1.2416557393368777e-08
1971,4.8300937027789814e-08,1.5929032315398217e-08
1972,2.7189777540570503e-08,7.69522046084603e-09
1973,1.8193572481894904e-08,1.3231689299786353e-08
1974,1.5751600079827455e-08,1.7439271360331077e-08
1975,1.9990180177842376e-08,1.028066476393974e-08
1976,3.4852513541849817e-08,1.085570122683066e-08
1977,1.939338006851088e-08,1.2341241473201592e-08
1978,2.5544543369449002e-08,2.7326720664078152e-08
1979,1.8726314721106974e-08,1.1703946256602649e-08
1980,1.8760996423061727e-08,7.95921106799824e-09
1981,1.5181319090729062e-08,1.0120879245789638e-08
1982,1.8622507313992287e-08,8.690503316977072e-09
1983,1.8945947699577914e-08,1.0736037614478278e-08
1984,2.4355836014677834e-08,9.85831472011256e-09
1985,1.744511812784566e-08,9.02333674446254e-09
1986,2.3378493807513223e-08,2.038125140879643e-08
1987,1.1610551631235921e-08,1.9554614649752722e-08
1988,2.6384837370496683e-08,1.6190695006912392e-08
1989,1.3171493229435782e-08,1.0427432250992297e-08
1990,1.689081763345257e-08,1.1987031922622293e-08
1991,1.4067516262983304e-08,1.699824869749733e-08
1992,1.3774860585513693e-08,1.2121877501769518e-08
1993,1.5509781292610825e-08,1.4955859939380645e-08
1994,3.745197929561073e-08,1.002236066360851e-08
1995,1.7894087100955858e-08,1.2471637056421514e-08
1996,4.163711819771265e-08,1.1743802597052877e-08
1997,3.1646303577659296e-08,1.2946214766884623e-08
1998,2.6701522770622432e-08,1.3350762273489636e-08
1999,2.9249288102661808e-08,9.140402046359242e-09
2000,4.1529496508374564e-08,1.369589786026637e-08
2001,5.082205545292595e-08,8.324302303019948e-09
2002,2.9354184305496744e-08,1.5334276071143904e-08
2003,3.2501998425971124e-08,1.250076897552077e-08
2004,4.360743233178255e-08,1.717868639006248e-08
2005,3.152624772351231e-08,9.007498746882447e-09
2006,9.512325527261112e-08,1.4000825721005583e-08
2007,6.790615292295854e-08,1.1184542542119758e-08
2008,5.875266717580985e-08,1.6604014330123817e-08
2009,4.1960094954163196e-08,1.0966842989290626e-08
2010,4.534841346881535e-08,2.1257068993918438e-08
2011,3.5180542007351434e-08,2.217903793955145e-08
2012,5.923399648555261e-08,2.5531895486707867e-08
2013,5.5503586837701846e-08,3.346950050442388e-08
2014,3.811183557633768e-08,3.6162935757033665e-08
2015,1.1548357581325774e-07,3.1253713173029496e-08
2016,4.55694806333895e-08,3.4798512515976654e-08
2017,2.5910797063488644e-08,2.0879574180732163e-08
2018,4.3884933464966025e-08,3.1493894825374014e-08
2019,1.367329491852587e-07,2.729556958236401e-08
