year,deux_DET hôtes_NOUN,deux_DET côtes_NOUN
1800,3.144164484325529e-09,1.760732146749433e-07
1801,9.524730337773235e-09,1.6430160343361422e-07
1802,1.1189200677108602e-08,1.9245425164626795e-07
1803,1.950339223455444e-09,2.3794137860022602e-07
1804,1.2359254952798437e-08,1.5819846055364906e-07
1805,0.0,2.1037294484216318e-07
1806,0.0,1.671368039524168e-07
1807,8.540865792383556e-09,4.27043254092041e-08
1808,0.0,9.064295625194063e-08
1809,2.259030518203531e-09,1.1746958961111886e-07
1810,2.106114038724627e-08,2.1763179347544792e-07
1811,1.0028307073639553e-08,1.2284675454665717e-07
1812,1.3336041604361526e-08,1.4669645054254943e-07
1813,0.0,2.5881675469463516e-07
1814,1.8880061958270744e-08,1.2901375612273114e-07
1815,5.394447111228828e-09,2.4814457333377504e-07
1816,0.0,8.57513455798653e-08
1817,0.0,2.2263289167767653e-07
1818,0.0,1.812018943780913e-07
1819,2.6912729822470283e-08,1.2628281353954662e-07
1820,7.119888678630559e-09,1.5782420526022634e-07
1821,9.86148829262845e-10,1.3510238261460472e-07
1822,5.012807946513931e-09,1.1930482912703155e-07
1823,9.882686891060644e-10,8.499110748516614e-08
1824,5.052667617633233e-09,1.6926437051978382e-07
1825,2.1133063299316746e-08,1.866753871482274e-07
1826,1.2331177856594877e-08,1.065766122021472e-07
1827,2.7651818612639545e-09,1.52085004756497e-07
1828,1.651014225334535e-08,1.595980355095783e-07
1829,4.286587973467704e-09,1.3116959962644614e-07
1830,1.7742621594152297e-08,3.162361243980172e-07
1831,2.8064171431196883e-08,1.2317052622279334e-07
1832,2.976593194148336e-08,4.221350518029965e-07
1833,1.50587169400751e-08,1.7027934440250192e-07
1834,1.8669062740173104e-08,1.7735608093261135e-07
1835,3.025235173481633e-09,1.4823652350060001e-07
1836,3.024337402735e-08,2.009504285194197e-07
1837,2.0177884252348122e-08,1.5307359446659063e-07
1838,1.8936486156917454e-08,3.1876417816434355e-07
1839,1.1885507689157748e-08,1.47520123228162e-07
1840,1.3376346252869098e-08,1.9618640845209256e-07
1841,3.017657768111803e-08,1.9454262423224122e-07
1842,2.0124794275488966e-08,1.9185638677754469e-07
1843,1.6539351221922516e-08,2.2682537892393384e-07
1844,2.4149668931272572e-08,1.2788347358849705e-07
1845,2.17628883802945e-08,1.6350067771897514e-07
1846,2.2247105713191218e-08,2.0666389666246232e-07
1847,1.1325769655456952e-08,1.164936289654861e-07
1848,4.827132860096839e-09,1.7055870404902862e-07
1849,6.703531951757213e-09,1.5166740574557025e-07
1850,3.258718184184772e-08,1.547891059772155e-07
1851,2.192809134271556e-08,1.4188765362632694e-07
1852,2.408901877970493e-08,1.927121440203905e-07
1853,3.822036354073077e-08,1.6183935924729553e-07
1854,1.2469595134234623e-08,1.2885247313576542e-07
1855,6.04990830765928e-08,1.1516053177729191e-07
1856,1.1389816201301528e-08,1.0820325146987386e-07
1857,2.782460128969433e-08,1.8012768165931448e-07
1858,2.5447114415655392e-08,1.0619276880063921e-07
1859,2.291477918525686e-08,1.2526746195895555e-07
1860,3.8906065036314885e-08,1.661517741169405e-07
1861,3.4426535400200464e-08,1.0705237851738048e-07
1862,1.7168347854479293e-08,1.1656404558246791e-07
1863,1.897955925755923e-08,1.248655234764584e-07
1864,2.397363974004918e-08,2.2343432259930296e-07
1865,3.2006542804996485e-08,1.3179164604082416e-07
1866,2.7247431866328498e-08,1.0947629403013082e-07
1867,2.1837651686951176e-08,1.3102590834535022e-07
1868,3.6555068971821925e-08,2.3612598587519074e-07
1869,3.271957882411414e-08,1.4162205053125376e-07
1870,2.9243647947652107e-08,1.0321287602366169e-07
1871,4.142259157902117e-08,1.5825554244841555e-07
1872,2.4794091668667306e-08,1.3666986387050883e-07
1873,2.214821659407562e-08,1.8017873126829898e-07
1874,2.9275584623178474e-08,1.5832714206354126e-07
1875,3.032409523484603e-08,8.58229043387837e-08
1876,1.5115036333668286e-08,1.3422152944642107e-07
1877,8.040260901509555e-09,1.9049233723755776e-07
1878,2.536417298415472e-08,1.73321848873087e-07
1879,2.6270098985037293e-08,1.1057878568365709e-07
1880,1.6044616302224313e-08,1.4825224292636108e-07
1881,1.882577094214355e-08,1.43633650750985e-07
1882,5.058092833465366e-08,1.0249292925479381e-07
1883,3.4756364009069785e-08,1.548238028892257e-07
1884,2.5746619058963915e-08,1.558000448653729e-07
1885,2.1915161241281567e-08,2.2624180928687565e-07
1886,2.1296431285122708e-08,1.5810986919717607e-07
1887,3.1991731930247624e-08,1.6909914934970516e-07
1888,2.028996659575455e-08,2.0036342274210028e-07
1889,2.5060547415023393e-08,2.2491840567795407e-07
1890,2.0974036729626278e-08,1.8876632701392282e-07
1891,3.7607897240832244e-08,1.2047275776971844e-07
1892,1.3790726782758611e-08,2.3068125187819533e-07
1893,2.278614097406262e-08,1.6381387990538343e-07
1894,2.7096618282484997e-08,1.8526525025208684e-07
1895,2.347259631108045e-08,9.088108043897591e-08
1896,2.0049897742069334e-08,1.0614652484752796e-07
1897,1.3984112534615178e-08,1.8762017361950711e-07
1898,2.546259780800142e-08,2.6367933791959786e-07
1899,4.2009595802028343e-08,1.614052891341089e-07
1900,3.9971109089265155e-08,1.7701490939714404e-07
1901,3.968004591570207e-08,1.66544414703651e-07
1902,2.8970674081918446e-08,1.6449450868094573e-07
1903,3.1321276905416084e-08,1.1016449352752034e-07
1904,2.6873125946735854e-08,1.2576623564797274e-07
1905,2.9932401890420124e-08,1.1972961000417115e-07
1906,3.5494874317532066e-08,1.7747435965276281e-07
1907,5.348557152728972e-08,1.7125668305695285e-07
1908,3.830883343880487e-08,1.8515936428542545e-07
1909,2.8055015199868194e-08,1.276228211999353e-07
1910,2.0842188419578633e-08,1.8009787883244144e-07
1911,3.724261787851901e-08,1.7025197518449886e-07
1912,4.532196484774431e-08,1.8910198562593905e-07
1913,4.5605711429530515e-08,1.4530192438133582e-07
1914,4.8216555637026204e-08,1.45319339672767e-07
1915,1.5314990164938536e-08,2.509302419184678e-07
1916,7.801097967607973e-08,1.8239187227209186e-07
1917,7.566833204464274e-08,2.719673402040712e-07
1918,5.3985966808056673e-08,1.4013379256994085e-07
1919,5.064316610514652e-08,2.4216639959995234e-07
1920,3.180337193597893e-08,1.2721349440525387e-07
1921,4.0892835784234194e-08,1.5069767833608694e-07
1922,4.943216858066535e-08,1.0993124011093869e-07
1923,5.4141336747193236e-08,1.3588413860787796e-07
1924,5.1566498626698376e-08,1.675911245335726e-07
1925,3.519416935660047e-08,1.2757885770042776e-07
1926,6.01891472218341e-08,1.6942129832386854e-07
1927,6.578042643923254e-08,2.040308153539172e-07
1928,3.770593604013328e-08,1.3596989090203238e-07
1929,6.461435475557664e-08,1.58193768751147e-07
1930,6.197126278806309e-08,1.5545333109656667e-07
1931,7.071321395102359e-08,1.8476677698942012e-07
1932,5.370172972973819e-08,1.7644853667064808e-07
1933,4.3588515019621354e-08,1.5600101122004162e-07
1934,2.995395043114968e-08,2.384334525373788e-07
1935,9.813992818408224e-08,1.3524161524003375e-07
1936,1.0912243197935823e-07,2.84930802507688e-07
1937,6.547381470323188e-08,1.573889725214883e-07
1938,7.00121572938528e-08,2.1392603244407837e-07
1939,5.8117393564316444e-08,2.5541062953493565e-07
1940,8.114505334333444e-08,1.4707540740843683e-07
1941,6.788455708672814e-08,1.8889616715256352e-07
1942,9.102635090130207e-08,1.699158598267303e-07
1943,1.0741970157823744e-07,1.5387147023204761e-07
1944,1.4780655988033686e-07,1.2531425674922048e-07
1945,1.1328221027895324e-07,1.0892520085903357e-07
1946,8.77029586732192e-08,1.4338736864516477e-07
1947,3.4570524887200804e-08,1.1682453582295693e-07
1948,1.0654449766889229e-07,1.6742706687722375e-07
1949,4.8103339755911634e-08,1.1387729947909264e-07
1950,7.338399554690511e-08,1.318784854653643e-07
1951,5.117473023119601e-08,1.5032577183049511e-07
1952,4.63971356889914e-08,1.9086094926734631e-07
1953,3.339886334163822e-08,1.1958948276102888e-07
1954,5.2771695902009697e-08,1.759056433847661e-07
1955,4.223523353275027e-08,2.1211473733018238e-07
1956,3.7500910377019636e-08,1.238402114189796e-07
1957,8.128234513238297e-08,1.7846776279029086e-07
1958,6.452350076457947e-08,1.1746585859562231e-07
1959,4.340418868764573e-08,1.6431585692089357e-07
1960,4.083291726963978e-08,1.114254177814189e-07
1961,1.3618391747627356e-07,1.0908610326154644e-07
1962,3.6149150173248046e-08,9.322676142176078e-08
1963,7.112658373387148e-08,2.3924396952423876e-07
1964,5.293052351973415e-08,9.79518910426691e-08
1965,4.432355044103886e-08,1.3351786520843234e-07
1966,4.542041442956446e-08,1.19644013807374e-07
1967,3.352628197283991e-08,1.370633273545252e-07
1968,4.446501566945926e-08,8.219291325328726e-08
1969,1.725867887492072e-08,1.0173537723368042e-07
1970,2.4373242979436327e-08,9.519360733012405e-08
1971,2.3636628987411257e-08,1.3462601078373382e-07
1972,2.2059630899740057e-08,7.182205585820611e-08
1973,3.032262063662472e-08,8.269805740201974e-08
1974,2.1377173142766992e-08,6.919453288123378e-08
1975,4.512069295969923e-08,8.738564805099713e-08
1976,2.1140049488721502e-08,7.199043650096826e-08
1977,2.115641439814908e-08,3.643604673531087e-08
1978,4.633661321307159e-08,6.297026722279497e-08
1979,2.6919077855680484e-08,7.197927409663407e-08
1980,4.207011405910066e-08,7.504399068825052e-08
1981,2.530219789242949e-08,8.72925866035601e-08
1982,2.545075850068912e-08,1.3904805351572236e-07
1983,7.57837881337764e-09,6.125856799599205e-08
1984,3.421414929150046e-08,8.176601906662029e-08
1985,2.7671567148779275e-08,9.564737446510208e-08
1986,1.558566170567488e-08,4.196139724577108e-08
1987,1.772136820621384e-08,6.416357667404782e-08
1988,2.218724931557503e-08,5.9365880877848554e-08
1989,3.5123980945961364e-08,5.817409387542938e-08
1990,3.378163659917277e-08,8.88130076148741e-08
1991,1.758439527321798e-08,9.905875897331384e-08
1992,1.8733810169813125e-08,5.675242520375434e-08
1993,2.9911721100006616e-08,6.591656998011786e-08
1994,2.1627199364715466e-08,5.802419145162219e-08
1995,2.8196744938924212e-08,7.862553719206744e-08
1996,2.2953796641189683e-08,5.231330346688878e-08
1997,2.1577024833518976e-08,4.17155816556658e-08
1998,2.14565816225587e-08,6.293930321366048e-08
1999,2.6050146761935622e-08,4.935817266016329e-08
2000,1.767212554071307e-08,4.506392126124581e-08
2001,2.1467937649788382e-08,3.636405718210334e-08
2002,2.541108479192644e-08,5.2136536865532435e-08
2003,3.791899705340995e-08,4.916969165158491e-08
2004,2.819066424741834e-08,4.669078884633748e-08
2005,3.783149571390254e-08,4.7739745823172086e-08
2006,2.594270709366242e-08,7.453380979072222e-08
2007,2.3966877593650793e-08,7.549566527487173e-08
2008,3.916844670825981e-08,6.93962660669456e-08
2009,2.622505901328509e-08,8.201290846443499e-08
2010,2.6925620510986903e-08,1.2092910384176037e-07
2011,3.6327733710095345e-08,1.261910784755571e-07
2012,3.302125006765522e-08,1.6612752595790425e-07
2013,2.733342552296847e-08,1.65674031826768e-07
2014,2.208754001919999e-08,1.6414073833459497e-07
2015,3.036708329240412e-08,1.587067992581126e-07
2016,3.107010138059252e-08,1.5659331031869783e-07
2017,2.56592347369633e-08,1.6955220427661288e-07
2018,3.3559066581201336e-08,1.9051223798527417e-07
2019,2.882616223498502e-08,1.561204543421013e-07
