year,deux_DET arrières_NOUN,deux_DET carrières_NOUN
1923,6.369568872344189e-09,4.777176698667063e-08
1924,2.578324886925998e-09,6.961477394540339e-08
1925,3.299453377181294e-09,5.059162022647001e-08
1926,0.0,4.12407112904134e-08
1927,5.574612438330462e-09,5.463120267279464e-08
1928,1.1426041224282812e-09,6.1700623277261e-08
1929,3.342121912552898e-09,3.899142186902793e-08
1930,1.2604324695075775e-08,3.676261128848779e-08
1931,0.0,6.386999729102172e-08
1932,3.287861094491973e-09,4.493409921924041e-08
1933,2.2941324395731044e-09,9.29123622483985e-08
1934,2.3963160344919743e-09,4.3133690397212376e-08
1935,4.787313656606784e-09,8.497481829294884e-08
1936,1.2124714565686645e-09,7.638569954337981e-08
1937,1.2591118148108649e-09,5.288269466774409e-08
1938,1.2965214457594243e-09,5.963998628288891e-08
1939,1.5294050470515685e-09,4.282334220562234e-08
1940,2.5357829169792012e-09,4.310830958864642e-08
1941,0.0,6.198155322323373e-08
1942,0.0,3.9444752131245764e-08
1943,0.0,4.645176376882887e-08
1944,0.0,9.63955866239985e-08
1945,2.178504043826024e-09,6.099811411530709e-08
1946,0.0,7.099762910911522e-08
1947,2.3841741914054637e-09,6.556478915342723e-08
1948,3.2615663503321457e-09,5.3272252387159824e-08
1949,9.817008317369869e-10,3.3377827501901436e-08
1950,2.1270722960764488e-09,3.616022992147805e-08
1951,0.0,5.437314865019971e-08
1952,1.0544803918932644e-09,6.326882395768507e-08
1953,0.0,6.356558079900765e-08
1954,9.772536113672459e-10,6.058972346068003e-08
1955,2.815682353940474e-09,7.226917908553787e-08
1956,8.72114158667614e-10,5.84316470764179e-08
1957,8.835037701437898e-10,7.774833044038587e-08
1958,3.3088974338291166e-09,6.783239747676362e-08
1959,3.100299128533379e-09,4.340418868764573e-08
1960,3.460416619915918e-09,4.983000145841743e-08
1961,3.47407969059077e-09,6.809195784995836e-08
1962,1.9025869768540815e-09,4.502789119342765e-08
1963,3.879631726988464e-09,4.138274078968607e-08
1964,1.8251904432275978e-09,5.293052529609099e-08
1965,1.0944086747954884e-09,6.402290608775729e-08
1966,3.3234448526542337e-09,3.21266337977022e-08
1967,3.451234853457663e-09,4.3879988087525135e-08
1968,1.7965663401398047e-09,5.165128147410769e-08
1969,3.6334062425424918e-09,4.4509226970745885e-08
1970,2.2993624781975086e-09,5.794393675984111e-08
1971,3.5968783507200897e-09,3.9565660969742567e-08
1972,5.130146862875051e-09,5.950970205503836e-08
1973,1.102640756478479e-09,6.946636954552332e-08
1974,5.06301445213353e-09,6.413151787398874e-08
1975,9.138367840222372e-09,4.9118729528174754e-08
1976,2.856763492431469e-09,3.0853046284473606e-08
1977,1.7630346071939584e-09,4.936496633689558e-08
1978,0.0,3.7425727184015045e-08
1979,0.0,5.325295626690263e-08
1980,1.1370301367108482e-09,6.992735368527292e-08
1981,1.8976649140967083e-09,4.8074176639545385e-08
1982,3.7245013739806154e-09,7.635228094216018e-08
1983,8.209910751233451e-09,5.24171213100999e-08
1984,5.219107812592938e-09,8.872483192590153e-08
1985,4.812446441349039e-09,6.256180284935908e-08
1986,5.994485352545098e-09,5.574871320135344e-08
1987,0.0,7.088547526734601e-08
1988,2.99827696004229e-09,4.7372775702214653e-08
1989,2.1952488715726304e-09,5.268597291774313e-08
1990,3.2691906959314565e-09,4.90378582185258e-08
1991,5.861465202094962e-10,6.447611688997767e-08
1992,5.509944167592096e-10,4.683452381470943e-08
1993,1.1078414852150331e-09,5.816167725214427e-08
1994,1.5824779264761446e-09,4.483687687795168e-08
1995,7.59143092832204e-09,4.175287227070612e-08
1996,3.736664311304594e-09,7.25980520144276e-08
1997,2.3974471297094624e-09,4.075660342550691e-08
1998,1.2873948684877234e-08,4.005228726455812e-08
1999,4.570201161957499e-10,6.901004079296058e-08
2000,3.092622158362701e-09,5.169096795043515e-08
2001,3.5049694258049158e-09,3.7240299288754386e-08
2002,2.6287327870022636e-09,4.994592472939985e-08
2003,7.500461585152607e-09,5.250323020788983e-08
2004,3.523833003171717e-09,4.97741399207996e-08
2005,4.5037495954858286e-10,4.3235997004842375e-08
2006,4.941467901531382e-09,3.7884587467118536e-08
2007,2.3966876816494675e-09,5.35260253897718e-08
2008,5.5346716099080595e-09,5.49209704381326e-08
2009,1.907277002999308e-09,4.9112383049276787e-08
2010,3.7790344187271785e-09,3.7790345519539414e-08
2011,1.91198598620268e-09,5.582999218489704e-08
2012,4.085103366691101e-09,5.9233997706797936e-08
2013,1.9523875849358774e-09,3.848992480293134e-08
2014,2.3819897165822113e-09,5.0454871391991674e-08
2015,3.989835628548377e-09,3.967669792714901e-08
2016,4.349814120008233e-09,4.515521467851613e-08
2017,2.7671725466582586e-09,2.490455308645778e-08
2018,6.45366671214731e-09,2.4007640764267535e-08
2019,1.275493877184175e-09,2.7805766134036958e-08
