year,nos_DET anneaux_NOUN,nos_DET canots_NOUN
1800,3.144164484325529e-09,6.445537210630903e-07
1801,0.0,3.119349116786907e-07
1802,0.0,6.892547332881804e-07
1803,0.0,6.241085404035118e-08
1804,0.0,2.3729768972025056e-07
1805,0.0,1.56358280989366e-07
1806,0.0,1.0085841495310888e-07
1807,0.0,2.93236372961303e-07
1808,2.2660739951163578e-09,2.4020383948553103e-07
1809,2.259030518203531e-09,4.6987836199718913e-07
1810,0.0,1.352593321346518e-06
1811,7.521229861140455e-09,1.504246061045933e-08
1812,0.0,2.6672083208723052e-08
1813,0.0,1.7254450312975678e-08
1814,0.0,2.5173416684509675e-08
1815,0.0,9.170560133497929e-08
1816,0.0,2.6420683596484196e-07
1817,3.42512151974006e-08,7.784366928831332e-09
1818,2.384235475716423e-09,6.795070994769503e-08
1819,0.0,4.34744116262209e-08
1820,1.1866481131050932e-09,5.280584076672312e-07
1821,0.0,3.0767842118528677e-07
1822,8.02049271442229e-09,1.2130995230563713e-07
1823,5.929612356680991e-09,1.5515818319045138e-07
1824,8.421112696055388e-10,1.0189546628680546e-07
1825,8.805443041381977e-10,1.7170614330375145e-07
1826,7.0463874735082754e-09,6.958307441351508e-08
1827,9.217273055917019e-10,3.3182182335167454e-08
1828,1.8344602503717056e-09,1.2107437541430954e-07
1829,0.0,1.3288422806567723e-07
1830,6.262101504006523e-09,3.0997401712085093e-07
1831,7.795603274018958e-09,1.3876172921811758e-07
1832,6.764984572527055e-09,2.8818833364141483e-07
1833,2.3167257001688313e-09,1.1664714065773296e-06
1834,5.600718555598405e-09,4.4058986503614506e-07
1835,0.0,2.405061962917898e-07
1836,0.0,8.132107964797797e-08
1837,6.957890930081589e-10,8.349468938462223e-08
1838,1.2624323808552163e-09,5.23909449157145e-08
1839,6.9914749545318955e-09,8.389770300709642e-08
1840,5.732719632334238e-09,5.223144583510475e-08
1841,1.926164561183441e-09,3.280900315871804e-07
1842,2.0124795163667386e-09,9.726984107061298e-08
1843,4.134837805480629e-09,8.269675388916653e-08
1844,5.488561161115513e-09,8.836583553772925e-08
1845,5.022205318283568e-09,6.696273224804372e-08
1846,0.0,1.25286327978813e-07
1847,5.393223645455691e-10,6.903326177365443e-08
1848,0.0,6.194820961757941e-08
1849,4.1897072478036534e-09,1.1396003962715895e-07
1850,8.146795238417326e-09,1.6022030990825442e-07
1851,1.9348316282474798e-09,3.418202609850596e-08
1852,6.510545436100301e-10,9.244974252808902e-08
1853,6.569124799682413e-09,6.927440909798577e-08
1854,7.79349651480743e-09,4.156531457910617e-08
1855,2.1227748447927297e-09,1.0136249883885284e-07
1856,5.177189343896771e-09,4.970101502577151e-08
1857,0.0,6.053071205380789e-08
1858,0.0,1.6785308742939264e-07
1859,2.800695320104296e-08,8.605772938707901e-08
1860,4.57718396518203e-09,8.605105605852259e-08
1861,8.488735048217677e-09,7.073945751390198e-08
1862,7.68057684119583e-09,3.5240294238292336e-08
1863,1.5982786649715308e-08,7.192253992371889e-08
1864,1.1986819536957682e-08,4.027571609555025e-08
1865,5.6482134525026595e-09,3.106517310058621e-08
1866,4.379051787850585e-09,7.590355854958375e-08
1867,7.279217228983725e-09,1.5043715606566366e-08
1868,7.409810987013543e-09,3.309715657096035e-08
1869,9.767038733343725e-09,5.225365606875698e-08
1870,9.17447806614291e-09,3.325748210158963e-08
1871,1.0621176826930423e-08,4.354682747731431e-08
1872,1.7537283625301825e-08,7.317280426022421e-08
1873,2.3944018323618366e-08,3.591602837360597e-08
1874,1.3741601412320392e-08,1.9716210886144836e-08
1875,1.1443054503956773e-08,5.435450728397129e-08
1876,4.232210137899983e-09,5.1995726835230016e-08
1877,9.27722432209066e-09,1.5771281369758583e-07
1878,8.454723976480949e-09,7.790424388920414e-08
1879,1.221865097988939e-08,2.315434270983019e-07
1880,1.9253538763308597e-09,6.482025072251929e-08
1881,1.324776466304911e-08,7.878933838689761e-08
1882,9.983077475794744e-09,3.1945848188996706e-08
1883,1.2638677659992936e-08,1.0174135933738171e-07
1884,2.5746617282607076e-08,4.159069266762572e-08
1885,5.156508553483263e-09,1.147323152039803e-07
1886,5.808117431449489e-09,5.098236366407605e-08
1887,2.3504127977247435e-08,1.0250411497381151e-07
1888,1.521747483579361e-08,7.989174388711717e-08
1889,5.012109394186837e-09,8.395283290774103e-08
1890,1.3108772733971819e-08,6.292211041092344e-08
1891,2.5496880162734215e-09,6.629188842310896e-08
1892,1.7551835096440982e-08,5.641661138255927e-08
1893,3.387129154930335e-08,5.973663919078831e-08
1894,3.780923574225881e-09,8.255016226144107e-08
1895,4.213029924926559e-09,5.8982422501685505e-08
1896,4.1279202278587945e-09,5.955999249351862e-08
1897,2.330685422435863e-09,2.9133567558403684e-08
1898,3.3950129374460403e-09,6.167606692031313e-08
1899,4.9748205555033564e-09,4.532614106267374e-08
1900,2.9069897822253665e-08,5.917800738330925e-08
1901,5.588738916095792e-10,3.129693837422565e-08
1902,5.892340837476695e-09,4.271946851819308e-08
1903,5.400220270956879e-09,4.3741785304973746e-08
1904,1.0211787859759625e-08,3.547252536151291e-08
1905,2.0643036169332163e-09,3.870569198483054e-08
1906,1.0288369267641428e-08,3.035068818491027e-08
1907,1.028568674676933e-09,1.594281484607052e-08
1908,2.4556945366072114e-09,1.2769611590357499e-08
1909,4.400786846048277e-09,2.09037368525955e-08
1910,5.878565745298658e-09,1.1757131268552712e-08
1911,1.0640748282497725e-09,1.2768897605930363e-08
1912,5.730363294986773e-09,1.927485815400587e-08
1913,6.893886572711949e-09,2.227255713194154e-08
1914,1.674185973188358e-08,3.884111282603797e-08
1915,2.3561523843085297e-09,2.1205371680821372e-08
1916,2.197492410260793e-09,5.383856382934482e-08
1917,3.289927441585405e-09,4.1672411299487067e-08
1918,0.0,5.054005569604669e-08
1919,4.603924352863942e-09,2.8544330454849387e-08
1920,8.329454903588385e-09,3.104614876292544e-08
1921,2.2718242842501013e-09,3.634918854800162e-08
1922,2.2133805899215986e-09,1.4755870636484758e-08
1923,9.554353308516284e-09,1.4862327368803108e-08
1924,9.024136882196387e-09,2.0626599095407983e-08
1925,2.3096174084358267e-08,3.73938051634326e-08
1926,3.343841648018042e-09,1.3375366592072169e-08
1927,2.2298449753321847e-09,2.8987985345452216e-08
1928,6.85562484559199e-09,6.512843508943433e-08
1929,2.2280812750352652e-09,2.2280811862174232e-08
1930,8.402882833991043e-09,6.30216201447098e-09
1931,2.2810713318222042e-09,2.737285509368803e-08
1932,0.0,1.8631212128639163e-08
1933,8.02946331646126e-09,2.0647191734113335e-08
1934,2.3963160344919743e-09,5.032263672433146e-08
1935,1.3165112555668657e-08,5.98414207075848e-09
1936,7.274828739411987e-09,7.274828739411987e-09
1937,2.5182236296217297e-09,2.266401277761787e-08
1938,1.2965214457594243e-08,2.5930428804166183e-08
1939,4.588215141154706e-09,2.9058696782158222e-08
1940,0.0,1.2678914806940611e-08
1941,0.0,4.427253941230447e-08
1942,6.068423541449874e-09,4.2478966344461355e-08
1943,0.0,2.6129116870166058e-08
1944,0.0,1.927911696952833e-08
1945,4.357008087652048e-09,3.7034568745042407e-08
1946,2.7842208538686464e-09,5.4292307538617024e-08
1947,3.5762612871081956e-09,8.344609447874518e-09
1948,1.0871887834440486e-09,4.348755133776194e-09
1949,2.945102384188658e-09,7.853606542873592e-09
1950,8.508289184305795e-09,1.0635361036293034e-08
1951,0.0,9.595261474260042e-09
1952,3.163441175679793e-09,2.0035126779838208e-08
1953,7.54167928107563e-09,4.3095309543161875e-09
1954,6.840775057526116e-09,3.420387528763058e-08
1955,9.385607846468247e-10,1.0324168187025862e-08
1956,4.360570571293465e-09,1.5698054633972447e-08
1957,5.301022731885041e-09,7.0680299946168645e-09
1958,1.6544486891589827e-09,2.2335057359157418e-08
1959,3.8753737996444215e-09,3.255313940631055e-08
1960,1.7994166157109248e-08,1.2457499920515147e-08
1961,5.55852741612739e-09,1.4591134689379004e-08
1962,1.2683912586908264e-08,3.170978146727066e-09
1963,4.526237162849611e-09,1.1638895625054602e-08
1964,6.083968218106861e-09,2.9203048812487253e-08
1965,7.1136563306595235e-09,1.4774517553828304e-08
1966,2.769537488234164e-09,2.4925836950018265e-08
1967,3.451234853457663e-09,9.86067089092657e-09
1968,2.6948494546985557e-09,6.647295189288194e-08
1969,1.3625273131978588e-09,2.5888018728714712e-08
1970,4.5987250119061684e-10,1.6095537708205043e-08
1971,6.166076760294459e-09,9.762955111014548e-09
1972,3.0780881177250308e-09,2.4111690422046195e-08
1973,4.9618833486420044e-09,1.2680368810524811e-08
1974,3.3753431161187564e-09,6.806941610371098e-08
1975,5.711480177694739e-09,1.5420996035686585e-08
1976,1.7140580066410394e-09,6.284879450202396e-09
1977,7.639816446136649e-09,1.5279633558407113e-08
1978,1.1881182704343018e-09,1.0099005409713868e-08
1979,4.0963813452421505e-09,1.58003277128671e-08
1980,4.548120546843393e-09,2.8425753528793507e-08
1981,7.590659656386833e-09,9.488323904349727e-09
1982,1.2415004579935385e-09,5.586751949948621e-09
1983,3.789189628733425e-09,1.8945947699577914e-08
1984,2.8995041922996734e-09,1.4497521350076426e-08
1985,3.6093347199894765e-09,7.218669528796795e-08
1986,4.7955883708539204e-09,5.395036972721812e-09
1987,4.277571907795874e-09,1.5888124094143308e-08
1988,1.798966087207532e-09,5.996553809062277e-09
1989,3.2928733073589456e-09,2.579417435200071e-08
1990,5.448650863826288e-09,3.97751539482627e-08
1991,7.6199047072123e-09,1.8170542681605895e-08
1992,4.958949695321735e-09,1.3774860585513693e-08
1993,6.093128224193833e-09,8.862732159276021e-09
1994,2.637463358823311e-09,2.6374633810277714e-08
1995,3.253470381991974e-09,1.1929391419140956e-08
1996,8.007138063703678e-09,2.1886177759000702e-08
1997,1.438468344439059e-09,1.0069278522095715e-08
1998,3.814503379828693e-09,1.621163958631655e-08
1999,3.656160929565999e-09,1.1425502877138172e-08
2000,1.3254094488601709e-09,1.8997534878550937e-08
2001,3.066848330846028e-09,2.190605963292569e-08
2002,4.819343757400674e-09,9.638686904178684e-09
2003,2.9168460979889232e-09,2.291807615906194e-08
2004,4.404791198453495e-09,1.541676938887626e-08
2005,2.702249757291497e-09,3.648037161241291e-08
2006,4.529679020759403e-09,2.7589862117149977e-08
2007,5.592271090648637e-09,1.5977918210730024e-08
2008,6.386159323579221e-09,1.9584221883084396e-08
2009,5.245011536203492e-09,2.527142073383004e-08
2010,6.140930874920514e-09,6.140930874920514e-09
2011,5.735957875341313e-09,2.0649449039567003e-08
2012,7.489355857703828e-09,6.604250257780109e-08
2013,8.367375237128272e-09,3.458514985510419e-08
2014,8.228691908418462e-09,2.706806478958157e-08
2015,9.974589335048911e-09,3.3913605257396284e-08
2016,7.663958495607304e-09,4.909076056769379e-08
2017,7.043711836018929e-09,1.9118646776838943e-08
2018,1.0325866384164328e-08,3.252648017593174e-08
2019,6.887667047816848e-09,2.24486931266199e-08
