year,des_DET ouverts_ADJ,des_DET couverts_NOUN
1892,0.0,9.152028423997649e-08
1893,0.0,6.959010795393183e-08
1894,0.0,9.32627850502854e-08
1895,0.0,1.1194623161792094e-07
1896,0.0,8.491722031100934e-08
1897,0.0,6.409385244765531e-08
1898,5.6583548957434e-10,9.958704305645938e-08
1899,0.0,9.286331703606265e-08
1900,0.0,6.904100868787566e-08
1901,0.0,7.600684925890278e-08
1902,0.0,8.151071356765627e-08
1903,0.0,6.480264658215162e-08
1904,0.0,7.148251235378211e-08
1905,0.0,6.4509485087072e-08
1906,0.0,9.568183290120658e-08
1907,0.0,1.1571397412479811e-07
1908,0.0,1.198378924982535e-07
1909,0.0,7.041259281193035e-08
1910,0.0,9.83323715786355e-08
1911,0.0,7.608135355052781e-08
1912,0.0,7.189001394181105e-08
1913,0.0,9.969620418104341e-08
1914,0.0,4.620753257800203e-08
1915,0.0,9.424609714869803e-08
1916,0.0,9.449217630574935e-08
1917,0.0,5.2638836955942736e-08
1918,1.1486376294556067e-09,1.0567465835720213e-07
1919,0.0,7.918749389546065e-08
1920,0.0,5.2248399384779987e-08
1921,0.0,6.058198170899587e-08
1922,0.0,6.49258353746518e-08
1923,3.1847844361720945e-09,6.263409479956294e-08
1924,0.0,5.285566073709447e-08
1925,0.0,6.70888880005549e-08
1926,1.1146138456652466e-09,7.579374217137058e-08
1927,0.0,7.135504198618747e-08
1928,0.0,5.8272810354864646e-08
1929,0.0,8.021092501309113e-08
1930,0.0,6.30216245856019e-08
1931,0.0,7.185374872875627e-08
1932,0.0,5.479768294680554e-08
1933,0.0,7.11181087353907e-08
1934,0.0,5.6313425034204556e-08
1935,0.0,6.343190683821831e-08
1936,0.0,6.547345776652946e-08
1937,0.0,1.0954272677832222e-07
1938,0.0,7.001215851509812e-08
1939,0.0,6.117620188206274e-08
1940,1.0143131667916805e-08,6.085878823114399e-08
1941,2.9515025978810172e-09,8.264207451702532e-08
1942,0.0,1.061974117533282e-07
1943,0.0,6.387117679196308e-08
1944,0.0,7.711646610175649e-08
1945,4.357008087652048e-09,8.278315410947812e-08
1946,2.7842208538686464e-09,9.605561590575462e-08
1947,1.907339353124371e-08,6.794896267869888e-08
1948,1.0871888278529696e-08,7.175445748686116e-08
1949,0.0,8.344457080866619e-08
1950,1.4889506516624351e-08,6.912984673590472e-08
1951,2.3455083209000804e-08,7.676209101692422e-08
1952,1.687168627029223e-08,8.857635580561407e-08
1953,1.508335856215126e-08,1.0342874645630218e-07
1954,2.9317608341017376e-09,9.6748109967848e-08
1955,5.0682281482750113e-08,8.91632723210023e-08
1956,3.314033847345854e-08,1.2035175322999692e-07
1957,2.5621609722747962e-08,9.188439253904335e-08
1958,8.10679878782139e-08,8.437688220341855e-08
1959,3.332821663093455e-08,8.835852804978117e-08
1960,2.7683332959327345e-08,7.820541925163127e-08
1961,2.084447814354462e-08,9.102088505130723e-08
1962,3.297817485758969e-08,8.244543048263608e-08
1963,4.396916253313066e-08,9.440437498398069e-08
1964,4.562976130273455e-08,8.760914638195061e-08
1965,1.7510538796727815e-08,8.317505617583265e-08
1966,4.265087483190655e-08,9.139473633457129e-08
1967,3.9442685562107727e-08,1.3952849209353246e-07
1968,3.2787337289619245e-08,7.27609349437941e-08
1969,4.042164292172856e-08,8.175163990209455e-08
1970,2.851209579546321e-08,8.231718029438895e-08
1971,5.960541216154525e-08,8.47835618378312e-08
1972,4.771036543615992e-08,7.541315616421684e-08
1973,3.252790392593852e-08,6.891505055506286e-08
1974,4.837991696149402e-08,6.919453288123378e-08
1975,2.7415104852934746e-08,9.937975198326399e-08
1976,3.199575004941835e-08,1.251262449208923e-07
1977,6.758298809472763e-08,1.0343135914414603e-07
1978,4.396037667220298e-08,9.683164226004237e-08
1979,3.6282234106010947e-08,8.426841602293678e-08
1980,1.6486936260662333e-08,9.266795875095823e-08
1981,4.491140259688109e-08,1.1765522445195131e-07
1982,4.0969514003563745e-08,8.93880299779326e-08
1983,2.2103606056589342e-08,1.1051803028294671e-07
1984,1.797692661398287e-08,9.626353814073951e-08
1985,2.7671566371623157e-08,1.0467070665765021e-07
1986,1.3187867686781374e-08,1.0730129251790288e-07
1987,1.588812459374367e-08,1.1182795001118961e-07
1988,1.9788627625416666e-08,1.3372314766613158e-07
1989,1.3720305780395847e-08,1.3171493018493408e-07
1990,1.0352437129768077e-08,1.0461410115958358e-07
1991,2.1687421636329418e-08,9.788647004072004e-08
1992,1.7080827419135858e-08,1.1846379610602753e-07
1993,1.661762283333701e-08,1.3958802558278194e-07
1994,8.439882570598911e-09,1.1974083213850406e-07
1995,1.843633334885908e-08,1.605045376606995e-07
1996,4.804283193493575e-09,1.1209993888705583e-07
1997,1.102825741838842e-08,1.4288785921134917e-07
1998,2.288702027897216e-08,1.230177320010739e-07
1999,5.0272213059088244e-09,1.2385245506951748e-07
2000,5.743440834038438e-09,1.1531062149572335e-07
2001,2.1029816110740285e-08,1.0383471815700318e-07
2002,9.200564754507923e-09,1.3669411114136665e-07
2003,8.333845613606172e-09,1.508426159535503e-07
2004,6.166707589017051e-09,1.2069128169089893e-07
2005,1.6213498099659773e-08,1.1529599053261563e-07
2006,4.282605559069452e-08,1.4947940840670526e-07
2007,1.1583990655594789e-08,1.925339150332661e-07
2008,5.5346713878634546e-09,1.9115904326127975e-07
2009,9.53638501499654e-09,2.6034330691260266e-07
2010,6.613310343794865e-09,2.67366687012327e-07
2011,6.500752380844688e-09,3.4109829805117897e-07
2012,1.0893608681783462e-08,3.703826951806377e-07
2013,2.2313000336282585e-09,3.3943650734613584e-07
2014,3.031623174720721e-09,3.6682641813001737e-07
2015,2.438232948875907e-09,3.4002266957600114e-07
2016,7.45682449121432e-09,3.3949263045229827e-07
2017,4.2765391228272165e-09,3.617448980364202e-07
2018,2.8396134332808742e-09,3.799918983915518e-07
2019,5.1019755087367e-10,3.714238099306044e-07
