year,côtés_NOUN ouverts_ADJ,côtés_NOUN couverts_ADJ
1973,1.102640756478479e-09,4.9618833486420044e-09
1974,2.2502286700643026e-09,3.937900228123681e-09
1975,2.2845920710778955e-09,2.8557400888473694e-09
1976,1.142705374768127e-09,6.2848797277581525e-09
1977,2.3507127355770763e-09,5.876781727920388e-09
1978,1.7821774056514528e-09,1.1881182704343018e-09
1979,7.022368020415115e-09,2.925986564150662e-09
1980,3.97960553399912e-09,4.548120546843393e-09
1981,3.1627747087981106e-09,1.8976649140967083e-09
1982,1.8622506869903077e-09,4.345251713999687e-09
1983,0.0,6.315316269933646e-09
1984,1.1598016991243298e-09,1.1598016991243298e-09
1985,1.8046674155058895e-09,4.210890747202711e-09
1986,2.3977941854269602e-09,1.7983456945813714e-09
1987,6.110816852533674e-10,1.2221633705067347e-09
1988,2.99827696004229e-09,5.99655392008458e-09
1989,5.488122178931576e-10,3.841685636274406e-09
1990,1.6345953479657283e-09,5.44865097484859e-10
1991,2.344586080837985e-09,4.10302547493302e-09
1992,1.1019888335184191e-09,2.2039776670368383e-09
1993,2.2156829704300662e-09,0.0
1994,5.802419433820205e-09,3.6924485691258724e-09
1995,2.7112254663563817e-09,1.626735190995987e-09
1996,1.067618438099771e-09,2.135236876199542e-09
1997,4.79489448146353e-10,2.876936688878118e-09
1998,4.291316191284977e-09,2.3840645013706308e-09
1999,1.3710603763428253e-09,4.113180906983871e-09
2000,1.7672125984802278e-09,1.3254094488601709e-09
2001,2.190605918883648e-09,1.7524847129024579e-09
2002,2.6287327870022636e-09,3.9430991805033955e-09
2003,2.083461403401543e-09,1.2500769308587678e-09
2004,2.2023955992267474e-09,0.0
2005,9.007499190971657e-10,2.251874686720612e-09
2006,4.1178899179428186e-10,2.0589450144825605e-09
2007,3.994479469415779e-10,1.5977917877663117e-09
2008,2.1287198670449925e-09,2.9802078582719105e-09
2009,9.53638501499654e-10,4.76819250749827e-09
2010,1.6533276081531767e-08,3.3066551718974324e-09
2011,1.529588788962144e-09,3.059177577924288e-09
2012,2.382976926895708e-09,2.7234021704458655e-09
2013,2.7891249310130206e-09,1.9523875849358774e-09
2014,3.031623174720721e-09,2.3819897165822113e-09
2015,2.438232948875907e-09,8.866301581811342e-10
2016,2.278474076078396e-09,1.2428040818690533e-09
2017,2.5156112748447867e-09,1.7609279590047322e-09
2018,3.0977600484760615e-09,1.0325866828253538e-09
2019,2.04079020349468e-09,2.04079020349468e-09
