year,côtés_NOUN ouverts_ADJ,côtés_NOUN couverts_ADJ
1800,6.288328968651058e-09,3.144164484325529e-09
1801,0.0,9.524730337773235e-09
1802,0.0,0.0
1803,0.0,1.3652374342143503e-08
1804,0.0,0.0
1805,0.0,1.9900143755080535e-08
1806,2.305335300434308e-08,2.5935023018064385e-08
1807,5.693910232196231e-09,5.4092147649953404e-08
1808,0.0,4.5321479902327155e-09
1809,0.0,6.7770917766551975e-09
1810,0.0,9.360507036149102e-09
1811,0.0,7.521229861140455e-09
1812,0.0,5.3344164641089264e-09
1813,0.0,2.8757416448144113e-09
1814,0.0,0.0
1815,5.394447111228828e-09,0.0
1816,4.6352077731626196e-09,0.0
1817,4.670620334934483e-09,1.71256075987003e-08
1818,3.5763532135746345e-09,1.1921177378582115e-09
1819,0.0,1.449147024601416e-08
1820,7.119888678630559e-09,0.0
1821,2.9584463767662328e-09,2.2681422962023134e-08
1822,0.0,7.017931125119503e-09
1823,9.882686891060644e-10,1.087095569118901e-08
1824,4.210556348027694e-09,3.3684450784221553e-09
1825,7.044354433105582e-09,2.1133063299316746e-08
1826,8.807984341885344e-10,7.0463874735082754e-09
1827,0.0,8.295545583791863e-09
1828,9.172301251858528e-10,1.8344602503717056e-09
1829,0.0,6.001223074036943e-09
1830,1.0436835840010872e-09,1.6698937344017395e-08
1831,9.354723218280014e-09,4.677361786775691e-08
1832,5.411987746839486e-09,2.705993873419743e-09
1833,3.4750886612755494e-09,1.0425265983826648e-08
1834,8.401078055442213e-09,7.467624740797874e-09
1835,7.563087933704082e-10,2.2689263801112247e-09
1836,2.016224964762614e-09,3.36037508930076e-09
1837,6.957890930081589e-10,4.174734336004349e-09
1838,0.0,5.680945491803868e-09
1839,2.0974426639952526e-09,1.3982950353153e-09
1840,1.3376346252869098e-08,5.095750932326837e-09
1841,4.494383976094696e-09,3.852329122366882e-09
1842,4.024959032733477e-09,8.049918065466954e-09
1843,5.906911071384968e-10,5.906910960362666e-09
1844,9.330554107123135e-09,2.7442805805577564e-09
1845,5.580227946389016e-10,1.2834524554250493e-08
1846,1.0538101946622191e-08,1.7563503984519002e-09
1847,1.6179670936367074e-09,1.6179670936367074e-09
1848,1.6090443422100975e-09,1.6090443422100975e-09
1849,8.379414939696517e-10,5.865590679832167e-09
1850,1.3577992064028876e-09,1.0183494048021657e-08
1851,1.2898877521649865e-09,1.1608989325395669e-08
1852,0.0,6.510545436100301e-10
1853,0.0,7.166318205520383e-09
1854,1.558699391779328e-09,8.313063126763609e-09
1855,1.0613874223963649e-09,3.1841622671890946e-09
1856,2.5885946719483854e-09,0.0
1857,0.0,9.763018171682347e-10
1858,2.936205500958522e-09,1.2723557318849998e-08
1859,2.5460866748261424e-09,1.1202780925145817e-08
1860,6.865775947773045e-09,6.865775947773045e-09
1861,9.431927461278633e-10,8.488735048217677e-09
1862,9.035972525772706e-10,0.0
1863,7.491931519609807e-09,1.3485475847119233e-08
1864,4.794727948009836e-10,5.753673537611803e-09
1865,6.589582213223366e-09,9.41368871743009e-10
1866,4.379051787850585e-09,2.432806400776144e-09
1867,3.88224918879132e-09,3.88224918879132e-09
1868,1.975949626142892e-09,2.9639244392143382e-09
1869,9.767038289254515e-10,9.767038289254515e-10
1870,5.734048791339319e-10,7.454262984651905e-09
1871,0.0,1.805600113868877e-08
1872,9.675742873582749e-09,2.4189357183956872e-09
1873,7.781805422268917e-09,3.591602570907071e-09
1874,1.7923826867161097e-09,1.7923826867161097e-09
1875,1.716458086775674e-09,6.865832347102696e-09
1876,4.232210137899983e-09,3.627608879952504e-09
1877,6.184815992682502e-10,5.566334504436554e-09
1878,0.0,9.662541877730746e-09
1879,1.221865053580018e-09,6.10932526790009e-10
1880,2.5671385017744797e-09,9.626769603698904e-09
1881,1.3945015142624584e-09,0.0
1882,2.6621540527571597e-09,3.3276925659464496e-09
1883,6.951272890631799e-09,1.2638677882037541e-09
1884,4.621187876807653e-09,1.1222884843675729e-08
1885,6.445635691854079e-10,1.933690763067375e-09
1886,2.5813855497602844e-09,7.098810428374236e-09
1887,5.223139698529167e-09,2.6115698492645834e-09
1888,1.9021844099853524e-09,6.974675947901687e-09
1889,2.5060546970934183e-09,2.192797943223468e-08
1890,0.0,6.554386478008212e-10
1891,1.2748440081367107e-09,8.286486163910922e-09
1892,0.0,5.014809900671935e-09
1893,6.158416554491453e-10,1.6011883374744684e-08
1894,4.411077725308132e-09,8.822155450616265e-09
1895,1.2037228991346183e-09,1.444467478961542e-08
1896,1.179405795248556e-09,6.486732040400511e-09
1897,1.1653427112179315e-09,1.1653426668090106e-08
1898,2.26334195829736e-09,1.2448380992680086e-08
1899,5.527578395003729e-10,6.080336234504102e-09
1900,2.07642125715779e-09,5.710158568206225e-09
1901,1.1177477832191585e-09,1.2295225282343836e-08
1902,2.897067474805226e-08,9.820567692386817e-10
1903,2.1600881083827517e-09,7.560307935250421e-09
1904,1.0749250378694342e-09,5.912087708281888e-09
1905,3.096455536422127e-09,4.64468330463319e-09
1906,4.115347618238729e-09,7.201858220895474e-09
1907,1.028568674676933e-09,6.685696440911215e-09
1908,2.4556945366072114e-09,7.858222517143076e-09
1909,6.0510818578052294e-09,1.2102163715610459e-08
1910,3.740905363258662e-09,1.336037680488289e-08
1911,5.320374141248863e-10,5.3203743632934675e-09
1912,6.772247651554153e-09,9.897900277167082e-09
1913,2.121195885607108e-09,9.015082902408267e-09
1914,0.0,4.68772043404897e-09
1915,1.1780761921542648e-09,2.3561523843085297e-09
1916,4.394984820521586e-09,2.197492410260793e-09
1917,8.773139548168274e-09,2.1932848870420685e-09
1918,0.0,0.0
1919,9.207848372660976e-10,3.6831393490643904e-09
1920,0.0,2.2716695191604686e-09
1921,1.5145494858259667e-09,6.815472630705699e-09
1922,4.426761179843197e-09,7.377935595798135e-09
1923,0.0,4.246379248229459e-09
1924,1.289162443462999e-09,1.0313299547703991e-08
1925,2.1996355847875293e-09,1.6497267552040284e-08
1926,3.343841648018042e-09,1.114613823460786e-08
1927,0.0,1.0034302277972529e-08
1928,2.2852082448565625e-09,1.3711249025050165e-08
1929,0.0,1.2254447234738564e-08
1930,2.100720708497761e-09,8.402882833991043e-09
1931,0.0,1.0264820993199919e-08
1932,3.287861094491973e-09,1.0959536389520963e-08
1933,0.0,1.4911860191091364e-08
1934,1.1981580172459871e-09,1.3179738189705859e-08
1935,0.0,9.574627313213568e-09
1936,0.0,1.091224355320719e-08
1937,1.2591118148108649e-09,7.554670666820584e-09
1938,0.0,7.779128452511941e-09
1939,0.0,6.117620188206274e-09
1940,0.0,7.607348528892999e-09
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,3.034211770724937e-09,1.8205270180260413e-08
1943,0.0,1.7419411690866582e-08
1944,0.0,0.0
1945,0.0,4.357008087652048e-09
1946,0.0,1.3921104269343232e-08
1947,0.0,4.7683483828109274e-09
1948,2.174377566888097e-09,2.174377566888097e-09
1949,0.0,3.9268033269479474e-09
1950,1.0635361480382244e-09,4.2541445921528975e-09
1951,1.0661401761424827e-09,3.1984206394497505e-09
1952,0.0,3.1634410646574906e-09
1953,1.0773827385790469e-09,1.0773827163745864e-08
1954,0.0,8.795282724349818e-09
1955,1.8771215692936494e-09,7.508486277174597e-09
1956,8.72114158667614e-10,4.360570571293465e-09
1957,1.7670075402875796e-09,0.0
1958,2.4816730892496253e-09,4.9633461784992505e-09
1959,7.750747821333448e-10,3.100299128533379e-09
1960,1.3841666701708277e-09,2.7683333403416555e-09
1961,3.47407969059077e-09,2.779263708063695e-09
1962,1.9025869768540815e-09,5.0735651235811474e-09
1963,1.939815863494232e-09,6.466053470433053e-09
1964,6.083968329129164e-10,2.4335873316516654e-09
1965,3.2832261354087677e-09,4.924839203113152e-09
1966,2.215629901769489e-09,9.416426749453422e-09
1967,2.465167847631733e-09,4.437302081328198e-09
1968,4.4914158503495116e-10,4.042274071025531e-09
1969,0.0,5.450109252791435e-09
1970,3.219107425067591e-09,5.058597540852361e-09
1971,3.083038491169532e-09,5.138397263237948e-09
1972,3.5911027485013847e-09,4.6171320100540925e-09
