year,autres_ADJ anneaux_NOUN,autres_ADJ canaux_NOUN
1854,4.7800114089113777e-08,1.1222635265539793e-07
1855,5.200798369742188e-08,1.9847945509354759e-07
1856,4.141751475117417e-08,1.2787657510671124e-07
1857,4.490988203542656e-08,1.4546897375566914e-07
1858,5.236233491245912e-08,1.1793758858402725e-07
1859,5.244938705573077e-08,1.2577667973801e-07
1860,5.813023662426531e-08,1.2266852422726515e-07
1861,7.356903353183952e-08,1.0233641489776346e-07
1862,2.936691068100572e-08,1.0843167075336169e-07
1863,2.3474717281146695e-08,8.740586565636477e-08
1864,4.9865171547480713e-08,1.4528025360505126e-07
1865,6.966129717511649e-08,1.09198786901743e-07
1866,1.3331779769032437e-07,1.766217536669501e-07
1867,9.268870115874961e-08,1.693631190846645e-07
1868,8.694178177393042e-08,1.0966520136435065e-07
1869,7.471784613244381e-08,1.1818116263384582e-07
1870,5.045962936378601e-08,1.032128764677509e-07
1871,2.442870794538976e-08,1.1789506970671937e-07
1872,8.224381531363179e-08,1.0038583297955483e-07
1873,9.338167217265436e-08,1.568333232171426e-07
1874,6.034355237716227e-08,1.505601545659374e-07
1875,6.40811066432434e-08,1.567698433291298e-07
1876,5.683254045152353e-08,2.1221511303792795e-07
1877,6.926993734168718e-08,2.2883818928676192e-07
1878,4.227361927178208e-08,1.5278894238690555e-07
1879,6.781350947449027e-08,1.5151127286117116e-07
1880,7.508879917850209e-08,1.5017759835700417e-07
1881,7.181682804002776e-08,1.0249586068766803e-07
1882,7.121261802467416e-08,1.5174278189533652e-07
1883,6.445725375670008e-08,1.5608766545938124e-07
1884,6.601696611596708e-08,1.5712038248238969e-07
1885,7.928132106371777e-08,1.005519152386114e-07
1886,8.324968092665586e-08,8.64764189145717e-08
1887,6.202478175509896e-08,1.3776030982626253e-07
1888,4.5018364147608736e-08,1.0652232873553658e-07
1889,5.951880055476977e-08,1.209171358595995e-07
1890,4.915789730830511e-08,1.4944001236472104e-07
1891,5.736798058819659e-08,7.202868346212199e-08
1892,5.641661005029164e-08,1.7301094601407385e-07
1893,8.621783109674652e-08,1.0284555429507236e-07
1894,6.553600684355843e-08,1.915667979801583e-07
1895,5.657497581523785e-08,1.2037229168981867e-07
1896,4.599682768002822e-08,8.314810884257895e-08
1897,3.8456310136325556e-08,7.39992600529149e-08
1898,7.355861697533328e-08,1.2844465402395144e-07
1899,5.140648084989152e-08,8.733573508834525e-08
1900,6.956010878411689e-08,1.0278284889864153e-07
1901,4.806315345717849e-08,1.1456914705831878e-07
1902,7.414528369054096e-08,1.3405075094397034e-07
1903,4.104167317109386e-08,8.424343889146257e-08
1904,3.708491291831706e-08,8.706892629106733e-08
1905,3.818961857859904e-08,1.6824074577925785e-07
1906,3.395161840558103e-08,1.3220554251347494e-07
1907,5.6056993713582415e-08,8.125692829707987e-08
1908,5.206072373198367e-08,1.0461258881377944e-07
1909,4.015717891547865e-08,8.911593596394596e-08
1910,2.8858414324872683e-08,7.749018493541371e-08
1911,4.0434844805758985e-08,1.0055507004835817e-07
1912,3.64659484830554e-08,7.762037768088703e-08
1913,4.1363318104004065e-08,8.696903108784682e-08
1914,3.281404303834279e-08,9.308473636338022e-08
1915,4.358881966481931e-08,4.2410743361642744e-08
1916,4.0653610255958483e-08,6.702352095544484e-08
1917,1.7546279096336548e-08,6.250861872558744e-08
1918,2.412139110674616e-08,5.858051821405752e-08
1919,2.762354434082681e-08,6.997964874244644e-08
1920,2.8017257847068322e-08,5.073395215049459e-08
1921,3.0290991048786964e-08,8.330022183145047e-08
1922,2.5822775029382683e-08,1.298516707493036e-07
1923,3.503262746562541e-08,7.431163595583712e-08
1924,2.9650736976805092e-08,3.9964035636330664e-08
1925,3.8493624288094e-08,8.578578558626759e-08
1926,2.5636119005412183e-08,7.913758537370086e-08
1927,3.0102906833917586e-08,5.2401357919507063e-08
1928,3.5420729460611255e-08,4.6846768242403414e-08
1929,3.5649300400564243e-08,5.3473950600846365e-08
1930,2.7309368988426286e-08,4.621585603103995e-08
1931,3.307553342324354e-08,3.9918749195066994e-08
1932,3.1782654730250215e-08,6.24693612394367e-08
1933,1.9500125958415992e-08,9.176530113563786e-08
1934,3.9539216345474415e-08,7.06913212411564e-08
1935,4.188899538348778e-08,5.38572777486479e-08
1936,1.576212937948185e-08,5.577368611398015e-08
1937,2.392312481447334e-08,1.120609525173677e-07
1938,1.4261735792331365e-08,8.9459980756601e-08
1939,4.7411557346777045e-08,3.5176316970364496e-08
1940,4.564409294971483e-08,7.100192078723921e-08
1941,2.6563522936839945e-08,1.0330258959356797e-07
1942,5.461581054078124e-08,6.068423630267716e-08
1943,3.4838823381733164e-08,6.387117679196308e-08
1944,5.1410978585408884e-08,6.42637232317611e-08
1945,4.7927088075994106e-08,3.485606470121638e-08
1946,1.3921104269343232e-08,2.5057987684817817e-08
1947,2.8610090296865565e-08,3.695469885656166e-08
1948,2.6092530802657166e-08,7.284165093324191e-08
1949,2.0615717133409817e-08,5.104844191805569e-08
1950,2.6588404367089424e-08,5.7430952438153327e-08
1951,2.7719645245838365e-08,6.503454841322309e-08
1952,2.9525450528922192e-08,6.643226413416414e-08
1953,2.3702419582605216e-08,6.572035005092403e-08
1954,2.5408594339637602e-08,5.765796373680132e-08
1955,1.0324168187025862e-08,3.660387193349379e-08
1956,2.1802854632824165e-08,6.279221764771137e-08
1957,1.0602045463770082e-08,6.979679767482594e-08
1958,8.272243334772611e-09,7.52774127477096e-08
1959,1.007597205671118e-08,4.650448559573306e-08
1960,2.145458388724819e-08,4.290916777449638e-08
1961,1.598076693198891e-08,8.198828282957038e-08
1962,1.9025868880362395e-08,6.84931293903901e-08
1963,1.8751554975438012e-08,8.599850787049945e-08
1964,1.8251904876365188e-08,6.996563683969725e-08
1965,2.7907420374617686e-08,7.82502169727195e-08
1966,2.2710207048248776e-08,7.090015685662365e-08
1967,1.824224149515885e-08,6.015009290649687e-08
1968,2.110965446888713e-08,7.006608626625166e-08
1969,1.8167030546578644e-08,5.94970259726324e-08
1970,2.9431840076199478e-08,8.461653777658285e-08
1971,1.5929032315398217e-08,9.403267142715777e-08
1972,1.1799337507056862e-08,1.0670705563597949e-07
1973,1.0475087464101307e-08,7.718485051100288e-08
1974,2.3627400480563665e-08,8.775892013090925e-08
1975,1.4278700888326057e-08,1.090892709498803e-07
1976,1.656922776760439e-08,1.0112942305795514e-07
1977,9.990529292736028e-09,1.0636975389388681e-07
1978,1.4257419245211622e-08,1.4019795457898e-07
1979,2.750427441355896e-08,1.1645426667428183e-07
1980,1.591842213599648e-08,1.2677885763423546e-07
1981,2.277197808098208e-08,1.2145055450218933e-07
1982,2.855450986771757e-08,1.0366528613303672e-07
1983,1.5788289786655696e-08,1.5030451550046564e-07
1984,2.667543874679268e-08,1.4381541291186295e-07
1985,2.1054452403745927e-08,1.1730337945436986e-07
1986,1.0790073723399018e-08,1.246853003067372e-07
1987,2.13878585952898e-08,1.5888123527929565e-07
1988,8.994830658082265e-09,1.27726593746047e-07
1989,1.2622680678475717e-08,1.3391017716912756e-07
1990,1.0897301727652575e-08,1.34581682686985e-07
1991,1.4653663171770859e-08,1.430197471563588e-07
1992,1.0468894195980738e-08,1.371976168229594e-07
1993,9.970573700002205e-09,1.617448504021013e-07
1994,1.0549853435293244e-08,1.751275675587749e-07
1995,2.1689803730851054e-08,1.29596571696311e-07
1996,1.3879040139386234e-08,1.5854134005621745e-07
1997,1.054876808126437e-08,1.6973926619812119e-07
1998,8.10582001520288e-09,1.4495113020984718e-07
1999,1.1425503210205079e-08,1.5584386403588724e-07
2000,1.6346715980830595e-08,1.9041715404455317e-07
2001,1.0076787404500465e-08,1.7261974960547377e-07
2002,9.63868718173444e-09,1.8532567480633588e-07
2003,2.1251306492331423e-08,1.7626084058974811e-07
2004,1.4095332012686868e-08,1.6385823187192727e-07
2005,6.7556245042510454e-09,1.8150110747683357e-07
2006,6.58862386870851e-09,1.7336316204819013e-07
2007,1.757570977645173e-08,1.5538525133251824e-07
2008,9.79211112195344e-09,1.7157482545826497e-07
2009,8.582746957586096e-09,1.5687353993598663e-07
2010,1.4171378737160012e-08,1.8186602801506524e-07
2011,1.0324724186716594e-08,2.0534729117116512e-07
2012,1.2595735121578855e-08,1.7702113552786614e-07
2013,1.840822605458925e-08,1.5507535522374383e-07
2014,1.7107016248019136e-08,1.5223079685711127e-07
2015,1.662431614590787e-08,1.5582524781621032e-07
2016,1.7192121504194802e-08,1.280088213206909e-07
2017,2.8677968444412727e-08,1.4062267439385323e-07
2018,1.4972506789945328e-08,1.5049950263801293e-07
2019,1.632632162795744e-08,1.456614029393677e-07
