year,rayons_NOUN ouverts_ADJ,rayons_NOUN couverts_ADJ
1800,3.144164484325529e-09,3.144164484325529e-09
1801,4.7623651688866175e-09,4.7623651688866175e-09
1802,4.475680270843441e-09,2.2378401354217203e-09
1803,5.070882025393075e-08,1.950339223455444e-09
1804,1.730295728918918e-08,4.943701892301533e-09
1805,1.9900143755080535e-08,2.842877711017877e-09
1806,1.4408345627714425e-08,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,1.8072244145628247e-08,9.036122072814123e-09
1810,0.0,0.0
1811,0.0,1.504245972228091e-08
1812,0.0,0.0
1813,2.8757416448144113e-09,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,2.7811246638975717e-08,0.0
1817,9.341240669868967e-09,0.0
1818,0.0,2.384235475716423e-09
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,9.86148829262845e-10
1822,0.0,9.023054303725075e-09
1823,9.882686891060644e-10,0.0
1824,0.0,8.421112696055388e-10
1825,0.0,1.937197424695114e-08
1826,3.5231937367541377e-09,8.807984341885344e-10
1827,3.6869092223668076e-09,7.373818444733615e-09
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,4.677361609140007e-09,4.677361609140007e-09
1832,0.0,0.0
1833,0.0,0.0
1834,0.0,0.0
1835,7.563087933704082e-10,7.563087933704082e-10
1836,1.3441500135158435e-09,6.720750067579218e-10
1837,6.957890930081589e-10,1.3915781860163179e-09
1838,0.0,0.0
1839,0.0,0.0
1840,0.0,0.0
1841,0.0,6.420548537278137e-10
1842,0.0,8.720745015011744e-09
1843,2.3627644285539873e-09,0.0
1844,2.7442805805577564e-09,1.6465684371524958e-09
1845,2.7901139176833567e-09,5.580227946389016e-10
1846,0.0,0.0
1847,0.0,0.0
1848,0.0,0.0
1849,0.0,0.0
1850,3.394498016007219e-09,0.0
1851,0.0,0.0
1852,0.0,0.0
1853,1.1943863675867306e-09,0.0
1854,1.0391328908454511e-09,0.0
1855,0.0,1.0613874223963649e-09
1856,1.0354378465748937e-09,4.141751386299575e-09
1857,1.9526036343364694e-09,4.393358121745905e-09
1858,4.893676019968041e-10,2.4468380654951716e-09
1859,0.0,1.5276520048956854e-09
1860,9.154367819341758e-10,3.204028820036342e-09
1861,0.0,9.431927461278633e-10
1862,1.3553959066214816e-09,4.517986262886353e-10
1863,0.0,7.491931519609807e-09
1864,9.589455896019672e-10,3.3563094525845827e-09
1865,0.0,1.553258677233771e-08
1866,0.0,2.919367858567057e-09
1867,5.82337378318698e-09,4.85281148598915e-09
1868,0.0,4.93987406535723e-10
1869,2.9301114867763545e-09,4.883519144627257e-10
1870,0.0,5.734048791339319e-09
1871,0.0,2.442870794538976e-08
1872,0.0,0.0
1873,5.986004469882289e-10,5.387403856360606e-09
1874,1.7923826867161097e-09,5.974609140757536e-10
1875,0.0,2.8607636259891933e-09
1876,0.0,1.209202959984168e-09
1877,0.0,3.710889595609501e-09
1878,0.0,4.22736201599605e-09
1879,2.443730107160036e-09,6.720257683667796e-09
1880,0.0,5.776061406947974e-09
1881,2.7890030285249168e-09,4.8807553554297556e-09
1882,8.652000893505374e-09,6.655385131892899e-09
1883,6.319338941018771e-10,8.847074184359371e-09
1884,6.601696966868076e-10,0.0
1885,0.0,2.5782542767416317e-09
1886,6.453463874400711e-10,4.5174246565693466e-09
1887,6.528924623161458e-10,3.9173548849191775e-09
1888,0.0,1.1413106904001324e-08
1889,0.0,4.385595886446936e-09
1890,3.2771931834929546e-09,6.554386366985909e-09
1891,0.0,3.824531802365527e-09
1892,0.0,2.5074049503359674e-09
1893,0.0,1.847525021858587e-09
1894,3.780923574225881e-09,8.822155450616265e-09
1895,3.0093072478365457e-09,1.2037228991346183e-09
1896,0.0,8.255840455717589e-09
1897,0.0,2.9133566670225264e-09
1898,5.6583548957434e-10,2.8291773368493978e-09
1899,0.0,0.0
1900,2.595526460424935e-09,6.22926377147337e-09
1901,1.1177477832191585e-09,2.794369402536745e-09
1902,9.820567692386817e-10,9.820567692386817e-10
1903,4.860198465905796e-09,1.0800440541913758e-09
1904,0.0,3.2247751136083025e-09
1905,0.0,1.0321518084666081e-09
1906,5.144184522798412e-10,1.1317205839134203e-08
1907,0.0,5.142843373384665e-10
1908,2.4556945366072114e-09,9.331639461152008e-09
1909,1.6502950117569526e-09,1.6502950117569526e-09
1910,5.344150677544235e-10,6.947395991829808e-09
1911,1.0640748282497725e-09,2.128149656499545e-09
1912,4.167536982180309e-09,2.6047106693738442e-09
1913,0.0,1.590896969716482e-09
1914,1.3393487430235496e-09,6.696743715117748e-10
1915,1.1780761921542648e-09,4.712304768617059e-09
1916,0.0,2.197492410260793e-09
1917,4.386569774084137e-09,3.289927441585405e-09
1918,0.0,5.743188147278033e-09
1919,9.207848372660976e-10,6.4454939163738345e-09
1920,2.2716695191604686e-09,6.057785384427916e-09
1921,7.572747429129834e-10,5.300923255902035e-09
1922,0.0,8.115729421831475e-09
1923,1.0615948120573648e-09,3.1847844361720945e-09
1924,3.867487219366694e-09,7.734974438733389e-09
1925,0.0,1.0998177923937646e-09
1926,0.0,5.57306911730393e-09
1927,1.1149224876660924e-09,3.3447675740205796e-09
1928,3.4278122562625413e-09,1.1426041446327417e-08
1929,3.342121912552898e-09,1.1140406375176326e-09
1930,4.201441416995522e-09,1.05036033204442e-08
1931,3.4216069977333063e-09,6.843213995466613e-09
1932,1.0959536611565568e-09,2.1919073223131136e-09
1933,0.0,1.1470662641954732e-08
1934,0.0,5.990790086229936e-09
1935,0.0,0.0
1936,6.0623572828433225e-09,1.091224355320719e-08
1937,1.2591118148108649e-09,5.0364472592434595e-09
1938,1.2965214457594243e-09,1.2965214457594243e-09
1939,1.5294050470515685e-09,4.588215141154706e-09
1940,0.0,7.607348528892999e-09
1941,0.0,2.9515025978810172e-09
1942,0.0,0.0
1943,0.0,8.709705845433291e-09
1944,3.213186161588055e-08,3.2131861615880553e-09
1945,0.0,1.089252066321933e-08
1946,0.0,5.568441707737293e-09
1947,0.0,9.536696765621855e-09
1948,0.0,4.348755133776194e-09
1949,0.0,5.890204768377316e-09
1950,1.0635361480382244e-09,1.0635361480382244e-09
1951,1.0661401761424827e-09,3.1984206394497505e-09
1952,2.2144087452602434e-08,2.1089607837865287e-09
1953,0.0,4.3095309543161875e-09
1954,9.772536113672459e-10,0.0
1955,3.472674947602172e-08,3.754243138587299e-09
1956,8.72114114258693e-09,6.104799332717903e-09
1957,1.7670075402875796e-09,8.835037701437898e-10
1958,8.272243445794913e-10,4.1361216673863055e-09
1959,3.100299128533379e-09,3.100299128533379e-09
1960,3.460416619915918e-09,6.2287499602575735e-09
1961,2.08444772553662e-09,1.3896318540318475e-09
1962,1.2683912808952869e-09,2.5367825617905737e-09
1963,4.526237162849611e-09,2.5864212993553792e-09
1964,0.0,3.041984220075733e-09
1965,0.0,5.472043373977442e-10
1966,1.1078149508847446e-09,4.985167390003653e-09
1967,1.4791006197611978e-09,1.4791006197611978e-09
1968,4.4914158503495116e-10,1.7965663401398047e-09
1969,1.3625273131978588e-09,1.3625273131978588e-09
1970,4.5987250119061684e-10,9.197450023812337e-10
1971,5.138397485282553e-10,5.138397485282553e-10
1972,5.130146862875051e-10,1.0260293725750103e-09
1973,1.102640756478479e-09,2.205281512956958e-09
1974,5.625571675160757e-10,1.1251143350321513e-09
1975,5.711480177694739e-10,1.7134440533084216e-09
1976,1.7140580066410394e-09,2.285410749536254e-09
1977,5.876781838942691e-10,5.876781838942691e-10
1978,1.1881182704343018e-09,3.5643548113029055e-09
1979,5.851973350345929e-10,4.681578680276743e-09
1980,0.0,0.0
1981,1.2651099057237047e-09,5.69299452024552e-09
1982,1.8622506869903077e-09,1.2415004579935385e-09
1983,3.157658134966823e-09,2.5261264191556165e-09
1984,9.278413592994639e-09,1.739702604197646e-09
1985,1.2031116103372597e-09,0.0
1986,1.1988970927134801e-09,1.1988970927134801e-09
1987,6.110816741511371e-09,6.110816852533674e-10
1988,4.9171742233511395e-08,0.0
1989,1.0976244357863152e-09,1.0976244357863152e-09
1990,3.2691906959314565e-09,5.44865097484859e-10
1991,2.344586080837985e-09,0.0
