year,rayons_NOUN ouverts_ADJ,rayons_NOUN couverts_ADJ
1992,1.1019888335184191e-09,0.0
1993,3.323524566667402e-09,1.661762283333701e-09
1994,3.6924485691258724e-09,0.0
1995,5.422450821690461e-10,0.0
1996,2.6690460952494277e-09,0.0
1997,2.3974471297094624e-09,9.58978896292706e-10
1998,1.43043876743576e-09,4.768129224785866e-10
1999,1.8280804647829996e-09,0.0
2000,3.5344251969604557e-09,8.836062992401139e-10
2001,4.381211837767296e-09,4.3812117822561447e-10
2002,3.066854992184176e-09,3.504977197366088e-09
2003,0.0,1.6667691671301554e-09
2004,4.2726476578991424e-08,4.404791253964646e-10
2005,3.918261981539217e-08,1.3511248786457486e-09
2006,7.041591487677579e-08,4.1178899179428186e-10
2007,3.1955835311237024e-08,1.5977917877663117e-09
2008,5.236650935103171e-08,1.7029758714315335e-09
2009,7.629108011997232e-09,9.53638501499654e-10
2010,8.030448306328708e-09,2.3618964561933353e-09
2011,1.5295887223487625e-08,2.2943831279320648e-09
2012,2.7234021704458655e-09,1.3617010852229328e-09
2013,1.1156500168141292e-09,3.0680376017500066e-09
2014,6.496335691608124e-10,2.165445156521173e-09
2015,0.0,3.546520632724537e-09
2016,8.285360175719347e-10,4.349814286541687e-09
2017,0.0,3.018733707449428e-09
2018,5.162933414126769e-10,3.872199894061623e-09
2019,2.55098775436835e-10,4.08158040698936e-09
