year,rivages_NOUN ouverts_ADJ,rivages_NOUN couverts_ADJ
2009,0.0,1.430457752249481e-09
2010,9.447586046817946e-10,2.3618964561933353e-09
2011,0.0,2.2943831279320648e-09
2012,0.0,3.063827413996023e-09
2013,0.0,1.3945624655065103e-09
2014,0.0,3.4647122948427977e-09
2015,0.0,3.32486305154589e-09
2016,0.0,3.1070099826280284e-09
2017,0.0,7.54683426862357e-10
2018,0.0,1.8070267504555204e-09
2019,0.0,3.3162841361900064e-09
