year,moins_ADV ouvert_ADJ,moins_ADV couvert_ADJ
1905,4.283430143914302e-08,3.044847929345451e-08
1906,3.858138342138773e-08,2.1605574218597212e-08
1907,4.0628464148539933e-08,2.828563872014911e-08
1908,3.830883343880487e-08,1.620758460774141e-08
1909,3.025541062129378e-08,4.070727699367893e-08
1910,3.580580809625644e-08,3.2599320576309765e-08
1911,3.8838731342139e-08,1.9685383989553884e-08
1912,3.542406545875565e-08,1.6670147928721235e-08
1913,4.401481490390324e-08,1.3787773589513108e-08
1914,2.343860217024485e-08,1.4063162190325329e-08
1915,4.358881966481931e-08,4.005459075528961e-08
1916,3.955486249651585e-08,3.186363883855847e-08
1917,2.7416060532914344e-08,3.180263163926611e-08
1918,2.6418664589300533e-08,3.101321510712296e-08
1919,3.498982437122322e-08,1.8415697411455767e-08
1920,4.240449769099541e-08,9.086678076641874e-09
1921,4.8465583546430935e-08,1.2873671018098776e-08
1922,3.9840852394945614e-08,9.591316185719734e-09
1923,2.653987074552333e-08,2.3355084977083607e-08
1924,3.9964035636330664e-08,1.933743654092268e-08
1925,2.969508017258704e-08,2.5295809891190402e-08
1926,2.7865345586519652e-08,2.6750733184144337e-08
1927,2.7873062080630007e-08,2.1183527820767267e-08
1928,4.227635130860108e-08,1.2568645679778001e-08
1929,3.676334259239411e-08,2.0052731031228177e-08
1930,1.575540586884472e-08,2.10072066408884e-08
1931,4.219981875053236e-08,1.2545892325022123e-08
1932,2.301502632917618e-08,1.8631212128639163e-08
1933,2.867665571670841e-08,1.261772819560747e-08
1934,6.949316855298093e-08,3.1152108448395666e-08
1935,2.2739740757060645e-08,1.196828414151696e-08
1936,7.032334536916096e-08,1.9399543305098632e-08
1937,2.2664012888640173e-08,3.273690651894867e-08
1938,2.5930429359277696e-08,2.852347158466273e-08
1939,4.282334131744392e-08,2.5999884911698246e-08
1940,2.5357829613881222e-08,1.0143131667916805e-08
1941,4.427253941230447e-08,2.3612020783048138e-08
1942,4.247896612241675e-08,2.4273694165799498e-08
1943,4.645176332473966e-08,2.322588166236983e-08
1944,3.855823393905666e-08,1.2852744646352221e-08
1945,2.178504132643866e-08,2.3963544037997053e-08
1946,2.227376683094917e-08,1.9489545977080525e-08
1947,2.1457568166738383e-08,8.344609447874518e-09
1948,2.174377655705939e-08,2.9354097819123126e-08
1949,3.043272656100271e-08,2.7487622844546422e-08
1950,2.0207187034770868e-08,9.571825110299415e-09
1951,3.731490494374157e-08,1.4925962688039363e-08
1952,6.748674508116892e-08,1.370824520563474e-08
1953,2.5857186614075545e-08,1.1851209791302608e-08
1954,3.322662323057557e-08,1.172704333640695e-08
1955,3.003394510869839e-08,2.815682265122632e-08
1956,3.226822542501395e-08,2.0058624983221307e-08
1957,6.361226922990681e-08,1.5903067307476704e-08
1958,1.4062814024384807e-08,1.4890038535497752e-08
1959,3.2553142403912716e-08,1.4726420971555854e-08
1960,1.7302083321624195e-08,5.536666680683311e-09
1961,2.848745239703021e-08,1.528595028332802e-08
1962,2.3465238641051656e-08,1.585489073363533e-08
1963,4.2029345337368795e-08,2.651081842941494e-08
1964,3.04198408684897e-08,7.909158661334459e-09
1965,2.8454625322638094e-08,1.2038495533772675e-08
1966,3.4342264143560897e-08,1.273987226824147e-08
1967,3.5991448044114804e-08,1.4791006641701188e-08
1968,2.784677910483424e-08,9.88111459321317e-09
1969,2.4071315607443466e-08,9.537691525451919e-09
1970,2.8971967935831344e-08,1.0577067222072856e-08
1971,3.44272628183262e-08,1.5415192677892264e-08
1972,2.257264597460562e-08,8.721249500354133e-09
1973,3.914374602231874e-08,8.269805285010534e-09
1974,2.418995848074701e-08,1.1813700240281833e-08
1975,2.6843956391076063e-08,2.1703623787061588e-08
1976,3.142439908287997e-08,6.8562320265641574e-09
1977,3.349765620441758e-08,9.402850942308305e-09
1978,2.613860239364385e-08,1.0693064211864112e-08
1979,2.57486831856113e-08,6.437170796402825e-09
1980,2.7288724169238776e-08,6.822181042309694e-09
1981,3.858585273519566e-08,8.855769451088236e-09
1982,3.47620137119975e-08,6.2075020679230875e-09
1983,3.726036368334462e-08,1.4525227243211702e-08
1984,3.3054348591576854e-08,1.1018116197192285e-08
1985,2.466378745680231e-08,7.218669662023558e-09
1986,3.1770774455708306e-08,1.1389522214244607e-08
1987,3.6053819485459826e-08,1.1610551631235921e-08
1988,3.597932263232906e-08,1.3192418713003917e-08
1989,3.0733485090195245e-08,1.4817929994137558e-08
1990,2.3429199913493903e-08,8.172976073694826e-09
1991,2.2859714121636898e-08,8.20605094986604e-09
1992,2.4243753671271406e-08,1.4325855168806356e-08
1993,2.7696037463442735e-08,7.754890063438324e-09
1994,2.2154692302933654e-08,7.912389854425328e-09
1995,2.277429267394382e-08,8.675921314704738e-09
1996,2.5622842514394506e-08,6.939520069693117e-09
1997,3.4523239378358994e-08,3.835915585170824e-09
1998,2.527108478034279e-08,1.144351013948608e-08
1999,2.4679085441903226e-08,5.027221222642098e-09
2000,3.004261373007466e-08,7.510653432518666e-09
2001,2.4096664219541708e-08,9.20054432640427e-09
2002,2.8477940006155222e-08,6.133709984368352e-09
2003,3.000184634061043e-08,5.8336921959778465e-09
2004,3.0833540165531304e-08,7.488145215006625e-09
2005,1.6663873836364473e-08,9.007498746882447e-09
2006,2.141302779534726e-08,6.1768350434476815e-09
2007,2.7162460725094206e-08,7.589511241690161e-09
2008,1.702975893635994e-08,1.0643599057669206e-08
2009,2.145686650578682e-08,9.059565542202108e-09
2010,2.220182793166714e-08,9.919965293647692e-09
2011,2.0267052036615496e-08,8.030340836739924e-09
2012,1.0893608681783462e-08,7.148930780687124e-09
2013,1.4503449996539075e-08,1.3666713094551142e-08
2014,1.8189739492413537e-08,1.1693403911827716e-08
2015,1.9727520950141297e-08,8.64464377858809e-09
2016,1.864206033985738e-08,1.5327916991214607e-08
2017,1.911864622172743e-08,9.056200817036952e-09
2018,1.2391040193904246e-08,1.0325866384164328e-08
2019,1.3520234709574197e-08,1.020395146156261e-08
