year,êtes_VERB assez_ADV,etes_VERB assez_ADV
1800,2.955514730729192e-07,0.0
1801,4.071822274909209e-07,0.0
1802,3.0210841828193225e-07,0.0
1803,3.21805970315836e-07,0.0
1804,3.8808059343864443e-07,0.0
1805,4.065315124535118e-07,2.842877711017877e-09
1806,3.342736079048336e-07,0.0
1807,2.0498076480635063e-07,0.0
1808,2.311395519427606e-07,0.0
1809,3.0496912017952127e-07,0.0
1810,5.148278887645574e-07,0.0
1811,1.8803075363393873e-07,0.0
1812,2.2671270016871858e-07,0.0
1813,2.5594101771275746e-07,0.0
1814,2.7061423679697327e-07,3.1466771410748606e-09
1815,2.022917726662854e-07,0.0
1816,2.8738287483065506e-07,0.0
1817,3.7053587220725603e-07,0.0
1818,2.908767271492252e-07,0.0
1819,2.7844325245496293e-07,0.0
1820,3.3107482977356995e-07,0.0
1821,5.6703555628701e-07,1.97229765852569e-09
1822,3.739554585990845e-07,2.0051231786055723e-09
1823,3.577532652343507e-07,9.882686891060644e-10
1824,3.418971630253509e-07,0.0
1825,3.3108466368503287e-07,0.0
1826,3.038754528006393e-07,0.0
1827,2.7836165372718824e-07,0.0
1828,3.678092923564691e-07,0.0
1829,2.8891602710245934e-07,8.57317605795771e-10
1830,3.1101771469366213e-07,1.0436835840010872e-09
1831,3.071467631343694e-07,0.0
1832,4.830199031857774e-07,0.0
1833,2.7221526011089736e-07,2.3167257001688313e-09
1834,2.791024655834917e-07,9.334530925997342e-10
1835,3.660534559912776e-07,0.0
1836,2.6950206688525213e-07,0.0
1837,2.3517671365880233e-07,6.957890930081589e-10
1838,2.575362145762483e-07,6.312161904276081e-10
1839,2.5728627406351734e-07,0.0
1840,2.700747927519842e-07,6.369688665408546e-10
1841,2.1573043795797275e-07,0.0
1842,2.314351377208368e-07,0.0
1843,2.398205936060549e-07,0.0
1844,3.627939122452517e-07,0.0
1845,3.080285750911571e-07,0.0
1846,2.2012925171566167e-07,0.0
1847,2.3999845666367037e-07,1.6179670936367074e-09
1848,1.713632258315556e-07,8.045221711050488e-10
1849,2.1451302245623083e-07,8.379414939696517e-10
1850,2.1317447362889652e-07,6.788996032014438e-10
1851,1.9864270939251583e-07,0.0
1852,2.4479649596287345e-07,0.0
1853,2.3708570040525956e-07,0.0
1854,3.1122030463848205e-07,1.558699391779328e-09
1855,2.706537998165004e-07,6.8990182455763716e-09
1856,2.4177472823794233e-07,2.5885946719483854e-09
1857,2.884971763705835e-07,1.9526036343364694e-09
1858,2.5740735054569086e-07,2.936205500958522e-09
1859,2.5155335947602e-07,1.018434669930457e-09
1860,2.787504911339056e-07,9.154367819341758e-10
1861,2.6928154284178163e-07,4.715963730639317e-10
1862,3.02253283734899e-07,4.517986262886353e-10
1863,2.5422619387427403e-07,4.994620828036034e-10
1864,2.4117480279528536e-07,9.589455896019672e-10
1865,2.697021841413516e-07,0.0
1866,2.56904371553901e-07,0.0
1867,2.2856741566101846e-07,4.85281148598915e-10
1868,1.9117312888283777e-07,0.0
1869,3.091267615218385e-07,0.0
1870,1.9094382253115327e-07,5.734048791339319e-10
1871,1.8480848495983082e-07,0.0
1872,2.0077166595910967e-07,6.047339295989218e-10
1873,1.5982631396127545e-07,0.0
1874,1.6609413933110773e-07,0.0
1875,2.5689655558380764e-07,0.0
1876,2.636062390592997e-07,6.04601479992084e-10
1877,2.2574577940304152e-07,6.184815992682502e-10
1878,1.7573748323229665e-07,0.0
1879,2.4742766413510253e-07,0.0
1880,2.4516171492905414e-07,0.0
1881,2.1405598715773522e-07,0.0
1882,2.7087418175142375e-07,0.0
1883,1.9021210562186752e-07,6.319338941018771e-10
1884,1.670229323735839e-07,0.0
1885,1.6952022008354106e-07,0.0
1886,1.4972036410654255e-07,0.0
1887,1.5995865965123812e-07,0.0
1888,1.6675816993938497e-07,6.340614699951175e-10
1889,1.2718227537789062e-07,0.0
1890,1.415747448163529e-07,0.0
1891,1.4278252535859792e-07,6.374220040683554e-10
1892,1.2913135094549943e-07,0.0
1893,1.3055843339770945e-07,0.0
1894,1.638400277670371e-07,0.0
1895,1.4023372330029815e-07,0.0
1896,1.4860512465020292e-07,0.0
1897,1.2003029326024262e-07,0.0
1898,1.2108878877370444e-07,5.6583548957434e-10
1899,1.4205876652795268e-07,0.0
1900,1.7649580286160926e-07,0.0
1901,1.2686437855791155e-07,0.0
1902,1.0409802086996933e-07,0.0
1903,1.1934486110476428e-07,0.0
1904,1.456523364140594e-07,5.374625189347171e-10
1905,1.1095632146407297e-07,5.160759042333041e-10
1906,1.1059997007123457e-07,0.0
1907,1.4914245127783943e-07,5.142843373384665e-10
1908,1.429214222525843e-07,4.911389073214423e-10
1909,1.2982320640730904e-07,0.0
1910,1.3681025734513241e-07,0.0
1911,1.2183656394881837e-07,5.320374141248863e-10
1912,1.5367793082532444e-07,0.0
1913,1.8348345065533067e-07,1.590896969716482e-09
1914,1.1250529752260263e-07,0.0
1915,1.0484878032457345e-07,0.0
1916,1.1536835131664702e-07,2.197492410260793e-09
1917,1.1405081323800914e-07,0.0
1918,1.3783650842924544e-07,0.0
1919,1.2154359296800976e-07,0.0
1920,1.0298235508798825e-07,0.0
1921,1.3630945261411398e-07,0.0
1922,9.665095745958752e-08,0.0
1923,1.2208340649522142e-07,0.0
1924,1.5083200821663922e-07,0.0
1925,1.6057339280450833e-07,0.0
1926,1.6273362746233033e-07,0.0
1927,2.2521433606925712e-07,0.0
1928,1.3825510336573643e-07,0.0
1929,1.214304319319126e-07,0.0
1930,1.4284900373695564e-07,0.0
1931,1.2659945980431075e-07,2.2810713318222042e-09
1932,1.4247397928102146e-07,0.0
1933,1.2273608263058122e-07,0.0
1934,1.2820291317439114e-07,0.0
1935,1.7713060174173734e-07,0.0
1936,1.115473722279603e-07,0.0
1937,1.2842940577684203e-07,0.0
1938,1.1539040656316502e-07,0.0
1939,9.635251529971356e-08,0.0
1940,1.3186071612381056e-07,0.0
1941,1.2986610897769424e-07,0.0
1942,1.3047110769548453e-07,0.0
1943,1.1612940653549231e-07,0.0
1944,1.124615138792251e-07,0.0
1945,1.1763921747842687e-07,0.0
1946,2.0046390147854254e-07,0.0
1947,2.2172820024479734e-07,0.0
1948,1.5003205078301107e-07,0.0
1949,1.3056620673523867e-07,0.0
1950,1.7867407109406486e-07,0.0
1951,1.6525173407444527e-07,0.0
1952,2.1089607571411761e-07,0.0
1953,1.3898237227749632e-07,0.0
1954,1.4561078387487214e-07,0.0
1955,1.3702987189390115e-07,2.815682353940474e-09
1956,1.1860752380243866e-07,0.0
1957,1.1397198562690392e-07,0.0
1958,1.3649201946464018e-07,0.0
1959,1.5423988486418239e-07,0.0
1960,1.5295042032903439e-07,0.0
1961,1.3687873945400497e-07,0.0
1962,1.6489086362980743e-07,0.0
1963,1.332007002474711e-07,0.0
1964,1.946869900848469e-07,0.0
1965,1.3078184224468714e-07,0.0
1966,1.528784565607566e-07,0.0
1967,1.311469333131754e-07,0.0
1968,1.4013217253250332e-07,4.4914158503495116e-10
1969,1.3398185672031104e-07,4.5417578031781147e-10
1970,1.2968403950708307e-07,4.5987250119061684e-10
1971,1.2434921359272266e-07,0.0
1972,1.1799338039963914e-07,0.0
1973,1.069561506028549e-07,1.102640756478479e-09
1974,7.256987544224103e-08,0.0
1975,9.823745727999267e-08,0.0
1976,9.884401208637428e-08,5.713526873840635e-10
1977,7.404744906125416e-08,0.0
1978,1.0693064211864112e-07,5.940591352171509e-10
1979,1.0826150997900186e-07,4.096381456264453e-09
1980,9.323647276460179e-08,1.1370301367108482e-09
1981,1.0057623711645647e-07,0.0
1982,6.89032759737529e-08,6.207502289967692e-10
1983,8.209910618006688e-08,0.0
1984,8.118611560803402e-08,0.0
1985,7.940536761452677e-08,1.2031116103372597e-09
1986,1.1269632693711173e-07,0.0
1987,8.005169860325623e-08,2.4443267410134695e-09
1988,8.635037573867521e-08,0.0
1989,8.616351721002502e-08,1.0976244357863152e-09
1990,6.429408472286013e-08,0.0
1991,8.850812349692205e-08,5.861465202094962e-10
1992,8.099618042933798e-08,2.2039776670368383e-09
1993,9.472044837366411e-08,0.0
1994,8.703629106321387e-08,0.0
1995,8.296349562897376e-08,0.0
1996,7.046281780276331e-08,0.0
1997,6.473107561077995e-08,0.0
1998,7.915094357713315e-08,0.0
1999,8.4091702490241e-08,0.0
2000,6.71540760777134e-08,8.836062992401139e-10
2001,7.097563070601609e-08,3.5049694258049158e-09
2002,6.922329731651189e-08,0.0
2003,8.000492357496114e-08,1.6667691671301554e-09
2004,8.236959558871604e-08,0.0
2005,1.0088399449159624e-07,0.0
2006,9.88293606951629e-08,1.2353669198716943e-09
2007,9.426971558923469e-08,0.0
2008,1.0303003961098511e-07,1.7029758714315335e-09
2009,1.1682071487939538e-07,0.0
2010,1.6486038134644332e-07,9.447586046817946e-10
2011,1.8393305367681023e-07,0.0
2012,2.468083266649046e-07,0.0
2013,2.708240458559885e-07,5.578250084070646e-10
2014,2.8215751513016585e-07,8.661780737106994e-10
2015,3.200734965957963e-07,4.433150790905671e-10
2016,3.187792287917546e-07,2.0713400439298368e-10
2017,2.291721870051333e-07,1.0062445321423752e-09
2018,2.831868926023162e-07,7.744400121190154e-10
2019,3.0076145662860654e-07,0.0
