year,quelques_DET ados_NOUN,quelques_DET cadeaux_NOUN
1985,0.0,5.173379813427914e-08
1986,0.0,4.615753740333517e-08
1987,6.110816852533674e-10,5.010869674748619e-08
1988,0.0,5.816657333568287e-08
1989,0.0,7.793133693922982e-08
1990,1.6345953479657283e-09,5.121731794233142e-08
1991,0.0,5.0994747535781926e-08
1992,0.0,5.069148756309261e-08
1993,0.0,5.8715598272307545e-08
1994,1.0549853213248639e-09,6.435410382366058e-08
1995,1.0844901643380922e-09,5.9104713456825664e-08
1996,5.338092190498855e-10,5.231330346688878e-08
1997,1.917957792585412e-09,4.986690271824301e-08
1998,1.43043876743576e-09,4.4343603011753885e-08
1999,0.0,7.083811870423062e-08
2000,1.3254094488601709e-09,4.329671032810012e-08
2001,8.762423564512289e-10,5.6955752641973945e-08
2002,3.504977141854937e-09,6.440395372564467e-08
2003,3.333538334260311e-09,7.375453314750757e-08
2004,2.202395626982323e-09,7.444097552267159e-08
2005,1.8014998381943315e-09,5.9449493106100704e-08
2006,3.706100981659688e-09,5.435614580662218e-08
2007,3.994479469415779e-10,6.550946385353029e-08
2008,2.1287198115338413e-09,8.514879379362128e-08
2009,2.860915504498962e-09,7.724471662307053e-08
2010,7.55806894847666e-09,9.35310989769178e-08
2011,7.647943833788418e-09,9.674648793200902e-08
2012,5.787229473419586e-09,1.0008503026348592e-07
2013,4.741512515948898e-09,9.538807366205049e-08
2014,4.763979266630969e-09,8.943288287710516e-08
2015,9.752931795503628e-09,8.755472724608637e-08
2016,8.906762438698479e-09,1.1578790815036655e-07
2017,1.006244565449066e-08,9.056200811485837e-08
2018,8.776987137082415e-09,1.001609075679255e-07
2019,8.928457306822679e-09,8.316220267978736e-08
