year,quelques_DET ados_NOUN,quelques_DET cadeaux_NOUN
1800,0.0,2.2009151834367913e-08
1801,0.0,1.666827853519237e-08
1802,0.0,2.2378401354217203e-08
1803,0.0,1.5602713787643552e-08
1804,4.943701892301533e-09,2.9662210465630778e-08
1805,2.842877711017877e-09,5.685755510853596e-08
1806,0.0,2.881669125542885e-09
1807,0.0,8.540865792383556e-09
1808,0.0,1.3596443970698147e-08
1809,0.0,2.259030518203531e-09
1810,1.1700633351097167e-08,4.680253518074551e-09
1811,0.0,2.5070767684098882e-09
1812,0.0,8.00162425207418e-09
1813,0.0,1.4378708002027452e-08
1814,0.0,1.5733386149463513e-08
1815,0.0,2.6972235778188747e-08
1816,0.0,0.0
1817,0.0,6.227493631882908e-09
1818,0.0,7.152706427149269e-09
1819,0.0,4.140420006848444e-09
1820,0.0,3.5599444281331216e-08
1821,0.0,3.8459803231027934e-08
1822,0.0,4.411270992932259e-08
1823,0.0,3.261286796174545e-08
1824,0.0,5.894778887238772e-08
1825,0.0,4.9310479255382234e-08
1826,8.807984341885344e-10,3.787433300317389e-08
1827,0.0,3.410391025138182e-08
1828,0.0,5.044765671868845e-08
1829,0.0,5.0581739019506244e-08
1830,0.0,1.408972807315223e-07
1831,0.0,5.14509785887185e-08
1832,0.0,5.0060886991332154e-08
1833,0.0,1.054110185805257e-07
1834,0.0,8.121042216480134e-08
1835,0.0,1.4067343556689593e-07
1836,2.016224964762614e-09,5.5782226837663984e-08
1837,0.0,3.826840000442644e-08
1838,0.0,4.0397835077143895e-08
1839,0.0,7.690622727540841e-08
1840,0.0,2.93005673057678e-08
1841,0.0,8.667740702961169e-08
1842,6.708265054555795e-10,9.12324038537804e-08
1843,0.0,9.982679349818113e-08
1844,5.488561272137815e-10,8.013299179765454e-08
1845,0.0,9.988607918565151e-08
1846,1.7563503984519002e-09,4.6836011513562426e-08
1847,0.0,4.530307862182781e-08
1848,0.0,4.424871796748775e-08
1849,8.379414939696517e-10,6.116972883773997e-08
1850,0.0,6.788996387285806e-08
1851,2.579775504329973e-09,4.5791015423901626e-08
1852,0.0,3.7761164861649377e-08
1853,0.0,7.464914908439368e-08
1854,0.0,3.4810952342922974e-08
1855,5.306937111981824e-10,4.776243400783642e-08
1856,0.0,7.248065259091163e-08
1857,0.0,3.3194262505364946e-08
1858,0.0,6.45965261281134e-08
1859,0.0,9.980659698705097e-08
1860,0.0,5.584164419758508e-08
1861,0.0,6.413710718078391e-08
1862,0.0,3.388489849820431e-08
1863,0.0,5.4940830551686304e-08
1864,0.0,4.267307929239905e-08
1865,0.0,3.247722446531043e-08
1866,0.0,7.541699931223889e-08
1867,0.0,4.0278337110066786e-08
1868,0.0,8.792975980664863e-08
1869,0.0,3.5161337064160136e-08
1870,0.0,2.465641024684828e-08
1871,0.0,8.07209470377046e-08
1872,0.0,3.9912439575573444e-08
1873,0.0,5.447264062041768e-08
1874,0.0,6.870800461911131e-08
1875,0.0,5.893173005144803e-08
1876,0.0,3.627608791134662e-08
1877,0.0,8.34950171224591e-08
1878,0.0,2.4760263173106978e-08
1879,0.0,5.803859082220697e-08
1880,0.0,7.765593879049959e-08
1881,0.0,7.600033058441369e-08
1882,0.0,7.187815853626489e-08
1883,0.0,1.023732916216602e-07
1884,1.9805090900604227e-09,9.374410048224036e-08
1885,0.0,9.990735572174003e-08
1886,0.0,9.099384357114104e-08
1887,0.0,7.442974236937516e-08
1888,0.0,7.164894455513604e-08
1889,0.0,7.580815236662986e-08
1890,0.0,1.0421474172517264e-07
1891,0.0,1.1537338318046153e-07
1892,0.0,1.1032581759273796e-07
1893,0.0,9.483961393996765e-08
1894,0.0,7.87692435721965e-08
1895,0.0,1.0171458342256301e-07
1896,0.0,6.368791083399827e-08
1897,0.0,6.467651880726066e-08
1898,5.6583548957434e-10,6.337357139063471e-08
1899,0.0,4.753717419703207e-08
1900,0.0,8.669058881860536e-08
1901,0.0,8.438995657833459e-08
1902,0.0,6.137854458021508e-08
1903,0.0,4.482182935916512e-08
1904,0.0,4.030968892010378e-08
1905,0.0,4.5930756975565146e-08
1906,0.0,6.635998062165527e-08
1907,0.0,5.554270998686661e-08
1908,0.0,4.76404740101799e-08
1909,0.0,3.630649175745404e-08
1910,0.0,3.7943468811363346e-08
1911,0.0,5.9056154300130004e-08
1912,0.0,5.209421050089702e-08
1913,0.0,5.196929780959536e-08
1914,0.0,5.826166926681253e-08
1915,0.0,3.2986132492140996e-08
1916,0.0,7.1418504887788e-08
1917,0.0,3.289927263949721e-08
1918,0.0,2.067547821837934e-08
1919,0.0,3.222746869369075e-08
1920,0.0,3.63467123065675e-08
1921,0.0,4.543648302046677e-08
1922,0.0,3.3200709181890886e-08
1923,0.0,4.458698299458774e-08
1924,0.0,5.9301473953610184e-08
1925,0.0,4.2892892793133797e-08
1926,0.0,3.901148470930593e-08
1927,0.0,6.912519401325312e-08
1928,0.0,3.5420729460611255e-08
1929,0.0,6.572839539309427e-08
1930,0.0,5.356837928793823e-08
1931,0.0,5.930785551555573e-08
1932,0.0,5.041386685888938e-08
1933,0.0,5.391211344019098e-08
1934,0.0,4.553000643170435e-08
1935,0.0,5.50541061627996e-08
1936,0.0,4.486144256077296e-08
1937,0.0,4.4068913740424875e-08
1938,0.0,7.779128574636474e-08
1939,0.0,7.188203898778056e-08
1940,0.0,8.114505334333444e-08
1941,0.0,6.788455753081735e-08
1942,0.0,3.6410540360520827e-08
1943,0.0,7.258088174921795e-08
1944,0.0,7.069009200222354e-08
1945,0.0,5.2284097051824574e-08
1946,0.0,5.707652928066409e-08
1947,0.0,5.4836007734593295e-08
1948,0.0,6.52313261184645e-08
1949,0.0,6.086545389916154e-08
1950,0.0,4.892266147749069e-08
1951,0.0,3.091806555222121e-08
1952,0.0,5.377849987553418e-08
1953,0.0,7.21846414863947e-08
1954,0.0,3.9090146231046674e-08
1955,0.0,3.003394510869839e-08
1956,0.0,4.6222051963695776e-08
1957,2.6505113659425206e-09,5.389372931263736e-08
1958,0.0,4.3015667028356575e-08
1959,0.0,4.18540372359999e-08
1960,0.0,5.190624974282798e-08
1961,0.0,5.280601156343323e-08
1962,0.0,4.439369405417892e-08
1963,6.466053248388448e-10,3.750310717531846e-08
1964,0.0,3.4070222088011803e-08
1965,5.472043373977442e-10,5.08900050988359e-08
1966,0.0,4.486650473367604e-08
1967,0.0,5.571279348970393e-08
1968,0.0,4.177016776907294e-08
1969,0.0,4.223834876304622e-08
1970,0.0,4.184839919041394e-08
1971,0.0,4.573173839617084e-08
1972,0.0,5.335352781798974e-08
1973,0.0,4.6310912049651876e-08
1974,0.0,5.5130603415776136e-08
1975,0.0,4.683413834527528e-08
1976,0.0,3.770927903268273e-08
1977,0.0,4.642657813747064e-08
1978,0.0,4.574255330069832e-08
1979,0.0,2.9845064752898054e-08
1980,0.0,4.263862884990033e-08
1981,0.0,5.060439534076977e-08
1982,0.0,4.8418517195614186e-08
1983,0.0,4.041802159626684e-08
1984,0.0,4.69719685369796e-08
