year,vos_DET ans_NOUN,vos_DET camps_NOUN
1959,3.8753737996444215e-09,4.650448914844674e-09
1960,1.5225833038812198e-08,1.038124963770315e-08
1961,6.948159103625784e-09,7.642975030641708e-09
1962,3.170978146727066e-09,1.5220695814832652e-08
1963,1.1638896069143811e-08,1.5518526907953856e-08
1964,6.6923653285755336e-09,1.7035111099517053e-08
1965,1.2038495533772675e-08,6.0192477668863376e-09
1966,7.200797291773142e-09,3.877352328096606e-09
1967,1.7256175155466735e-08,1.1339771788243524e-08
1968,2.3804503673785504e-08,1.5719955531734442e-08
1969,8.629339909305145e-09,2.043791091921321e-08
1970,1.3796174869185052e-08,7.3579602410944744e-09
1971,1.2845993713206383e-08,3.083038491169532e-09
1972,1.3338381954497436e-08,7.69522046084603e-09
1973,8.821126051827832e-09,7.718485406371656e-09
1974,5.625571564138454e-09,5.625571564138454e-09
1975,5.711480177694739e-09,5.140332159925265e-09
1976,2.285410749536254e-09,7.427584769459372e-09
1977,1.23412418062685e-08,7.639816779203557e-09
1978,5.346532105932056e-09,7.128709622605811e-09
1979,8.777960247563499e-09,7.607565355449708e-09
1980,3.97960553399912e-09,5.116635615198817e-09
1981,5.69299452024552e-09,6.958104314946922e-09
1982,9.311253101884631e-09,6.2075020679230875e-09
1983,3.157658134966823e-09,8.209910973278056e-09
1984,6.958810416790584e-09,7.538711266352749e-09
1985,3.609334831011779e-09,9.624892882698077e-09
1986,7.1933827783254856e-09,4.795588426365072e-09
1987,7.332980445085013e-09,4.888653482026939e-09
1988,2.398621523624911e-09,4.197587610832443e-09
1989,2.7440609784434855e-09,6.585746614717891e-09
1990,6.538381391862913e-09,2.724325431913144e-09
1991,5.2753188484189195e-09,3.5168792322792797e-09
1992,2.2039776670368383e-09,2.2039776670368383e-09
1993,2.7696036575264316e-09,1.1078414852150331e-09
1994,6.329911705904578e-09,3.164956019485743e-09
1995,3.795715741716776e-09,3.795715741716776e-09
1996,3.736664311304594e-09,5.871901187504136e-09
1997,2.3974471297094624e-09,5.753873377756236e-09
1998,8.582632382569955e-09,1.9072516899143466e-09
1999,9.140402212892695e-09,2.7421207526856506e-09
2000,2.6508188977203417e-09,3.092622158362701e-09
2001,5.695575122643959e-09,1.095302959441824e-08
2002,5.6955880012310445e-09,4.81934359086722e-09
2003,1.6667691671301554e-09,4.166922806803086e-09
2004,7.047666006343434e-09,6.166707589017051e-09
2005,7.656374201303606e-09,4.954124666056714e-09
2006,2.4707338397433887e-09,6.1768350434476815e-09
2007,4.393927444112933e-09,8.787854888225866e-09
2008,2.9802078582719105e-09,1.7029758714315335e-09
2009,6.198650481792356e-09,4.76819250749827e-09
2010,1.8895172093635892e-09,6.613310343794865e-09
2011,1.911985902935953e-09,7.647943611743813e-09
2012,2.0425516833455504e-09,1.1234033953089195e-08
2013,2.2313000336282585e-09,1.1993237514218436e-08
2014,3.4647124058651002e-09,1.1693403578760808e-08
2015,5.319781060109108e-09,7.314698624583116e-09
2016,9.942432044329763e-09,1.2842308549920745e-08
2017,5.031222660711876e-10,1.9118645611104768e-08
2018,5.937373259712331e-09,6.969959998048836e-09
2019,3.3162841361900064e-09,8.418259866971312e-09
