year,chariots_NOUN ouverts_ADJ,chariots_NOUN couverts_ADJ
1887,0.0,3.264462478114183e-08
1888,6.340614699951175e-10,2.7264643875923866e-08
1889,6.265136742733546e-10,1.8795409673089125e-08
1890,6.554386478008212e-10,1.7696843102044113e-08
1891,0.0,9.561330394092238e-09
1892,0.0,1.56712811616444e-08
1893,6.158416554491453e-10,1.1700991287000306e-08
1894,0.0,2.2055386850183822e-08
1895,0.0,2.768562623600701e-08
1896,0.0,3.2433661090180976e-08
1897,0.0,1.5149455023788505e-08
1898,0.0,4.0740154361174064e-08
1899,0.0,5.1959236913035056e-08
1900,0.0,2.28406342728249e-08
1901,0.0,1.3412973842719111e-08
1902,0.0,1.2275709337927765e-08
1903,0.0,1.5660639007819555e-08
1904,0.0,1.1286712897629059e-08
1905,0.0,2.37394921498435e-08
1906,0.0,1.1317205839134203e-08
1907,0.0,2.0571373937627868e-08
1908,0.0,1.620758460774141e-08
1909,0.0,1.1552065082298668e-08
1910,0.0,1.2291546447329438e-08
1911,0.0,9.044636151145369e-09
1912,0.0,1.40654377034366e-08
1913,0.0,1.4318072061314524e-08
1914,0.0,8.036092680185902e-09
1915,0.0,2.238344798399794e-08
1916,2.197492410260793e-09,2.197492321442951e-08
1917,2.1932848870420685e-09,1.4256351654751143e-08
1918,0.0,2.067547733020092e-08
1919,0.0,1.5653341733923298e-08
1920,0.0,2.1959472462640406e-08
1921,0.0,1.817459427400081e-08
1922,0.0,1.3280283539529592e-08
1923,0.0,1.9108707505210987e-08
1924,0.0,1.0313299547703991e-08
1925,0.0,1.0998178368026856e-08
1926,0.0,1.5604593173179637e-08
1927,0.0,1.0034302277972529e-08
1928,1.1426041224282812e-09,6.8556245125250825e-09
1929,0.0,1.2254447234738564e-08
1930,0.0,1.3654684494213143e-08
1931,0.0,6.843213995466613e-09
1932,0.0,1.6439305028370654e-08
1933,1.1470662197865522e-09,1.261772819560747e-08
1934,0.0,9.585264137967897e-09
1935,0.0,1.0771455727365264e-08
1936,0.0,1.4549657478823974e-08
1937,0.0,3.021868266728234e-08
1938,0.0,3.8895642262559704e-09
1939,0.0,1.5294050470515685e-08
1940,0.0,1.0143131667916805e-08
1941,2.9515025978810172e-09,2.3612020783048138e-08
1942,0.0,2.730790527039062e-08
1943,0.0,2.9032351633873077e-08
1944,0.0,2.5705489292704442e-08
1945,0.0,4.357008087652048e-09
1946,0.0,4.1763312808029696e-09
1947,0.0,1.3112957830685446e-08
1948,0.0,1.4133454406817236e-08
1949,0.0,9.817008539414473e-09
1950,0.0,1.3825969702452312e-08
1951,0.0,6.396841278899501e-09
1952,0.0,4.2179215675730575e-09
1953,0.0,1.2928593307037772e-08
1954,0.0,7.818028890937967e-09
1955,1.8771215692936494e-09,5.631364707880948e-09
1956,0.0,2.616342476002842e-09
1957,0.0,1.1485549400447326e-08
1958,0.0,9.926692356998501e-09
1959,0.0,7.750747599288843e-09
1960,0.0,9.689166802218097e-09
1961,0.0,9.72742331128984e-09
1962,0.0,1.0147130247162295e-08
1963,0.0,4.526237162849611e-09
1964,0.0,1.1559539991878864e-08
1965,0.0,1.4227312661319047e-08
1966,0.0,2.326411419062424e-08
1967,4.930335584241163e-10,2.1693477236794934e-08
1968,0.0,1.5719955115400808e-08
1969,4.5417578031781147e-10,7.2668124850849836e-09
1970,0.0,7.3579600190498695e-09
1971,0.0,3.5968783507200897e-09
1972,0.0,7.69522046084603e-09
1973,0.0,4.410563025913916e-09
1974,0.0,8.438357568252286e-09
1975,0.0,1.028066431985053e-08
1976,5.713526873840635e-10,6.8562320265641574e-09
1977,5.876781838942691e-10,4.7014254711541525e-09
1978,0.0,1.128712323605896e-08
1979,0.0,7.607565244427406e-09
1980,0.0,1.0233271119375331e-08
1981,0.0,5.060439622894819e-09
1982,0.0,7.449002747961231e-09
1983,0.0,3.78918940668882e-09
1984,0.0,2.3196033982486597e-09
1985,0.0,6.617113967877231e-09
1986,0.0,7.1933827783254856e-09
1987,0.0,1.2221633705067347e-09
1988,0.0,4.197587610832443e-09
1989,0.0,5.488121956886971e-09
1990,0.0,7.083246433836621e-09
1991,0.0,6.4476117778156095e-09
1992,0.0,4.4079553340736766e-09
1993,0.0,4.4313659408601325e-09
1994,0.0,6.329911705904578e-09
1995,0.0,4.337960657352369e-09
1996,0.0,5.3380921904988554e-09
1997,0.0,2.3974471297094624e-09
1998,4.768129224785866e-10,6.675381136744818e-09
1999,0.0,6.398281460207045e-09
2000,0.0,5.3016377954406835e-09
2001,0.0,4.8193329327261836e-09
2002,0.0,7.448076377869484e-09
2003,0.0,8.333845613606172e-09
2004,4.404791253964646e-10,8.369103632333008e-09
2005,0.0,9.457874483587148e-09
2006,0.0,7.412201963319376e-09
2007,0.0,7.988958827809256e-09
2008,0.0,4.6831836186811415e-09
2009,4.76819250749827e-10,6.198650481792356e-09
2010,0.0,1.1809482280966677e-08
2011,0.0,6.883149605840799e-09
2012,6.808505426114664e-10,1.3957436095779485e-08
2013,0.0,1.5340187786705428e-08
2014,4.330890368553497e-10,1.515811653973742e-08
2015,4.433150790905671e-10,1.662431614590787e-08
2016,8.285360175719347e-10,1.9884865309904853e-08
2017,2.515611330355938e-10,7.043711836018929e-09
2018,2.5814667070633845e-10,1.523065407127433e-08
2019,5.1019755087367e-10,1.403043281555938e-08
