year,des_DET oeufs_NOUN,des_DET queues_NOUN
1800,6.75995366794524e-07,7.923294447209628e-07
1801,7.643596244832906e-07,2.6669243879950955e-07
1802,7.272980724337685e-07,3.8043282302169246e-07
1803,2.5042354536708444e-06,2.476930944794731e-07
1804,7.020056649320594e-07,7.069493790368142e-07
1805,6.368045848414994e-07,3.5820258403873595e-07
1806,1.930718314113733e-07,2.3341519739261685e-07
1807,2.4483813554354583e-07,2.419911879769643e-07
1808,1.8808413937421165e-07,4.01095109126004e-07
1809,2.2816208944398397e-07,1.4909601020463015e-07
1810,2.854954681552613e-07,1.6380887757350138e-07
1811,1.4791753022436183e-07,3.4597658782331564e-07
1812,1.3069320115022265e-07,1.4936365744233626e-07
1813,3.0770436332261397e-07,2.7319546802573313e-07
1814,1.0195234145804477e-06,1.541871768040437e-07
1815,1.75319526007911e-07,1.9959453823048534e-07
1816,1.5064425440414198e-07,2.3639559287857992e-07
1817,2.55327228915192e-07,2.880215674849751e-07
1818,2.8730037815449805e-07,4.768470933669278e-07
1819,2.2461777915427916e-07,2.2875821059642476e-07
1820,8.781196214613374e-08,2.681824753381079e-07
1821,1.0650407566981102e-07,2.3273112503829907e-07
1822,1.1830226753772877e-07,2.325942887182464e-07
1823,9.685033042217128e-08,2.065481542468106e-07
1824,1.389483594849139e-07,1.93685585792025e-07
1825,1.3384273800376434e-07,3.205181200449658e-07
1826,1.4268934023231594e-07,1.7792127948723646e-07
1827,3.235262795442395e-07,3.281349219008689e-07
1828,1.48591282056465e-07,2.3481091676602617e-07
1829,1.4488668137468963e-07,2.546233148770227e-07
1830,1.5863989943909473e-07,4.5400234593984123e-07
1831,1.65266789364793e-07,3.024694024134078e-07
1832,1.4341767085035428e-07,2.300094763540983e-07
1833,1.3437008417049867e-07,4.285942415416244e-07
1834,1.3068343962530093e-07,2.2869600635466725e-07
1835,1.376482003934143e-07,3.1462445804208983e-07
1836,1.3508707175091672e-07,2.94368851960769e-07
1837,1.3498307982473534e-07,2.5605038445064565e-07
1838,1.899960706541748e-07,2.0893256191811815e-07
1839,1.22350813480665e-07,2.3840930130081261e-07
1840,8.216898089719038e-08,2.3313060210083947e-07
1841,8.218302083307094e-08,1.8234357224145015e-07
1842,1.2276124916610343e-07,1.851481226111673e-07
1843,9.687334251440305e-08,1.9374667747928953e-07
1844,1.2459034215428488e-07,1.350186044080104e-07
1845,1.0323421739677485e-07,2.0702645864290048e-07
1846,8.840296894518929e-08,1.621696807951878e-07
1847,1.5047094237274905e-07,1.725831513255116e-07
1848,1.0619692353275312e-07,1.6412252334951916e-07
1849,1.4245005330870697e-07,1.516674075219271e-07
1850,8.7578046148451e-08,1.7447719802277106e-07
1851,1.1866967120077732e-07,1.4962698302589672e-07
1852,8.789236183304183e-08,2.7800029855917785e-07
1853,8.599581535762013e-08,3.4816363836398523e-07
1854,6.234797461646124e-08,1.7873085900177443e-07
1855,1.2948926197964283e-07,2.388121664864684e-07
1856,7.248064709530766e-08,1.6567005900469667e-07
1857,8.103304849349513e-08,1.7329357954176672e-07
1858,5.62772732859429e-08,1.6295940574728718e-07
1859,7.129042822739962e-08,1.6956937543000095e-07
1860,2.0643099157835465e-07,2.0048065996203235e-07
1861,8.630213615967719e-08,1.5091083493956603e-07
1862,7.138418592345097e-08,2.0647196663503564e-07
1863,6.642845851168033e-08,1.4134777015506472e-07
1864,5.609831521535824e-08,1.6110285327997076e-07
1865,5.6011446758486017e-08,1.7321187240071367e-07
1866,5.4494866008614196e-08,2.3695534956402753e-07
1867,5.192508290008391e-08,1.824657136495489e-07
1868,6.71822905085051e-08,2.0401679989845434e-07
1869,5.762552635069085e-08,1.5871436731540456e-07
1870,7.11022067889644e-08,1.9037042253700065e-07
1871,8.2845185600533e-08,3.6536850522850273e-07
1872,7.256807366129436e-08,1.8202491114394093e-07
1873,6.764184790064576e-08,1.813759356039668e-07
1874,8.961914049754327e-08,2.1269608785345895e-07
1875,1.069925540941874e-07,2.03114211672073e-07
1876,5.441413342133217e-08,1.5780098361339867e-07
1877,9.091679553652199e-08,2.5110354062718443e-07
1878,9.783323362544394e-08,1.5641239770047832e-07
1879,6.292605003732632e-08,2.3398716253453244e-07
1880,7.637237398050445e-08,1.700729310716298e-07
1881,7.809208546483148e-08,1.8965221215694328e-07
1882,1.0515508397368478e-07,1.8501970089346287e-07
1883,1.0553296309057103e-07,2.534054939218322e-07
1884,7.2618664859192e-08,2.204966778052153e-07
1885,6.123353768483497e-08,2.1463966271006996e-07
1886,5.4209097932744754e-08,1.7101679972153505e-07
1887,9.336362533085563e-08,1.7823963593954772e-07
1888,7.608737284670042e-08,1.4837038975201722e-07
1889,1.2342319644087496e-07,1.7166475119179125e-07
1890,6.161123400350021e-08,1.9728703026800076e-07
1891,1.0581205045490094e-07,1.8357753139852662e-07
1892,1.1346007089407806e-07,1.636081692346636e-07
1893,1.98301009834978e-07,1.6073467223876037e-07
1894,5.797416324782034e-08,1.6320986562234907e-07
1895,7.162151538508965e-08,1.4264115910656017e-07
1896,5.661147717272996e-08,1.5686096765943347e-07
1897,7.225125120413622e-08,1.3226640338537266e-07
1898,9.958704505486082e-08,1.918182325200135e-07
1899,7.904436927219649e-08,1.713549302451156e-07
1900,7.111742805765431e-08,1.5676979980838723e-07
1901,7.265360607577875e-08,1.313353659160299e-07
1902,8.93671647794747e-08,2.0868705963295042e-07
1903,1.0206416622970949e-07,1.517461933886466e-07
1904,1.0265534200470938e-07,1.413526469207227e-07
1905,1.2282606465241486e-07,1.290189747260584e-07
1906,9.310974258269766e-08,1.2140274829874897e-07
1907,1.2239967145388775e-07,1.0799971172925638e-07
1908,1.051037288313239e-07,1.4144800020154946e-07
1909,1.4907665457641883e-07,1.3092340589437867e-07
1910,1.239842983835615e-07,1.929238360176555e-07
1911,1.4684232008121967e-07,1.6546364101088784e-07
1912,1.406543785331671e-07,1.370077782336665e-07
1913,1.3416564526025354e-07,1.5219580973280245e-07
1914,1.6072185371474035e-07,1.553644608520699e-07
1915,1.5314990431392062e-07,1.2251992131950828e-07
1916,1.1866459281861808e-07,1.3184954816836125e-07
1917,1.2721051811936945e-07,1.8533257062358643e-07
1918,1.1601240057501627e-07,1.4702561035306871e-07
1919,1.0312789866517846e-07,1.2706830698760996e-07
1920,1.5901686989394648e-07,1.4387240376834143e-07
1921,1.325230757909246e-07,1.3328035386450665e-07
1922,1.3722959768536214e-07,1.505098795595572e-07
1923,2.0170301073818564e-07,9.766672048883152e-08
1924,1.5469948821955626e-07,1.8563939674365315e-07
1925,2.2546265077139083e-07,1.2097995916171556e-07
1926,1.9728665245910548e-07,1.5827517074740172e-07
1927,2.2855911030461584e-07,2.073755879239414e-07
1928,2.1937998884169474e-07,1.8395926182357414e-07
1929,3.4758069178408846e-07,1.5485164173156818e-07
1930,2.436835986330266e-07,1.5230225669515818e-07
1931,2.1328017130173293e-07,1.254589268029349e-07
1932,2.597410153626356e-07,1.3809016241594918e-07
1933,2.420309617168215e-07,1.6173633254901176e-07
1934,3.534566275220641e-07,1.5336422443112951e-07
1935,2.800578497996753e-07,1.2686381012372294e-07
1936,2.7038113259436614e-07,1.5640882056189298e-07
1937,2.543405779320551e-07,1.3724318348451447e-07
1938,2.2040864200434385e-07,1.8799561374294171e-07
1939,2.8446933519887807e-07,1.2235240287594706e-07
1940,3.397949084327223e-07,1.1664601284877563e-07
1941,3.3056830028854733e-07,2.9810176371825037e-07
1942,3.5500276407418596e-07,2.3363431012057845e-07
1943,2.6709764822108184e-07,1.8580705329895864e-07
1944,1.7351205983118234e-07,2.1849665365891724e-07
1945,2.8974104004930723e-07,2.0042237736106472e-07
1946,2.3805088389394768e-07,1.9211123802875818e-07
1947,1.6570010585859052e-07,1.9431019460114385e-07
1948,3.544235420704922e-07,2.0982743831332584e-07
1949,1.9830356334793464e-07,1.443100239306716e-07
1950,2.137707655336385e-07,1.1805251176610909e-07
1951,2.686673101770509e-07,1.7911154337468815e-07
1952,2.478028950925193e-07,1.9929679950791979e-07
1953,2.370241971583198e-07,2.0147056556396592e-07
1954,2.169503021676178e-07,1.5342882253577272e-07
1955,2.768754194804046e-07,1.3233707418791596e-07
1956,2.4593618852541965e-07,2.293660248398055e-07
1957,3.0480878887573226e-07,1.554966679861991e-07
1958,2.4485840555144023e-07,1.323558986854323e-07
1959,2.1004526296053427e-07,1.7981735656036335e-07
1960,2.6437583566796263e-07,1.2734333010300247e-07
1961,2.3137370730452744e-07,1.702299039507693e-07
1962,2.2894462370359747e-07,1.5601213432248073e-07
1963,2.4312360658029775e-07,1.5453867518999687e-07
1964,2.5978543449767244e-07,1.5818317278259997e-07
1965,1.991823834757156e-07,1.668973261814699e-07
1966,3.245897830517208e-07,1.7558867160261116e-07
1967,2.1989296644653322e-07,1.5481253701210562e-07
1968,2.371467519024506e-07,1.5809784015274886e-07
1969,2.17096025600938e-07,1.516947119029055e-07
1970,2.8190184342413716e-07,1.5589677193617035e-07
1971,2.435600441330621e-07,1.7984391309511238e-07
1972,2.575333692966808e-07,1.6211264153298544e-07
1973,2.5195340136452415e-07,1.5547234344381877e-07
1974,3.3697175583213834e-07,1.7326761092562037e-07
1975,4.146534551274783e-07,1.353620802113653e-07
1976,3.051023210742798e-07,1.4398087611056098e-07
1977,3.32038164352344e-07,1.6278686310045032e-07
1978,2.875246191136327e-07,1.6693061510864027e-07
1979,2.879171013825399e-07,1.7555919384903973e-07
1980,2.8994268230775333e-07,1.8988402938902027e-07
1981,2.966682748906102e-07,2.1000824723671485e-07
1982,2.8802810647654553e-07,2.0919282306408604e-07
1983,3.0187210953158683e-07,1.4462073405496767e-07
1984,3.6185814122902116e-07,1.5425362054344305e-07
1985,3.495039306855574e-07,1.8407608148862664e-07
1986,3.3808899102538703e-07,1.7144229147447732e-07
1987,3.92314434272123e-07,1.7293612142310621e-07
1988,4.791246492885648e-07,1.8589317019035434e-07
1989,3.5453269475738125e-07,1.876937743006124e-07
1990,3.105731178898452e-07,1.7544656660817282e-07
1991,3.258974621278554e-07,1.5357038529728584e-07
1992,3.239847123914785e-07,1.978069912311753e-07
1993,3.5063184355976773e-07,1.827938422849229e-07
1994,3.544750608597269e-07,1.7829252296763798e-07
1995,3.486635747895761e-07,1.7080720748907652e-07
1996,3.11210770931325e-07,1.24911356813584e-07
1997,3.0927069716302213e-07,1.596699847894456e-07
1998,2.746442513412717e-07,1.5353376037197108e-07
1999,2.929499086923304e-07,1.3756305516920975e-07
2000,2.182507536918621e-07,1.528638939873872e-07
2001,1.9584016727747233e-07,1.5640926243065678e-07
2002,1.7262013241037266e-07,1.704295167215264e-07
2003,1.6542684377895966e-07,1.5375945094930898e-07
2004,1.960132123279834e-07,1.6253679291367007e-07
