year,pas_ADV ouvert_ADJ,pas_ADV couvert_ADJ
1800,0.0,7.545995117652637e-08
1801,0.0,6.905429472681135e-08
1802,0.0,3.8043282302169246e-08
1803,0.0,5.460949736857401e-08
1804,0.0,2.7190360185613827e-08
1805,0.0,2.842877755426798e-08
1806,0.0,3.458002950651462e-08
1807,0.0,3.131650672116848e-08
1808,0.0,4.305540457494317e-08
1809,4.518061036407062e-09,9.262025457701384e-08
1810,0.0,6.552355102940055e-08
1811,2.5070767684098882e-09,4.763445815569867e-08
1812,0.0,9.068507722531649e-08
1813,0.0,2.0130190847567064e-08
1814,0.0,1.8880061958270744e-08
1815,0.0,1.6183340889597275e-08
1816,0.0,5.5622493277951435e-08
1817,0.0,7.005930058312515e-08
1818,0.0,5.48374146092101e-08
1819,0.0,6.417651121637391e-08
1820,0.0,3.797273961936298e-08
1821,0.0,6.508582117703554e-08
1822,0.0,6.115625694746996e-08
1823,0.0,5.929612001409623e-08
1824,0.0,4.0421340941065864e-08
1825,0.0,6.075755720758025e-08
1826,1.7615968683770689e-09,4.051672775062798e-08
1827,0.0,4.885154680778214e-08
1828,0.0,5.319934714975716e-08
1829,0.0,5.229637523029851e-08
1830,2.0873671680021744e-09,6.262101237552997e-08
1831,3.1182412207897414e-09,1.1849316905454543e-07
1832,0.0,4.8707889277466165e-08
1833,0.0,7.761030929032131e-08
1834,0.0,3.827157613045529e-08
1835,0.0,9.756383434478266e-08
1836,0.0,3.763620171071125e-08
1837,6.957890930081589e-10,4.313892532081809e-08
1838,0.0,5.049729523420865e-08
1839,0.0,6.781731087812659e-08
1840,0.0,5.032054062326097e-08
1841,1.926164561183441e-09,5.8426991245141835e-08
1842,0.0,4.22620693996123e-08
1843,0.0,3.5441466650354414e-08
1844,2.195424508855126e-09,3.4577936958157807e-08
1845,1.1160455892778032e-09,3.627148004170522e-08
1846,0.0,7.435216531348487e-08
1847,0.0,4.0988499705463255e-08
1848,0.0,3.137636639394259e-08
1849,0.0,4.4410899846525353e-08
1850,0.0,5.2275268558332755e-08
1851,5.159551008659946e-09,5.159551008659946e-08
1852,0.0,6.185018008864063e-08
1853,0.0,6.389966955566706e-08
1854,0.0,3.585008556683533e-08
1855,0.0,4.617035287424187e-08
1856,0.0,3.002769588533738e-08
1857,0.0,3.5635014938861787e-08
1858,0.0,2.5936483183386372e-08
1859,0.0,5.754155907311542e-08
1860,0.0,4.394096464466202e-08
1861,0.0,5.32903889904901e-08
1862,4.066187830886747e-09,4.337266901188741e-08
1863,9.989241656072068e-10,3.446288232566985e-08
1864,0.0,5.370095124135332e-08
1865,9.41368871743009e-10,4.3773653146672586e-08
1866,2.919367858567057e-09,3.308616669528419e-08
1867,0.0,2.814630661873707e-08
1868,0.0,4.6928803953960596e-08
1869,4.883519144627257e-10,3.4672986259920435e-08
1870,2.8670243956696595e-09,3.55511033944822e-08
1871,2.1242354542039266e-09,4.0360472297606975e-08
1872,1.2094678591978436e-09,4.5959779981785687e-08
1873,1.1972008939764578e-09,4.6092235805872406e-08
1874,0.0,5.197910013521323e-08
1875,1.1443054281912168e-09,3.718992758194872e-08
1876,0.0,3.748529309177684e-08
1877,2.4739263970730008e-09,5.071549225021954e-08
1878,1.2078177347163432e-09,4.468925496325937e-08
1879,1.221865053580018e-09,4.032154521382836e-08
1880,1.2835692508872398e-09,4.299957012676714e-08
1881,2.7890030285249168e-09,5.159655458442103e-08
1882,5.989846840748214e-09,2.9283693692150337e-08
1883,1.2638677882037541e-09,2.401348808689363e-08
1884,6.601696966868076e-10,2.772712726084592e-08
1885,6.445635691854079e-10,2.127059772760731e-08
1886,5.162771099520569e-09,4.840097744818195e-08
1887,0.0,3.4603299781110763e-08
1888,0.0,4.56524276160053e-08
1889,1.2530273485467092e-09,2.8193115397812107e-08
1890,0.0,3.1461055982617836e-08
1891,6.374220040683554e-10,3.7607897240832244e-08
1892,0.0,4.011847920537548e-08
1893,1.2316833108982905e-09,5.788911394688512e-08
1894,0.0,3.465846631911518e-08
1895,6.6204757231957956e-09,4.213030280197927e-08
1896,2.948514543632541e-09,3.125425251937486e-08
1897,1.1653427112179315e-09,3.612562338162206e-08
1898,1.13167097914868e-09,4.187182511827814e-08
1899,8.844125432005967e-09,3.924580482816964e-08
1900,2.595526460424935e-09,4.464305547458025e-08
1901,0.0,2.9620316865930363e-08
1902,2.9461704187383475e-09,2.8479647085077886e-08
1903,5.400220270956879e-10,3.294134387488157e-08
1904,6.987012746151322e-09,3.6009989656804464e-08
1905,2.580379465655369e-09,3.044847929345451e-08
1906,5.144184522798412e-10,1.8519063615940468e-08
1907,2.5714217422034835e-09,2.674278576364486e-08
1908,5.40252820258047e-09,2.504808449543816e-08
1909,2.7504918342913243e-09,3.795678793494517e-08
1910,7.481810726517324e-09,3.90122991689168e-08
1911,2.6601871816467337e-09,2.926205766584644e-08
1912,6.251305251225858e-09,2.6047105805560022e-08
1913,1.590896969716482e-09,4.7726906871048413e-08
1914,6.696743715117748e-10,3.8171439342704616e-08
1915,1.1780761921542648e-09,3.652036184575991e-08
1916,6.592477230782379e-09,2.8567400889301098e-08
1917,3.289927441585405e-09,3.5092558192673096e-08
1918,1.1486376294556067e-09,4.5945505178224266e-08
1919,1.1970202606903513e-08,7.366278698128781e-09
1920,7.572231730534895e-10,4.316171953178127e-08
1921,3.0290989716519334e-09,2.196096815509918e-08
1922,0.0,5.82856891639949e-08
1923,0.0,3.078624999375279e-08
1924,2.578324886925998e-09,4.640984840875717e-08
1925,3.299453377181294e-09,4.179307566687385e-08
1926,0.0,2.7865345586519652e-08
1927,2.2298449753321847e-09,2.8987985345452216e-08
1928,0.0,3.1992914983902665e-08
1929,4.4561625500705304e-09,4.567566591617833e-08
1930,0.0,4.3064773080914165e-08
1931,1.1405356659111021e-09,3.877821086462063e-08
1932,2.1919073223131136e-09,3.3974561830518724e-08
1933,0.0,2.6382522833046096e-08
1934,2.3963160344919743e-09,1.677421224144382e-08
1935,5.98414207075848e-09,3.8298509252854274e-08
1936,1.2124714565686645e-09,2.7886843056990074e-08
1937,3.777335333410292e-09,3.651424407280501e-08
1938,2.5930428915188486e-09,4.019216603978748e-08
1939,9.176430282309411e-09,4.435274547631707e-08
1940,0.0,3.803674530900025e-08
1941,2.9515025978810172e-09,4.132103725851266e-08
1942,0.0,4.247896612241675e-08
1943,0.0,8.129058670647282e-08
1944,0.0,4.4984606262232774e-08
1945,2.178504043826024e-09,3.0499055725385915e-08
1946,5.568441707737293e-09,4.037120149291695e-08
1947,0.0,6.675687558299614e-08
1948,1.0871887834440486e-09,2.8266908813634473e-08
1949,1.9634016634739737e-09,3.7304630495782476e-08
1950,1.0635361480382244e-09,3.19060831088791e-08
1951,2.1322803522849654e-09,3.1984203729962246e-08
1952,1.0544803918932644e-09,3.057992969957013e-08
1953,3.232148326759443e-09,2.5857186614075545e-08
1954,7.818028890937967e-09,3.127211556375187e-08
1955,9.385607846468247e-10,3.0972504561077585e-08
1956,1.744228317335228e-09,2.52913103793162e-08
1957,8.835037701437898e-10,3.003912851795576e-08
1958,4.9633461784992505e-09,2.8125628048769613e-08
1959,7.750747599288843e-09,3.022791617013354e-08
1960,1.3841666701708277e-09,3.391208380776334e-08
1961,2.779263708063695e-09,2.570818935510033e-08
1962,2.5367825617905737e-09,2.980719671086263e-08
1963,1.939815863494232e-09,2.8450633848819962e-08
1964,7.300761772910391e-09,2.7377858202726202e-08
1965,2.73602163147757e-09,3.447387442179206e-08
1966,1.6617224263271169e-09,4.486650695412209e-08
1967,5.916402479044791e-09,2.267954357648705e-08
1968,1.7965663401398047e-09,3.233819256820425e-08
1969,1.3625273131978588e-09,3.3609008909252225e-08
1970,9.197450023812337e-10,4.598724956395017e-08
1971,1.0276794970565106e-09,3.648262136835001e-08
1972,1.0260293725750103e-09,2.667676390899487e-08
1973,2.7566018356850464e-09,3.6387145740945925e-08
1974,1.6876715580593782e-09,4.106667361725158e-08
1975,1.7134440533084216e-09,3.712462159910501e-08
1976,1.7140580066410394e-09,3.485251554025126e-08
1977,4.11374712072643e-09,2.4682483612537e-08
1978,2.3762365408686037e-09,2.5544542481270582e-08
1979,5.851973350345929e-10,3.5697038214266286e-08
1980,1.1370301367108482e-09,2.8425754194927322e-08
1981,3.1627747087981106e-09,3.415796712147312e-08
1982,0.0,4.407326770206055e-08
1983,2.5261264191556165e-09,4.104955309003344e-08
1984,5.799008495621649e-10,3.189454744756404e-08
1985,1.8046674155058895e-09,2.045289804186723e-08
1986,2.3977941854269602e-09,3.5367463624425e-08
1987,3.6664902225425067e-09,3.177624918748734e-08
1988,2.398621523624911e-09,4.257553243292023e-08
1989,0.0,4.170972900396919e-08
1990,5.44865097484859e-10,3.105731138930423e-08
1991,1.7584396161396398e-09,2.8721180100887977e-08
1992,4.958949695321735e-09,2.7549720726938176e-08
1993,3.877445031719162e-09,3.0465642453236796e-08
1994,5.274926606624319e-10,4.3781891889693725e-08
1995,0.0,3.036572593373421e-08
1996,1.067618438099771e-09,4.217092808289635e-08
1997,9.58978896292706e-10,2.5412941084823615e-08
1998,2.3840645013706308e-09,2.43174582692518e-08
1999,1.8280804647829996e-09,4.844413226123834e-08
2000,1.3254094488601709e-09,4.1087691471375365e-08
2001,1.3143635069212678e-09,3.855466346180947e-08
2002,4.81934359086722e-09,3.855474872693776e-08
2003,4.1669229178253886e-10,3.83356919542166e-08
2004,1.3214374039449694e-09,3.171449591832243e-08
2005,2.702249757291497e-09,4.3686370077011816e-08
2006,1.2353669198716943e-09,2.7589862838794943e-08
2007,2.3966877371606188e-09,1.9572949483404045e-08
2008,8.514879357157668e-10,2.6396126173722223e-08
2009,1.907277002999308e-09,2.7655516987579176e-08
2010,3.3066551718974324e-09,3.3066552163063534e-08
2011,2.6767803529281764e-09,3.6710130046913036e-08
2012,6.127654827992046e-09,4.4255283881966534e-08
2013,5.578249862026041e-09,3.653753921639691e-08
2014,4.114345752981308e-09,4.0060736949953935e-08
2015,5.098123256885856e-09,4.122830077335493e-08
2016,3.5212781579474495e-09,4.722655333466719e-08
2017,4.779661555431858e-09,5.3834082081039014e-08
2018,5.421080029321956e-09,3.846385254746565e-08
2019,7.397864543179367e-09,3.979540963428008e-08
