year,trois_DET ans_NOUN,trois_DET camps_NOUN
1939,2.0906966142320016e-05,1.988226561167039e-08
1940,2.1067284592390934e-05,4.81798743123818e-08
1941,2.1129806668795936e-05,5.017554371988808e-08
1942,2.195859110543097e-05,8.49579322448335e-08
1943,2.144039217455429e-05,4.645176421291808e-08
1944,2.175648410229769e-05,1.1888789153147172e-07
1945,2.2120530275060446e-05,4.1391576388605245e-08
1946,2.2322490394799388e-05,3.897909195416105e-08
1947,2.2332559410642716e-05,5.2451833765232436e-08
1948,2.2080804683355382e-05,1.7395020757149382e-08
1949,2.4222486786129593e-05,4.4176535984874477e-08
1950,2.2786261808960262e-05,4.041437340340792e-08
1951,2.2842054136162915e-05,2.2388943254902927e-08
1952,2.1641100829583593e-05,3.1634410646574906e-08
1953,2.1768518763565226e-05,3.663101466599983e-08
1954,2.1434103132378368e-05,2.247683239531284e-08
1955,2.1927595184934034e-05,2.7218263198847126e-08
1956,2.211071011970489e-05,2.529131082340541e-08
1957,2.1420548364403658e-05,3.622365413180617e-08
1958,2.2601422870138776e-05,2.233505791426893e-08
1959,2.264458544232184e-05,3.79786646576008e-08
1960,2.1691275833291e-05,3.0451666299669e-08
1961,2.222299212917278e-05,3.890969180186943e-08
1962,2.2427060230256757e-05,1.5220695370743442e-08
1963,2.2090624383963586e-05,3.0390449712314194e-08
1964,2.2542928491020575e-05,2.372747665013719e-08
1965,2.1709785301027296e-05,3.994591546430115e-08
1966,2.1010263935750118e-05,2.8249282024717104e-08
1967,2.188625296639657e-05,2.958201261726856e-08
1968,2.198817458065605e-05,3.638046830456432e-08
1969,2.206431292961497e-05,3.088395400530075e-08
1970,2.254478999930143e-05,2.2533753363251918e-08
1971,2.213673053574894e-05,3.5454942537427314e-08
1972,2.2983057874625956e-05,3.642404333703553e-08
1973,2.248119187697739e-05,4.686223054051197e-08
1974,2.3857486326051003e-05,3.48785449411082e-08
1975,2.4234380816778867e-05,3.5982326451744484e-08
1976,2.3469454731639416e-05,4.342280479630034e-08
1977,2.24357902425254e-05,3.290997740990065e-08
1978,2.2778008883506118e-05,3.504948820065579e-08
1979,2.1723696363551426e-05,3.920822155834003e-08
1980,2.14853218949429e-05,2.89942694298162e-08
1981,2.1374032144194643e-05,4.2381182119299865e-08
1982,2.168156379411812e-05,4.1590264232560514e-08
1983,2.2520416564475454e-05,3.789189761960188e-08
1984,2.4002676809686818e-05,3.07347454153728e-08
1985,2.4357596544177795e-05,3.789801406028914e-08
1986,2.3507974674430443e-05,3.0571876807883314e-08
1987,2.3487535941058013e-05,5.560843296947837e-08
1988,2.3617427359567955e-05,3.597932218823985e-08
1989,2.493528404556855e-05,4.061210545636129e-08
1990,2.4277009401885152e-05,6.26594847119577e-08
1991,2.3243054897648108e-05,5.5683919697457895e-08
1992,2.3078401454768027e-05,4.4079554895049e-08
1993,2.323420642369456e-05,4.874502490537225e-08
1994,2.415863696114684e-05,4.6946847742646014e-08
1995,2.363537896599155e-05,6.290043064183237e-08
1996,2.3839920118007285e-05,6.032044019832483e-08
1997,2.3756305495226115e-05,5.849771156363204e-08
1998,2.488343511686253e-05,5.8171175432164546e-08
1999,2.3606003765053174e-05,6.672494023973741e-08
2000,2.3897574692455237e-05,5.920162138295382e-08
2001,2.34429886631915e-05,4.863144975608691e-08
2002,2.281039201079693e-05,4.293597211102451e-08
2003,2.3260180682882492e-05,4.750292337263318e-08
2004,2.3878372530816705e-05,4.669078812469252e-08
2005,2.3451924221262743e-05,4.909086959159481e-08
2006,2.3848759155953303e-05,4.447321111378244e-08
2007,2.281766421674547e-05,4.7134857794617346e-08
2008,2.3765879859638517e-05,5.0237789928075927e-08
2009,2.2844409841127344e-05,5.197329944195417e-08
2010,2.3019516333988577e-05,4.582079315973431e-08
2011,2.1793580572193605e-05,4.1298896302777166e-08
2012,2.2037430767340993e-05,4.9702088666947475e-08
2013,2.248676253202575e-05,4.574165135551311e-08
2014,2.405809539141046e-05,4.872251602172639e-08
2015,2.3099153622752056e-05,3.9455041456193385e-08
2016,2.1769990212305856e-05,3.831979200619173e-08
2017,2.261559814087377e-05,4.1507586701072796e-08
2018,2.1504907977032417e-05,3.536609538556945e-08
2019,2.2133900984044885e-05,4.030560640799763e-08
