year,souliers_NOUN ouverts_ADJ,souliers_NOUN couverts_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,1.1189200677108602e-08
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,2.842877711017877e-09
1806,0.0,4.034336598124355e-08
1807,0.0,8.540865792383556e-09
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,2.5070767684098882e-09
1812,0.0,2.6672082320544632e-09
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,1.3486118000116676e-08
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,1.668964877410417e-08
1819,0.0,1.035105001712111e-09
1820,0.0,1.4239777357261119e-08
1821,0.0,0.0
1822,0.0,4.010246357211145e-09
1823,0.0,0.0
1824,0.0,5.894778887238772e-09
1825,8.805443041381977e-10,0.0
1826,0.0,3.5231937367541377e-09
1827,0.0,0.0
1828,0.0,1.7427371545863934e-08
1829,0.0,6.858540846366168e-09
1830,0.0,4.174734336004349e-09
1831,0.0,0.0
1832,0.0,1.3529969367098715e-09
1833,0.0,4.865124125785769e-08
1834,0.0,5.600718555598405e-09
1835,0.0,3.025235173481633e-09
1836,0.0,1.9490174807401672e-08
1837,0.0,1.0436836284100082e-08
1838,0.0,1.2624323808552163e-09
1839,6.9914751765765e-10,5.5931801412612e-09
1840,6.369688665408546e-10,1.4013314952876499e-08
1841,0.0,1.0272877659645019e-08
1842,0.0,1.8783142152756227e-08
1843,0.0,2.953455480181333e-09
1844,6.586273748609983e-09,3.841992946007622e-09
1845,1.1160455892778032e-09,6.696273757711424e-09
1846,1.1709002656346001e-09,9.952652035849496e-09
1847,1.6718992412734224e-08,1.1325769655456952e-08
1848,4.02261068899179e-09,2.494018680465615e-08
1849,2.513824481908955e-09,8.379414495607307e-09
1850,0.0,2.0366988096043315e-09
1851,0.0,3.2247193804124663e-09
1852,0.0,1.0416872697760482e-08
1853,0.0,1.1943863675867306e-09
1854,4.1565315633818045e-09,7.27393034694046e-09
1855,1.0613874223963649e-09,5.306937111981824e-10
1856,0.0,7.248064815001953e-09
1857,0.0,3.905207268672939e-09
1858,0.0,1.2723557318849998e-08
1859,0.0,5.601390462572908e-09
1860,0.0,7.323494255473406e-09
1861,0.0,1.6034276129062164e-08
1862,0.0,6.325180823552046e-09
1863,4.994620828036034e-10,1.9978483312144135e-09
1864,4.794727948009836e-10,3.835782358407869e-09
1865,0.0,9.88437331983505e-09
1866,0.0,1.9462451650298362e-09
1867,0.0,8.249779526181555e-09
1868,1.0373735648272486e-08,2.9639244392143382e-09
1869,4.883519366671862e-09,2.9301114867763545e-09
1870,1.7202146374017957e-09,6.307453670473251e-09
1871,0.0,0.0
1872,0.0,3.628403577593531e-09
1873,0.0,5.9860045809045914e-09
1874,0.0,2.9873046258899194e-09
1875,5.721527140956084e-10,5.721527251978387e-09
1876,0.0,6.04601479992084e-10
1877,3.0924081073635534e-09,1.6699003069220453e-08
1878,2.4156354694326865e-09,3.6234530931267273e-09
1879,1.221865053580018e-09,1.4662380642960215e-08
1880,1.2835692508872398e-09,5.776061406947974e-09
1881,3.4862537301449947e-09,6.2752567586699115e-09
1882,0.0,3.3276925659464496e-09
1883,2.5277355764075082e-09,1.3270612164717477e-08
1884,3.9610181801208455e-09,7.922036360241691e-09
1885,1.933690763067375e-09,3.2228177904158883e-09
1886,3.872078213618124e-09,7.744156427236248e-09
1887,1.3057849246322917e-09,7.1818169189441505e-09
1888,0.0,4.4384300679212174e-09
1889,1.8795409673089125e-09,5.012109394186837e-09
1890,6.554386478008212e-10,5.898947996740844e-09
1891,0.0,4.461953917456185e-09
1892,6.268512375839919e-10,4.387958441043338e-09
1893,0.0,3.695050043717174e-09
1894,1.8904617871129403e-09,6.301539290376468e-10
1895,4.213029924926559e-09,6.018614495673091e-10
1896,1.179405795248556e-09,3.5382172747233653e-09
1897,0.0,5.826713334045053e-09
1898,1.6975064687230201e-09,5.6583548957434e-10
1899,1.6582735185011188e-09,2.2110313580014918e-09
1900,0.0,4.671947717582725e-09
1901,0.0,5.588738916095792e-10
1902,9.820567692386817e-10,3.928227076954727e-09
1903,5.400220270956879e-10,5.400220270956879e-09
1904,5.374625189347171e-10,2.6873125946735854e-09
1905,1.0321518084666081e-09,0.0
1906,5.144184522798412e-10,8.745113966313056e-09
1907,0.0,1.1828539925318182e-08
1908,2.4556945366072114e-09,5.40252820258047e-09
1909,4.400786846048277e-09,5.5009836685826485e-09
1910,5.344150677544235e-10,2.137660271017694e-09
1911,0.0,1.0640748282497725e-09
1912,0.0,8.856016364688912e-09
1913,0.0,5.833288518886093e-09
1914,6.696743715117748e-10,4.68772043404897e-09
1915,0.0,5.890381071793627e-09
1916,0.0,2.197492410260793e-09
1917,2.1932848870420685e-09,3.289927441585405e-09
1918,3.44591288836682e-09,3.44591288836682e-09
1919,0.0,1.3811772170413406e-08
1920,3.028892692213958e-09,1.514446346106979e-09
1921,0.0,4.543648568500203e-09
1922,0.0,1.4755870969551665e-09
1923,0.0,1.0615948120573648e-09
1924,1.289162443462999e-09,2.578324886925998e-09
1925,1.0998177923937646e-09,7.698724324711748e-09
1926,0.0,5.57306911730393e-09
1927,5.574612327308159e-09,2.2298449309232637e-08
1928,1.1426041224282812e-09,4.570416489713125e-09
1929,0.0,7.798284684668033e-09
1930,0.0,2.100720708497761e-09
1931,0.0,4.5621426636444085e-09
1932,0.0,4.383814644626227e-09
1933,0.0,2.2941324395731044e-09
1934,5.990790086229936e-09,7.188948103475923e-09
1935,0.0,1.196828414151696e-09
1936,0.0,2.424942913137329e-09
1937,0.0,3.777335333410292e-09
1938,1.2965214457594243e-09,6.482607339819424e-09
1939,3.058810094103137e-09,6.117620188206274e-09
1940,0.0,2.028626333583361e-08
1941,0.0,1.1806010391524069e-08
1942,0.0,3.034211770724937e-09
1943,0.0,2.9032352077962287e-09
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,2.178504043826024e-09,8.714016175304096e-09
1946,0.0,5.568441707737293e-09
1947,0.0,5.960435700558264e-09
1948,1.0871887834440486e-09,2.174377566888097e-09
1949,0.0,7.853606653895895e-09
1950,0.0,6.381216888229346e-09
1951,0.0,2.1322803522849654e-09
1952,0.0,1.0544803918932644e-09
1953,0.0,5.386913581872932e-09
1954,0.0,3.9090144454689835e-09
1955,0.0,2.815682353940474e-09
1956,0.0,3.488456634670456e-09
1957,0.0,3.534015080575159e-09
1958,0.0,8.272243334772611e-09
1959,0.0,7.750747599288843e-09
1960,0.0,6.2287499602575735e-09
1961,0.0,1.3896318540318475e-09
1962,0.0,8.244543714397423e-09
1963,0.0,7.1126584622049904e-09
1964,2.4335873316516654e-09,1.8251904432275978e-09
1965,0.0,1.6416130677043839e-09
1966,0.0,2.215629901769489e-09
1967,0.0,2.465167847631733e-09
1968,0.0,3.5931326802796093e-09
1969,9.083515606356229e-10,3.1792304344691047e-09
1970,4.5987250119061684e-10,1.3796175313274261e-09
1971,0.0,4.624557625731995e-09
1972,0.0,3.0780880067027283e-09
1973,0.0,1.6539611902288698e-09
1974,5.625571675160757e-10,5.625571675160757e-10
1975,0.0,3.998036124386317e-09
1976,0.0,5.713526873840635e-10
1977,0.0,5.876781838942691e-10
1978,0.0,1.7821774056514528e-09
1979,0.0,1.1703946700691858e-09
1980,0.0,5.116635559687666e-09
1981,0.0,2.5302198114474095e-09
1982,0.0,6.207502289967692e-10
1983,1.89459470334441e-09,6.315316047889041e-10
1984,5.799008495621649e-10,2.3196033982486597e-09
1985,0.0,2.4062232206745193e-09
1986,0.0,1.7983456945813714e-09
1987,6.110816852533674e-10,4.888653482026939e-09
1988,0.0,1.1993107618124554e-09
1989,0.0,2.7440609784434855e-09
1990,5.44865097484859e-10,2.179460389939436e-09
1991,5.861465202094962e-10,1.7584396161396398e-09
1992,0.0,2.7549720282848966e-09
1993,0.0,2.2156829704300662e-09
1994,0.0,2.637463358823311e-09
1995,0.0,0.0
1996,0.0,1.6014276571496566e-09
1997,0.0,1.438468344439059e-09
1998,0.0,9.536258449571733e-10
1999,4.570201161957499e-10,0.0
2000,0.0,4.4180314962005696e-10
2001,4.3812117822561447e-10,8.762423564512289e-10
2002,2.1906108038649563e-09,2.1906108038649563e-09
2003,8.333845835650777e-10,0.0
2004,0.0,2.642874807889939e-09
2005,0.0,3.1526248278623825e-09
2006,4.1178899179428186e-10,2.4707338397433887e-09
2007,0.0,1.5977917877663117e-09
2008,4.257439678578834e-10,2.1287198670449925e-09
2009,4.76819250749827e-10,2.860915504498962e-09
2010,0.0,3.7790344187271785e-09
2011,3.82397197240536e-10,2.2943831279320648e-09
2012,3.404252713057332e-10,5.1063788752969685e-09
2013,2.789125042035323e-10,3.904775169871755e-09
2014,6.496335691608124e-10,3.897801192920269e-09
2015,1.329945265027277e-09,8.201329393386914e-09
2016,1.2428040818690533e-09,2.6927420293532123e-09
2017,2.515611330355938e-10,4.528100561174142e-09
2018,2.5814667070633845e-10,1.5488800242380307e-09
2019,0.0,4.846876677788714e-09
