year,quels_DET anneaux_NOUN,quels_DET canaux_NOUN
1975,1.1422960355389478e-09,2.056132863970106e-08
1976,1.7140580066410394e-09,2.3996813203197576e-08
1977,0.0,2.4094806150287695e-08
1978,4.158414057542359e-09,2.4356424432880885e-08
1979,5.851973350345929e-10,2.5163484851375983e-08
1980,5.685150683554241e-10,2.3309118191150446e-08
1981,0.0,3.9850960531495616e-08
1982,1.2415004579935385e-09,3.786576385778062e-08
1983,6.315316047889041e-10,2.273513821648976e-08
1984,0.0,3.76935567203418e-08
1985,6.015558051686298e-10,2.8874679092183442e-08
1986,1.7983456945813714e-09,2.6975183919919488e-08
1987,0.0,2.872083976201978e-08
1988,5.396898261622596e-09,2.1587593934668803e-08
1989,0.0,4.390497565509577e-08
1990,0.0,2.0704874259536155e-08
1991,0.0,3.04796188288492e-08
1992,1.1019888335184191e-09,2.6998726809779328e-08
1993,0.0,2.2156829260211452e-08
1994,0.0,3.4287022887546925e-08
1995,0.0,2.657000908179441e-08
1996,1.067618438099771e-09,2.6690461174538882e-08
1997,0.0,2.5412940307667498e-08
1998,0.0,2.3840645790862425e-08
1999,0.0,3.473352772065397e-08
2000,4.4180314962005696e-10,2.2531960297555997e-08
2001,4.3812117822561447e-10,2.2782301017931772e-08
2002,4.38122149670761e-10,3.680225901803169e-08
2003,4.1669229178253886e-10,3.333538212135778e-08
2004,0.0,2.3785873048964845e-08
2005,0.0,3.918262336810585e-08
2006,4.1178899179428186e-10,2.84134404893166e-08
2007,0.0,3.075749221981283e-08
2008,0.0,3.874270282366865e-08
2009,0.0,2.717869818091856e-08
2010,0.0,2.739799942474974e-08
2011,3.82397197240536e-10,3.6710130935091456e-08
2012,0.0,2.4851044777562947e-08
2013,2.789125042035323e-10,2.621777461797592e-08
2014,3.2481677347817595e-09,2.208754135146762e-08
2015,6.649726186358507e-10,2.327404269308886e-08
2016,6.21402013178951e-10,2.423467826417891e-08
2017,2.515611330355938e-10,2.3395185566599253e-08
2018,2.5814667070633845e-10,2.6589107582353222e-08
2019,7.65296326310505e-10,2.2703790403255653e-08
