year,quels_DET anneaux_NOUN,quels_DET canaux_NOUN
1800,3.458580977167003e-08,3.144164395507687e-08
1801,0.0,9.524730337773235e-09
1802,0.0,3.8043282302169246e-08
1803,3.900678446910888e-09,3.900678446910888e-09
1804,2.4718509461507665e-09,1.9774807569206132e-08
1805,0.0,8.528632911009026e-09
1806,0.0,2.881669125542885e-09
1807,0.0,1.7081731584767113e-08
1808,0.0,4.5321479902327155e-09
1809,0.0,2.710836710662079e-08
1810,0.0,1.6380887757350138e-08
1811,0.0,0.0
1812,0.0,2.400487453257938e-08
1813,0.0,5.751483289628823e-09
1814,0.0,0.0
1815,5.394447111228828e-09,2.697223555614414e-09
1816,0.0,0.0
1817,4.670620334934483e-09,0.0
1818,0.0,7.152706427149269e-09
1819,6.210630232317271e-09,1.5526575580793178e-08
1820,2.3732962262101864e-09,1.4239777357261119e-08
1821,1.97229765852569e-09,1.8736827200882544e-08
1822,1.0025615893027862e-09,7.017931125119503e-09
1823,0.0,9.882687224127551e-09
1824,0.0,6.736890156844311e-09
1825,8.805443041381977e-10,1.2327620702023978e-08
1826,0.0,8.807984341885344e-10
1827,4.608636583469661e-09,9.217273055917019e-10
1828,9.172301140836225e-09,1.8344602503717056e-09
1829,0.0,2.571952872898464e-09
1830,0.0,1.461157062010443e-08
1831,0.0,0.0
1832,0.0,1.352996914505411e-08
1833,2.3167257001688313e-09,2.4325620628928846e-08
1834,0.0,9.334531370086552e-09
1835,0.0,2.2689263801112247e-08
1836,1.3441500135158435e-09,6.048674894287842e-09
1837,0.0,7.653680134112051e-09
1838,0.0,9.468243078458727e-09
1839,0.0,7.690622361167243e-09
1840,6.369688665408546e-10,9.554533331179726e-09
1841,0.0,5.778493683550323e-09
1842,0.0,1.0062397137744483e-08
1843,0.0,1.1223130869097986e-08
1844,1.097712254427563e-09,6.586273748609983e-09
1845,5.580227946389016e-10,1.7298706134205588e-08
1846,0.0,1.4636253320432502e-08
1847,5.393223645455691e-10,2.6426796750911308e-08
1848,8.045221711050488e-10,6.43617736884039e-09
1849,1.6758829879393033e-09,2.513824481908955e-09
1850,6.788996032014438e-10,1.2899092460827433e-08
1851,0.0,8.384270167027807e-09
1852,3.906327261660181e-09,5.208436348880241e-09
1853,0.0,7.166318205520383e-09
1854,3.63696517347023e-09,5.7152309551611324e-09
1855,7.960405667972736e-09,3.714855978387277e-09
1856,6.73034605824796e-09,1.1389816534368435e-08
1857,6.8341128311999455e-09,7.322263684272912e-09
1858,7.340513752396305e-09,7.829881631948865e-09
1859,5.092173349652285e-10,5.092173349652285e-09
1860,2.288591982591015e-09,9.612086238064421e-09
1861,4.715963730639317e-10,9.903524222920623e-09
1862,0.0,1.7620147119146168e-08
1863,0.0,5.9935452156878455e-09
1864,4.794728170054441e-09,5.274200631788517e-09
1865,4.706844358715045e-10,1.2237795665726026e-08
1866,4.865612912574591e-10,1.216403244796993e-08
1867,4.85281148598915e-09,5.338092634588065e-09
1868,1.4819622196071691e-09,8.89177353968762e-09
1869,1.4650557433881772e-09,6.8369265804335555e-09
1870,1.1468097582678638e-09,3.4404292748035914e-09
1871,0.0,5.3105884134652115e-09
1872,1.8142017887967654e-09,2.0560953717385644e-08
1873,0.0,6.584604861359367e-09
1874,1.0156835372754358e-08,4.182226565063729e-09
1875,5.721527140956084e-10,4.577221879298321e-09
1876,1.209202959984168e-09,5.441413541973361e-09
1877,2.4739263970730008e-09,7.421779191219002e-09
1878,3.0195443923020093e-09,6.6429977074733415e-09
1879,4.887460214320072e-09,1.0385853066452455e-08
1880,1.2835692508872398e-09,6.417846254436199e-10
1881,0.0,1.1853263259808955e-08
1882,5.324308105514319e-09,5.324308105514319e-09
1883,0.0,2.5277355319985872e-08
1884,6.601696966868076e-10,1.2543224237049344e-08
1885,6.445635691854079e-10,5.80107206715752e-09
1886,1.936039106809062e-09,1.8069698626277386e-08
1887,0.0,7.1818169189441505e-09
1888,3.1703073499755874e-09,3.804368819970705e-09
1889,0.0,2.192797943223468e-08
1890,6.554386478008212e-10,3.9326319978272295e-09
1891,6.374220040683554e-10,5.736798147637501e-09
1892,6.268512375839919e-10,6.8953633913793055e-09
1893,0.0,1.6627724974682678e-08
1894,3.780923574225881e-09,6.301539290376468e-09
1895,4.213029924926559e-09,1.2037228769301578e-08
1896,0.0,3.5382172747233653e-09
1897,4.078699600285063e-09,0.0
1898,1.6975064687230201e-09,4.526684027617023e-09
1899,1.1055156790007459e-09,1.6582735185011188e-09
1900,5.191053142894475e-10,4.671947717582725e-09
1901,2.235495621949468e-09,8.941982265753268e-09
1902,1.4730852093691738e-09,5.892340837476695e-09
1903,5.400220270956879e-10,6.48026410310365e-09
1904,0.0,3.2247751136083025e-09
1905,1.0321518084666081e-09,7.2250627702885595e-09
1906,3.600929110447737e-09,3.600929110447737e-09
1907,2.057137349353866e-09,4.114274698707732e-09
1908,5.40252820258047e-09,1.3260750719723546e-08
1909,9.901770070541716e-09,2.2003934230241384e-09
1910,5.344150677544235e-10,1.6032452032632705e-09
1911,0.0,2.6601871816467337e-09
1912,3.646594803896619e-09,1.0418842455450772e-09
1913,0.0,7.42418571064718e-09
1914,6.696743715117748e-10,7.366418142140674e-09
1915,0.0,3.534228465440492e-09
1916,0.0,8.789969641043172e-09
1917,0.0,0.0
1918,1.378365155346728e-08,2.2972752589112133e-09
1919,0.0,1.6574126959767455e-08
1920,2.2716695191604686e-09,5.300562211374427e-09
1921,1.5145494858259667e-09,1.2116395886607734e-08
1922,7.377935484775833e-10,6.640141769764796e-09
1923,0.0,6.369568872344189e-09
1924,0.0,1.5469948877466777e-08
1925,0.0,3.299453377181294e-09
1926,0.0,1.1146138456652466e-09
1927,2.2298449753321847e-09,7.804457635707251e-09
1928,0.0,1.1426041224282812e-09
1929,8.912325100141061e-09,1.3368487650211591e-08
1930,0.0,1.1553964007759987e-08
1931,0.0,2.2810713318222042e-09
1932,0.0,1.0959536611565568e-09
1933,0.0,1.1470662197865522e-09
1934,3.5944740517379614e-09,5.990790086229936e-09
1935,0.0,4.787313656606784e-09
1936,2.424942913137329e-09,1.33371855781661e-08
1937,0.0,1.2591118148108649e-09
1938,2.5930428915188486e-09,6.482607339819424e-09
1939,1.5294050470515685e-09,3.058810094103137e-09
1940,0.0,5.0715658339584024e-09
1941,0.0,2.9515025978810172e-09
1942,0.0,6.068423541449874e-09
1943,0.0,5.806470415592457e-09
1944,0.0,6.4263723231761105e-09
1945,0.0,2.178504043826024e-09
1946,0.0,2.7842208538686464e-09
1947,0.0,3.5762612871081956e-09
1948,0.0,2.174377566888097e-09
1949,0.0,4.908504269707237e-09
1950,0.0,4.2541445921528975e-09
1951,0.0,5.330700769690111e-09
1952,1.0544803918932644e-09,4.2179215675730575e-09
1953,0.0,5.386913581872932e-09
1954,0.0,1.5636057781875934e-08
1955,1.8771215692936494e-09,3.754243138587299e-09
1956,2.616342476002842e-09,2.616342476002842e-09
1957,0.0,7.951533653738352e-09
1958,4.1361216673863055e-09,3.3088974338291166e-09
1959,0.0,7.750747710311146e-09
1960,1.3841666701708277e-09,1.7994166157109248e-08
1961,1.3896318540318475e-09,6.25334317660986e-09
1962,0.0,1.2049717224016376e-08
1963,6.466053248388448e-10,7.1126584622049904e-09
1964,0.0,1.1559539991878864e-08
1965,4.377634699181954e-09,7.11365660821528e-09
1966,3.323444963676536e-09,1.8832854498107565e-08
1967,4.930335584241163e-10,1.5284040200125304e-08
1968,8.982831700699023e-10,1.3923388997305608e-08
1969,4.5417578031781147e-10,1.816703121271246e-08
1970,2.2993624781975086e-09,1.8854771965948203e-08
1971,1.541519245584766e-09,1.952590988896219e-08
1972,0.0,1.744250005542014e-08
1973,7.1671648615989625e-09,1.4885650156948316e-08
1974,0.0,2.3627401424253236e-08
