year,villages_NOUN ouverts_ADJ,villages_NOUN couverts_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,4.475680270843441e-09,0.0
1803,1.950339223455444e-09,3.900678446910888e-09
1804,0.0,0.0
1805,3.980028751016107e-08,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,2.5070767684098882e-09,0.0
1812,3.467370746079723e-08,0.0
1813,0.0,0.0
1814,3.4613449884091096e-08,0.0
1815,2.697223555614414e-09,0.0
1816,1.3905623319487859e-08,0.0
1817,0.0,1.556873407970727e-09
1818,1.3113295338484932e-08,0.0
1819,7.24573512300708e-09,0.0
1820,1.1866481131050932e-09,0.0
1821,0.0,4.930744257336528e-09
1822,0.0,4.010246357211145e-09
1823,2.9648060007048116e-08,2.9648061783404955e-09
1824,3.536867154707579e-08,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,4.608636583469661e-09,0.0
1828,3.5771975603893225e-08,1.8344602503717056e-09
1829,1.714635211591542e-09,0.0
1830,1.0436835840010872e-09,0.0
1831,1.870944643656003e-08,7.795603274018958e-09
1832,6.088486514954639e-08,0.0
1833,8.108539617524002e-09,0.0
1834,1.120143711119681e-08,1.8669061851994684e-09
1835,3.6302822081779595e-08,7.563087933704082e-10
1836,1.0753200108126748e-08,0.0
1837,2.922314124020886e-08,6.957891152126194e-09
1838,1.5149188570262595e-08,1.8936485712828244e-09
1839,1.957613093850341e-08,0.0
1840,8.280594876453051e-09,1.9109065441114126e-09
1841,1.3483152372373297e-08,6.420548537278137e-10
1842,7.379091560011375e-09,0.0
1843,1.2995204023980023e-08,0.0
1844,9.330554107123135e-09,5.488561272137815e-10
1845,8.37034175305007e-09,1.674068439427856e-09
1846,1.4636253098387897e-08,1.7563503984519002e-09
1847,1.5101026207275936e-08,0.0
1848,1.448139919091318e-08,9.65426583121598e-09
1849,3.3517659758786067e-09,1.6758829879393033e-09
1850,1.3577992064028876e-09,0.0
1851,2.579775504329973e-09,0.0
1852,1.1718981340891332e-08,0.0
1853,5.3747388761848924e-09,0.0
1854,1.558699302961486e-08,5.195664454227256e-10
1855,3.1841622671890946e-09,0.0
1856,1.0354378465748937e-09,0.0
1857,1.0251168802710708e-08,0.0
1858,1.8106600663259087e-08,1.468102750479261e-09
1859,0.0,3.5645213447565993e-09
1860,2.5174511364411956e-08,0.0
1861,5.659156698811785e-09,4.715963730639317e-10
1862,9.939570055905733e-09,3.162590411776023e-09
1863,3.0467187883687075e-08,0.0
1864,1.2466292886870178e-08,1.9178911792039344e-09
1865,3.294791106611683e-09,0.0
1866,1.1190909532388105e-08,4.865612912574591e-10
1867,1.7955402498159856e-08,0.0
1868,4.44588676984381e-09,0.0
1869,7.325278605918584e-09,0.0
1870,2.2936195165357276e-08,5.734048791339319e-10
1871,3.18635318130589e-09,0.0
1872,8.4662747923403e-09,1.2094678591978436e-09
1873,1.7359413462259e-08,0.0
1874,2.0313670745508716e-08,0.0
1875,2.0597497041308088e-08,1.1443054281912168e-09
1876,1.1487427897804992e-08,6.04601479992084e-10
1877,3.0924081073635534e-08,0.0
1878,8.4547240319921e-09,0.0
1879,2.443730195977878e-08,0.0
1880,1.0268554007097919e-08,0.0
1881,1.6036766581351003e-08,0.0
1882,2.0631693686823382e-08,0.0
1883,1.516641390253426e-08,0.0
1884,1.1222884843675729e-08,0.0
1885,1.353583467533781e-08,0.0
1886,1.355227396970804e-08,1.936039106809062e-09
1887,1.1752064210668323e-08,0.0
1888,4.4384300679212174e-09,0.0
1889,1.3156786771162388e-08,5.012109394186837e-09
1890,2.3595791986963377e-08,0.0
1891,2.103492668936724e-08,1.9122659011827636e-09
1892,1.56712811616444e-08,0.0
1893,1.4780200174868696e-08,0.0
1894,1.5753848003896564e-08,0.0
1895,1.3842813118003505e-08,1.2037228991346183e-09
1896,1.533227589334274e-08,5.89702897624278e-10
1897,1.4566784223291052e-08,0.0
1898,2.4330926606808134e-08,0.0
1899,1.0502398950507086e-08,0.0
1900,2.803168719367477e-08,0.0
1901,3.017919070202879e-08,0.0
1902,1.5221880644844532e-08,0.0
1903,5.940242076007962e-09,1.6200660812870638e-09
1904,1.2361637935498493e-08,1.0749250378694342e-09
1905,9.805441791854719e-09,0.0
1906,8.745113966313056e-09,0.0
1907,1.0799970695529737e-08,5.142843373384665e-10
1908,1.9154416719402434e-08,4.911389073214423e-10
1909,1.2102163715610459e-08,1.6502950117569526e-09
1910,1.4429207162436342e-08,5.344150677544235e-10
1911,4.788336838146279e-09,0.0
1912,6.251305251225858e-09,5.209421227725386e-10
1913,5.833288518886093e-09,0.0
1914,2.0759905794420774e-08,0.0
1915,1.295883844676382e-08,0.0
1916,9.888715624128963e-09,0.0
1917,8.773139548168274e-09,0.0
1918,6.89182577673364e-09,0.0
1919,7.366278698128781e-09,0.0
1920,1.0601124422748853e-08,0.0
1921,3.0290989716519334e-09,0.0
1922,5.164555005876537e-09,0.0
1923,7.431163684401554e-09,0.0
1924,3.867487219366694e-09,0.0
1925,7.698724324711748e-09,2.1996355847875293e-09
1926,6.687683296036084e-09,2.229227691330493e-09
1927,7.804457524684949e-09,0.0
1928,0.0,0.0
1929,6.684243825105796e-09,3.342121912552898e-09
1930,3.1510811737689437e-09,2.100720708497761e-09
1931,2.2810713318222042e-09,0.0
1932,1.3151444377967891e-08,1.0959536611565568e-09
1933,4.588264879146209e-09,0.0
1934,2.3963160344919743e-09,0.0
1935,1.555876849579363e-08,0.0
1936,7.274828739411987e-09,0.0
1937,1.2591118148108649e-09,0.0
1938,2.074434313215079e-08,0.0
1939,1.070583532936098e-08,1.5294050470515685e-09
1940,1.5214697057785997e-08,0.0
1941,2.9515025978810172e-09,0.0
1942,9.102635090130207e-09,0.0
1943,1.7419411690866582e-08,0.0
1944,1.6065930807940276e-08,0.0
1945,2.178504043826024e-09,0.0
1946,2.7842208538686464e-09,0.0
1947,0.0,0.0
1948,2.174377566888097e-09,0.0
1949,7.853606653895895e-09,0.0
1950,9.571825110299415e-09,0.0
1951,6.396841278899501e-09,0.0
1952,3.1634410646574906e-09,0.0
1953,4.3095309543161875e-09,0.0
1954,2.9317608341017376e-09,0.0
1955,0.0,0.0
1956,2.616342476002842e-09,8.72114158667614e-10
1957,1.7670075402875796e-09,8.835037701437898e-10
1958,5.790570245522986e-09,0.0
1959,6.200598257066758e-09,0.0
1960,2.076250060767393e-09,0.0
1961,2.779263708063695e-09,0.0
1962,3.170978146727066e-09,3.170978146727066e-09
1963,7.759263453976928e-09,1.2932106496776896e-09
1964,1.520992043424485e-08,0.0
1965,1.3680108601477059e-08,0.0
1966,9.970334780007306e-09,0.0
1967,6.902469706915326e-09,1.4791006197611978e-09
1968,1.6169096284102125e-08,0.0
1969,1.3171097990039016e-08,0.0
1970,1.241655755990223e-08,0.0
1971,7.193756701440179e-09,2.0553589941130213e-09
1972,1.0773308467548759e-08,1.0260293725750103e-09
1973,5.513203671370093e-09,0.0
1974,1.406392957647995e-08,1.1251143350321513e-09
1975,1.9419033492340532e-08,0.0
1976,6.8562320265641574e-09,1.142705374768127e-09
1977,4.7014254711541525e-09,0.0
1978,5.940591130126904e-09,2.970295565063452e-09
1979,9.948355028654987e-09,0.0
1980,9.664756106531058e-09,0.0
1981,7.590659656386833e-09,0.0
1982,8.069752865935698e-09,0.0
1983,7.57837881337764e-09,0.0
1984,1.275781880138993e-08,0.0
1985,7.218669662023558e-09,0.0
1986,1.0790073723399018e-08,0.0
1987,7.944062296871834e-09,0.0
1988,7.795519785247507e-09,0.0
1989,7.134558721588746e-09,2.1952488715726304e-09
1990,5.993515905799995e-09,1.089730194969718e-09
1991,6.4476117778156095e-09,5.861465202094962e-10
1992,6.61193322315512e-09,1.1019888335184191e-09
1993,6.093128224193833e-09,5.539207426075166e-10
1994,6.329911705904578e-09,1.5824779264761446e-09
1995,7.0491861237087505e-09,2.7112254663563817e-09
1996,1.5480466686312866e-08,0.0
1997,9.58978896292706e-10,1.438468344439059e-09
1998,2.1456582288692516e-08,9.536258449571733e-10
1999,2.696418732739403e-08,2.7421207526856506e-09
2000,1.1486881668076876e-08,2.2090156370779823e-09
2001,6.133696661692056e-09,1.3143635069212678e-09
2002,7.448076377869484e-09,2.1906108038649563e-09
2003,7.083769126836614e-09,1.2500769308587678e-09
2004,1.1452457648886138e-08,4.404791253964646e-10
2005,9.457874483587148e-09,4.5037495954858286e-10
2006,4.117890028965121e-09,4.1178899179428186e-10
2007,5.592271090648637e-09,0.0
2008,3.8316958494988285e-09,8.514879357157668e-10
2009,5.245011536203492e-09,1.430457752249481e-09
2010,2.3618964561933353e-09,1.4171379625338432e-09
2011,1.911985902935953e-09,7.64794394481072e-10
2012,1.3617010852229328e-09,6.808505426114664e-10
2013,3.904775169871755e-09,2.789125042035323e-10
2014,1.7323561474213989e-09,2.1654451842767486e-10
2015,5.098123256885856e-09,1.329945265027277e-09
2016,3.314144070287739e-09,1.86420612280358e-09
2017,2.264050280587071e-09,2.515611330355938e-10
2018,3.0977600484760615e-09,7.744400121190154e-10
2019,2.806086474294034e-09,2.55098775436835e-10
