year,nouveaux_ADJ anneaux_NOUN,nouveaux_ADJ canots_NOUN
1873,1.1972009161809183e-08,2.3944017879529156e-09
1874,1.4936523129449597e-08,7.766991494406739e-09
1875,2.1741803024610817e-08,5.721527140956084e-10
1876,1.6928840551599933e-08,1.813804439976252e-09
1877,2.040989244278535e-08,1.2369631985365004e-09
1878,2.3552445327368332e-08,0.0
1879,1.7717043832021773e-08,6.109325489944695e-09
1880,4.941741593711413e-08,0.0
1881,6.554157039317943e-08,2.7890030285249168e-09
1882,2.7952617998039386e-08,2.6621540527571597e-09
1883,1.516641390253426e-08,1.8958017378167824e-09
1884,3.3668655419205606e-08,0.0
1885,3.222817923642651e-08,0.0
1886,6.195325141788999e-08,3.2267319927115068e-09
1887,1.6322312390570914e-08,0.0
1888,3.804368686743942e-08,0.0
1889,6.139833830243191e-08,3.132568426877924e-09
1890,2.0318598359381213e-08,5.243509182406569e-09
1891,2.804656840105224e-08,2.5496880162734215e-09
1892,2.820830591332424e-08,0.0
1893,1.6011883374744684e-08,2.463366621796581e-09
1894,1.1972924873759894e-08,0.0
1895,1.625025980445116e-08,0.0
1896,2.5946928161602045e-08,5.89702897624278e-10
1897,1.4566784223291052e-08,1.1653427112179315e-09
1898,2.319925584970406e-08,0.0
1899,2.266307141951529e-08,0.0
1900,1.8687791425442413e-08,5.191053142894475e-10
1901,1.2295225282343836e-08,5.588738916095792e-10
1902,1.4239823542538943e-08,0.0
1903,1.296052865029651e-08,0.0
1904,1.5048950530172078e-08,3.2247751136083025e-09
1905,9.28936660926638e-09,2.0643036169332163e-09
1906,8.230695236477459e-09,5.144184522798412e-10
1907,3.1371342856800766e-08,5.142843373384665e-10
1908,1.0313916831705683e-08,0.0
1909,5.5009836685826485e-09,1.1001967115120692e-09
1910,8.550641084070776e-09,1.068830135508847e-09
1911,6.916486494645824e-09,1.0640748282497725e-09
1912,1.1460726589973547e-08,3.646594803896619e-09
1913,6.363587878865928e-09,1.060597942803554e-09
1914,1.4063162190325329e-08,3.3483718020477227e-09
1915,0.0,0.0
1916,6.592477230782379e-09,0.0
1917,3.289927441585405e-09,3.289927441585405e-09
1918,1.378365155346728e-08,0.0
1919,3.1306683467846597e-08,0.0
1920,2.1959472462640406e-08,0.0
1921,1.438822039290244e-08,1.5145494858259667e-09
1922,6.640141769764796e-09,5.164555005876537e-09
1923,1.9108707505210987e-08,0.0
1924,7.734974438733389e-09,1.289162443462999e-09
1925,4.399271169575059e-09,2.1996355847875293e-09
1926,2.229227691330493e-09,1.1146138456652466e-09
1927,1.4493992672726108e-08,2.2298449753321847e-09
1928,1.3711249025050165e-08,2.2852082448565625e-09
1929,7.798284684668033e-09,1.1140406375176326e-09
1930,7.352522590764465e-09,1.0503603542488804e-09
1931,5.7026783295555106e-09,3.4216069977333063e-09
1932,5.4797681947604815e-09,0.0
1933,3.4411986593596566e-09,0.0
1934,7.188948103475923e-09,1.1981580172459871e-09
1935,1.4361940969820353e-08,1.196828414151696e-09
1936,1.4549657478823974e-08,1.2124714565686645e-09
1937,2.5182236296217297e-09,0.0
1938,5.186085783037697e-09,1.2965214457594243e-09
1939,4.588215141154706e-09,0.0
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,1.4757512545315876e-08,0.0
1942,3.034211770724937e-09,9.102635090130207e-09
1943,1.1612940831184915e-08,0.0
1944,9.639558484764166e-09,3.2131861615880553e-09
1945,1.742803190651898e-08,0.0
1946,9.744772988540262e-09,0.0
1947,1.4305045148432782e-08,3.5762612871081956e-09
1948,1.0871888278529696e-08,0.0
1949,6.8719057111366055e-09,0.0
1950,9.571825110299415e-09,0.0
1951,5.330700769690111e-09,2.1322803522849654e-09
1952,1.5817205323287453e-08,1.0544803918932644e-09
1953,1.0773827385790469e-09,0.0
1954,6.840775057526116e-09,9.772536113672459e-10
1955,9.385607846468247e-10,0.0
1956,4.360570571293465e-09,0.0
1957,3.534015080575159e-09,0.0
1958,1.4890038535497752e-08,1.6544486891589827e-09
1959,8.525822381422188e-09,7.750747821333448e-10
1960,1.3841666479663672e-08,0.0
1961,1.459113452284555e-08,1.3896318540318475e-09
1962,5.0735651235811474e-09,1.2683912808952869e-09
1963,7.759263898066138e-09,1.939815863494232e-09
1964,8.517555549758526e-09,0.0
1965,1.3680108601477059e-08,1.6416130677043839e-09
1966,6.6468897053084675e-09,1.6617224263271169e-09
1967,5.916402479044791e-09,9.860671168482327e-10
1968,1.7965663401398047e-09,1.3474247273492779e-09
1969,2.2708788183223305e-09,1.8167031212712459e-09
1970,2.2993625059530842e-09,4.5987250119061684e-10
1971,2.569198631618974e-09,1.0276794970565106e-09
1972,7.69522046084603e-09,0.0
1973,2.205281512956958e-09,0.0
1974,1.6876715580593782e-09,1.1251143350321513e-09
1975,5.140332159925265e-09,2.2845920710778955e-09
1976,6.8562320265641574e-09,0.0
1977,5.876781838942691e-10,0.0
1978,2.970295565063452e-09,2.3762365408686037e-09
1979,7.607565244427406e-09,1.7555920051037788e-09
1980,9.096241093686785e-09,2.8425752862659692e-09
1981,1.2651098835192442e-08,1.8976649140967083e-09
1982,6.2075020679230875e-09,6.207502289967692e-10
1983,1.89459470334441e-09,6.315316047889041e-10
1984,5.219107812592938e-09,1.1598016991243298e-09
1985,7.218669662023558e-09,1.2031116103372597e-09
1986,1.019062523255343e-08,5.994485463567401e-10
1987,3.6664902225425067e-09,1.2221633705067347e-09
1988,6.596209356501959e-09,1.1993107618124554e-09
1989,4.390497743145261e-09,2.7440609784434855e-09
1990,2.179460389939436e-09,0.0
1991,5.861465202094962e-10,2.344586080837985e-09
1992,5.509944167592096e-10,1.65298330578878e-09
1993,2.7696036575264316e-09,0.0
1994,1.0549853213248639e-09,1.0549853213248639e-09
1995,3.795715630694474e-09,1.0844901643380922e-09
1996,2.6690460952494277e-09,1.067618438099771e-09
1997,2.876936688878118e-09,2.3974471297094624e-09
1998,9.536258449571733e-10,9.536258449571733e-10
1999,2.285100553223174e-09,0.0
2000,2.2090156370779823e-09,0.0
2001,3.066848330846028e-09,4.3812117822561447e-10
2002,2.1906108038649563e-09,8.76244299341522e-10
2003,4.583615265119079e-09,5.000307723435071e-09
2004,1.3214374039449694e-09,2.2023955992267474e-09
2005,9.007499190971657e-10,0.0
2006,6.1768350434476815e-09,0.0
2007,1.5977918155218873e-09,7.988958938831558e-10
2008,2.554463751636149e-09,1.2772318758180745e-09
2009,4.76819250749827e-09,4.76819250749827e-10
2010,6.613310177261411e-09,4.723793023408973e-10
2011,2.2943831279320648e-09,1.911985902935953e-09
2012,5.7872298064864935e-09,1.3617010852229328e-09
2013,1.9523875849358774e-09,8.367375126105969e-10
2014,3.0316233551319627e-09,6.496335691608124e-10
2015,4.654808538617772e-09,2.2165753954528356e-10
2016,4.349814286541687e-09,1.0356699942093428e-09
2017,6.792150397672003e-09,5.031222660711876e-10
2018,1.5488800242380307e-09,2.5814667070633845e-10
2019,2.806086474294034e-09,2.55098775436835e-10
