year,wagons_NOUN ouverts_ADJ,wagons_NOUN couverts_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,2.8469551160981155e-09
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,0.0,0.0
1835,0.0,0.0
1836,0.0,0.0
1837,0.0,0.0
1838,0.0,1.2624323808552163e-09
1839,0.0,6.9914749545318955e-09
1840,0.0,1.0828470731194528e-08
1841,0.0,7.0626033910059505e-09
1842,0.0,1.1404050592744852e-08
1843,0.0,1.8902114762298083e-08
1844,0.0,2.195424508855126e-09
1845,7.254296385816872e-09,2.6227071903139887e-08
1846,0.0,7.025401815852206e-09
1847,5.393223645455691e-10,7.011190739092399e-09
1848,0.0,3.2180886289090438e-09
1849,0.0,0.0
1850,0.0,6.788996032014438e-10
1851,0.0,7.094382636907426e-09
1852,0.0,1.3021090872200602e-08
1853,0.0,5.3747386541402875e-09
1854,0.0,3.117398783558656e-09
1855,2.1227748447927297e-09,1.2736649068756378e-08
1856,0.0,8.283502495043393e-09
1857,0.0,2.440754598431738e-09
1858,0.0,1.468102750479261e-09
1859,5.092173349652285e-10,1.2221216039165483e-08
1860,0.0,8.238931314963338e-09
1861,4.715963730639317e-10,2.263662679524714e-08
1862,0.0,6.325180934574348e-09
1863,0.0,4.9946209945694875e-09
1864,2.3973640850272204e-09,9.589456340108882e-09
1865,4.706844358715045e-10,3.0123803673731686e-08
1866,0.0,6.811858022093276e-09
1867,9.7056229719783e-10,1.455843445796745e-08
1868,4.44588676984381e-09,7.55800719787203e-08
1869,3.906815315701806e-09,6.836926913500463e-09
1870,5.734048791339319e-10,2.3509599600401998e-08
1871,2.0180236370848093e-08,4.567106359765205e-08
1872,3.265563219834178e-08,8.284854546847242e-08
1873,2.9930022349411445e-09,3.831042894031356e-08
1874,6.572069888299836e-09,5.616132625618775e-08
1875,1.716458086775674e-09,1.8308887461682133e-08
1876,1.874264654588842e-08,4.897271832504657e-08
1877,1.8554447978047506e-09,4.762308236649915e-08
1878,7.850815331167382e-09,8.273551355131303e-08
1879,4.887460214320072e-09,6.536978325311082e-08
1880,8.984985200299889e-09,5.968596905603363e-08
1881,6.972507571312292e-10,3.3468034676964464e-08
1882,8.652000449416164e-09,1.1580370218311486e-07
1883,4.423537092179686e-09,3.159669414998234e-08
1884,1.0562715146988921e-08,3.6309335094131256e-08
1885,5.80107206715752e-09,3.351730470946279e-08
1886,1.7424353015993432e-08,6.066255942016596e-08
1887,2.676859051087277e-08,1.2796692239191998e-07
1888,6.340614788769017e-08,1.5471100311970076e-07
1889,5.6386229019267375e-09,5.074760789369748e-08
1890,1.4419650640196124e-08,1.291214082321801e-07
1891,1.9760081571007504e-08,1.2748439948140344e-07
1892,2.0686091062316336e-08,1.241165454857196e-07
1893,1.1085149742573464e-08,1.2008912086969303e-07
1894,8.192000855444803e-09,1.2792124692850848e-07
1895,2.7083765896662726e-08,1.2338159560698614e-07
1896,1.3563166589847242e-08,7.489227060730741e-08
1897,2.0393498112447617e-08,1.7305339738982184e-07
1898,1.0185038590293516e-08,2.891419370598669e-07
1899,9.949641111006713e-09,8.236091630919873e-08
1900,5.710158235139318e-09,1.043401702816027e-07
1901,6.706486921359556e-09,1.3692409783772064e-07
1902,1.3257766440233354e-08,1.0458904586840845e-07
1903,1.0800440541913758e-08,1.3500550544165435e-07
1904,1.4511488011237361e-08,8.760639058635888e-08
1905,1.5998352864698973e-08,2.079785854647298e-07
1906,1.594697174311932e-08,2.016520319614301e-07
1907,1.6457098794830927e-08,1.9131376660652677e-07
1908,1.8663278922304016e-08,1.1443536518385145e-07
1909,3.5206292992029375e-08,1.9913561111195577e-07
1910,9.085056262847502e-09,1.1543365818766915e-07
1911,5.3203743632934675e-09,1.2609286326181746e-07
1912,1.0418842677495377e-08,1.7607844249312166e-07
1913,9.015082902408267e-09,1.3098383977450112e-07
1914,6.696743604095445e-09,1.479980389906821e-07
1915,8.010918151057922e-08,2.450398528530684e-07
1916,2.5271162940043723e-08,1.900830901568895e-07
1917,3.070598708632133e-08,9.431125180814348e-08
1918,9.189101035644853e-09,6.432370636133555e-08
1919,1.1970202606903513e-08,8.37914184703692e-08
1920,1.514446346106979e-09,6.209229796994009e-08
1921,6.058197998815018e-09,7.572747762196741e-08
1922,5.902348387820666e-09,1.0845565046047057e-07
1923,5.307974060286824e-09,5.414133452674719e-08
1924,3.867487308184536e-08,4.2542360745301266e-08
1925,1.6497267552040284e-08,6.928852069876257e-08
1926,5.57306911730393e-09,1.917135810103332e-07
1927,8.919379901328739e-09,1.3156085953980323e-07
1928,6.8556245125250825e-09,1.9652790239632623e-07
1929,1.2254447234738564e-08,1.1474618588636076e-07
1930,1.9956846175617216e-08,7.562594372956255e-08
1931,3.193499864551086e-08,3.4786336833292353e-07
1932,2.301502632917618e-08,1.8740806995154458e-07
1933,8.02946331646126e-09,8.144169871826534e-08
1934,1.4377896206951846e-08,4.7926322466196325e-08
1935,2.393656828303392e-09,7.420336256558357e-08
1936,7.274828739411987e-09,5.698615890281644e-08
1937,0.0,8.310137811218254e-08
1938,5.186085783037697e-09,2.5152515337190096e-07
1939,9.176430282309411e-09,1.0399954586404192e-07
1940,1.2678914584896006e-08,6.085879133976846e-08
1941,1.1806010391524069e-08,4.7224042454274695e-08
1942,1.8205270180260413e-08,7.888950648293758e-08
1943,0.0,2.322588166236983e-08
1944,9.639558484764166e-09,4.498460803858961e-08
1945,2.178504043826024e-09,5.2284098384092204e-08
1946,2.5057987684817817e-08,1.3781893137831958e-07
1947,1.907339353124371e-08,1.12056187440146e-07
1948,2.174377566888097e-09,8.153916208897272e-08
1949,1.47255123650325e-08,1.8848655702896622e-07
1950,2.1270722960764488e-09,8.18922845091663e-08
1951,1.2793682557799002e-08,7.782822963875446e-08
1952,5.272402070488624e-09,5.588746065932071e-08
1953,6.464296653518886e-09,1.109704206303519e-07
1954,1.172704333640695e-08,2.834035384147171e-08
1955,1.8771215692936494e-09,8.916327143282388e-08
1956,1.744228317335228e-09,9.593255834161596e-08
1957,6.184526224473075e-09,8.835037879073582e-08
1958,4.136121722897457e-09,5.956015347585719e-08
1959,1.5501495642666896e-09,7.828255488284697e-08
1960,4.152499955001332e-09,5.3290416301976506e-08
1961,1.3896318540318475e-09,6.531269747256374e-08
1962,7.610347907416326e-09,7.102991261831448e-08
1963,3.2330267352165265e-09,4.138274034559686e-08
1964,3.0419841645645818e-09,5.536411140649733e-08
1965,3.283225968875314e-09,6.238129302005291e-08
1966,2.215629901769489e-09,2.1048483844765542e-08
1967,3.944268467392931e-09,5.078245535194981e-08
1968,4.4914158503495116e-10,3.997360120688853e-08
1969,4.995933444718048e-09,3.40631842732364e-08
1970,1.6555409848573177e-08,7.725857709139916e-08
1971,4.1107179882260425e-09,5.498085275945641e-08
1972,2.565073486948677e-09,4.001514497531389e-08
1973,2.205281512956958e-09,1.0530219185511669e-07
1974,7.875800567269664e-09,8.494613501497383e-08
1975,5.711480177694739e-09,5.1974468728843704e-08
1976,5.142174241967723e-09,4.913633222525249e-08
1977,1.7630346071939584e-09,1.1812331646154917e-07
1978,2.3762365408686037e-09,5.881185516365406e-08
1979,2.925986564150662e-09,7.314966987692628e-08
1980,5.68515062804309e-09,7.788656497531576e-08
1981,1.0753434587229549e-08,3.2892857104727113e-08
1982,3.1037510339615437e-09,4.655626628657927e-08
1983,9.47297440490047e-09,1.3388469832786853e-07
1984,1.739702604197646e-09,3.76935567203418e-08
1985,3.609334831011779e-09,3.368712564455478e-08
1986,5.395036861699509e-09,4.375974427262008e-08
1987,3.6664902225425067e-09,2.016569633500609e-08
1988,5.996553809062277e-10,2.6384837314985532e-08
1989,1.2073868793649467e-08,4.719785140494537e-08
1990,6.538381169818308e-09,2.669839016533615e-08
1991,8.792197858653594e-09,2.344586091940215e-08
1992,7.162927362358573e-09,2.4243754115360616e-08
1993,4.985286627956498e-09,4.819110321907516e-08
1994,5.274926495602017e-09,3.0594573541264936e-08
1995,4.337960657352369e-09,4.283736276811112e-08
1996,2.135236876199542e-09,2.6690460952494277e-08
1997,3.3564261370244708e-09,2.25360045069678e-08
1998,2.3840645013706308e-09,2.717833713639095e-08
1999,4.113180906983871e-09,2.1936964689217575e-08
2000,3.5344251969604557e-09,8.39425973175878e-09
2001,3.5049694258049158e-09,1.3581756691527502e-08
2002,4.381221607729913e-09,5.695587723675288e-09
2003,2.9168460979889232e-09,7.91715315529018e-09
2004,3.0833537945085254e-09,1.057149945360436e-08
2005,4.954124444012109e-09,1.1259373877692269e-08
2006,5.353256948836815e-09,1.2765458912156191e-08
2007,3.1955835755326234e-09,5.192823504529542e-09
2008,5.960415716543821e-09,4.6831836186811415e-09
2009,9.53638501499654e-10,4.76819250749827e-09
2010,1.8895172093635892e-09,7.558068837454357e-09
2011,4.206369030868018e-09,7.265546830836911e-09
2012,4.425528388196653e-09,6.46808034909796e-09
2013,7.2517249982695375e-09,5.857162754807632e-09
2014,7.145969149746634e-09,6.9294245896855955e-09
2015,3.32486305154589e-09,9.752931795503628e-09
2016,5.178350193091319e-09,6.421154274960372e-09
2017,5.7859059765519305e-09,5.534344982294215e-09
2018,4.130346731301415e-09,3.614053500911041e-09
2019,3.5713827450933877e-09,4.081580295967058e-09
