year,anciens_ADJ arts_NOUN,anciens_ADJ quarts_NOUN
1800,1.8864987794131594e-08,0.0
1801,4.7623651688866175e-09,0.0
1802,1.7902721083373763e-08,0.0
1803,0.0,0.0
1804,1.9774807569206132e-08,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,1.1330369531492579e-08,0.0
1809,0.0,1.8072244145628247e-08
1810,0.0,5.8503168531842675e-08
1811,0.0,0.0
1812,0.0,0.0
1813,2.8757416448144113e-09,0.0
1814,0.0,0.0
1815,5.1247248222807684e-08,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,8.344824387052086e-09,0.0
1819,1.035105001712111e-09,0.0
1820,0.0,0.0
1821,5.9168927535324656e-09,1.3806083387635226e-08
1822,4.010246357211145e-09,0.0
1823,0.0,0.0
1824,7.57900142644985e-09,0.0
1825,8.805443041381977e-10,8.805443041381977e-10
1826,1.7615968683770689e-09,0.0
1827,0.0,1.2904182611350734e-08
1828,9.172301140836225e-09,9.172301251858528e-10
1829,8.57317605795771e-10,0.0
1830,1.0436835840010872e-09,3.1310507520032616e-09
1831,1.5591206103948707e-09,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,0.0,0.0
1835,2.2689263801112247e-09,0.0
1836,6.048674894287842e-09,0.0
1837,0.0,0.0
1838,0.0,0.0
1839,0.0,6.9914751765765e-10
1840,2.5478754661634184e-09,0.0
1841,1.926164561183441e-09,6.420548537278137e-10
1842,1.8783142152756227e-08,0.0
1843,7.088293507706567e-09,0.0
1844,7.683985892015244e-09,1.6465684371524958e-09
1845,2.7901139176833567e-09,5.580227835366713e-09
1846,1.1709002656346001e-08,1.1709002656346001e-09
1847,5.393223645455691e-10,2.1572894581822766e-09
1848,5.63165514222419e-09,8.04522137798358e-09
1849,3.3517659758786067e-09,0.0
1850,2.0366988096043315e-09,0.0
1851,0.0,0.0
1852,0.0,0.0
1853,0.0,0.0
1854,6.754363734984281e-09,1.3508727469968562e-08
1855,0.0,0.0
1856,2.0708756931497874e-09,5.177189232874468e-10
1857,7.322263684272912e-09,1.4644527812635033e-09
1858,6.8511463169329545e-09,9.787352039936081e-10
1859,3.055304009791371e-09,0.0
1860,0.0,4.577183909670879e-10
1861,4.715963730639317e-10,9.431927461278633e-10
1862,1.400575744270327e-08,4.517986262886353e-10
1863,0.0,4.994620828036034e-10
1864,4.794727948009836e-10,4.315255264231155e-09
1865,1.882737743486018e-09,9.41368871743009e-10
1866,9.244664589402873e-09,0.0
1867,6.308654931785895e-09,1.94112459439566e-09
1868,3.457911734727759e-09,0.0
1869,3.4184632902167778e-09,0.0
1870,5.734048791339319e-10,1.1468097582678638e-09
1871,0.0,0.0
1872,7.861541084785983e-09,0.0
1873,1.4366410283628284e-08,0.0
1874,2.9873046258899194e-09,0.0
1875,4.577221601742565e-09,0.0
1876,1.6324240181830874e-08,0.0
1877,2.4739263970730008e-09,0.0
1878,5.435179750712393e-09,0.0
1879,1.221865053580018e-09,0.0
1880,3.2089231272180996e-09,1.9253538763308597e-09
