year,petits_ADJ arts_NOUN,petits_ADJ quarts_NOUN
1854,1.558699391779328e-09,3.63696517347023e-09
1855,9.552486801567284e-09,7.429711956774554e-09
1856,2.0708756931497874e-09,5.177189343896771e-09
1857,1.4644527812635033e-09,3.905207268672939e-09
1858,1.468102794888182e-08,1.468102794888182e-08
1859,0.0,2.036869339860914e-09
1860,4.57718396518203e-09,4.119465657481669e-09
1861,1.3676294763342867e-08,6.13075279431996e-09
1862,6.776979422085105e-09,9.035972858839614e-09
1863,8.990317823531768e-09,6.493007020935693e-09
1864,1.6302074357099627e-08,1.582260189536555e-08
1865,6.589582213223366e-09,1.1767110841276462e-08
1866,1.0704348518686402e-08,3.4059290943133647e-09
1867,4.464586567110018e-08,8.249779526181555e-09
1868,7.656804967837161e-08,2.9639244392143382e-09
1869,1.953407657850903e-09,9.767038733343725e-09
1870,1.3761716655125156e-08,3.4404292748035914e-09
1871,8.496941816815706e-09,4.248470908407853e-09
1872,7.861541084785983e-09,6.652073114565837e-09
1873,1.9155214303623325e-08,9.577607151811662e-09
1874,1.1351757756017378e-08,3.5847653734322193e-09
1875,1.1443054281912168e-09,1.0870901512305409e-08
1876,4.836811839936672e-09,5.441413541973361e-09
1877,3.710889595609501e-09,4.329371083855449e-09
1878,3.0195443923020093e-09,1.0266450800600069e-08
1879,8.55305515301552e-09,4.27652757650776e-09
1880,3.8507077526617195e-09,5.134277003548959e-09
1881,6.2752567586699115e-09,9.064259565150223e-09
1882,3.3276925659464496e-09,1.1979693681496428e-08
1883,1.2638677882037541e-09,5.687405213450347e-09
1884,6.601696966868076e-10,9.242375753615306e-09
1885,4.511945095320158e-09,1.2891271383708158e-09
1886,5.808117320427186e-09,2.19417763958063e-08
1887,6.528924567650307e-09,3.9173548849191775e-09
1888,2.1558090423923204e-08,3.804368819970705e-09
1889,1.9421923624918236e-08,5.6386229019267375e-09
1890,7.865263829121005e-09,3.9326319978272295e-09
1891,9.561330172047633e-09,2.5496880162734215e-09
1892,1.2537024751679837e-09,5.641661360300532e-09
1893,1.2932674486876294e-08,7.390100087434348e-09
1894,5.041231432301174e-09,1.5123694296903523e-08
1895,6.018614495673091e-09,1.444467478961542e-08
1896,5.89702897624278e-10,1.47425724961181e-08
1897,4.078699600285063e-09,1.2818770045441852e-08
1898,7.355861253444118e-09,5.092519295146758e-09
1899,4.9748205555033564e-09,6.080336234504102e-09
1900,3.633737311048435e-09,8.824790675987515e-09
1901,3.353243460679778e-09,0.0
1902,9.329539640834383e-09,6.874397495693074e-09
1903,8.100330628479924e-09,1.6200660812870638e-09
1904,5.374625189347171e-09,2.6873125946735854e-09
1905,8.773290538499623e-09,9.28936660926638e-09
1906,1.0802787109298606e-08,1.286046086290682e-08
1907,2.5714216866923323e-09,4.114274698707732e-09
1908,9.822778146428846e-10,5.893666887857307e-09
1909,3.300590023513905e-09,4.400786846048277e-09
1910,3.206490406526541e-09,9.085056262847502e-09
1911,1.0640748282497725e-09,5.3203743632934675e-09
1912,1.5628263128064646e-09,6.251305251225858e-09
1913,3.181793939432964e-09,3.181793939432964e-09
1914,2.0090231700464756e-09,5.357394972094198e-09
1915,3.534228465440492e-09,3.534228465440492e-09
1916,1.0987462051303964e-09,0.0
1917,0.0,1.0966424435210342e-09
1918,3.44591288836682e-09,1.1486376294556067e-09
1919,1.8415696745321952e-09,1.3811772170413406e-08
1920,5.300562211374427e-09,4.543339038320937e-09
1921,1.5145494858259667e-09,7.572747429129834e-10
1922,5.902348387820666e-09,2.951174193910333e-09
1923,0.0,7.431163684401554e-09
1924,0.0,3.867487219366694e-09
1925,5.499089184013428e-09,4.399271169575059e-09
1926,4.458455382660986e-09,6.687683296036084e-09
1927,5.574612327308159e-09,4.4596899506643695e-09
1928,1.3711249025050165e-08,2.2852082448565625e-09
1929,1.1140406375176326e-09,1.5596569369336066e-08
1930,2.100720708497761e-09,2.100720708497761e-09
1931,2.2810713318222042e-09,1.0264820993199919e-08
1932,5.4797681947604815e-09,7.6716757391182e-09
1933,0.0,2.2941324395731044e-09
1934,2.3963160344919743e-09,1.1981580172459871e-09
1935,0.0,5.98414207075848e-09
1936,1.2124714565686645e-09,1.2124714565686645e-09
1937,3.777335333410292e-09,1.0072894518486919e-08
1938,1.2965214457594243e-09,0.0
1939,1.5294050470515685e-09,3.058810094103137e-09
1940,5.0715658339584024e-09,7.607348528892999e-09
1941,2.9515025978810172e-09,8.854508237732261e-09
1942,1.517105907566929e-08,9.102635090130207e-09
1943,2.9032352077962287e-09,8.709705845433291e-09
1944,6.4263723231761105e-09,1.6065930807940276e-08
1945,0.0,1.5249527862692958e-08
1946,0.0,1.3921104269343232e-09
1947,2.3841741914054637e-09,1.1920870957027319e-09
1948,1.0871887834440486e-09,0.0
1949,9.817008317369869e-10,9.817008317369869e-10
1950,0.0,4.2541445921528975e-09
1951,0.0,9.595261474260042e-09
1952,0.0,6.326882129314981e-09
1953,4.3095309543161875e-09,4.3095309543161875e-09
1954,1.9545072227344917e-09,5.863521668203475e-09
1955,0.0,9.385607846468247e-10
1956,3.488456634670456e-09,3.488456634670456e-09
1957,1.7670075402875796e-09,8.835037701437898e-10
1958,8.272243445794913e-10,6.617794756635931e-09
1959,0.0,6.975672928177801e-09
1960,6.920833350854139e-10,6.2287499602575735e-09
1961,0.0,1.3896318540318475e-09
1962,5.707760764028791e-09,8.244543714397423e-09
1963,1.2932106496776896e-09,3.879631726988464e-09
1964,0.0,3.6503808864551957e-09
1965,1.0944086747954884e-09,2.188817349590977e-09
1966,3.877352328096606e-09,7.754704434148607e-09
1967,1.972134178185314e-09,2.9582012395223956e-09
1968,4.491415683816058e-09,2.6948494546985557e-09
1969,2.7250546263957176e-09,3.6334062425424918e-09
1970,0.0,1.8394900047624674e-09
1971,1.541519245584766e-09,3.5968783507200897e-09
1972,3.5911027485013847e-09,1.5390440033513642e-09
1973,2.205281512956958e-09,6.064523994098181e-09
1974,1.6876715580593782e-09,3.3753431161187564e-09
1975,0.0,5.140332159925265e-09
1976,1.7140580066410394e-09,2.856763492431469e-09
1977,1.7630346071939584e-09,2.938390863960194e-09
1978,4.158414057542359e-09,2.3762365408686037e-09
1979,1.7555920051037788e-09,0.0
1980,2.8425752862659692e-09,2.8425752862659692e-09
1981,1.2651099057237047e-09,6.958104314946922e-09
1982,3.103751144983846e-09,5.586751949948621e-09
1983,1.2630632095778083e-09,6.315316269933646e-09
1984,5.799008495621649e-10,2.3196033982486597e-09
1985,0.0,7.218669662023558e-09
1986,2.3977941854269602e-09,4.7955883708539204e-09
1987,6.110816852533674e-10,1.8332451112712533e-09
1988,1.798966087207532e-09,4.797243047249822e-09
1989,1.0976244357863152e-09,4.939309850016116e-09
1990,1.089730194969718e-09,4.358920779878872e-09
1991,2.344586080837985e-09,6.4476117778156095e-09
1992,5.509944167592096e-10,3.30596661157756e-09
1993,0.0,2.7696036575264316e-09
1994,1.5824779264761446e-09,5.274926606624319e-10
1995,3.253470381991974e-09,5.4224509327127635e-09
1996,0.0,4.270473752399084e-09
1997,4.79489448146353e-10,2.3974471297094624e-09
1998,1.43043876743576e-09,6.198567881199324e-09
1999,2.285100553223174e-09,3.656160929565999e-09
2000,4.4180314962005696e-10,1.3254094488601709e-09
2001,1.3143635069212678e-09,1.7524847129024579e-09
2002,1.3143663935011318e-09,2.6287327870022636e-09
2003,2.083461403401543e-09,4.583615265119079e-09
2004,2.642874807889939e-09,3.9643119897903034e-09
2005,9.007499190971657e-10,6.7556245042510454e-09
2006,2.0589450144825605e-09,4.941468012553685e-09
2007,1.5977918155218873e-09,5.991719398412698e-09
2008,8.514879357157668e-10,6.3861593790903726e-09
2009,9.53638501499654e-10,5.721830786953319e-09
2010,2.3618964561933353e-09,2.1257068327784623e-08
2011,0.0,7.265546608792306e-09
2012,1.0212758139171996e-09,1.3617011296318537e-08
2013,2.2313000891394097e-09,8.64628757479835e-09
2014,8.661780875884872e-10,7.795602663396295e-09
2015,1.9949178975409154e-09,9.97458915463767e-09
2016,3.314143987021012e-09,7.663958356829426e-09
2017,0.0,7.295272941298947e-09
2018,2.323320036357046e-09,9.035133752277602e-09
2019,2.55098775436835e-10,1.02039510174734e-08
