year,ses_DET anneaux_NOUN,ses_DET canots_NOUN
1800,3.6472307485269084e-07,1.1004575828366114e-07
1801,3.0241018578180956e-07,1.4287095950749062e-08
1802,3.5581658153205353e-07,1.2308120744819462e-07
1803,7.723343458110321e-07,4.290746247193056e-08
1804,2.9909395493632474e-07,7.168367943677367e-08
1805,4.1221727542506414e-07,5.685755510853596e-08
1806,2.0171684411707247e-07,5.4751712497136396e-08
1807,1.366538526781369e-07,1.679703558465917e-07
1808,2.1980917441766223e-07,4.758755522971114e-08
1809,3.6596293284674175e-07,9.036122250449807e-08
1810,1.0296557917399696e-07,5.8503168531842675e-08
1811,1.830166027616542e-07,2.0056614147279106e-08
1812,1.3069320914382843e-07,5.3344166417446104e-08
1813,1.552900528167811e-07,1.4953856464217097e-07
1814,2.6746755166229264e-07,1.5733386149463513e-08
1815,1.1867783866748027e-07,1.3486118000116676e-08
1816,4.194862963657897e-07,9.502176112619054e-08
1817,4.032302172163327e-07,1.8682481339737933e-08
1818,2.0742848505506117e-07,3.099506074022429e-08
1819,1.3352854577597384e-07,9.108924103884419e-08
1820,7.238553756394595e-08,1.2578469466006936e-07
1821,1.7849294109417713e-07,4.7335142028259725e-08
1822,1.954995099140433e-07,6.917674966189225e-08
1823,1.1266262855968989e-07,8.20263039713609e-08
1824,2.0210670914622142e-07,3.536867421161105e-08
1825,1.8227267073456233e-07,4.9310479255382234e-08
1826,1.9641805737435902e-07,2.9947145208097936e-08
1827,2.4333601444936903e-07,5.622536392024813e-08
1828,1.7885986736132509e-07,3.118582370120748e-08
1829,1.748927964673186e-07,4.4580517055692326e-08
1830,2.442219582121652e-07,5.114049561605327e-08
1831,2.3854545871948574e-07,5.9246584527272717e-08
1832,4.776079087775997e-07,7.71208219507713e-08
1833,2.791654349909578e-07,1.5522061858064262e-07
1834,2.7350174924833937e-07,7.280933922437782e-08
1835,2.730274744067174e-07,1.202530981458949e-07
1836,2.7219039111514576e-07,4.906147416106066e-08
1837,2.2056513948598422e-07,9.949783663643075e-08
1838,2.0640769737845233e-07,4.229148586887277e-08
1839,1.6639710809229769e-07,7.131304990970477e-08
1840,2.484178533990189e-07,4.33138822586443e-08
1841,2.1316220788492046e-07,4.044945489667384e-08
1842,1.7106076333206488e-07,6.439934452373564e-08
1843,2.2741607730303315e-07,4.430183153658618e-08
1844,1.8002480528522824e-07,2.5247381074677833e-08
1845,1.8582159616586935e-07,1.6182660544927785e-08
1846,2.4413270560685874e-07,7.142491798006745e-08
1847,1.6880789477369262e-07,4.422443566909351e-08
1848,1.6975418359876926e-07,4.9075852937008335e-08
1849,1.8937478474256864e-07,1.8434713311421547e-08
1850,2.3150476380351392e-07,4.8880771430503955e-08
1851,1.954179964513969e-07,7.739326690625603e-08
1852,5.377710650122935e-07,4.362065397778281e-08
1853,2.0483726359543653e-07,4.120633079196523e-08
1854,1.8756348252324528e-07,3.896748168585873e-08
1855,1.777823932513911e-07,5.200798369742188e-08
1856,2.0553441415493978e-07,3.831119954611495e-08
1857,2.543266277577061e-07,3.026535561057031e-08
1858,2.2266225530032102e-07,6.557525983330592e-08
1859,2.61228492393073e-07,6.772590399606315e-08
1860,3.0529817252045177e-07,4.211009238530572e-08
1861,2.145763522420907e-07,2.452301206545826e-08
1862,2.2815829980871172e-07,4.789065502497358e-08
1863,1.743122703956601e-07,2.3974180862751382e-08
1864,1.9754278635097933e-07,4.075518655888288e-08
1865,1.7132913576745068e-07,2.2122168596983016e-08
1866,2.1943913930400072e-07,3.259960479340407e-08
1867,2.654488007181044e-07,5.241036404868282e-08
1868,1.936430620297358e-07,6.76762720308588e-08
1869,2.436875983224951e-07,2.9789466449159363e-08
1870,1.7316827793933953e-07,5.217984311300938e-08
1871,1.4657224145508962e-07,5.6292238648225634e-08
1872,1.983527262439111e-07,3.930770520188531e-08
1873,2.1130595673213293e-07,3.352162636360845e-08
1874,2.5093357169936326e-07,3.8834959414923986e-08
1875,1.7908379845721356e-07,3.1468399441791917e-08
1876,2.0979670978249487e-07,6.227394910851558e-08
1877,2.22653381953819e-07,4.020130461857008e-08
1878,1.696983971122279e-07,8.213160263004227e-08
1879,2.462058112939758e-07,1.0324759358582014e-07
1880,2.2526640641729045e-07,5.455169316270769e-08
1881,2.6565252486676627e-07,6.275256936305595e-08
1882,2.1896217239358862e-07,3.3942464616742996e-08
1883,1.9842724974239445e-07,7.267239815478277e-08
1884,2.6076701953314796e-07,6.865764579089273e-08
1885,2.5847000184597846e-07,6.316722972465882e-08
1886,2.671734025128103e-07,4.452889917905267e-08
1887,1.9325616840148996e-07,6.00661058669516e-08
1888,1.6866034968643362e-07,5.896771693159053e-08
1889,2.0674951528576457e-07,3.884384636165805e-08
1890,1.795901845014214e-07,4.063719727387394e-08
1891,1.8995175343761161e-07,2.868398973898678e-08
1892,2.3005440574763725e-07,4.889439586541755e-08
1893,1.866000192141115e-07,6.466337509891673e-08
1894,2.1677295025668286e-07,3.402831283416674e-08
1895,2.0403103828670055e-07,9.088108043897591e-08
1896,2.0226809560597303e-07,2.122930492509667e-08
1897,1.9577757282007724e-07,3.379493740407469e-08
1898,1.952132435700804e-07,4.187182700565728e-08
1899,1.6251079948403913e-07,3.150719685152126e-08
1900,1.2510437463753021e-07,3.218453059616877e-08
1901,1.7939852314796667e-07,4.13566674795085e-08
1902,1.5074571080297972e-07,2.3569362295194907e-08
1903,1.7280704911470934e-07,3.294134431897078e-08
1904,1.4618980159752937e-07,3.654745128756076e-08
1905,1.837230259593703e-07,2.167518786677647e-08
1906,1.388929854462262e-07,2.1605574218597212e-08
1907,1.270282332654915e-07,2.7257069490360664e-08
1908,1.1247080999865489e-07,2.406580690283988e-08
1909,1.9638511505881695e-07,1.9253443006572724e-08
1910,1.4536089221195425e-07,1.6566866989364826e-08
1911,1.6759178489422766e-07,1.489704781754142e-08
1912,1.578454660311479e-07,2.1358626312029116e-08
1913,2.0363480990326366e-07,3.44694331411155e-08
1914,1.2656845171932218e-07,4.955590426902745e-08
1915,1.2134185201073677e-07,7.421879988367408e-08
1916,1.1756584528122005e-07,5.493730981243061e-08
1917,1.0198774946790223e-07,2.9609345419956412e-08
1918,1.4357970012923715e-07,2.756730310693456e-08
1919,1.1878124706043991e-07,3.867296449744373e-08
1920,1.0828291463482742e-07,2.0445025672444217e-08
1921,1.688722619519467e-07,1.3630945761011759e-08
1922,1.741192794391111e-07,1.696925089333945e-08
1923,1.69855171261446e-07,1.4862327368803108e-08
1924,1.70169449198454e-07,1.4180787100137593e-08
1925,1.5067503222887524e-07,2.3096174528447477e-08
1926,1.627336261300627e-07,1.2260752413340015e-08
1927,1.4382500090892592e-07,4.348197812920063e-08
1928,1.7481842595756802e-07,4.2276351086556474e-08
1929,1.5373760220427357e-07,3.11931371843599e-08
1930,1.438993717517434e-07,1.7856125467119455e-08
1931,1.2431838758431013e-07,3.193499864551086e-08
1932,9.863582850488939e-08,2.4110979879310435e-08
1933,1.3650088703798247e-07,3.441198770381959e-08
1934,1.0543790551764687e-07,3.4746584276490466e-08
1935,1.4122575908714907e-07,2.992070946561398e-08
1936,1.5883375947822742e-07,2.3036958118893835e-08
1937,1.6242542244526703e-07,4.2809801703569406e-08
1938,1.2705910634736028e-07,2.4633906803295247e-08
1939,1.2235239843505497e-07,1.988226649984881e-08
1940,1.1918179665393325e-07,2.5357829613881222e-08
1941,3.0105325565799035e-07,4.7224041566096275e-08
1942,1.1833425617169269e-07,5.4615812983271894e-08
1943,1.5387146867773538e-07,6.096793869758699e-08
1944,1.1888788797875804e-07,3.213186161588055e-08
1945,1.503167763594604e-07,4.1391576388605245e-08
1946,1.4060314867947454e-07,2.5057987684817817e-08
1947,1.060957497411863e-07,1.7881307101674793e-08
1948,1.315498394660608e-07,1.5220643190261285e-08
1949,1.158407003654105e-07,1.079870937115146e-08
1950,1.1805251465268896e-07,3.08425480710639e-08
1951,1.3113524577335056e-07,2.3455083209000804e-08
1952,1.1177492131864142e-07,2.3198569065741026e-08
1953,1.0773827541221692e-07,9.69644453618912e-09
1954,1.280202230891092e-07,1.856781906006688e-08
1955,1.4923116520293433e-07,9.385607846468247e-09
1956,1.0639792802358272e-07,1.6570168570595456e-08
1957,1.1220498175035232e-07,1.590306802912167e-08
1958,1.1498418484023887e-07,1.5717262880077243e-08
1959,1.2633718426968699e-07,1.0851047171911432e-08
1960,1.1696208601641445e-07,7.61291657491725e-09
1961,1.1256017939942353e-07,2.2234108942864594e-08
1962,9.44951494830093e-08,2.1562652552375994e-08
1963,1.3578711888229122e-07,1.5518526907953856e-08
1964,1.2898013102002892e-07,2.372747665013719e-08
1965,1.198377526101524e-07,1.8604947471523303e-08
1966,9.084082563948215e-08,1.0524242255449678e-08
1967,1.2621658429523563e-07,1.9228309611207806e-08
1968,1.3025105505271029e-07,2.0660513300185812e-08
1969,1.1172724545538415e-07,1.9075383467237472e-08
1970,1.1542799494002054e-07,1.0577067943717822e-08
1971,1.4387512825564386e-07,8.73527572498034e-09
1972,1.0516800719173602e-07,1.539044036658055e-08
1973,1.1798256038808574e-07,7.16716475057666e-09
1974,8.888403529860867e-08,2.1377173142766992e-08
1975,8.110301674690845e-08,9.138368284311582e-09
1976,9.427319147548019e-08,1.428381679602353e-08
1977,7.463512974315023e-08,9.990529292736028e-09
1978,1.0752470680497339e-07,5.346532105932056e-09
1979,1.1469867899904784e-07,5.851973128301324e-09
1980,9.380498783295721e-08,1.762396639737318e-08
1981,1.0879945189223861e-07,1.3283654287654656e-08
1982,1.1483879092111238e-07,1.4898005495922462e-08
1983,9.40982083363906e-08,8.209910973278056e-09
1984,9.626354380287694e-08,1.0438215014563212e-08
1985,7.880381114322432e-08,1.2031116436439504e-08
1986,1.4146985283236546e-07,1.4986213270340443e-08
1987,8.982900895349033e-08,1.0388388815840699e-08
1988,1.007421059906477e-07,1.139345240375178e-08
1989,1.0976244169125238e-07,1.5366741878963808e-08
1990,1.0461410188122855e-07,1.1987031922622293e-08
1991,9.905876208193831e-08,1.6998249918742658e-08
1992,1.0579092957208047e-07,1.2672871640972971e-08
1993,9.472044881775332e-08,6.647049133334804e-09
1994,9.178372528673151e-08,1.160483886764041e-08
1995,1.0682228168690244e-07,7.591431483433553e-09
1996,8.754471170213662e-08,2.028474987980644e-08
1997,9.20619709354753e-08,1.7741109914481967e-08
1998,7.91509461306461e-08,9.536258005482523e-09
1999,7.815044061887377e-08,9.140402212892695e-09
2000,6.759588355720325e-08,4.859834756842929e-09
2001,8.455738614854269e-08,6.133696661692056e-09
2002,1.1172114555701995e-07,1.4896152755738967e-08
2003,8.875545953745956e-08,8.333845613606172e-09
2004,9.82268478222359e-08,1.0571498704203819e-08
2005,9.007499457425183e-08,1.6663873836364473e-08
2006,1.2024238338348425e-07,8.64756888319107e-09
2007,8.348462188223493e-08,9.18730247434496e-09
2008,1.026042933949256e-07,9.366367237362283e-09
2009,1.0585387677508606e-07,9.059565542202108e-09
2010,1.2376337421571293e-07,1.8422792014138878e-08
2011,1.3728059200524e-07,1.9119860333871586e-08
2012,1.848509225688133e-07,1.4297861367085218e-08
2013,2.122524183079122e-07,1.3945624821598557e-08
2014,2.1914304593195766e-07,1.6457383678059045e-08
2015,2.3141046856522962e-07,1.751094576285528e-08
2016,2.2598319304734105e-07,3.396997555471515e-08
2017,2.0275826795312923e-07,7.798394818792076e-09
2018,1.8483301378324768e-07,2.7621694542734332e-08
2019,1.7805894447775472e-07,1.224474122096808e-08
