year,ces_DET âges_NOUN,ces_DET ages_NOUN,ces_DET cages_NOUN
1859,2.2456483961263984e-07,2.036869339860914e-09,7.078121022630057e-08
1860,2.9522835820472437e-07,3.204028764525191e-09,7.186178940798982e-08
1861,2.8767377990845944e-07,3.301174722469824e-09,6.366551019709732e-08
1862,2.7830795268357633e-07,4.969785083464018e-09,7.635397114569287e-08
1863,2.9618101571315947e-07,3.496234635136375e-09,6.792684281720085e-08
1864,3.52891981414416e-07,5.7536736486341056e-09,6.520830186929061e-08
1865,2.847640931946671e-07,6.118897666329559e-09,6.54251373077841e-08
1866,3.0896643288258474e-07,4.865612968085742e-09,6.8605142899969e-08
1867,3.741517797806182e-07,4.85281148598915e-09,8.977701249079928e-08
1868,4.021057513625692e-07,3.951899252285784e-09,6.125443707816203e-08
1869,4.2730792237932747e-07,5.371871170112286e-09,4.2974968472719866e-08
1870,4.117047027740739e-07,7.454263428741115e-09,1.0665330663073291e-07
1871,2.729642671894794e-07,1.0621177271019633e-09,4.142259157902117e-08
1872,3.9005337448827504e-07,2.4189357183956872e-09,5.6844988716164835e-08
1873,4.0824549341067495e-07,3.5916026819293734e-09,7.721945749494807e-08
1874,4.050785111786581e-07,8.364452686038248e-09,8.603436940646247e-08
1875,2.8149914577113577e-07,5.1493745933939294e-09,7.609630880978102e-08
1876,3.4220444256050087e-07,1.209202959984168e-09,7.194757412065655e-08
1877,3.383094333564429e-07,3.710889595609501e-09,9.772008979780367e-08
1878,3.1524042753972026e-07,3.6234532041490297e-09,8.515115368368242e-08
1879,2.9324760930649063e-07,4.276527687530063e-09,5.1929265332262275e-08
1880,3.3693691925407165e-07,1.9253538763308597e-09,6.80291698529345e-08
1881,3.249188660348068e-07,2.7890030285249168e-09,5.368830890972731e-08
1882,2.5756339816496165e-07,6.655385131892899e-10,7.8533544112247e-08
1883,2.1928106086477328e-07,6.951272724098345e-09,4.2339572736693754e-08
1884,2.9179500060649843e-07,4.621187876807653e-09,5.6114425106557064e-08
1885,2.739395252859822e-07,5.1565086089944145e-09,5.285421167400273e-08
1886,1.7424353160322426e-07,4.517424767591649e-09,6.195325230606841e-08
1887,2.0174376391679516e-07,4.570247291724172e-09,6.333056701279816e-08
1888,2.10508408038379e-07,3.804368819970705e-09,6.657645457153194e-08
1889,2.744129936615991e-07,2.506054641582267e-09,4.385595886446936e-08
1890,2.4972213630292117e-07,3.932631886804927e-09,4.4569828272500445e-08
1891,2.4349520533206714e-07,3.1871099093194744e-09,6.565446497575067e-08
1892,2.0560719926621118e-07,3.1342561879199593e-09,6.644622985163551e-08
1893,1.7120397943770627e-07,4.310891532632866e-09,6.404753083444348e-08
1894,2.4323942460213743e-07,5.671385361338821e-09,4.7261544011689693e-08
1895,1.8838262771936343e-07,4.213030146971164e-09,7.162151227646518e-08
1896,1.7867998147735875e-07,4.127920338881097e-09,3.715128205072915e-08
1897,1.4217181543152435e-07,4.661370844871726e-09,5.302309347143819e-08
1898,2.1218831403047034e-07,2.26334195829736e-09,7.469028417972368e-08
1899,2.1833934837900415e-07,6.080336234504102e-09,7.130575951919127e-08
1900,1.8480149055477568e-07,4.1528424032932776e-09,6.852190015393944e-08
1901,1.6877992004005193e-07,2.794369458047896e-09,6.259387497209445e-08
1902,1.4681748350398038e-07,2.455141923096704e-09,7.807351209976332e-08
1903,1.6740683417282298e-07,4.860198243861191e-09,6.21025328939595e-08
1904,2.0154844637687575e-07,3.2247751136083025e-09,6.772027827395277e-08
1905,2.2294478885243052e-07,5.160759153355343e-09,5.986480289266183e-08
1906,2.201711006843965e-07,7.201858442940079e-09,5.349951770483585e-08
1907,1.6097100075107562e-07,3.5999904168804164e-09,1.0748542678129525e-07
1908,1.9645556825764743e-07,7.367083387777029e-09,8.644044946493068e-08
1909,1.7548137432044086e-07,1.6502950672681038e-09,6.436150634669957e-08
1910,1.9185500654828047e-07,5.878565745298658e-09,5.290709115257641e-08
1911,1.6546363301728206e-07,5.3203741412488625e-09,6.43765254437767e-08
1912,2.2869359872501605e-07,6.251305251225858e-09,9.168581449614521e-08
1913,1.7128657470166786e-07,4.772690798127144e-09,7.84842484335968e-08
1914,1.6139152236860355e-07,2.0090231700464756e-09,5.960102011925983e-08
1915,1.9202642276283655e-07,0.0,6.715034395199382e-08
1916,1.3514578811602007e-07,6.592477230782379e-09,7.691223569139538e-08
1917,1.5572322809020989e-07,4.3865698851064394e-09,7.237839749762998e-08
1918,1.2979605212848355e-07,2.2972752589112133e-09,5.054005569604669e-08
1919,1.3995928999088747e-07,4.603924352863942e-09,3.1306684356025016e-08
1920,1.2721349218480782e-07,1.514446346106979e-09,4.391894492528081e-08
1921,1.893186833967775e-07,3.786373770076068e-09,5.300923078266351e-08
1922,1.4165636075258448e-07,3.6889677978990676e-09,6.492583359829496e-08
1923,1.380073242351898e-07,8.492758496458919e-09,6.794206797167135e-08
1924,1.534103367673012e-07,3.867487219366694e-09,6.574728494967985e-08
1925,1.6607248753963688e-07,5.499088961968823e-09,7.368779364469447e-08
1926,2.441004323117113e-07,2.229227691330493e-09,7.690835346352287e-08
1927,1.9065174816645936e-07,3.344767462998277e-09,7.469980545238286e-08
1928,1.73675829273634e-07,1.1426041224282812e-09,7.42692645161469e-08
1929,1.7156225795567082e-07,2.2280812750352652e-09,5.3473948824489526e-08
1930,1.7015838249534454e-07,1.0503603542488804e-09,5.7769819150621515e-08
1931,1.562533826771073e-07,4.5621426636444085e-09,1.2317785191839903e-07
1932,1.6110518430423326e-07,0.0,4.822196242315613e-08
1933,1.1585368664412954e-07,2.2941324395731044e-09,9.29123622483985e-08
1934,1.6294948679274057e-07,7.188948103475923e-09,5.2718952758823434e-08
1935,1.4840673046023767e-07,0.0,6.58255636665217e-08
1936,1.612587050559e-07,3.6374143697059935e-09,6.911087169214625e-08
1937,1.0324717214515999e-07,3.777335444432595e-09,3.777335511045976e-08
1938,1.4909996326473163e-07,2.5930428915188486e-09,7.779128807783309e-08
1939,1.605875254995226e-07,1.5294050470515685e-09,6.423501197616588e-08
1940,1.293249303202515e-07,2.5357829169792012e-09,6.085878911932241e-08
1941,3.0990776522799024e-07,1.1806010835613279e-08,4.427254030048289e-08
1942,1.6688165294098667e-07,3.034211770724937e-09,8.495792869211982e-08
1943,2.5838794304178236e-07,5.806470415592457e-09,3.483882360377777e-08
1944,2.3134940363433998e-07,3.2131861615880553e-09,5.462416474699694e-08
1945,1.3506725338174874e-07,0.0,6.535512397931598e-08
1946,2.0603234407445825e-07,2.7842208538686464e-09,4.5939644088832665e-08
1947,1.7881306302314215e-07,1.1920870957027319e-09,5.1259745781351285e-08
1948,2.076530543071442e-07,5.435944139264848e-09,5.435944139264848e-08
1949,1.4921852553584358e-07,1.9634016634739737e-09,4.0249733324060344e-08
1950,1.893094410121421e-07,2.1270722960764488e-09,4.3604980515254965e-08
1951,1.7484699288417005e-07,3.198420528427448e-09,7.462981344019681e-08
1952,1.5922654372779732e-07,4.2179215675730575e-09,6.221434212250188e-08
1953,1.4221451571927446e-07,3.2321482157371406e-09,7.110725874781565e-08
1954,2.04246004997799e-07,8.795282502305213e-09,4.9839933069506515e-08
1955,1.670638241080269e-07,9.385607846468247e-09,5.349796516895822e-08
1956,1.4564306560771456e-07,5.232684952005684e-09,5.755953580433015e-08
1957,2.1292440699482995e-07,8.835037701437898e-09,3.97576700450486e-08
1958,2.03497190653934e-07,2.481673033738474e-09,5.707848060865217e-08
1959,1.7516690142826974e-07,3.8753737996444215e-09,4.1854038013156014e-08
1960,1.6540791136776534e-07,2.0762500052562416e-09,6.297958243806079e-08
1961,2.2650999831341778e-07,6.948159270159238e-10,4.863711566827078e-08
1962,2.4797050102165485e-07,4.4393695941558065e-09,6.151697640177645e-08
1963,2.153195772791605e-07,4.526237051827309e-09,4.590897617617884e-08
1964,1.6183356343901778e-07,5.4755713296827935e-09,5.901449373624246e-08
1965,2.1395689309144927e-07,3.2832260243864653e-09,4.81539821350907e-08
1966,1.8555900282990478e-07,4.431259803538978e-09,4.652822838124848e-08
1967,1.538264706724135e-07,1.9721342336964653e-09,5.472672359729813e-08
1968,2.2142680222714262e-07,4.9405573798733116e-09,4.581244095192005e-08
1969,2.0165405345551335e-07,3.1792303789579535e-09,4.587175261860921e-08
1970,1.991247877697333e-07,1.3796175035718505e-09,4.4147761890656056e-08
1971,2.3328324338933726e-07,5.6522372338108084e-09,5.9091570747682454e-08
1972,2.6676764974808975e-07,6.15617617993891e-09,4.719735091640587e-08
1973,2.2824663759024588e-07,4.410563025913916e-09,4.2451668846865687e-08
1974,2.509004985995489e-07,2.8127858930915295e-09,5.906850120140916e-08
1975,2.615857894738838e-07,8.567220266542108e-09,4.854758284267291e-08
1976,2.1654267001736116e-07,1.0855700893763753e-08,4.285145127624901e-08
1977,2.92076059338342e-07,5.876782005476144e-09,4.7014252935184686e-08
1978,2.2871276783575922e-07,1.1881182704343018e-09,4.6930670904998806e-08
1979,2.4753847505110116e-07,1.7555920051037788e-09,5.091216781494268e-08
1980,2.8368901894282317e-07,1.1370301367108482e-09,3.1836844494037564e-08
1981,2.5428709626851287e-07,6.325549528618524e-10,4.933928732242521e-08
1982,2.53886838663675e-07,4.345251602977385e-09,4.96600165433847e-08
1983,2.589279581854953e-07,5.68378455412244e-09,3.4734237708278215e-08
1984,2.1862261689875595e-07,8.118611782848006e-09,4.813177145734926e-08
1985,2.27388099460768e-07,1.8046674155058895e-09,4.511668549866954e-08
1986,2.2479320804791314e-07,4.196139768986029e-09,3.476801513357941e-08
1987,2.322110361774321e-07,5.499735167280306e-09,3.972031059618075e-08
1988,3.16618038453953e-07,5.396898372644898e-09,3.478001131540509e-08
1989,1.7507109717485037e-07,5.4881220679092735e-09,3.1831107971669326e-08
1990,2.1849090714454178e-07,3.8140557934163155e-09,3.596109587888918e-08
1991,2.1687420748150998e-07,2.344586136349136e-09,2.989347169801704e-08
1992,2.573143866868577e-07,5.509944167592096e-10,3.361065914475603e-08
1993,2.6366627281504407e-07,1.6617622278225497e-09,2.9357800190865646e-08
1994,2.210194320895198e-07,0.0,3.27045457382269e-08
1995,2.0930659871964963e-07,5.422450821690461e-10,3.7957155196721715e-08
1996,2.1512511771959453e-07,3.2028553142993132e-09,3.5231408901381656e-08
1997,1.9083679525522257e-07,1.917957792585412e-09,3.7400177177460137e-08
1998,2.1981076159249824e-07,2.3840646123929332e-09,2.2887021056128276e-08
1999,1.82351023170213e-07,2.7421206971744994e-09,2.833524703760304e-08
2000,1.6346716869009015e-07,4.4180314962005696e-10,2.164835333218207e-08
2001,2.234417948443479e-07,2.628727069353687e-09,3.855466257363105e-08
2002,1.7481074365832683e-07,3.5049772528772394e-09,3.1544795220384e-08
2003,1.9292853004060362e-07,2.5001538617175356e-09,3.7502305261227775e-08
2004,1.7707260546728776e-07,1.3214374039449694e-09,3.7000245090013095e-08
2005,2.3194309939356117e-07,0.0,3.2426996643408756e-08
2006,1.7336316293636855e-07,2.0589450144825605e-09,3.088417388497078e-08
2007,1.3541285959206562e-07,7.988958938831558e-10,3.155638861329635e-08
2008,1.468816628324987e-07,4.257439678578834e-10,4.5554605865305575e-08
2009,1.5925763108270985e-07,1.907277002999308e-09,2.813233557219519e-08
2010,1.388795185519598e-07,0.0,4.2514135767390826e-08
2011,1.3077984428733203e-07,0.0,4.665245789681194e-08
2012,1.262977757932049e-07,0.0,5.85531463315192e-08
2013,1.1602760352502628e-07,5.578250084070646e-10,6.163966448369251e-08
2014,1.2039875141311995e-07,4.330890368553497e-10,5.868356289795429e-08
2015,1.440774077821061e-07,4.433150790905671e-10,6.960046761150807e-08
2016,1.2510894187300892e-07,2.0713400439298368e-10,6.069026214916562e-08
2017,9.785728272149186e-08,2.515611330355938e-10,7.697770953996041e-08
2018,1.1022862711485004e-07,2.5814667070633845e-10,6.73762814429324e-08
2019,1.576510459955216e-07,5.1019755087367e-10,7.499903986740719e-08
