year,dix_DET ans_NOUN,dix_DET camps_NOUN
1866,2.1109948761477426e-05,0.0
1867,2.4091296779715776e-05,0.0
1868,2.2148913160435768e-05,9.87974813071446e-10
1869,2.1258936442336562e-05,0.0
1870,2.0962534961199708e-05,1.1468097582678638e-09
1871,1.8884452458678425e-05,1.0621177271019633e-09
1872,2.111851802055753e-05,0.0
1873,1.95419108877104e-05,0.0
1874,2.0336972283985233e-05,0.0
1875,2.1083827846268832e-05,1.1443054281912168e-09
1876,2.081884662175071e-05,0.0
1877,2.0745727681514836e-05,1.2369631985365004e-09
1878,2.151606599909428e-05,3.0195443923020093e-09
1879,2.293135179343153e-05,6.10932526790009e-10
1880,2.2367478493379167e-05,0.0
1881,2.298278025136824e-05,1.3945015142624584e-09
1882,2.3556070232189086e-05,3.9932310791357395e-09
1883,2.2371723446212854e-05,0.0
1884,2.150040694459676e-05,6.601696966868076e-10
1885,2.1295734939030808e-05,6.445635691854079e-10
1886,2.1249966550840327e-05,0.0
1887,2.4395979721703043e-05,0.0
1888,2.2036805887637456e-05,0.0
1889,2.3295030700865027e-05,0.0
1890,2.336704335448303e-05,2.6217545912032847e-09
1891,2.2598523003125592e-05,0.0
1892,2.1383148805398378e-05,0.0
1893,2.1303811081452295e-05,0.0
1894,2.1235556459942018e-05,0.0
1895,2.2980273683970154e-05,0.0
1896,2.209321991131219e-05,0.0
1897,2.1869987506306643e-05,0.0
1898,2.2040989847482706e-05,0.0
1899,2.2889149363436445e-05,0.0
1900,2.311316472969338e-05,0.0
1901,2.250529314551386e-05,0.0
1902,1.996325022446399e-05,9.820567692386817e-10
1903,2.1366511077758332e-05,0.0
1904,2.1281903400449664e-05,0.0
1905,2.2547355570168293e-05,5.160759042333041e-10
1906,2.225785794962576e-05,0.0
1907,2.204942688877054e-05,5.142843373384665e-10
1908,2.2889528167979734e-05,0.0
1909,2.322625255146704e-05,1.6502950117569526e-09
1910,2.2801352884016524e-05,5.344150677544235e-10
1911,2.2852071197121404e-05,1.5961122423746588e-09
1912,2.3193385914055398e-05,0.0
1913,2.2215283820514742e-05,4.242391771214216e-09
1914,2.186888536925835e-05,2.0090231700464756e-09
1915,1.8632453645750502e-05,3.534228465440492e-09
1916,1.8714944360453956e-05,1.0987462051303964e-09
1917,1.7660329035606992e-05,0.0
1918,1.7873949730073946e-05,0.0
1919,2.0472730057008448e-05,0.0
1920,1.945457751162394e-05,0.0
1921,1.9785316851539392e-05,3.0290989716519334e-09
1922,1.9981663342605316e-05,7.377935484775833e-10
1923,1.8994054471477284e-05,2.1231896241147297e-09
1924,1.9873728433594806e-05,0.0
1925,2.0431314396773814e-05,0.0
1926,1.9116741668767645e-05,1.1146138456652466e-09
1927,2.123481442595221e-05,0.0
1928,2.117588280725613e-05,0.0
1929,2.2207285383046838e-05,0.0
1930,2.2871597366247443e-05,0.0
1931,2.1752297016064404e-05,1.1405356659111021e-09
1932,2.050967702871276e-05,4.383814644626227e-09
1933,1.9996805008304364e-05,2.2941324395731044e-09
1934,1.94161500530754e-05,3.5944740517379614e-09
1935,1.9255772485848865e-05,0.0
1936,1.8547176296124235e-05,0.0
1937,1.9016364944945963e-05,1.2591118148108649e-09
1938,1.8481912661627575e-05,0.0
1939,1.7702863942758995e-05,0.0
1940,1.866082618562359e-05,0.0
1941,1.76470347241775e-05,2.9515025978810172e-09
1942,1.8390357467978902e-05,3.034211770724937e-09
1943,1.8406511799184955e-05,0.0
1944,1.8536870811658446e-05,9.639558484764166e-09
1945,2.0525865124909615e-05,6.535512131478072e-09
1946,1.953409434918285e-05,1.3921104269343232e-09
1947,2.0027062646477134e-05,1.1920870957027319e-09
1948,1.9391098931009765e-05,2.174377566888097e-09
1949,2.1791794551973e-05,1.9634016634739737e-09
1950,1.944569555689668e-05,1.0635361480382244e-09
1951,1.876833107417042e-05,1.0661401761424827e-09
1952,1.8024234123004135e-05,4.2179215675730575e-09
1953,1.8192684933637793e-05,1.0773827385790469e-09
1954,1.9405324337640195e-05,9.772536113672459e-10
1955,2.0543218738566793e-05,0.0
1956,2.2007801135259797e-05,2.616342476002842e-09
1957,2.0477850171118916e-05,2.6505113659425206e-09
1958,2.263947499159258e-05,4.9633461784992505e-09
1959,2.2621332277594774e-05,3.8753737996444215e-09
1960,2.117013752922503e-05,4.152499955001332e-09
1961,2.1869331703783246e-05,4.8637115446226176e-09
1962,2.159372820642602e-05,6.341956515498737e-09
1963,2.1457597881635593e-05,2.5864212993553792e-09
1964,2.149466081391438e-05,5.475571551727398e-09
1965,2.1018665734118258e-05,2.736021686988721e-09
1966,2.121188617820735e-05,1.1078149508847446e-09
1967,2.204648785664176e-05,1.4791006197611978e-09
1968,2.3881307924966677e-05,2.245707841908029e-09
1969,2.3281505036720773e-05,1.3625273131978588e-09
1970,2.3631467797713412e-05,3.219107425067591e-09
1971,2.3510737946708105e-05,2.5691987426412766e-09
1972,2.341450237963727e-05,6.669190977248718e-09
1973,2.274196538110118e-05,2.7566018356850464e-09
1974,2.2818444449512754e-05,0.0
1975,2.2102857542449783e-05,2.8557400888473694e-09
1976,2.2296466795523884e-05,2.285410749536254e-09
1977,2.2224814301807783e-05,4.113747398282186e-09
1978,2.4256621827589697e-05,2.9702956760857546e-09
1979,2.3761937427480007e-05,0.0
1980,2.3672398356211488e-05,3.411090521154847e-09
1981,2.3489927343689487e-05,2.5302198114474095e-09
1982,2.303728331298771e-05,1.2415004579935385e-09
1983,2.3720327590126544e-05,2.5261264191556165e-09
1984,2.48307751462562e-05,3.479405208395292e-09
1985,2.5361592633998953e-05,1.2031116103372597e-09
1986,2.5502938569843536e-05,1.7983456390702202e-09
1987,2.5003017981362063e-05,1.2221633705067347e-09
1988,2.5061997348529985e-05,1.0194141308872418e-08
1989,2.5958818014260032e-05,2.7440609784434855e-09
1990,2.6422143037052592e-05,5.44865097484859e-10
1991,2.6545404352873447e-05,1.7584396161396398e-09
1992,2.6245517801726237e-05,1.65298330578878e-09
1993,2.593346152934828e-05,2.2156830259412175e-09
1994,2.56160981280118e-05,1.5824779264761446e-09
1995,2.5520765348119312e-05,2.7112254663563817e-09
1996,2.5282806518589496e-05,1.067618438099771e-09
1997,2.5684332285891287e-05,3.3564261370244708e-09
1998,2.6387780508230207e-05,6.198567881199324e-09
1999,2.5746684514160734e-05,4.570201023179621e-09
2000,2.6073012122651562e-05,4.418031274155965e-09
2001,2.6455071520103957e-05,5.257454027685071e-09
2002,2.567395790720184e-05,2.6287327870022636e-09
2003,2.5632825554566807e-05,8.333845835650777e-10
2004,2.6275902200723067e-05,4.404791198453495e-09
2005,2.514263223929447e-05,3.1526248278623825e-09
2006,2.559556810410868e-05,8.235779835885637e-10
2007,2.5213154913217295e-05,3.994479552682506e-09
2008,2.5303667825937737e-05,2.1287198670449925e-09
2009,2.43397148551594e-05,4.76819250749827e-09
2010,2.4732363726798212e-05,1.8895172093635892e-09
2011,2.3976686634341604e-05,3.4415748029203996e-09
2012,2.512849073355028e-05,6.808505426114664e-10
2013,2.526919456613541e-05,5.299337468844811e-09
2014,2.7515445708559128e-05,3.248167693148396e-09
2015,2.5791848770495562e-05,1.773260274728905e-09
2016,2.465992531597294e-05,2.899876033746196e-09
2017,2.523963098610693e-05,1.509366853724714e-09
2018,2.5311797799076885e-05,1.8070267504555204e-09
2019,2.5908086399795138e-05,1.02039510174734e-09
