year,aux_ADP ados_NOUN,aux_ADP cadeaux_NOUN
1855,4.2455496895854594e-09,3.131092896069276e-08
1856,4.141751386299575e-09,2.174419400091665e-08
1857,0.0,2.8312753030945714e-08
1858,4.893676019968041e-10,1.6149130033227266e-08
1859,1.018434669930457e-09,2.4442432078330967e-08
1860,9.154367819341758e-10,2.7920821210614122e-08
1861,1.4147891747029462e-09,1.4619487842537637e-08
1862,4.517986262886353e-10,2.1686334505943705e-08
1863,1.4983863039219614e-09,2.6471490166546374e-08
1864,1.4384183844029508e-09,4.4111495567378256e-08
1865,4.706844358715045e-10,2.777038132784071e-08
1866,5.352174259343201e-09,2.3354941647291128e-08
1867,5.338092634588065e-09,2.523461972714358e-08
1868,2.4699371437009177e-09,2.5687345583946808e-08
1869,2.441759683335931e-09,2.2464188176307687e-08
1870,5.734048791339319e-10,1.9495766778732104e-08
1871,3.18635318130589e-09,2.1242353653860846e-08
1872,2.4189357183956872e-09,1.3304146229131675e-08
1873,3.591602570907071e-09,1.4366410283628284e-08
1874,5.377148060148329e-09,1.3741601190275787e-08
1875,1.1443054281912168e-09,3.0896247948941635e-08
1876,9.069021977836655e-09,3.688068872520489e-08
1877,6.184815992682502e-10,3.0305599030278074e-08
1878,0.0,2.2344627481629686e-08
1879,1.221865053580018e-09,2.871382909219733e-08
1880,6.417846254436199e-10,3.8507077082527985e-08
1881,0.0,3.067903492359747e-08
1882,1.9966155395678697e-09,2.861815673327328e-08
1883,1.8958017378167824e-09,4.92908434068795e-08
1884,1.9805090900604227e-09,2.9047466654219534e-08
1885,0.0,3.93183761104865e-08
1886,0.0,4.130216879616455e-08
1887,1.3057849246322917e-09,3.133883869077536e-08
1888,2.53624587998047e-09,3.867775077992519e-08
1889,6.265136853755848e-09,4.886806637127705e-08
1890,1.3108772956016423e-09,4.85024592156158e-08
1891,3.1871101313640793e-09,4.079500826037474e-08
1892,3.1342561879199593e-09,3.5103667528346705e-08
1893,1.2316833108982905e-09,4.495644034818724e-08
1894,4.411077725308132e-09,4.4740929183717526e-08
1895,0.0,6.078800396380757e-08
1896,0.0,3.656158042986135e-08
1897,0.0,3.379494017963225e-08
1898,1.13167097914868e-09,7.638778876106755e-08
1899,1.1055156790007459e-09,5.140648084989152e-08
1900,2.595526460424935e-09,3.426094963288051e-08
1901,5.588738916095792e-10,2.6267072072982955e-08
1902,1.4730852093691738e-09,2.9461702411026636e-08
1903,0.0,4.050165358648883e-08
1904,8.061937784020756e-09,3.815983973254333e-08
1905,1.0321518084666081e-09,2.5287718585786934e-08
1906,1.5432553013283723e-09,4.2696733260072506e-08
1907,5.142843373384665e-10,2.9314207949937554e-08
1908,1.4734167219643268e-09,1.8663278922304016e-08
1909,5.500983557560346e-10,4.015717891547865e-08
1910,5.344150677544235e-10,5.0769432435870954e-08
1911,5.320374141248863e-10,3.77746552926439e-08
1912,0.0,4.948950171890232e-08
1913,5.30298971401777e-10,3.0227042202568555e-08
1914,0.0,3.013534694007447e-08
1915,1.1780761921542648e-09,4.005459075528961e-08
1916,7.69122365795738e-09,5.493730981243061e-08
1917,0.0,3.728584374584898e-08
1918,1.1486376294556067e-09,2.6418664589300533e-08
1919,0.0,3.775218004875569e-08
1920,2.2716695191604686e-09,5.073395303867301e-08
1921,0.0,3.104826579169995e-08
1922,0.0,1.8444837990294616e-08
1923,0.0,3.6094224498128824e-08
1924,2.578324886925998e-09,4.769901096324247e-08
1925,1.0998177923937646e-09,4.06932585406139e-08
1926,0.0,3.566764306128789e-08
1927,0.0,5.909089084710217e-08
1928,0.0,2.0566874425753667e-08
1929,0.0,4.567566591617833e-08
1930,0.0,2.520864939015155e-08
1931,0.0,6.044839295782367e-08
1932,0.0,4.05502853517703e-08
1933,1.1470662197865522e-09,6.53827711971644e-08
1934,1.1981580172459871e-09,5.032263672433146e-08
1935,0.0,5.984141893122796e-08
1936,0.0,3.758661426545018e-08
1937,0.0,6.16964799249331e-08
1938,0.0,7.260520362706302e-08
1939,0.0,7.647025501711369e-08
1940,0.0,3.0429394115571995e-08
1941,0.0,3.5418032950929046e-08
1942,0.0,4.5513175450651033e-08
1943,0.0,8.129058670647282e-08
1944,0.0,5.462416652335378e-08
1945,0.0,1.742803190651898e-08
1946,0.0,4.037120149291695e-08
1947,1.1920870957027319e-09,5.364391952866754e-08
1948,6.523132700664291e-09,3.261566305923225e-08
1949,0.0,4.024973498939488e-08
1950,0.0,3.828730044119766e-08
1951,1.0661401761424827e-09,4.691016641800161e-08
1952,0.0,4.7451616635996174e-08
1953,0.0,5.602390373837807e-08
1954,3.9090144454689835e-09,3.322662323057557e-08
1955,9.385607846468247e-10,5.7252208751634726e-08
1956,8.72114158667614e-10,5.319896345667985e-08
1957,8.835037701437898e-10,5.03597163969971e-08
1958,8.272243445794913e-10,3.557064687242928e-08
1959,0.0,4.8829710053155395e-08
1960,6.920833350854139e-10,6.57479140020456e-08
1961,0.0,4.168895406664319e-08
1962,0.0,3.678334725698562e-08
1963,6.466053248388448e-10,4.6555583832486036e-08
1964,6.083968329129164e-10,4.3196175303350515e-08
1965,0.0,5.690925064527619e-08
1966,0.0,5.040557937707746e-08
1967,1.9721342336964653e-09,4.240088746776394e-08
1968,0.0,4.446501600252617e-08
1969,0.0,4.723428090325221e-08
1970,2.7592350626548523e-09,4.322801672174137e-08
1971,0.0,4.162101818749875e-08
1972,2.0520587451500205e-09,6.207477976083453e-08
1973,5.513203782392395e-10,4.079770832277063e-08
1974,0.0,4.612968851347432e-08
1975,1.1422960355389478e-09,4.226495331494107e-08
1976,0.0,4.8564979537868425e-08
1977,0.0,5.230335986539103e-08
1978,0.0,5.524750079644036e-08
1979,0.0,4.037861600636461e-08
1980,1.1370301367108482e-09,6.026259857794258e-08
1981,0.0,6.452060713479923e-08
1982,0.0,6.642027483572122e-08
1983,0.0,5.1785590926556324e-08
1984,0.0,4.8711671418733005e-08
1985,6.015558051686298e-10,7.15851431465353e-08
1986,1.1988970927134801e-09,6.95360339308948e-08
1987,1.2221633705067347e-09,6.660790541346273e-08
1988,2.398621523624911e-09,4.017691063173956e-08
1989,1.0976244357863152e-09,5.8174094208496285e-08
1990,2.724325431913144e-09,7.41016563665653e-08
1991,1.4653663171770859e-08,5.978694161967724e-08
1992,8.815910668147353e-09,6.832330662343011e-08
1993,1.1078414630105726e-08,5.926952023616039e-08
1994,1.4242301560329906e-08,4.9056818995918405e-08
1995,1.3013881527967897e-08,4.7717567674965267e-08
1996,1.8149513891785318e-08,6.779377015320165e-08
1997,1.102825741838842e-08,7.048494610195633e-08
1998,1.2397135762398648e-08,6.15088637800909e-08
1999,1.2339542720951613e-08,5.895559401780659e-08
2000,1.590491294223284e-08,7.42229303574149e-08
2001,1.5334240544007116e-08,4.6002722159377285e-08
2002,2.4972962364699924e-08,6.221334558631497e-08
2003,2.6251614215766494e-08,7.208776670042383e-08
2004,4.3166952679030146e-08,5.197653810129488e-08
2005,3.512924706683407e-08,6.30524940037347e-08
2006,4.776752149382446e-08,5.60033015517547e-08
2007,2.5564668604260987e-08,7.349842123804962e-08
2008,5.577246042776096e-08,8.04656120345637e-08
2009,3.766871969901331e-08,7.438380134061617e-08
2010,5.857503282413745e-08,8.502827564260684e-08
2011,5.5065196846726394e-08,9.865847688805829e-08
2012,6.297867827242953e-08,1.1472331773454414e-07
2013,5.35512008070782e-08,9.734046191312018e-08
2014,5.197068375650815e-08,1.0805571204475228e-07
2015,5.1646207310795944e-08,1.2213330902177688e-07
2016,4.5983750140976554e-08,9.44531075575128e-08
2017,6.41480895069435e-08,9.91150859164236e-08
2018,5.989002715978131e-08,8.673728446595419e-08
2019,4.642797790666009e-08,1.359676514711694e-07
