year,veux_VERB ouvrir_VERB,veux_VERB couvrir_VERB
1896,6.486732040400511e-09,1.179405795248556e-09
1897,1.1653426668090106e-08,0.0
1898,5.6583546736987955e-09,2.8291773368493978e-09
1899,1.1055156790007459e-09,0.0
1900,7.786579381274805e-09,0.0
1901,1.4530721514915967e-08,0.0
1902,9.329538919189417e-09,0.0
1903,2.7001101354784396e-09,0.0
1904,6.987012746151322e-09,0.0
1905,6.708986699521802e-09,5.160759042333041e-10
1906,1.1317205839134203e-08,0.0
1907,1.0799970695529737e-08,0.0
1908,1.0313916831705683e-08,9.822778146428846e-10
1909,6.60118004702781e-09,5.500983557560346e-10
1910,8.550641084070776e-09,3.206490406526541e-09
1911,8.51259862599818e-09,0.0
1912,4.167536982180309e-09,3.125652625612929e-09
1913,1.0075680734189518e-08,0.0
1914,6.027069510139427e-09,0.0
1915,2.3561523843085297e-09,1.1780761921542648e-09
1916,1.0987462051303964e-09,0.0
1917,0.0,1.0966424435210342e-09
1918,1.033773866510046e-08,0.0
1919,7.366278698128781e-09,9.207848372660976e-10
1920,6.057785384427916e-09,0.0
1921,7.572747762196741e-09,0.0
1922,7.377935595798135e-09,0.0
1923,1.0615948120573648e-09,5.307974060286824e-09
1924,3.867487219366694e-09,0.0
1925,7.698724324711748e-09,1.0998177923937646e-09
1926,1.4489979882625903e-08,1.1146138456652466e-09
1927,2.5643217327342427e-08,4.4596899506643695e-09
1928,5.713020723163709e-09,1.1426041224282812e-09
1929,1.3368487650211591e-08,4.4561625500705304e-09
1930,0.0,4.201441416995522e-09
1931,3.4216069977333063e-09,4.5621426636444085e-09
1932,9.863582839386709e-09,3.287861094491973e-09
1933,4.588264879146209e-09,0.0
1934,2.3963160344919743e-09,3.5944740517379614e-09
1935,1.0771455727365264e-08,0.0
1936,1.4549657478823974e-08,3.6374143697059935e-09
1937,2.0145789036973838e-08,2.5182236296217297e-09
1938,9.075650453382877e-09,0.0
1939,9.176430282309411e-09,4.588215141154706e-09
1940,1.2678914806940611e-08,2.5357829169792012e-09
1941,1.1806010391524069e-08,5.9030051957620344e-09
1942,6.068423541449874e-09,9.102635090130207e-09
1943,2.322588166236983e-08,0.0
1944,1.6065930807940276e-08,3.2131861615880553e-09
1945,1.9606536838523425e-08,0.0
1946,6.960552134671616e-09,0.0
1947,8.344609447874518e-09,8.344609447874518e-09
1948,1.195907639583993e-08,0.0
1949,5.890204768377316e-09,1.9634016634739737e-09
1950,9.571825110299415e-09,1.0635361480382244e-09
1951,1.2793682557799002e-08,0.0
1952,7.381362632230548e-09,5.272402070488624e-09
1953,1.0773827163745864e-08,5.386913581872932e-09
1954,1.2704297169818801e-08,0.0
1955,1.8771215692936494e-09,9.385607846468247e-10
1956,8.72114114258693e-09,8.72114158667614e-10
1957,1.1485549400447326e-08,0.0
1958,3.3088973783179654e-09,3.3088973783179654e-09
1959,1.3951345856355601e-08,7.750747821333448e-10
1960,1.4533750203327145e-08,3.460416619915918e-09
1961,6.94815938118154e-09,3.47407969059077e-09
1962,1.585489073363533e-08,2.5367825617905737e-09
1963,3.879631726988464e-09,2.5864212993553792e-09
1964,6.083968440151466e-09,3.041984220075733e-09
1965,1.2585699593614663e-08,1.0944086747954884e-09
1966,1.163205709531212e-08,3.3234448526542337e-09
1967,9.860671390526932e-09,1.4791006197611978e-09
1968,1.1677681044375277e-08,2.245707841908029e-09
1969,9.537691525451919e-09,1.3625273131978588e-09
1970,8.277704743875347e-09,5.518470125309705e-09
1971,1.1304474689666222e-08,5.652237344833111e-09
1972,6.669190977248718e-09,5.643161493651405e-09
1973,5.513203671370093e-09,6.615844760915479e-09
1974,9.00091468025721e-09,2.2502286700643026e-09
1975,5.140332159925265e-09,1.7134440533084216e-09
1976,7.427584769459372e-09,4.570821499072508e-09
1977,5.289103821581875e-09,0.0
1978,6.534650598410963e-09,1.7821774056514528e-09
1979,7.022368020415115e-09,5.851973350345929e-10
1980,1.0233271119375331e-08,5.685150683554241e-10
1981,6.958104314946922e-09,1.8976649140967083e-09
1982,4.345251713999687e-09,1.2415004579935385e-09
1983,1.5788289786655696e-08,0.0
1984,9.858314165001048e-09,1.739702604197646e-09
1985,1.0226449020933615e-08,1.8046674155058895e-09
1986,2.038125046510686e-08,2.997242676272549e-09
1987,1.2221633483022742e-08,1.2221633705067347e-09
1988,1.0194141530917022e-08,2.99827696004229e-09
1989,5.488121956886971e-09,1.0976244357863152e-09
1990,1.0897301727652575e-08,1.089730194969718e-09
1991,7.033758464558559e-09,1.7584396161396398e-09
1992,8.264915862810085e-09,4.958949695321735e-09
1993,7.754890063438324e-09,1.661762283333701e-09
1994,1.002236071911966e-08,3.164955852952289e-09
1995,1.3013881527967897e-08,1.626735190995987e-09
1996,1.4412848692302305e-08,3.736664311304594e-09
1997,7.671831170341648e-09,3.3564262480467733e-09
1998,1.0489884516573511e-08,3.814503379828693e-09
1999,1.1425503210205079e-08,3.656160929565999e-09
2000,1.0603275590881367e-08,4.4180314962005696e-10
2001,1.445799924226776e-08,2.190605918883648e-09
2002,1.2267419968736704e-08,1.3143663935011318e-09
2003,1.4584229823810801e-08,2.083461403401543e-09
2004,6.166707589017051e-09,1.7619165015858584e-09
2005,9.007498746882447e-09,3.602999676388663e-09
2006,1.523619275189958e-08,2.0589450144825605e-09
2007,1.2782334302130494e-08,3.1955835755326234e-09
2008,1.1069342775726909e-08,3.405951742863067e-09
2009,1.3827758493789588e-08,6.675469510497578e-09
2010,2.0784689525044087e-08,3.7790344187271785e-09
2011,2.103184648660772e-08,8.030340836739924e-09
2012,2.5872321174347235e-08,9.19148224198807e-09
2013,2.7333426189102283e-08,5.857162754807632e-09
2014,3.18320445558129e-08,4.330890313042346e-09
2015,3.014542571122547e-08,3.103205470367243e-09
2016,3.252003821785365e-08,1.6570720351438695e-09
2017,2.968421419780043e-08,3.773417134311785e-09
2018,3.717311969353432e-08,4.130346731301415e-09
2019,3.7499521710060435e-08,9.183556137770665e-09
