year,mêmes_ADJ offres_NOUN,mêmes_ADJ coffres_NOUN
1800,1.5720821977538435e-08,3.144164484325529e-09
1801,5.2386017301842e-08,0.0
1802,6.489736392722989e-08,0.0
1803,3.510610468993036e-08,0.0
1804,4.69651695311768e-08,0.0
1805,2.55858996212055e-08,0.0
1806,8.933174200365102e-08,0.0
1807,6.547996633798903e-08,0.0
1808,7.704651494577774e-08,0.0
1809,4.0662548883574345e-08,0.0
1810,1.4040760731859336e-07,1.1700633351097167e-08
1811,4.763445815569867e-08,0.0
1812,3.7340914360584065e-08,0.0
1813,4.888760685162197e-08,0.0
1814,1.3530711839848664e-07,0.0
1815,4.315557688983063e-08,0.0
1816,9.270415546325239e-08,0.0
1817,3.580808893843823e-08,0.0
1818,3.099506074022429e-08,0.0
1819,6.83169290027763e-08,0.0
1820,4.9839222526770754e-08,0.0
1821,8.185035227370463e-08,2.9584463767662328e-09
1822,1.2933044502005941e-07,9.023054303725075e-09
1823,1.1958050549765176e-07,0.0
1824,9.600068295867459e-08,0.0
1825,5.459374818883589e-08,8.805443041381977e-10
1826,4.315912249808207e-08,2.025836387531399e-08
1827,6.267745789045875e-08,0.0
1828,1.3575005652910477e-07,9.172301251858528e-10
1829,9.001834655464336e-08,0.0
1830,9.497520636614354e-08,5.218417697960831e-09
1831,3.585977381703742e-08,0.0
1832,4.7354891563600177e-08,2.705993873419743e-09
1833,4.51761508202253e-08,1.1583628500844156e-09
1834,3.733812548034621e-08,4.667265685043276e-09
1835,5.52105419160398e-08,6.806779140333674e-09
1836,5.511014933290426e-08,6.720750067579218e-10
1837,1.1758835682940116e-07,1.3915781860163179e-09
1838,9.657608046609312e-08,0.0
1839,8.459684863737493e-08,0.0
1840,7.070354257621148e-08,8.280594876453051e-09
1841,6.484754067059839e-08,6.420548537278137e-10
1842,7.177843741601464e-08,6.037438549100216e-09
1843,3.4260082770742883e-08,1.7720733769266417e-09
1844,3.732221642849254e-08,4.9397050894128824e-09
1845,3.850357188639464e-08,1.1160455892778032e-09
1846,3.7468808500307205e-08,5.854501328173001e-10
1847,5.3392913201832926e-08,0.0
1848,4.827133182061516e-08,1.6090443422100975e-09
1849,5.53041381579078e-08,2.513824481908955e-09
1850,6.992665646521345e-08,2.0366988096043315e-09
1851,6.384944128967618e-08,0.0
1852,3.1250618093281446e-08,6.510545436100301e-10
1853,3.3442816516071616e-08,5.971931837933653e-10
1854,5.6632742939655145e-08,0.0
1855,4.9354515141430966e-08,4.776243400783642e-09
1856,4.193523395201737e-08,1.0354378465748937e-09
1857,6.638852312335075e-08,4.393358121745905e-09
1858,4.5511185930990905e-08,1.468102750479261e-09
1859,3.208069188076479e-08,0.0
1860,3.3871160098897235e-08,9.154367819341758e-10
1861,2.9238975685075275e-08,2.357981809808507e-09
1862,4.517986340601965e-08,1.8071945051545413e-09
1863,2.1476870060155306e-08,9.989241656072068e-10
1864,2.589153069720851e-08,4.794727948009836e-10
1865,4.000817810378976e-08,9.41368871743009e-10
1866,4.0871150019938796e-08,9.731225825149181e-10
1867,1.747012134956094e-08,3.88224918879132e-09
1868,2.6181332657415624e-08,0.0
1869,2.9789466893248573e-08,1.953407657850903e-09
1870,2.5803219116937726e-08,5.734048791339319e-09
1871,1.5931766128574054e-08,0.0
1872,3.3260366905096816e-08,1.8142017887967654e-09
1873,1.97538145840781e-08,2.3944017879529156e-09
1874,2.7483201492373155e-08,1.1949218281515073e-09
1875,2.5174719198162165e-08,1.716458086775674e-09
1876,3.3253080289341597e-08,3.627608879952504e-09
1877,2.8450154232473324e-08,2.4739263970730008e-09
1878,1.509772218355465e-08,7.850815109122777e-09
1879,3.5434087664043545e-08,1.832797580370027e-09
1880,2.6954953824542827e-08,1.2835692508872398e-09
1881,4.113779539238749e-08,1.3945015142624584e-09
1882,2.861815673327328e-08,5.324308105514319e-09
1883,4.2339571848515334e-08,0.0
1884,4.093052297093891e-08,1.3203393933736152e-09
1885,4.963139588198828e-08,6.445635691854079e-10
1886,3.033127882190456e-08,1.2906927748801422e-09
1887,1.7628096316002484e-08,6.528924623161458e-10
1888,4.12139939953704e-08,0.0
1889,2.7566601445982997e-08,2.5060546970934183e-09
1890,2.0974036729626278e-08,6.554386478008212e-10
1891,1.784781566982474e-08,6.374220040683554e-10
1892,2.5074049503359674e-08,1.2537024751679837e-09
1893,1.23168328869383e-08,0.0
1894,2.5836310868498913e-08,0.0
1895,1.444467478961542e-08,0.0
1896,3.4792471126365854e-08,0.0
1897,9.322741689743452e-09,1.7480140668268973e-09
1898,1.7540900287826844e-08,0.0
1899,1.1607914629507832e-08,5.527578395003729e-10
1900,2.6474371139784125e-08,5.191053142894475e-10
1901,1.900171220370339e-08,0.0
1902,1.4730851205513318e-08,2.455141867585553e-09
1903,1.0800440541913758e-08,1.0800440541913758e-09
1904,1.7198800605910947e-08,0.0
1905,2.4771644291377015e-08,0.0
1906,1.594697174311932e-08,0.0
1907,1.3885677496716653e-08,0.0
1908,2.8486056180554442e-08,0.0
1909,1.8153246017504898e-08,0.0
1910,1.870452770447173e-08,1.6032452032632705e-09
1911,3.032613093978398e-08,0.0
1912,1.6670147928721235e-08,2.0837684910901544e-09
1913,1.2727175757731857e-08,1.590896969716482e-09
1914,2.4108278040557707e-08,6.696743715117748e-10
1915,2.238344798399794e-08,0.0
1916,6.592477230782379e-09,0.0
1917,2.8512703309502285e-08,0.0
1918,1.1486376294556067e-08,0.0
1919,1.5653341733923298e-08,0.0
1920,1.2115570768855832e-08,2.2716695191604686e-09
1921,1.1359120755116692e-08,0.0
1922,1.623145884366295e-08,2.951174193910333e-09
1923,1.3800733000834953e-08,1.0615948120573648e-09
1924,1.1602462102189293e-08,1.289162443462999e-09
1925,1.4297631523163545e-08,1.0998177923937646e-09
1926,2.3406890647947876e-08,3.343841648018042e-09
1927,1.7838759802657478e-08,0.0
1928,1.2568645679778001e-08,3.4278122562625413e-09
1929,2.1166771446701205e-08,1.0026365515614089e-08
1930,5.2518016602221e-09,0.0
1931,1.8248570654577634e-08,0.0
1932,1.4247397928102146e-08,0.0
1933,1.3764794637438627e-08,4.588264879146209e-09
1934,2.6359476379411717e-08,0.0
