year,vos_DET ados_NOUN,vos_DET cadeaux_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,3.900678446910888e-09
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,5.693910232196231e-09
1808,0.0,0.0
1809,0.0,9.036122072814123e-09
1810,0.0,1.6380887757350138e-08
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,3.1466771410748606e-09
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,1.0898113522728181e-08
1818,0.0,0.0
1819,0.0,2.070210003424222e-09
1820,0.0,5.933240565525466e-09
1821,0.0,6.903041693817613e-09
1822,0.0,3.0076847679083585e-09
1823,0.0,9.882686891060644e-10
1824,0.0,5.052667617633233e-09
1825,0.0,6.163809906922779e-09
1826,0.0,5.284790383086602e-09
1827,0.0,1.8434546111834038e-09
1828,0.0,1.8344602503717056e-09
1829,0.0,0.0
1830,0.0,4.174734336004349e-09
1831,0.0,1.4032085715598441e-08
1832,0.0,2.705993873419743e-09
1833,0.0,9.266902800675325e-09
1834,0.0,2.8003592333902816e-08
1835,0.0,2.2689263801112247e-09
1836,0.0,8.736975143364134e-09
1837,0.0,3.4789453540184923e-09
1838,0.0,1.8936485712828244e-09
1839,0.0,7.690622472189546e-09
1840,0.0,1.9109066329292546e-08
1841,0.0,1.926164561183441e-09
1842,0.0,9.391571076378114e-09
1843,0.0,5.906911071384968e-09
1844,0.0,3.841992946007622e-09
1845,0.0,1.674068439427856e-09
1846,0.0,4.6836010625384006e-09
1847,0.0,1.0786447290911383e-09
1848,0.0,3.218088684420195e-09
1849,0.0,0.0
1850,0.0,4.752297222410107e-09
1851,0.0,9.029214265154906e-09
1852,0.0,7.161599979710331e-09
1853,0.0,5.3747388761848924e-09
1854,0.0,2.0782657816909023e-09
1855,0.0,5.837630823180007e-09
1856,0.0,1.65670055451983e-08
1857,0.0,1.3668224996266076e-08
1858,0.0,9.787352039936081e-09
1859,0.0,1.1202781591279631e-08
1860,0.0,2.013960842539575e-08
1861,0.0,1.55626805886655e-08
1862,0.0,9.035972858839614e-09
1863,0.0,7.4919311865429e-09
1864,0.0,6.233146332412787e-09
1865,0.0,1.364984902885169e-08
1866,0.0,6.811858022093276e-09
1867,0.0,7.76449837758264e-09
1868,0.0,3.951899363308087e-09
1869,0.0,1.7092316340061586e-08
1870,0.0,2.8670243956696595e-09
1871,0.0,4.248470908407853e-09
1872,0.0,6.047339518033823e-09
1873,0.0,4.190203295451056e-09
1874,0.0,4.182226565063729e-09
1875,0.0,6.86583251363615e-09
1876,0.0,2.418405919968336e-09
1877,0.0,6.8032977029730546e-09
1878,0.0,1.8117265465633636e-09
1879,0.0,3.665595160740054e-09
1880,0.0,6.417846254436199e-09
1881,0.0,1.2550513295295218e-08
1882,0.0,1.3976308110841273e-08
1883,0.0,6.951273001654101e-09
1884,0.0,3.9610181801208455e-09
1885,0.0,7.7347630522695e-09
1886,0.0,3.2267319372003556e-09
1887,0.0,5.223139698529167e-09
1888,0.0,3.804368819970705e-09
1889,0.0,5.012109394186837e-09
1890,0.0,1.1797895660414781e-08
1891,0.0,3.824532024410132e-09
1892,0.0,1.8805537127519756e-09
1893,0.0,8.621783342821487e-09
1894,0.0,3.780923574225881e-09
1895,0.0,3.611168697403855e-09
1896,0.0,1.4152869098893461e-08
1897,0.0,6.4093846896540185e-09
1898,0.0,4.52668391659472e-09
1899,0.0,5.527578395003729e-09
1900,0.0,4.15284251431558e-09
1901,0.0,5.029865024486213e-09
1902,0.0,2.455141923096704e-09
1903,0.0,6.480264325148255e-09
1904,0.0,6.987012746151322e-09
1905,0.0,4.1286072338664326e-09
1906,0.0,5.658603086100555e-09
1907,0.0,6.1714120480615975e-09
1908,0.0,1.6698723515062852e-08
1909,0.0,8.25147539185167e-09
1910,0.0,6.947395769785203e-09
1911,0.0,9.576673676292558e-09
1912,0.0,9.897900055122477e-09
1913,0.0,1.590896836489719e-08
1914,0.0,1.1384464315700171e-08
1915,0.0,1.0602685396321476e-08
1916,0.0,7.69122365795738e-09
1917,0.0,3.289927441585405e-09
1918,0.0,9.189101035644853e-09
1919,0.0,1.2890987832747669e-08
1920,0.0,7.572231730534895e-10
1921,0.0,3.7863738810983705e-09
1922,0.0,1.0329109789708468e-08
1923,0.0,1.0615948120573648e-08
1924,0.0,1.8048273875415077e-08
1925,0.0,8.798542339150117e-09
1926,0.0,4.7928395474627905e-08
1927,0.0,5.574612549352764e-08
1928,0.0,1.1426041335305115e-08
1929,0.0,1.7824650200282122e-08
1930,0.0,1.575540553577781e-08
1931,0.0,1.4826963656844327e-08
1932,0.0,1.4247398039124448e-08
1933,0.0,1.0323595756034365e-08
1934,0.0,1.5576054224197833e-08
1935,0.0,1.3165112555668657e-08
1936,0.0,1.9399542416920212e-08
1937,0.0,1.1332006444320086e-08
1938,0.0,1.2965214124527336e-08
1939,0.0,1.6823455517567254e-08
1940,0.0,3.0429395447839624e-08
1941,0.0,8.854508237732261e-09
1942,0.0,1.2136847082899749e-08
1943,0.0,4.3548527894898825e-08
1944,0.0,6.4263723231761105e-09
1945,0.0,2.6142048525912287e-08
1946,0.0,9.744772988540262e-09
1947,0.0,1.6689218895749036e-08
1948,0.0,1.1959077061973744e-08
1949,0.0,1.4725512031965593e-08
1950,0.0,1.701657836861159e-08
1951,0.0,1.0661401761424827e-08
1952,0.0,2.636200890915319e-08
1953,0.0,2.2625037066070774e-08
1954,0.0,2.247683239531284e-08
1955,0.0,4.035811462799188e-08
1956,0.0,2.267496879149178e-08
1957,0.0,1.5903067862588216e-08
1958,0.0,2.3989505326671434e-08
1959,0.0,2.867776704995606e-08
1960,0.0,2.4914999563474538e-08
1961,0.0,3.196153386397782e-08
1962,0.0,2.5367825895461493e-08
1963,0.0,2.2631185814248056e-08
1964,0.0,1.8860301709278104e-08
1965,0.0,2.134096988015699e-08
1966,0.0,3.101881873579515e-08
1967,0.0,2.7609879271750515e-08
1968,0.0,2.3804503146429568e-08
1969,0.0,1.9983733778872192e-08
1970,0.0,1.74751555448438e-08
1971,0.0,3.1344225215335086e-08
1972,0.0,2.0520588228656322e-08
1973,0.0,2.7566018800939673e-08
1974,0.0,1.7439271637886833e-08
1975,0.0,2.1703625119329217e-08
1976,0.0,1.3141111976366915e-08
1977,0.0,3.0559265784546596e-08
1978,0.0,2.792077880009458e-08
1979,0.0,1.6385525158923997e-08
1980,0.0,1.762396723004045e-08
1981,0.0,2.2771977692404022e-08
1982,0.0,3.103751089472695e-08
1983,0.0,2.2103606056589342e-08
1984,0.0,2.203623239438457e-08
1985,0.0,2.6468455205375108e-08
1986,0.0,2.038125046510686e-08
1987,0.0,3.2998411836349106e-08
1988,0.0,1.918897191144353e-08
1989,0.0,2.7989423445617945e-08
1990,0.0,1.798054782842229e-08
1991,5.861465202094962e-10,2.5790447111262438e-08
1992,5.509944167592096e-10,1.597883780846132e-08
1993,0.0,2.2156830370434477e-08
1994,5.274926606624319e-10,2.1099706759564185e-08
1995,0.0,1.6809597269684673e-08
1996,1.067618438099771e-09,2.882569738460461e-08
1997,1.438468344439059e-09,3.068732468136659e-08
1998,9.536258449571733e-10,6.723062540014979e-08
1999,3.656160929565999e-09,3.244842838867612e-08
2000,2.6508188977203417e-09,2.562458201182949e-08
2001,1.7524847129024579e-09,2.4096663997497103e-08
2002,4.381221607729913e-09,1.9277374085913124e-08
2003,1.6667691671301554e-09,1.8751153074703097e-08
2004,8.809582507929292e-10,2.1583476339515073e-08
2005,9.90824944313573e-09,5.584649687140342e-08
2006,4.941467901531382e-09,2.1330669564001425e-07
2007,5.592271090648637e-09,4.8732648139093726e-08
2008,1.021785517307805e-08,4.342588608152731e-08
2009,6.675469732542183e-09,9.82247672087766e-08
2010,6.613310177261411e-09,5.8575032657604e-08
2011,1.6443079564609775e-08,1.0668881839093203e-07
2012,1.5999988112191943e-08,9.021269986586589e-08
2013,1.3108887919610623e-08,5.606141484371108e-08
2014,1.6024294446914666e-08,6.409717567823492e-08
2015,1.4851054830344879e-08,6.25074264570813e-08
2016,1.4499380363020009e-08,6.069026281529943e-08
2017,2.2640501584625383e-08,5.006066672308407e-08
2018,1.1358453289034287e-08,5.653412171735539e-08
2019,3.214244703730884e-08,5.484623821772061e-08
