year,plus_ADV omis_VERB,plus_ADV commis_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,2.2378401354217203e-09
1803,0.0,7.801356893821776e-09
1804,0.0,0.0
1805,0.0,2.842877711017877e-09
1806,0.0,0.0
1807,0.0,2.8469551160981155e-09
1808,0.0,2.2660739951163578e-09
1809,0.0,9.036122072814123e-09
1810,0.0,9.360507036149102e-09
1811,0.0,0.0
1812,5.3344164641089264e-09,1.3336041604361526e-08
1813,2.8757416448144113e-09,2.8757416448144113e-09
1814,0.0,3.1466771410748606e-09
1815,0.0,1.0788894222457657e-08
1816,0.0,9.270415546325239e-09
1817,0.0,1.8682481339737933e-08
1818,3.5763532135746345e-09,9.536941902865692e-09
1819,1.035105001712111e-09,3.1053151161586356e-09
1820,0.0,2.254631326081835e-08
1821,0.0,8.875339574387908e-09
1822,1.0025615893027862e-09,6.015369535816717e-09
1823,0.0,4.5460360809101985e-08
1824,0.0,5.052667617633233e-09
1825,8.805443041381977e-10,1.4088708866211164e-08
1826,8.80798456392995e-09,1.0569580766173203e-08
1827,9.217273055917019e-10,1.3825909306319772e-08
1828,9.172301251858528e-10,3.668920500743411e-09
1829,2.571952872898464e-09,1.5431716349212365e-08
1830,0.0,2.0873671680021744e-09
1831,0.0,1.5591206103948707e-09
1832,2.1647950987357945e-08,1.3529969367098715e-09
1833,0.0,1.1583628500844156e-09
1834,2.8003592777992026e-09,5.600718555598405e-09
1835,3.025235173481633e-09,2.3445572594482655e-08
1836,2.688300027031687e-09,1.2769425516978572e-08
1837,1.3915781860163179e-09,3.896418832027848e-08
1838,6.312161904276081e-10,2.0830134062066463e-08
1839,0.0,9.788065469251706e-09
1840,0.0,1.0828470564661075e-08
1841,3.852329122366882e-09,1.4767261191650505e-08
1842,3.3541325272778977e-09,7.379091560011375e-09
1843,0.0,6.497602011990011e-09
1844,0.0,9.330554107123135e-09
1845,2.2320911785556063e-09,1.6182660544927785e-08
1846,2.9272506640865004e-09,1.5221703009160592e-08
1847,0.0,1.294373674909366e-08
1848,6.43617736884039e-09,5.63165514222419e-09
1849,0.0,2.262441967104678e-08
1850,3.394498016007219e-09,8.146795238417326e-09
1851,2.579775504329973e-09,1.2898877521649865e-08
1852,1.3021090872200602e-09,9.765818376195057e-09
1853,5.971931837933653e-10,1.6721408258035808e-08
1854,0.0,8.313063126763609e-09
1855,5.306937111981824e-10,1.2205955357558196e-08
1856,2.0708756931497874e-09,2.0708756931497874e-09
1857,3.4170564155999728e-09,8.78671624349181e-09
1858,1.9574704079872163e-09,2.6915218498402282e-08
1859,2.036869339860914e-09,7.129042689513199e-09
1860,9.154367819341758e-10,9.612086238064421e-09
1861,0.0,7.545541969022906e-09
1862,4.517986262886353e-10,2.3493528900075944e-08
1863,6.99246927027275e-09,1.2986014041871385e-08
1864,5.274200631788517e-09,1.6302074357099627e-08
1865,2.3534221238463715e-09,6.589582213223366e-09
1866,9.731225825149181e-10,2.919367858567057e-09
1867,4.367530337390235e-09,7.279217228983725e-09
1868,1.975949626142892e-09,1.3831646938911035e-08
1869,4.883519144627257e-10,8.30198221279943e-09
1870,0.0,5.160643912205387e-09
1871,0.0,7.434824311758348e-09
1872,1.2094678591978436e-09,1.4513614310374123e-08
1873,2.3944017879529156e-09,1.2570609442263958e-08
1874,0.0,1.1949218281515073e-09
1875,1.1443054281912168e-09,1.716458086775674e-09
1876,0.0,6.04601479992084e-09
1877,4.9478527941460015e-09,4.9478527941460015e-09
1878,6.039088673581716e-10,6.6429977074733415e-09
1879,1.221865053580018e-09,8.55305515301552e-09
1880,0.0,1.2193908105473383e-08
1881,6.972507571312292e-10,6.2752567586699115e-09
1882,6.655385131892899e-10,1.1979693681496428e-08
1883,8.21514056781325e-09,3.159669414998234e-09
1884,1.3203393933736152e-09,5.281357573494461e-09
1885,0.0,5.156508553483263e-09
1886,0.0,6.4534639854230136e-09
1887,1.3057849246322917e-09,9.140494583448344e-09
1888,6.340614699951175e-10,0.0
1889,0.0,4.385595886446936e-09
1890,3.2771931834929546e-09,3.9326319978272295e-09
1891,0.0,1.0836173736095134e-08
1892,0.0,1.2537024751679837e-08
1893,0.0,4.310891643655168e-09
1894,6.301539290376468e-09,7.561847148451761e-09
1895,4.213029924926559e-09,7.824199066419624e-09
1896,5.89702897624278e-10,2.1229304536518612e-08
1897,0.0,6.992056267307589e-09
1898,5.6583548957434e-10,2.2067583316243145e-08
1899,5.527578395003729e-10,1.492446166651007e-08
1900,5.710158568206225e-09,8.30568502863116e-09
1901,1.676621730339889e-09,7.265360757457984e-09
1902,0.0,9.820567470342212e-09
1903,0.0,1.0800440541913758e-08
1904,0.0,4.299700151477737e-09
1905,0.0,9.28936660926638e-09
1906,0.0,3.600929110447737e-09
1907,0.0,7.71426478252124e-09
1908,0.0,1.1296195090437777e-08
1909,2.2003934230241384e-09,2.2003934230241384e-09
1910,4.275320542035388e-09,3.740905363258662e-09
1911,0.0,1.0108711201439746e-08
1912,4.688478938419394e-09,4.688478938419394e-09
1913,3.181793939432964e-09,7.42418571064718e-09
1914,0.0,4.68772043404897e-09
1915,2.3561523843085297e-09,2.3561524287174507e-08
1916,0.0,7.69122365795738e-09
1917,0.0,1.4256351654751143e-08
1918,5.743188147278033e-09,3.44591288836682e-09
1919,0.0,1.1049418269237776e-08
1920,7.572231730534895e-10,1.2872794385998532e-08
1921,0.0,7.572747762196741e-09
1922,0.0,8.853522359686394e-09
1923,0.0,2.1231896241147297e-09
1924,9.02413699321869e-09,1.675911143195208e-08
1925,1.6497267552040284e-08,3.299453377181294e-09
1926,0.0,1.0031524944054127e-08
1927,2.2298449753321847e-09,2.2298449753321847e-09
1928,0.0,3.4278122562625413e-09
1929,1.1140406375176326e-09,7.798284684668033e-09
1930,0.0,1.3654684494213143e-08
1931,7.983749661377715e-09,1.1405356659111021e-09
1932,4.383814644626227e-09,5.4797681947604815e-09
1933,3.4411986593596566e-09,0.0
1934,1.1981580172459871e-09,5.990790086229936e-09
1935,0.0,1.196828414151696e-08
1936,0.0,2.424942913137329e-09
1937,0.0,5.0364472592434595e-09
1938,0.0,6.482607339819424e-09
1939,0.0,1.5294050470515685e-09
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,2.9515025978810172e-09,1.1806010391524069e-08
1942,0.0,6.068423541449874e-09
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,6.4263723231761105e-09,6.4263723231761105e-09
1945,0.0,1.089252066321933e-08
1946,0.0,4.1763312808029696e-09
1947,1.1920870957027319e-09,0.0
1948,1.0871887834440486e-09,4.348755133776194e-09
1949,2.945102384188658e-09,3.9268033269479474e-09
1950,0.0,6.381216888229346e-09
1951,1.0661401761424827e-09,5.330700769690111e-09
1952,0.0,6.326882129314981e-09
1953,0.0,5.386913581872932e-09
1954,4.886268278880834e-09,5.863521668203475e-09
1955,0.0,9.385607846468247e-10
1956,2.616342476002842e-09,5.232684952005684e-09
1957,8.835037701437898e-10,9.718541527092839e-09
1958,0.0,2.4816730892496253e-09
1959,0.0,4.650448914844674e-09
1960,2.076250060767393e-09,4.152500121534786e-09
1961,2.08444772553662e-09,4.86371165564492e-09
1962,1.9025869768540815e-09,8.244543714397423e-09
1963,0.0,4.526237162849611e-09
1964,2.4335873316516654e-09,4.867174663303331e-09
1965,2.73602163147757e-09,1.6416130677043839e-09
1966,3.3234448526542337e-09,6.6468897053084675e-09
1967,9.860671168482327e-10,4.930335695263466e-09
1968,8.982831700699023e-10,6.737123747768692e-09
1969,1.8167031212712459e-09,9.991866889436096e-09
1970,2.2993624781975086e-09,2.7592350626548523e-09
1971,2.0553589941130213e-09,5.138397263237948e-09
1972,2.0520587451500205e-09,2.0520587451500205e-09
1973,0.0,4.9618833486420044e-09
1974,0.0,2.812785782069227e-09
1975,2.2845920710778955e-09,5.140332159925265e-09
1976,0.0,7.998937512354587e-09
1977,1.7630346071939584e-09,4.11374712072643e-09
1978,1.1881182704343018e-09,4.752473081737207e-09
1979,0.0,1.7555920051037788e-09
1980,0.0,6.253665585376211e-09
1981,0.0,5.060439622894819e-09
1982,6.207502289967692e-10,4.345251713999687e-09
1983,0.0,2.5261264191556165e-09
1984,3.479405208395292e-09,1.739702604197646e-09
1985,1.2031116103372597e-09,1.2031116103372597e-09
1986,3.5966913891627428e-09,1.7983456945813714e-09
1987,3.6664902225425067e-09,6.721898593298192e-09
1988,1.798966087207532e-09,2.99827696004229e-09
1989,0.0,5.488121956886971e-09
1990,5.44865097484859e-10,5.993515905799995e-09
1991,3.5168792322792797e-09,4.68917216167597e-09
1992,1.65298330578878e-09,6.060938417817852e-09
1993,0.0,1.0524494165053966e-08
1994,5.274926606624319e-10,6.857404422078162e-09
1995,0.0,7.0491861237087505e-09
1996,3.736664311304594e-09,4.270473752399084e-09
1997,2.876936688878118e-09,5.753873377756236e-09
1998,0.0,7.152193948201102e-09
1999,4.570201161957499e-10,4.570201106446348e-09
2000,8.836062992401139e-10,5.3016377954406835e-09
2001,1.3143635069212678e-09,7.886181485616817e-09
2002,4.38122149670761e-10,5.6955880012310445e-09
2003,4.1669229178253886e-10,1.0417307017007715e-08
2004,0.0,3.0833537945085254e-09
2005,0.0,6.305249655724765e-09
2006,8.235779835885637e-10,4.941467679486777e-09
2007,1.997239706952314e-09,1.1583990655594789e-08
2008,1.7029758714315335e-09,5.960415716543821e-09
2009,9.53638501499654e-10,1.192048149079028e-08
2010,0.0,6.613310343794865e-09
2011,1.1471915639660324e-09,3.4415748029203996e-09
2012,3.404252713057332e-10,5.1063788752969685e-09
2013,2.789125042035323e-10,7.530637446961919e-09
2014,0.0,9.744502982300673e-09
2015,2.2165753954528356e-10,7.314698624583116e-09
2016,0.0,7.871092222444531e-09
2017,1.0062445321423752e-09,9.30776167251679e-09
2018,7.744400121190154e-10,1.1100306451794495e-08
2019,2.55098775436835e-10,6.632568272380013e-09
