year,premières_ADJ ouvertures_NOUN,premières_ADJ couvertures_NOUN
1906,1.0648461712392532e-07,0.0
1907,8.639976617486056e-08,2.057137349353866e-09
1908,9.822778190837766e-08,0.0
1909,1.52927346341869e-07,5.500983557560346e-10
1910,1.4322323238502577e-07,5.878565634276356e-09
1911,1.1864434013020286e-07,1.5961122423746588e-09
1912,1.3179836011456558e-07,5.209421227725386e-10
1913,1.5643820061583824e-07,1.590896969716482e-09
1914,1.4331031650272053e-07,2.678697486047099e-09
1915,9.542416989916092e-08,0.0
1916,8.24059682713596e-08,0.0
1917,1.1514745779095392e-07,1.0966424435210342e-09
1918,8.155327257952649e-08,0.0
1919,1.418008679365812e-07,0.0
1920,9.616734564232843e-08,1.514446346106979e-09
1921,9.163024117242458e-08,7.572747762196741e-09
1922,1.165713783279898e-07,1.4755870969551665e-09
1923,9.129715294875496e-08,1.0615948120573648e-09
1924,1.0957880647310958e-07,1.289162443462999e-09
1925,7.368779364469447e-08,3.299453377181294e-09
1926,8.248142657762969e-08,0.0
1927,8.138934504131612e-08,1.1149224876660924e-09
1928,7.998228568339982e-08,2.2852082448565625e-09
1929,1.5819376586456713e-07,1.1140406375176326e-09
1930,8.928062666946346e-08,4.201441416995522e-09
1931,1.0835089003791154e-07,2.2810713318222042e-09
1932,6.466126478699152e-08,2.1919073223131136e-09
1933,5.391211388428019e-08,2.2941324395731044e-09
1934,5.6313425034204556e-08,2.3963160344919743e-09
1935,1.1250187270661627e-07,1.196828414151696e-09
1936,5.33487423126644e-08,0.0
1937,6.799203500218454e-08,0.0
1938,8.68669403075728e-08,0.0
1939,4.435274547631707e-08,0.0
1940,5.832300686847702e-08,0.0
1941,5.312704587367989e-08,5.9030051957620344e-09
1942,3.034211770724937e-08,2.4273694165799498e-08
1943,3.193558839598154e-08,1.1612940831184915e-08
1944,6.105053529381621e-08,3.2131861615880553e-09
1945,6.317661416233022e-08,0.0
1946,2.7842208538686464e-08,5.568441707737293e-09
1947,8.344609869759267e-08,0.0
1948,3.4790041070209554e-08,1.0871887834440486e-09
1949,6.086545312200542e-08,0.0
1950,3.722376362702562e-08,0.0
1951,6.076999170545605e-08,1.0661401761424827e-09
1952,2.5307528517259925e-08,0.0
1953,2.8011951869189033e-08,5.386913581872932e-09
1954,4.0067398288101685e-08,2.9317608341017376e-09
1955,7.133062274178315e-08,0.0
1956,3.488456679079377e-08,9.593255967388359e-09
1957,6.537927604854943e-08,0.0
1958,4.549733745307094e-08,3.3088973783179654e-09
1959,5.348016074435691e-08,7.750747821333448e-10
1960,6.228749832581926e-08,6.920833239831836e-09
1961,5.83645380913822e-08,0.0
1962,3.7417542841922113e-08,3.170978146727066e-09
1963,3.0390449268224984e-08,2.5864212993553792e-09
1964,4.623815813564747e-08,4.867174663303331e-09
1965,5.198441377363139e-08,1.6416130677043839e-09
1966,3.8773524835278295e-08,6.6468897053084675e-09
1967,7.001076718360366e-08,1.9721342336964653e-09
1968,4.042274154292258e-08,1.3474247273492779e-09
1969,5.6317797314520135e-08,1.3625273131978588e-09
1970,6.898087367979144e-08,1.3796175313274261e-09
1971,4.162102129612322e-08,3.5968783507200897e-09
1972,2.1546616935097518e-08,3.5911027485013847e-09
1973,3.528450420731133e-08,1.102640756478479e-09
1974,3.1503201824989446e-08,1.6876715580593782e-09
1975,3.541117532535054e-08,1.1422960355389478e-09
1976,4.113739382471948e-08,2.285410749536254e-09
1977,2.7033196681180982e-08,3.526069214387917e-09
1978,2.0198010375338527e-08,7.128709622605811e-09
1979,3.160065631391262e-08,4.096381456264453e-09
1980,3.809050852510154e-08,2.8425752862659692e-09
1981,2.213942273954217e-08,5.69299452024552e-09
1982,3.103751144983846e-08,3.1037510339615437e-09
1983,3.031351525351056e-08,8.841442245000053e-09
1984,3.827345756990397e-08,5.219107812592938e-09
1985,2.105445384703586e-08,3.0077789148208467e-09
1986,3.776525869803038e-08,2.3977941854269602e-09
1987,2.383218494772521e-08,7.944062296871834e-09
1988,4.437449852012776e-08,1.798966087207532e-09
1989,3.073348475712834e-08,3.2928733073589456e-09
1990,3.5416231725093894e-08,4.358920779878872e-09
1991,2.1687421636329418e-08,1.7584396161396398e-09
1992,3.801861381269589e-08,1.65298330578878e-09
1993,2.7696036852820072e-08,3.877445031719162e-09
1994,3.164955936219016e-08,3.164955852952289e-09
1995,2.8738989854559804e-08,2.7112254663563817e-09
1996,2.081855932090093e-08,3.736664311304594e-09
1997,3.020783623242096e-08,9.110299181713799e-09
1998,2.1456582288692516e-08,1.1920323395031573e-08
1999,3.3362468343511864e-08,4.570201106446348e-09
2000,2.2090156814869033e-08,5.743440834038438e-09
2001,2.4096665551809338e-08,1.7524847129024579e-09
2002,2.716357361265409e-08,7.448076377869484e-09
2003,2.5834921590917048e-08,4.166922806803086e-09
2004,2.6428746663365033e-08,7.047666006343434e-09
2005,1.6213498099659773e-08,4.954124666056714e-09
2006,2.2236605445868918e-08,4.941467679486777e-09
2007,2.4765772765888983e-08,3.994479413904628e-09
2008,2.1287197782271505e-08,5.960415716543821e-09
2009,2.336414262060771e-08,5.245011536203492e-09
2010,1.6533275637442557e-08,4.723792912386671e-09
2011,1.7972668686638826e-08,2.2943831279320648e-09
2012,2.3489344136429224e-08,5.7872298064864935e-09
2013,2.0639525644128298e-08,2.2313000336282585e-09
2014,2.2953719258644867e-08,3.031623174720721e-09
2015,2.903713713919842e-08,2.881548111233201e-09
2016,4.391240848722333e-08,6.214020409345267e-10
2017,1.9873328982455973e-08,2.7671724911471074e-09
2018,2.5298374339843832e-08,4.64663996169179e-09
2019,1.862221077342241e-08,1.2754939326953263e-09
