year,grands_ADJ anneaux_NOUN,grands_ADJ canaux_NOUN
1863,3.995696573610985e-08,1.1437681735060323e-07
1864,3.212467802882202e-08,1.4432130512886943e-07
1865,4.848049783845454e-08,1.407346417181543e-07
1866,5.692767146570077e-08,1.5521305007926145e-07
1867,5.143980175148499e-08,1.2908478197459772e-07
1868,6.174842326345242e-08,1.516541345836231e-07
1869,2.5882650689368347e-08,9.42519164937039e-08
1870,5.3326655091723296e-08,1.3991079450548227e-07
1871,3.3987767267262825e-08,1.4551012839092436e-07
1872,4.7169248063028135e-08,9.736216100009187e-08
1873,5.028243776905583e-08,1.292977032107956e-07
1874,4.062734149101743e-08,1.3980584911976734e-07
1875,1.3731664694205392e-07,1.6935720265065513e-07
1876,5.38095328295185e-08,1.6505620759055262e-07
1877,4.762308236649915e-08,1.5276495446414629e-07
1878,4.891661831152305e-08,1.0326841959340527e-07
1879,4.581993806596074e-08,1.2279743877297022e-07
1880,4.171599954361227e-08,9.755126328947483e-08
1881,4.183504387356152e-08,1.5757866833610024e-07
1882,4.5256619785050134e-08,1.4841508289009653e-07
1883,6.635305993540896e-08,1.9210790469514905e-07
1884,6.271611852071146e-08,1.3533478693261713e-07
1885,6.832373600218489e-08,1.411594183764464e-07
1886,4.646494033977433e-08,1.0390076710109497e-07
1887,4.309090329002174e-08,1.2927270165441485e-07
1888,5.5163347667530616e-08,1.5914942252948094e-07
1889,3.57112810434046e-08,1.4785722157739656e-07
1890,5.505684796958121e-08,2.9035932114229723e-07
1891,3.6970476458009216e-08,2.549688046249443e-07
1892,5.0774950466347946e-08,1.8742852514463948e-07
1893,3.0176241949675386e-08,1.4041189899671735e-07
1894,3.276800342177921e-08,1.543877141685357e-07
1895,4.213030280197927e-08,1.257890422934338e-07
1896,4.8355637716213096e-08,1.2914493963123164e-07
1897,5.477110676110897e-08,1.2236098712037347e-07
1898,3.281845906144554e-08,1.1825962076272845e-07
1899,3.537650172802387e-08,1.365311899093058e-07
1900,5.969710770159509e-08,1.3548648780670192e-07
1901,6.650599004842661e-08,2.425512661829998e-07
1902,7.218117303864346e-08,1.1931989263302967e-07
1903,3.834156458992766e-08,1.42565814931217e-07
1904,5.4283713524228006e-08,1.7252546236079525e-07
1905,3.509316215399849e-08,1.305672047147155e-07
1906,4.578324208637241e-08,3.194538586992479e-07
1907,2.674278576364486e-08,1.1211398742716483e-07
1908,7.072399910157401e-08,1.3358977923871862e-07
1909,2.6954818821423032e-08,1.4797646102904238e-07
1910,4.4890864359103944e-08,1.6994399620884337e-07
1911,3.777465806820146e-08,9.044636328781053e-08
1912,2.3963337980603683e-08,9.11648712076385e-08
1913,3.446943352969356e-08,9.280231655361959e-08
1914,5.022557658662663e-08,1.0848724940615284e-07
1915,7.657494904833584e-08,7.775302890422608e-08
1916,3.625862632361532e-08,6.043104150421641e-08
1917,6.250861872558744e-08,8.882803825827068e-08
1918,5.283732917860107e-08,1.0567466102173739e-07
1919,3.498982437122322e-08,8.839534615390221e-08
1920,3.180337415642498e-08,8.556622121957957e-08
1921,3.0290991048786964e-08,8.557204611570057e-08
1922,3.32007097370024e-08,6.935259067031296e-08
1923,4.0340601970001444e-08,1.1359064444604883e-07
1924,6.574728672603669e-08,7.34822620529485e-08
1925,2.969508017258704e-08,1.033828738172815e-07
1926,5.684530535177146e-08,1.3040981894363313e-07
1927,6.689534615134107e-08,1.4828468541949746e-07
1928,6.627104198742018e-08,1.2797165993561066e-07
1929,4.233354289340241e-08,1.1697426915979747e-07
1930,3.361153133596417e-08,8.823026931281674e-08
1931,2.9653927313688655e-08,1.6879927500212943e-07
1932,3.616647248350091e-08,1.4795374003728767e-07
1933,1.9500125958415992e-08,1.066771559976587e-07
1934,4.193552882725271e-08,1.2341027932905035e-07
1935,4.0692164304800826e-08,9.095896302824258e-08
1936,3.516167268458048e-08,1.794457826775897e-07
1937,2.1404900962807005e-08,1.1583828463113122e-07
1938,2.9819993585533666e-08,8.427389275311725e-08
1939,3.211750509990452e-08,1.1164657109929976e-07
1940,2.2822046474857416e-08,1.2171757646228798e-07
1941,6.493305448884712e-08,1.8299316195680149e-07
1942,3.6410540360520827e-08,6.675266206457309e-08
1943,5.2258233296242906e-08,1.5967793842719402e-07
1944,1.2852744646352221e-08,5.462416652335378e-08
1945,4.574858536443571e-08,6.099811145077183e-08
1946,4.5939643200654245e-08,9.187928640130849e-08
1947,3.457052599742383e-08,6.318061451793255e-08
1948,2.174377655705939e-08,7.501602539150554e-08
1949,2.5524220959027843e-08,1.266394065169152e-07
1950,8.508289184305795e-09,1.0741715072981606e-07
1951,8.529121409139861e-09,7.889437370067753e-08
1952,1.8980646387944944e-08,9.384875399032211e-08
1953,2.693456835345387e-08,1.0127397587211817e-07
1954,3.224936762080688e-08,8.990733046942978e-08
1955,2.9095383879962355e-08,9.010183532609517e-08
1956,2.0058624983221307e-08,7.412970148834575e-08
1957,2.03205861026845e-08,9.89524195915692e-08
1958,3.3088973339090444e-08,7.114129374485856e-08
1959,2.5577467255288866e-08,8.913360005635695e-08
1960,3.114374891310945e-08,5.882708364879363e-08
1961,2.709782087606527e-08,6.67023318245974e-08
1962,2.5367825173816527e-08,9.322676036704891e-08
1963,2.133797494252576e-08,8.470529744286637e-08
1964,2.251068309533366e-08,7.057403539345586e-08
1965,2.7360217202954118e-08,5.9098068050378316e-08
1966,2.4925835617750636e-08,8.364003178940038e-08
1967,2.070740912074598e-08,5.5712791213746726e-08
1968,3.054162789339898e-08,7.051522910028751e-08
1969,2.9067249940339934e-08,6.494713430948984e-08
1970,1.977451802304131e-08,4.460763136648893e-08
1971,3.0316545718278576e-08,5.909157252403929e-08
1972,2.0007572487656944e-08,5.181448442526104e-08
1973,2.3706776985932265e-08,5.733732066914854e-08
1974,2.81278591529599e-08,5.5693160305736455e-08
1975,1.9990180177842376e-08,5.9399393848025284e-08
1976,1.7711933253394818e-08,6.913367656125047e-08
1977,1.880570188461661e-08,5.1128001388178745e-08
1978,2.970295653881294e-08,4.7524729041015235e-08
1979,2.57486831856113e-08,4.154901134256761e-08
1980,1.5349906234973787e-08,5.457744833847755e-08
1981,2.4669642328944974e-08,8.286470176699368e-08
1982,1.8622506203769262e-08,5.2143018791639406e-08
1983,3.157657957331139e-08,5.115406054301275e-08
1984,1.8556827185989277e-08,2.7835240168361253e-08
1985,2.045289804186723e-08,3.368712564455478e-08
1986,1.7384007122700496e-08,4.975423095743281e-08
1987,2.0776777631681398e-08,3.910922857786048e-08
1988,2.398621568033832e-08,3.2381390013824785e-08
1989,1.9757239400064464e-08,6.366221649845016e-08
1990,1.9070277801347402e-08,8.281949664956656e-08
1991,8.7921980806982e-09,3.9271817797725816e-08
1992,2.314176583695371e-08,4.35285585353995e-08
1993,1.661762283333701e-08,5.7053837765330684e-08
1994,1.8989736005892155e-08,4.483687732204089e-08
1995,3.524592884218691e-08,3.470368525881895e-08
1996,1.7081895009596337e-08,4.110330897866277e-08
1997,1.054876808126437e-08,5.7059242664081467e-08
1998,1.382757464085671e-08,3.57609692969163e-08
1999,1.553868322901053e-08,3.290544725587097e-08
2000,1.192868470667463e-08,2.9159007652879154e-08
2001,2.1467938537966802e-08,3.855466346180947e-08
2002,1.7963008858146168e-08,5.651775580872709e-08
2003,1.8751153518792307e-08,4.4586075109709356e-08
2004,1.2773894830786503e-08,4.492887023532788e-08
2005,1.9366122927522156e-08,2.8823996633953186e-08
2006,1.4824403926638752e-08,3.294312023172097e-08
2007,2.236908436259455e-08,4.074369144846379e-08
2008,2.5118893631770334e-08,6.471308244826446e-08
2009,2.9562793102400065e-08,6.675469688133262e-08
2010,3.117703428756613e-08,4.3931276227926475e-08
2011,2.370862617340208e-08,3.938691284233187e-08
2012,3.5063802528156884e-08,6.331910351597969e-08
2013,2.4265387921218462e-08,3.4864064635264924e-08
2014,4.2442724890179306e-08,3.4214035077306804e-08
2015,4.65480844979993e-08,3.457857766786532e-08
2016,4.370527406649671e-08,7.166836635263962e-08
2017,2.792328501755037e-08,3.295450726192861e-08
2018,3.898014711012365e-08,3.0977602094584e-08
2019,3.086695343768042e-08,4.923406365930916e-08
