year,mes_DET ados_NOUN,mes_DET cadeaux_NOUN
1800,0.0,1.2576657937302116e-08
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,1.950339223455444e-09
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,2.8469551160981155e-09
1808,0.0,0.0
1809,0.0,2.259030518203531e-09
1810,0.0,0.0
1811,0.0,5.0141535368197765e-09
1812,0.0,0.0
1813,0.0,2.8757416448144113e-09
1814,0.0,6.293354282149721e-09
1815,0.0,1.0788894222457657e-08
1816,0.0,4.6352077731626196e-09
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,5.175524897538253e-09
1820,0.0,0.0
1821,0.0,1.7750679148775816e-08
1822,0.0,1.0025615893027862e-09
1823,0.0,1.9765373782121287e-09
1824,0.0,3.3684450784221553e-09
1825,0.0,2.641632912414593e-09
1826,0.0,7.927186018719112e-09
1827,0.0,2.7651818612639545e-09
1828,0.0,2.7516904310687096e-09
1829,0.0,8.573175946935407e-09
1830,0.0,1.1480518979922749e-08
1831,0.0,4.677361609140007e-09
1832,0.0,2.705993873419743e-09
1833,0.0,2.0850531967653296e-08
1834,0.0,2.0535967593104942e-08
1835,0.0,5.294161553592858e-09
1836,0.0,2.688300027031687e-09
1837,0.0,2.7831563720326358e-09
1838,0.0,1.009945904684173e-08
1839,0.0,1.3283802502428443e-08
1840,0.0,1.0828470564661075e-08
1841,0.0,1.0272877659645019e-08
1842,0.0,9.391571076378114e-09
1843,0.0,3.5441467538532834e-09
1844,0.0,7.683985892015244e-09
1845,0.0,1.1160455504199973e-08
1846,0.0,1.0538101946622191e-08
1847,0.0,7.550513103637968e-09
1848,0.0,5.63165514222419e-09
1849,0.0,2.513824481908955e-09
1850,1.3577992064028876e-09,2.0366988096043315e-09
1851,0.0,0.0
1852,0.0,5.859491114534876e-09
1853,0.0,1.2541057081705276e-08
1854,0.0,1.558699391779328e-09
1855,0.0,1.0613874223963649e-09
1856,0.0,8.801221973442352e-09
1857,0.0,1.5620828630602546e-08
1858,0.0,1.3212924865335651e-08
1859,0.0,1.171199892624486e-08
1860,0.0,1.9681891672007623e-08
1861,0.0,8.960331143725853e-09
1862,0.0,4.9697850279528666e-09
1863,0.0,1.048870412745373e-08
1864,0.0,1.4863656749852794e-08
1865,0.0,8.47231973466478e-09
1866,0.0,1.897589108068587e-08
1867,0.0,1.455843445796745e-08
1868,0.0,2.2723421366777075e-08
1869,0.0,6.8369268024781604e-09
1870,0.0,9.747882501187632e-09
1871,0.0,1.0621177271019633e-09
1872,0.0,3.628403577593531e-09
1873,0.0,4.1902030178953e-09
1874,0.0,4.182226565063729e-09
1875,0.0,1.8881038954532414e-08
1876,2.418405919968336e-09,4.836811839936672e-09
1877,0.0,7.421779191219002e-09
1878,0.0,1.2078177569208037e-08
1879,0.0,1.588424591858484e-08
1880,0.0,3.080566179924915e-08
1881,0.0,2.022027167924989e-08
1882,0.0,3.261138559196297e-08
1883,0.0,1.4534479675365475e-08
1884,0.0,1.386356363042296e-08
1885,0.0,2.0626034213933053e-08
1886,0.0,1.677900662855336e-08
1887,0.0,2.1545451867055476e-08
1888,0.0,1.3315290647852862e-08
1889,0.0,1.2530273707511697e-08
1890,0.0,1.9663159989136147e-08
1891,0.0,2.358461337337303e-08
1892,0.0,1.5044429702015805e-08
1893,0.0,4.064554937066589e-08
1894,0.0,3.024738925994086e-08
1895,0.0,1.625025980445116e-08
1896,0.0,1.0024948871034667e-08
1897,0.0,1.5732126712464378e-08
1898,0.0,7.355861253444118e-09
1899,0.0,1.2160672469008205e-08
1900,0.0,1.0382106063744345e-08
1901,0.0,2.0678333711998675e-08
1902,4.910283846193408e-10,1.1784681508419936e-08
1903,0.0,6.480264325148255e-09
1904,0.0,3.7622376325430196e-09
1905,0.0,3.096455536422127e-09
1906,0.0,1.2346042410626978e-08
1907,0.0,1.0799970695529737e-08
1908,0.0,2.8977195087875884e-08
1909,0.0,7.151278402783845e-09
1910,5.344150677544235e-10,1.60324518105881e-08
1911,0.0,7.980561322895596e-09
1912,0.0,1.8753915753677575e-08
1913,0.0,7.95448484858241e-09
1914,0.0,8.705766774141921e-09
1915,0.0,1.1780761921542648e-09
1916,0.0,9.888715624128963e-09
1917,0.0,2.8512703309502285e-08
1918,0.0,1.8378202071289707e-08
1919,0.0,4.603924352863942e-09
1920,0.0,1.2115570768855832e-08
1921,0.0,8.330022005509363e-09
1922,0.0,1.918263209388371e-08
1923,0.0,1.6985516992917837e-08
1924,0.0,3.480738519634485e-08
1925,0.0,3.2994532217500705e-08
1926,0.0,5.57306911730393e-09
1927,0.0,1.0034302277972529e-08
1928,0.0,1.3711249025050165e-08
1929,0.0,2.2280811862174232e-08
1930,0.0,2.4158288369768854e-08
1931,0.0,1.8248570654577634e-08
1932,0.0,1.5343351700281005e-08
1933,0.0,9.176529758292418e-09
1934,0.0,1.1981580172459871e-08
1935,0.0,1.9149254626427137e-08
1936,0.0,1.4549657478823974e-08
1937,0.0,1.6368453259474336e-08
1938,0.0,5.186085783037697e-09
1939,0.0,6.117620188206274e-09
1940,0.0,1.5214697723919812e-08
1941,0.0,2.066051907334554e-08
1942,0.0,1.517105907566929e-08
1943,0.0,2.032264689866281e-08
1944,0.0,1.927911696952833e-08
1945,0.0,8.714016175304096e-09
1946,0.0,6.960552134671616e-09
1947,0.0,2.26496545963073e-08
1948,0.0,2.283096534050344e-08
1949,0.0,6.8719057111366055e-09
1950,0.0,1.2762433776458693e-08
1951,0.0,2.7719645245838365e-08
1952,0.0,1.0544803585865736e-08
1953,0.0,9.69644453618912e-09
1954,0.0,2.14995790059902e-08
1955,0.0,1.595553333899602e-08
1956,0.0,8.72114114258693e-09
1957,0.0,1.3252556385623393e-08
1958,0.0,1.1581140491045971e-08
1959,0.0,1.0851047171911432e-08
1960,0.0,1.4533750314349447e-08
1961,0.0,1.459113452284555e-08
1962,0.0,2.4099433559854333e-08
1963,0.0,1.4871922249248826e-08
1964,0.0,2.007709554163739e-08
1965,0.0,2.134096988015699e-08
1966,0.0,1.5509408868297214e-08
1967,0.0,1.2325838905091757e-08
1968,0.0,1.2126823101255013e-08
1969,0.0,1.4079449134341004e-08
1970,0.0,1.0577067222072856e-08
1971,0.0,1.3873673099240591e-08
1972,0.0,2.3598676068825597e-08
1973,0.0,1.3231688744674841e-08
1974,0.0,1.3501372464475025e-08
1975,0.0,1.2565256835017635e-08
1976,0.0,2.856763492431469e-08
1977,0.0,1.2928920156696222e-08
1978,0.0,2.316830560733507e-08
1979,0.0,1.814111783016159e-08
1980,5.685150683554241e-10,1.2507331226263574e-08
1981,0.0,2.024175771442316e-08
1982,0.0,1.6139505731871395e-08
1983,0.0,2.7155859338989785e-08
1984,0.0,2.31960340935089e-08
1985,0.0,1.985134090443097e-08
1986,0.0,2.3378493807513223e-08
1987,0.0,2.3221103706561053e-08
1988,0.0,1.4391729474816373e-08
1989,0.0,2.3598924814294264e-08
1990,0.0,2.669838927715773e-08
1991,0.0,1.6998249918742658e-08
1992,3.30596661157756e-09,1.3223866224265635e-08
1993,0.0,3.268132342526542e-08
1994,0.0,6.3826611107487e-08
1995,0.0,2.114755781601474e-08
1996,0.0,1.6548085346457242e-08
1997,4.79489448146353e-10,1.6302641014931396e-08
1998,4.768129224785866e-10,2.527108478034279e-08
1999,0.0,2.3765045847889965e-08
2000,2.2090156370779823e-09,1.678851946351756e-08
2001,4.3812117822561447e-10,2.4534786646768225e-08
2002,0.0,2.3658595749154188e-08
2003,0.0,2.791838293880744e-08
2004,0.0,1.761916479381398e-08
2005,4.5037495954858286e-10,2.657212350154481e-08
2006,4.1178899179428186e-10,2.9237017695749046e-08
2007,1.5977917877663117e-09,3.8746449604332156e-08
2008,1.2772318758180745e-09,5.108927769725824e-08
2009,1.1443662017995848e-08,6.580105882392218e-08
2010,3.3066551718974324e-09,7.935972479167219e-08
2011,5.7359579308524644e-09,9.139292833637569e-08
2012,8.510632198976964e-09,9.565950120915545e-08
2013,4.1279051288256596e-08,1.0152415264030878e-07
2014,4.114345752981308e-09,1.1715058434447201e-07
2015,3.768178213903184e-09,1.0861219479352258e-07
2016,4.536234854413124e-08,1.1433796753834713e-07
2017,1.1320251402935355e-08,1.3584301106206453e-07
2018,1.9360999914397325e-08,1.357851480143779e-07
2019,1.2754938438774843e-08,1.3622274419589075e-07
