year,trois_DET arrières_NOUN,trois_DET carrières_NOUN
1893,0.0,7.390099754367441e-09
1894,0.0,4.411077725308132e-09
1895,0.0,1.7453981149273545e-08
1896,0.0,1.0024948871034667e-08
1897,5.826713556089658e-10,1.5732126712464378e-08
1898,0.0,1.9804242690213414e-08
1899,0.0,1.713549302451156e-08
1900,0.0,1.2458527209879833e-08
1901,0.0,1.2854099118442264e-08
1902,0.0,1.5712908529863512e-08
1903,5.400220270956879e-10,1.8360749587387204e-08
1904,0.0,1.3974025492302644e-08
1905,0.0,1.2385822145688508e-08
1906,0.0,1.4918135504693453e-08
1907,0.0,5.65712765521198e-09
1908,0.0,6.875944702500192e-09
1909,0.0,7.701377313651392e-09
1910,0.0,1.2825961626106164e-08
1911,1.0640748282497725e-09,8.512598514975878e-09
1912,5.209421227725386e-10,1.0939784800267915e-08
1913,0.0,1.4318072727448339e-08
1914,0.0,6.6967438816512015e-09
1915,1.1780761921542648e-09,4.712304657594757e-09
1916,1.0987462051303964e-09,2.307366964160451e-08
1917,0.0,6.57985488317081e-09
1918,0.0,5.743188147278033e-09
1919,0.0,2.762354567309444e-09
1920,0.0,1.514446346106979e-09
1921,0.0,1.5145494858259667e-09
1922,0.0,1.0329109789708468e-08
1923,0.0,1.4862327812892318e-08
1924,1.289162443462999e-09,1.1602462102189293e-08
1925,0.0,1.759708534443405e-08
1926,0.0,1.6719207018844884e-08
1927,0.0,8.919380012351041e-09
1928,0.0,2.170947821511504e-08
1929,0.0,7.798284684668033e-09
1930,1.0503603542488804e-09,7.352522590764465e-09
1931,0.0,1.8248570654577634e-08
1932,0.0,1.534335103414719e-08
1933,0.0,3.9000251916831985e-08
1934,0.0,1.677421224144382e-08
1935,0.0,1.4361940969820353e-08
1936,0.0,1.2124714565686645e-08
1937,1.2591118148108649e-09,1.1332006000230876e-08
1938,0.0,9.075650231338273e-09
1939,0.0,9.176430282309411e-09
1940,0.0,1.2678914806940611e-08
1941,0.0,1.7709015143196893e-08
1942,0.0,1.517105907566929e-08
1943,0.0,2.322588166236983e-08
1944,0.0,5.1410978585408884e-08
1945,2.178504043826024e-09,4.357008087652048e-09
1946,0.0,2.7842208538686464e-08
1947,0.0,9.536696765621855e-09
1948,0.0,1.6307832417794543e-08
1949,0.0,5.890205101444224e-09
1950,0.0,1.2762433776458693e-08
1951,8.529121409139861e-09,2.1322803522849654e-09
1952,0.0,6.326882129314981e-09
1953,0.0,1.2928593307037772e-08
1954,0.0,1.6613311615287785e-08
1955,0.0,9.385607846468247e-09
1956,0.0,1.657016923672927e-08
1957,0.0,3.534015080575159e-09
1958,0.0,1.3235589346738408e-08
1959,0.0,9.300897829689347e-09
1960,0.0,1.2457500364604357e-08
1961,0.0,8.337791235213388e-09
1962,0.0,9.512934440181198e-09
1963,0.0,6.466053026343843e-09
1964,0.0,8.517555438736224e-09
1965,0.0,1.5321721669181443e-08
1966,0.0,9.416427082520329e-09
1967,3.451234853457663e-09,8.381570326676524e-09
1968,0.0,1.616909739432515e-08
1969,4.087581828571274e-09,1.0446042586487181e-08
1970,9.197450023812337e-10,6.438214850135182e-09
1971,1.0276794970565106e-09,1.2332153964678128e-08
1972,5.130146862875051e-10,1.282536676860957e-08
1973,0.0,1.4334329723197925e-08
1974,1.1251143350321513e-09,9.563471792262135e-09
1975,1.7134440533084216e-09,1.1994108373158952e-08
1976,0.0,1.5426522226302808e-08
1977,1.7630346071939584e-09,1.3516598507123945e-08
1978,5.940591352171509e-10,1.0693064322886414e-08
1979,0.0,1.2874340926671834e-08
1980,5.685150683554241e-10,1.4212876431329846e-08
1981,6.325549528618524e-10,2.4669643661212604e-08
1982,1.8622506869903077e-09,2.669225951379417e-08
1983,0.0,1.0104505454577861e-08
1984,1.739702604197646e-09,1.159801704675445e-08
1985,1.8046674155058895e-09,1.6843562544721635e-08
1986,1.1988970927134801e-09,1.7983456612746807e-08
1987,1.2221633705067347e-09,1.1610552186347434e-08
1988,0.0,1.4991384134077634e-08
1989,2.1952488715726304e-09,8.232183268397364e-09
1990,0.0,2.070487314931313e-08
1991,2.344586080837985e-09,1.992898157610057e-08
1992,5.509944167592096e-10,1.2121877501769518e-08
1993,0.0,1.2740176913439427e-08
1994,5.274926606624319e-10,1.4769794054458885e-08
1995,5.422450821690461e-10,1.1929391696696712e-08
1996,0.0,1.654808623463566e-08
1997,4.79489448146353e-10,1.1507747088579379e-08
1998,4.768129224785866e-10,8.105819793158275e-09
1999,4.570201161957499e-10,1.782378494796788e-08
2000,0.0,1.502130686503733e-08
2001,4.3812117822561447e-10,1.8401089707520413e-08
2002,0.0,1.8839252380331573e-08
2003,0.0,1.2917460712191797e-08
2004,8.809582507929292e-10,1.3214374150471997e-08
2005,4.5037495954858286e-10,1.1259373988714572e-08
2006,3.294311934354255e-09,8.64756888319107e-09
2007,1.5977917877663117e-09,1.677681371603512e-08
2008,0.0,1.0643599113180358e-08
2009,1.430457752249481e-09,1.0013204709835577e-08
2010,0.0,8.502827442136152e-09
2011,4.5887662558641296e-09,1.2236710283941576e-08
2012,1.7021263287730903e-09,1.0212758250194298e-08
2013,8.367375126105969e-10,6.972812438554854e-09
2014,1.0827225782605865e-09,7.362513626540945e-09
2015,8.866301581811342e-10,8.422986308431746e-09
2016,8.285360175719347e-10,6.006886238418829e-09
2017,2.515611330355938e-10,5.7859059765519305e-09
2018,2.581466596041082e-09,6.969960109071138e-09
2019,2.04079020349468e-09,3.826481576041374e-09
