year,plus_ADV ouvert_ADJ,plus_ADV couvert_ADJ
1842,3.676129267660144e-07,8.787826999423487e-08
1843,2.5813201887103787e-07,6.320394874137492e-08
1844,3.1723882898404554e-07,8.671926821079978e-08
1845,2.8235953664079716e-07,4.910600637231255e-08
1846,2.8218696002113575e-07,5.795956425913573e-08
1847,2.5132422365459206e-07,6.417936049274431e-08
1848,2.558380458594911e-07,6.194820656446609e-08
1849,3.1590394655722775e-07,4.8600607982507427e-08
1850,4.2091775753760885e-07,9.708264059327121e-08
1851,3.57943861217791e-07,8.90022562316517e-08
1852,2.3242647273491457e-07,9.570501902089745e-08
1853,3.218871142962598e-07,1.003284566536422e-07
1854,3.034268161172804e-07,8.416976271519161e-08
1855,3.3327563642160385e-07,5.890700194299825e-08
1856,2.448810505484289e-07,6.264399132760445e-08
1857,3.446345431257214e-07,7.761599363220739e-08
1858,2.485987522504729e-07,6.557525722428181e-08
1859,3.1418710477737477e-07,8.147477359443656e-08
1860,3.217760422558058e-07,8.879737123379527e-08
1861,2.060876198584083e-07,4.7631232291678316e-08
1862,2.507482292912755e-07,6.776979688538631e-08
1863,2.826955380896834e-07,5.893652499366908e-08
1864,3.1165731684268394e-07,8.486668434670719e-08
1865,2.5934713221431593e-07,7.530950796308389e-08
1866,3.0896640623723215e-07,6.714545719432863e-08
1867,3.7172534916862787e-07,6.163070764841905e-08
1868,3.877801191265462e-07,7.311013661137622e-08
1869,2.866625834485603e-07,8.741499613051928e-08
1870,3.3372162988598575e-07,5.447346396181274e-08
1871,3.324428519135836e-07,4.354682658913589e-08
1872,3.852155145978031e-07,7.01491345012073e-08
1873,4.806761353393085e-07,6.165584665041024e-08
1874,4.289769321985659e-07,7.52800772829687e-08
1875,3.284156662175519e-07,4.806082642971887e-08
1876,3.180203691499628e-07,7.980739269441983e-08
1877,3.14188639549684e-07,7.421779457672528e-08
1878,2.5847299411907443e-07,6.703388777395958e-08
1879,2.5659164748503827e-07,9.774920783911512e-08
1880,3.273101469858375e-07,9.305877313181554e-08
1881,2.998178274538077e-07,4.322954794133693e-08
1882,3.241172521484259e-07,6.389169726617183e-08
1883,2.679399813132477e-07,8.467914369703067e-08
1884,3.485695856397797e-07,9.308392634466145e-08
1885,3.422632630645239e-07,6.316722789279083e-08
1886,2.6910944939118053e-07,7.808691293575976e-08
1887,2.879255873722286e-07,4.7661149693567495e-08
1888,2.904001519254962e-07,6.594239465584906e-08
1889,4.0410131418866513e-07,4.761503902273034e-08
1890,3.624575697358523e-07,4.8502460714416884e-08
1891,2.7982827077721595e-07,6.629188931128738e-08
1892,2.42591426058425e-07,4.5133290882404253e-08
1893,2.6542775799498486e-07,5.2962381147381166e-08
1894,3.1885790008345793e-07,6.553600684355843e-08
1895,2.2569804514205316e-07,4.513960760732516e-08
1896,2.7362213472770236e-07,8.019959096827733e-08
1897,2.493833335392992e-07,4.428302347037061e-08
1898,2.2520252684898878e-07,4.9793523970720344e-08
1899,3.23363337884075e-07,7.517506617205072e-08
1900,2.605908662189904e-07,6.02162160134867e-08
1901,2.8167244181531714e-07,5.309301798206434e-08
1902,3.2506079605809646e-07,5.352209342390779e-08
1903,3.3751376804502797e-07,3.67214987306852e-08
1904,2.8754243430739734e-07,4.944655174199397e-08
1905,2.745523772773595e-07,5.5736197879241445e-08
1906,2.92704100957053e-07,4.012463961089452e-08
1907,2.7874210672962363e-07,6.53141114526079e-08
1908,2.603036080017773e-07,4.174680867663483e-08
1909,2.9210221441644535e-07,5.5009834909469646e-08
1910,2.43158865487203e-07,5.02350161468712e-08
1911,2.6069832870234677e-07,5.160762839295785e-08
1912,2.8651817274294444e-07,3.229841283314272e-08
1913,2.2961945944643958e-07,3.712092677687906e-08
1914,2.5514594881315134e-07,4.553785615257766e-08
1915,2.438617627831263e-07,2.0027295377644805e-08
1916,2.505141480924067e-07,7.361599330124591e-08
1917,2.2590833737012872e-07,4.7155623406069935e-08
1918,2.45808450927143e-07,6.202643021424592e-08
1919,3.0662135941383895e-07,5.524708868165362e-08
1920,2.8017257136525586e-07,3.48322650722821e-08
1921,2.9382260890997713e-07,5.073740894090406e-08
1922,2.3609393906554033e-07,4.0578644444622114e-08
1923,2.3355086398169078e-07,5.520293200333981e-08
1924,2.436516979287262e-07,3.0939897754933554e-08
1925,2.6835553512682964e-07,6.928851803422731e-08
1926,2.741950027029816e-07,6.910605776511147e-08
1927,2.7315601869304373e-07,4.5711821883287485e-08
1928,2.582285389962635e-07,6.512843242489907e-08
1929,3.030190498520824e-07,3.4535258208734376e-08
1930,3.3506495356050436e-07,4.3064773080914165e-08
1931,2.668853369414137e-07,4.676196141417677e-08
1932,2.6631673222254904e-07,7.014103431401963e-08
1933,2.661193718722643e-07,4.12943848004943e-08
1934,3.5345661331120937e-07,4.193552882725271e-08
1935,3.004039399456815e-07,6.702239119249498e-08
1936,3.443418847837165e-07,3.394919900756577e-08
1937,2.3797213088982971e-07,4.784624962894668e-08
1938,2.618973269363778e-07,4.2785206488815675e-08
1939,3.456455317518703e-07,1.3764645423464117e-08
1940,2.7893611331819557e-07,2.5357829613881222e-08
1941,4.0140434975910466e-07,5.017554371988808e-08
1942,3.155580259317503e-07,4.8547388331598995e-08
1943,3.280655676007882e-07,3.4838823381733164e-08
1944,3.020394956365635e-07,2.5705489292704442e-08
1945,3.0716907417627226e-07,3.703456741277478e-08
1946,2.5893254473885463e-07,5.4292307538617024e-08
1947,2.9325343575692386e-07,4.172304812755101e-08
1948,3.1419756396644516e-07,3.913879709216417e-08
1949,3.9366202031487774e-07,5.104844191805569e-08
1950,3.2544207329010533e-07,5.104973510583477e-08
1951,3.294373129847372e-07,4.264560615752089e-08
1952,4.397183204218891e-07,4.639713679921442e-08
1953,3.4045294228235434e-07,4.8482224457302436e-08
1954,3.733108826509124e-07,3.127211556375187e-08
1955,4.0170402826333884e-07,4.035811329572425e-08
1956,4.151263510721037e-07,3.9245136917998025e-08
1957,4.1878078604895563e-07,5.1243219445495924e-08
1958,3.4329809750488494e-07,3.6397871383542224e-08
1959,3.751361816739518e-07,3.332821663093455e-08
1960,3.495020735044818e-07,4.0832915715327545e-08
1961,4.2383771869936027e-07,2.570818935510033e-08
1962,3.7227283655738574e-07,2.917300001570311e-08
1963,4.3257895754322817e-07,3.620989730279689e-08
1964,4.398709165798209e-07,6.205647906654121e-08
1965,3.8304304439407133e-07,5.1984411442163037e-08
1966,4.852229267271468e-07,4.985167123550127e-08
1967,4.254879684140178e-07,4.48660522067712e-08
1968,4.4554846567734785e-07,3.6829611360644776e-08
1969,4.500882084812474e-07,3.724241537383932e-08
1970,4.695298230217304e-07,4.736686776141141e-08
1971,5.595715037998161e-07,4.1107178105903586e-08
1972,4.2426313484611455e-07,2.0520587895589415e-08
1973,4.945343903273169e-07,4.5759591671412636e-08
1974,5.558064799515705e-07,3.825388716904854e-08
1975,4.7233942268576357e-07,3.655347313724633e-08
1976,5.513553560376749e-07,4.285145038807059e-08
1977,4.6720415980416874e-07,3.0559267116814226e-08
1978,4.948512355440471e-07,4.217819693508318e-08
1979,5.173144472792046e-07,3.803782533395861e-08
1980,5.753372533945367e-07,2.6720208268216084e-08
1981,5.199601673666621e-07,2.9730083284107423e-08
1982,5.437772188088275e-07,3.041676066573018e-08
1983,5.595369998445676e-07,3.2839643893112225e-08
1984,5.746817350882338e-07,2.7835241667162336e-08
1985,5.997511607347406e-07,2.466378745680231e-08
1986,5.532909881367232e-07,2.997242631863628e-08
1987,5.854162736795843e-07,2.9943002743948455e-08
1988,6.068512448109686e-07,3.597932263232906e-08
1989,6.250971296140051e-07,3.237991919036176e-08
1990,6.603764859391958e-07,2.8332985735346483e-08
1991,6.793438274144137e-07,3.3996499837485317e-08
1992,6.09399819495593e-07,3.691662442406596e-08
1993,6.608274247810186e-07,3.37891670199042e-08
1994,7.094776037774864e-07,3.5342008430916394e-08
1995,6.165326453810849e-07,3.5788175978268555e-08
1996,6.89147725552175e-07,4.003569031851839e-08
1997,7.302624567273597e-07,2.3494983736327413e-08
1998,7.848340715099766e-07,3.3853716274734325e-08
1999,7.531691608164692e-07,2.8792268125243936e-08
2000,7.227899345707556e-07,2.7391795498488136e-08
2001,7.57073394197505e-07,3.767842216007011e-08
2002,6.970523145355401e-07,4.162160394116654e-08
2003,7.137938951018441e-07,3.7502307037584615e-08
2004,6.889093242534727e-07,3.567880924038036e-08
2005,7.007834597061446e-07,3.332774767272895e-08
2006,6.926291007403051e-07,3.6237430833807593e-08
2007,6.922433044564968e-07,2.7961355897332396e-08
2008,6.526655056404707e-07,3.7039725953036395e-08
2009,6.098518383623741e-07,3.337734710839868e-08
2010,6.074797624933126e-07,3.4011311100812236e-08
2011,5.724485845348681e-07,3.785732261007979e-08
2012,5.385527970247495e-07,4.391485930455019e-08
2013,5.22682057635393e-07,4.6299476252897875e-08
2014,5.541374434869795e-07,4.352544991093055e-08
2015,5.022760092288081e-07,4.566145150874945e-08
2016,4.668800386298244e-07,4.701941946905208e-08
2017,4.978394940735598e-07,3.773417134311785e-08
2018,5.062256036580948e-07,4.0529027245383986e-08
2019,5.005038019589847e-07,4.3366792823462674e-08
