year,murs_NOUN ouverts_ADJ,murs_NOUN couverts_ADJ
1914,2.0090231700464756e-09,6.562808607668558e-08
1915,1.295883844676382e-08,4.5944972271172446e-08
1916,6.592477230782379e-09,2.7468654906215306e-08
1917,1.0966424435210342e-09,3.180263163926611e-08
1918,5.743188147278033e-09,3.2161853624756986e-08
1919,1.8415696745321952e-09,5.524708868165362e-08
1920,1.514446346106979e-09,4.997672808926268e-08
1921,1.5145494858259667e-09,5.452378104564559e-08
1922,0.0,8.189508243772181e-08
1923,1.0615948120573648e-09,6.475728042687479e-08
1924,0.0,6.703644572780831e-08
1925,1.0998177923937646e-09,5.939016034517408e-08
1926,1.1146138456652466e-09,8.025219955243301e-08
1927,0.0,4.9056588125040435e-08
1928,0.0,7.084145892122251e-08
1929,1.1140406375176326e-09,8.466708578680482e-08
1930,0.0,5.2518018378577835e-08
1931,0.0,7.185374872875627e-08
1932,0.0,5.4797684612140074e-08
1933,0.0,5.5059178105665296e-08
1934,0.0,8.986185129344904e-08
1935,1.196828414151696e-09,8.856530531176077e-08
1936,1.2124714565686645e-09,6.789839934739916e-08
1937,0.0,5.791914503561202e-08
1938,0.0,6.093650861682676e-08
1939,0.0,4.5882150523368637e-08
1940,0.0,4.3108308034334186e-08
1941,0.0,7.67390702094417e-08
1942,0.0,5.76500234217292e-08
1943,5.806470415592457e-09,6.967764676346633e-08
1944,0.0,7.069009200222354e-08
1945,0.0,6.7533628023142e-08
1946,0.0,9.187928728948691e-08
1947,1.1920870957027319e-09,5.245183132274178e-08
1948,3.2615663503321457e-09,5.6533817627268945e-08
1949,0.0,6.086545389916154e-08
1950,4.2541445921528975e-09,1.0209946887940191e-07
1951,0.0,8.422507136174318e-08
1952,0.0,8.857634981040974e-08
1953,0.0,8.403585072258579e-08
1954,9.772536113672459e-10,8.208930224462563e-08
1955,1.8771215692936494e-09,8.25933454962069e-08
1956,0.0,6.889701720247388e-08
1957,5.301022731885041e-09,6.626278548083064e-08
1958,1.6544486891589827e-09,7.52774127477096e-08
1959,0.0,5.968075811324525e-08
1960,0.0,6.644000194455657e-08
1961,0.0,8.754680602685028e-08
1962,6.341956404476434e-10,7.610347624309455e-08
1963,2.5864212993553792e-09,7.629943055142974e-08
1964,2.4335873316516654e-09,7.54412105008484e-08
1965,1.0944086747954884e-09,9.138312151435457e-08
1966,1.1078149508847446e-09,6.813061825816646e-08
1967,3.944268467392931e-09,9.269030915026732e-08
1968,4.4914158503495116e-10,8.713346530409005e-08
1969,2.2708788183223305e-09,7.221395204037862e-08
1970,1.3796175313274261e-09,8.27770485489765e-08
1971,0.0,7.142372415724907e-08
1972,2.565073486948677e-09,8.362139708451011e-08
1973,1.6539611902288698e-09,6.395316631824244e-08
1974,1.6876715580593782e-09,7.031964344150765e-08
1975,1.1422960355389478e-09,7.025120396519924e-08
1976,5.713526873840635e-10,4.97076848571254e-08
1977,5.876781838942691e-10,6.64076367229427e-08
1978,0.0,7.188115347389612e-08
1979,0.0,8.134242934776381e-08
1980,5.685150683554241e-10,6.367368415860497e-08
1981,0.0,6.641827354769703e-08
1982,1.8622506869903077e-09,7.759378206628753e-08
1983,0.0,8.84144254476027e-08
1984,5.799008495621649e-10,8.408562435224809e-08
1985,1.2031116103372597e-09,6.556957932168928e-08
1986,0.0,7.732886331268674e-08
1987,3.0554083707556856e-09,7.760737052997513e-08
1988,1.1993107618124554e-09,8.575072024674668e-08
1989,0.0,9.329807615365837e-08
1990,5.44865097484859e-10,1.0570383213170942e-07
1991,1.7584396161396398e-09,8.440510157470271e-08
1992,0.0,7.989418954190697e-08
1993,0.0,7.034793725324562e-08
1994,1.5824779264761446e-09,8.492632019851953e-08
1995,0.0,7.374533339543632e-08
1996,0.0,8.060518985608667e-08
1997,0.0,7.959524594980394e-08
1998,1.43043876743576e-09,1.082365305160593e-07
1999,1.8280804647829996e-09,8.089256198218209e-08
2000,1.3254094488601709e-09,8.659341688144195e-08
2001,4.3812117822561447e-10,7.754744757448861e-08
2002,0.0,7.667137413847058e-08
2003,2.083461403401543e-09,9.792269006769772e-08
2004,0.0,9.558397096043336e-08
2005,9.007499190971657e-10,9.502911979542006e-08
2006,1.2353669198716943e-09,1.1735986071848004e-07
2007,3.994479469415779e-10,1.4300237083375578e-07
2008,1.2772318758180745e-09,1.6774311695222366e-07
2009,9.53638501499654e-10,1.9406544060629471e-07
2010,4.723793023408973e-10,2.3099347412625093e-07
2011,1.529588788962144e-09,3.0782973142740033e-07
2012,1.0212758416727752e-09,3.2170187402869033e-07
2013,0.0,3.2409632511054554e-07
2014,1.0827225782605865e-09,3.29364203466298e-07
2015,1.5516027351836215e-09,3.1364540475919966e-07
2016,1.6570720351438695e-09,3.216791151228193e-07
2017,1.2578056374223934e-09,3.0891707025748616e-07
2018,1.5488800242380307e-09,3.335254945557864e-07
2019,1.53059265262101e-09,3.683626279560315e-07
