year,quelques_DET heures_NOUN,quelques_DET coeurs_NOUN
1800,1.1139775097035454e-05,0.0
1801,9.372335085799932e-06,0.0
1802,9.235566494680825e-06,6.713520406265161e-09
1803,8.700462842625711e-06,1.950339223455444e-09
1804,8.33013734791166e-06,7.4155526164076946e-09
1805,7.9231002700908e-06,0.0
1806,8.183940366279785e-06,0.0
1807,9.022001165703841e-06,2.8469551160981155e-09
1808,6.82088250414381e-06,0.0
1809,8.765038160163385e-06,0.0
1810,8.929924064204897e-06,0.0
1811,7.814558159680018e-06,0.0
1812,9.193866844725562e-06,0.0
1813,1.0234764886263292e-05,2.8757416448144113e-09
1814,1.1249371084431914e-05,1.2586708564299443e-08
1815,1.0165835647057975e-05,0.0
1816,1.0190504553975188e-05,0.0
1817,8.811903455807624e-06,1.2454987263765815e-08
1818,9.401040756529255e-06,1.1921177378582115e-09
1819,7.926834172167219e-06,1.035105001712111e-09
1820,9.977337782629547e-06,4.746592452420373e-09
1821,9.021289116617481e-06,9.86148829262845e-10
1822,8.265117457995075e-06,1.0025615893027862e-09
1823,1.049343728709573e-05,0.0
1824,9.408067512595153e-06,0.0
1825,8.457627586722083e-06,2.641632912414593e-09
1826,9.517908210909809e-06,0.0
1827,9.628363841329701e-06,2.7651818612639545e-09
1828,9.848300152270895e-06,9.172301251858528e-10
1829,9.276176854200457e-06,6.858540846366168e-09
1830,1.0711325046486309e-05,0.0
1831,1.184307984658517e-05,1.5591206103948707e-09
1832,1.2532810160337249e-05,0.0
1833,1.2138484464685462e-05,4.6334514003376626e-09
1834,1.0733777344285045e-05,5.600718555598405e-09
1835,1.0859837686894025e-05,3.781543966852041e-09
1836,9.648981119880773e-06,0.0
1837,1.046466815068925e-05,4.87052354003481e-09
1838,9.756077758993342e-06,1.8936485712828244e-09
1839,1.0807422427205893e-05,1.0487212875887053e-08
1840,9.739253812313109e-06,6.369688665408546e-10
1841,9.887645035178139e-06,1.926164561183441e-09
1842,1.0729199061643158e-05,2.0124795163667386e-09
1843,1.0286294582328992e-05,5.906911071384968e-10
1844,9.657123712258908e-06,0.0
1845,1.0142621988507017e-05,1.674068439427856e-09
1846,1.0206737897533458e-05,4.6836010625384006e-09
1847,1.0226630763554567e-05,0.0
1848,1.091575717282467e-05,1.6090443422100975e-09
1849,1.2305170571380586e-05,1.6758829879393033e-09
1850,1.0938430591522774e-05,2.0366988096043315e-09
1851,1.0757664142602152e-05,6.449438760824933e-10
1852,1.0327677955501713e-05,0.0
1853,1.0935204159068235e-05,0.0
1854,1.0147651892111753e-05,5.195664454227256e-10
1855,1.0738587150171952e-05,0.0
1856,1.0464652746122738e-05,5.177189232874468e-10
1857,1.0778372313779983e-05,0.0
1858,1.1021047839676612e-05,0.0
1859,1.214177831343477e-05,1.5276520048956854e-09
1860,1.1710267642683903e-05,4.577183909670879e-10
1861,1.1830466519313632e-05,1.4147891747029462e-09
1862,1.1664084809126507e-05,0.0
1863,1.0941216714854818e-05,0.0
1864,1.0612170967760903e-05,9.589455896019672e-10
1865,1.0919879343873617e-05,9.41368871743009e-10
1866,1.0596331776469015e-05,9.731225825149181e-10
1867,1.0851371939679666e-05,0.0
1868,1.1453098011315888e-05,4.93987406535723e-10
1869,1.1011846879682707e-05,9.767038289254515e-10
1870,1.1114880294371687e-05,5.734048791339319e-10
1871,1.433009265383589e-05,2.1242354542039266e-09
1872,1.2087422021522798e-05,0.0
1873,1.2389233631893148e-05,1.1972008939764578e-09
1874,1.2981033592041058e-05,0.0
1875,1.1752016519039898e-05,5.721527140956084e-10
1876,1.1070252696754324e-05,0.0
1877,1.145242379152478e-05,0.0
1878,1.1019524947641912e-05,0.0
1879,1.0822669707977184e-05,0.0
1880,1.084616042135167e-05,1.9253538763308597e-09
1881,1.1132305985483981e-05,0.0
1882,1.164226529226653e-05,1.3310770263785798e-09
1883,1.1138466902593791e-05,6.319338941018771e-10
1884,1.1589279097279359e-05,6.601696966868076e-10
1885,1.1335295312164817e-05,0.0
1886,1.0832139366812044e-05,0.0
1887,1.1370775212071749e-05,6.528924623161458e-10
1888,1.134526178248052e-05,6.340614699951175e-10
1889,1.1047942166442226e-05,0.0
1890,1.1111651588180393e-05,6.554386478008212e-10
1891,1.1189305723746656e-05,1.2748440081367107e-09
1892,1.1539077263478248e-05,1.8805537127519756e-09
1893,1.099277375260499e-05,0.0
1894,1.1467541639831325e-05,0.0
1895,1.137999629463593e-05,6.018614495673091e-10
1896,1.1093491252722743e-05,1.179405795248556e-09
1897,1.1161652707869507e-05,5.826713556089658e-10
1898,1.0805194222029968e-05,1.6975064687230201e-09
1899,1.0847320197626686e-05,5.527578395003729e-10
1900,1.0210801747234655e-05,1.038210628578895e-09
1901,1.0450942056650092e-05,0.0
1902,9.51662082115945e-06,9.820567692386817e-10
1903,1.0586052098915388e-05,5.400220270956879e-10
1904,1.0801384519254498e-05,2.6873125946735854e-09
1905,1.0276102955231181e-05,1.0321518084666081e-09
1906,1.0252360084450629e-05,1.0288369045596824e-09
1907,1.0221401396393048e-05,2.057137349353866e-09
1908,1.0036914432021149e-05,4.911389073214423e-10
1909,1.0743421285042132e-05,1.1001967115120692e-09
1910,1.0399717552900256e-05,1.6032452032632705e-09
1911,1.0209797778770735e-05,5.320374141248863e-10
1912,1.04026932490342e-05,1.5628263128064646e-09
1913,1.0108558740284934e-05,1.060597942803554e-09
1914,1.0453617051098263e-05,0.0
1915,1.2656072328809387e-05,0.0
1916,1.2122466387154418e-05,0.0
1917,1.2863615665992256e-05,0.0
1918,1.1983736612819484e-05,3.44591288836682e-09
1919,1.0844082964922563e-05,9.207848372660976e-10
1920,9.37063663286608e-06,0.0
1921,1.0205034584487294e-05,2.2718242842501013e-09
1922,1.0249427589315019e-05,2.951174193910333e-09
1923,8.980030315797194e-06,1.0615948120573648e-09
1924,9.107933010454872e-06,0.0
1925,8.790843992301234e-06,1.0998177923937646e-09
1926,8.964838798419805e-06,0.0
1927,9.196995506499661e-06,0.0
1928,9.291656738241727e-06,0.0
1929,8.990307605927228e-06,1.1140406375176326e-09
1930,8.522624170836934e-06,6.302162347537887e-09
1931,8.819762683742738e-06,0.0
1932,8.763245432419353e-06,0.0
1933,8.906968787414371e-06,0.0
1934,8.973005208190443e-06,1.1981580172459871e-09
1935,8.888844433840859e-06,1.196828414151696e-09
1936,9.078986408894707e-06,2.424942913137329e-09
1937,9.056790986505803e-06,1.2591118148108649e-09
1938,9.066574534699612e-06,1.2965214457594243e-09
1939,9.37984134452563e-06,1.5294050470515685e-09
1940,8.319903770370729e-06,0.0
1941,9.140803683749255e-06,5.9030051957620344e-09
1942,9.248277024198615e-06,0.0
1943,9.560353362303431e-06,8.709705845433291e-09
1944,9.202564740462549e-06,0.0
1945,1.0476425700289838e-05,4.357008087652048e-09
1946,9.105794731567585e-06,0.0
1947,9.521199672235525e-06,2.3841741914054637e-09
1948,9.022579945394682e-06,0.0
1949,8.062708843681321e-06,2.945102384188658e-09
1950,8.090319283837744e-06,4.2541445921528975e-09
1951,8.259388096121256e-06,1.0661401761424827e-09
1952,8.047794324284041e-06,1.0544803918932644e-09
1953,8.060977734203334e-06,0.0
1954,8.179612905223621e-06,9.772536113672459e-10
1955,7.546028768956603e-06,0.0
1956,7.740885450857604e-06,1.744228317335228e-09
1957,7.453237685695058e-06,0.0
1958,7.558348897873657e-06,0.0
1959,7.158590733524761e-06,1.5501495642666896e-09
1960,7.464118766620231e-06,1.3841666701708277e-09
1961,7.5179082159593236e-06,0.0
1962,7.5634170570992865e-06,6.341956404476434e-10
1963,7.271723632129579e-06,6.466053248388448e-10
1964,7.098774403857533e-06,2.4335873316516654e-09
1965,6.632116367200069e-06,4.377634699181954e-09
1966,7.24732541357298e-06,2.215629901769489e-09
1967,7.387614857634617e-06,2.465167847631733e-09
1968,7.554112130492285e-06,2.245707841908029e-09
1969,6.6296039449298405e-06,1.3625273131978588e-09
1970,6.15447356722143e-06,4.5987250119061684e-10
1971,6.114693121617165e-06,1.541519245584766e-09
1972,6.133090721505141e-06,1.0260293725750103e-09
1973,5.870459517609561e-06,1.102640756478479e-09
1974,5.461304908749298e-06,1.6876715580593782e-09
1975,5.236284948750836e-06,3.998036124386317e-09
1976,5.509553858473737e-06,2.856763492431469e-09
1977,5.294392707355655e-06,1.7630346071939584e-09
1978,5.476631201872806e-06,1.1881182704343018e-09
1979,5.636620699078776e-06,1.1703946700691858e-09
1980,5.558371839242682e-06,1.1370301367108482e-09
1981,5.767635855136177e-06,2.5302198114474095e-09
1982,5.780426022283791e-06,1.2415004579935385e-09
