year,quelques_DET heures_NOUN,quelques_DET coeurs_NOUN
1983,5.764620539139287e-06,3.78918940668882e-09
1984,5.833222530782223e-06,2.3196033982486597e-09
1985,5.7671155104799254e-06,3.0077789148208467e-09
1986,5.889581871088012e-06,0.0
1987,5.796720813577849e-06,1.8332451112712533e-09
1988,5.777679803031788e-06,0.0
1989,5.8146653714175045e-06,4.939309850016116e-09
1990,6.008227387610532e-06,1.6345953479657283e-09
1991,5.997451125949738e-06,4.68917216167597e-09
1992,5.749075739913678e-06,1.65298330578878e-09
1993,6.048814384485013e-06,0.0
1994,6.059835584437678e-06,1.5824779264761446e-09
1995,6.06989146945125e-06,1.0844901643380922e-09
1996,5.64716793860498e-06,1.6014276571496566e-09
1997,5.7649016298455535e-06,4.794894259418925e-09
1998,5.922493414800556e-06,9.536258449571733e-10
1999,5.984221502330911e-06,9.140402323914998e-10
2000,5.889677879622468e-06,1.3254094488601709e-09
2001,5.8681952168626594e-06,8.762423564512289e-10
2002,5.9970158190481015e-06,4.38122149670761e-10
2003,6.503733516183274e-06,4.1669229178253886e-10
2004,6.807605018366303e-06,8.809582507929292e-10
2005,6.6006954284603125e-06,1.3511248786457486e-09
2006,7.151539591632172e-06,4.1178899179428186e-10
2007,8.272966226741119e-06,3.994479469415779e-10
2008,9.045782348948705e-06,0.0
2009,1.01891507711116e-05,9.53638501499654e-10
2010,1.2161877293692669e-05,4.723793023408973e-10
2011,1.3427495105133858e-05,7.64794394481072e-10
2012,1.5732073393337487e-05,1.3617010852229328e-09
2013,1.5573358268738957e-05,8.367375126105969e-10
2014,1.7255132661375683e-05,3.031623174720721e-09
2015,1.6898062426662364e-05,2.438232948875907e-09
2016,1.7588577634342073e-05,1.4499380585064614e-09
2017,1.7152696500488673e-05,1.509366853724714e-09
2018,1.876261626421183e-05,2.0651733656507076e-09
2019,1.8475783349458652e-05,2.5509878653906526e-09
