year,ces_DET arts_NOUN,ces_DET quarts_NOUN
1800,1.8613453391935764e-06,4.087413785214267e-08
1801,1.0715321216991924e-06,1.1905912700171939e-08
1802,1.8036990923064877e-06,8.280008501060365e-08
1803,1.5290658978983629e-06,1.1702035562777269e-08
1804,1.7846763444850922e-06,3.9549615138412264e-08
1805,1.239494731741786e-06,6.538618890772341e-08
1806,1.455242912840049e-06,4.034336686942197e-08
1807,1.79642871245278e-06,1.4234775136401367e-08
1808,1.4253605664649172e-06,2.7192887941396293e-08
1809,1.19954516009102e-06,6.7770915546105925e-09
1810,1.2683486758646723e-06,9.360506680877734e-08
1811,1.1432269886313406e-06,1.7549536934780008e-08
1812,1.2509206577249188e-06,2.6672083208723052e-08
1813,9.489947192520276e-07,5.751483289628823e-09
1814,1.0352568011740004e-06,6.293354459785405e-08
1815,1.057311649788062e-06,8.091670444798638e-09
1816,8.204317882842815e-07,5.0987285504788815e-08
1817,1.3217855674430012e-06,2.9580593974287694e-08
1818,1.2493393768409078e-06,4.053200441944682e-08
1819,1.2711089310002421e-06,3.001804582680734e-08
1820,1.121382496194201e-06,1.4239777357261119e-08
1821,1.0315116751868914e-06,1.2819934336327776e-08
1822,1.150940676097889e-06,2.8071724500478012e-08
1823,1.1701101758632149e-06,5.929612356680991e-09
1824,8.867431589010266e-07,2.105278085196005e-08
1825,1.0689807763419878e-06,3.6102318246022946e-08
1826,1.0366997047484006e-06,4.40399205992037e-08
1827,9.49379131753858e-07,4.055600300034712e-08
1828,8.016591381831972e-07,2.8434134380361797e-08
1829,9.224737400614913e-07,4.715246665343287e-08
1830,9.560141460696059e-07,2.817945610189554e-08
1831,5.924658061928767e-07,6.860130552510668e-08
1832,9.227439328185483e-07,4.058990965560838e-08
1833,7.274518623034965e-07,1.1583628278799551e-08
1834,8.130376194515065e-07,2.333632664885954e-08
1835,5.952150203825113e-07,2.7983425354705105e-08
1836,6.828282295145982e-07,2.755507466645213e-08
1837,7.076175028153386e-07,1.8090516196167528e-08
1838,6.514151209557895e-07,2.4617430982587507e-08
1839,5.900805231107142e-07,2.3771016266493916e-08
1840,6.095791853510946e-07,3.184844254988661e-08
1841,5.951848325302933e-07,1.8619590758106597e-08
1842,4.467704446398102e-07,2.4149755084579283e-08
1843,6.73978572729439e-07,3.0125247185708304e-08
1844,5.565400993390313e-07,2.9638230147899236e-08
1845,7.07014885081847e-07,2.3436957707900774e-08
1846,6.000863805866175e-07,1.9905304515788202e-08
1847,6.293891754438619e-07,1.7258315665458213e-08
1848,5.165032396781122e-07,1.609044275596716e-08
1849,3.242833592764782e-07,3.016589467108588e-08
1850,4.344957575952435e-07,2.4440385715251978e-08
1851,3.9470566459698375e-07,1.8058427864175997e-08
1852,7.089983879993156e-07,1.9531635864211694e-08
1853,4.5147804250689205e-07,2.985965896762366e-08
1854,5.107338427734476e-07,1.4028294081924741e-08
1855,4.0491930874964055e-07,2.812676669350367e-08
1856,5.146126251798222e-07,2.070875682047557e-08
1857,4.246912914673828e-07,9.763017949637742e-09
1858,4.0862194339297275e-07,2.8383321415414997e-08
1859,4.6593385127913223e-07,3.41175612206257e-08
1860,3.290995254923157e-07,2.5632230560290736e-08
1861,4.381130196406957e-07,2.3579819541375002e-08
1862,3.876432206617597e-07,1.1746764450037972e-08
1863,6.258259830360657e-07,1.2986014041871385e-08
1864,4.5166336803958984e-07,2.06173303984869e-08
1865,4.664482635696743e-07,1.835669316552213e-08
1866,4.7147790382950916e-07,3.21130452229923e-08
1867,4.590759523637189e-07,1.9896527092555516e-08
1868,3.1318800441937356e-07,1.3337659643397615e-08
1869,5.025141289749513e-07,3.613804189228631e-08
1870,3.348684387560752e-07,3.669791359683927e-08
1871,2.432249637251971e-07,3.823623817567068e-08
1872,3.815871147949679e-07,2.1770421909650395e-08
1873,2.615884079903985e-07,3.71132280463371e-08
1874,2.8080661990115274e-07,3.2860350884789113e-08
1875,5.280969359588994e-07,3.204055110117565e-08
1876,4.0387378996697976e-07,1.1487428563938806e-08
1877,4.434513168893872e-07,2.4120782815550967e-08
1878,4.5172382234781594e-07,1.5097721961510047e-08
1879,3.384566169550851e-07,3.237942469702659e-08
1880,3.587576093977418e-07,1.9895324276930637e-08
1881,3.555978729252729e-07,2.3706526297573305e-08
1882,3.354314088710453e-07,2.4624924321869912e-08
1883,3.1975855208088433e-07,4.1707635567433954e-08
1884,2.581263576217907e-07,1.7824582698722224e-08
1885,2.855416685321188e-07,3.287274141783314e-08
1886,3.2977200170591914e-07,1.6779005962419546e-08
1887,2.4026443079527837e-07,2.154545120092166e-08
1888,2.2382369735396423e-07,1.902184432189813e-08
1889,3.7152261755935e-07,1.3783301056058406e-08
1890,3.0019089347632644e-07,2.031859824835891e-08
1891,2.2437254487694958e-07,3.1233677866282505e-08
1892,2.551284508101048e-07,2.7581455119829457e-08
1893,3.3871291238440904e-07,2.0322774629821794e-08
1894,2.63404354328145e-07,2.5836311090543518e-08
1895,2.4616133353916325e-07,4.8750778969264275e-08
1896,2.2054888937361738e-07,2.063960108378282e-08
1897,2.0276963352827693e-07,3.6708294626208726e-08
1898,2.059641142082569e-07,1.754090006578224e-08
1899,2.2552519851615216e-07,2.266307141951529e-08
1900,2.465750269520228e-07,1.8687791980553925e-08
1901,2.2690280454540357e-07,1.956058609531297e-08
1902,1.6989581635984408e-07,2.7988617645746672e-08
1903,2.1600880706351688e-07,1.5660639007819555e-08
1904,2.2788410092289269e-07,2.4723276759175405e-08
1905,1.630799868479471e-07,2.2707339120131564e-08
1906,1.9805110484938382e-07,1.8004645552238685e-08
1907,2.20627978109178e-07,1.851423608867364e-08
1908,2.19539086909748e-07,2.1118972570732808e-08
1909,2.409430854832806e-07,3.300590101229517e-08
1910,2.6132895758479435e-07,3.153048933057789e-08
1911,2.4792943786877686e-07,7.44852390877071e-09
1912,2.0993967764226795e-07,1.1981668435190329e-08
1913,2.6249797757671445e-07,1.3257474007488668e-08
1914,2.2367123442279535e-07,2.7456649620560825e-08
1915,8.246533300670933e-08,1.1780761921542648e-08
1916,1.7030566645814815e-07,1.4283700444650549e-08
1917,1.250172338984612e-07,2.1932848870420685e-09
1918,1.1716103553993662e-07,6.89182577673364e-09
1919,1.813946073903061e-07,3.591060848684435e-08
1920,2.4079696370193915e-07,8.329454903588385e-09
1921,2.0749328522029487e-07,7.572747373618682e-09
1922,2.4642305085365024e-07,2.8773948279603445e-08
1923,2.5265956660192046e-07,9.554353752605493e-09
1924,2.642782939155097e-07,2.191576153887098e-08
1925,2.3426119355463015e-07,3.079489818702541e-08
1926,2.953726636611975e-07,2.8979959765251806e-08
1927,2.1406511518939908e-07,1.4493992006592293e-08
1928,2.365190527875427e-07,2.5137290915466792e-08
1929,2.0498347463870914e-07,1.8938690837799754e-08
1930,3.4031675077983436e-07,2.2057568216382606e-08
1931,2.0529642696942574e-07,1.3686427990933225e-08
1932,2.3015026151540496e-07,1.4247397484012936e-08
1933,2.053248508993022e-07,1.7205992852709073e-08
1934,2.7198187702026644e-07,1.7972370258689807e-08
1935,2.7168005711786236e-07,2.393656828303392e-08
1936,1.939954277219158e-07,1.2124714121597435e-08
1937,2.392312515864248e-07,2.0145788592884628e-08
1938,2.1911212755298948e-07,1.6854778905894818e-08
1939,2.0341087658692913e-07,1.6823456405745674e-08
1940,2.713287707845069e-07,2.7893612308815818e-08
1941,2.8039274768687505e-07,1.4757512545315876e-08
1942,1.941895497736823e-07,1.517105907566929e-08
1943,1.1903264218737775e-07,1.7419411690866582e-08
1944,1.8636479914846404e-07,1.6065930807940276e-08
1945,1.568522947081874e-07,1.742803235060819e-08
1946,2.672852046359253e-07,8.352662561605939e-09
1947,2.5629872157928446e-07,9.536696765621855e-09
1948,2.9788973376909667e-07,1.087188805648509e-08
1949,2.1302908503884055e-07,5.890204768377316e-09
1950,2.775829415213593e-07,1.914365022059883e-08
1951,3.155774925822641e-07,2.0256664123863288e-08
1952,1.8137063473311343e-07,2.2144088784870064e-08
1953,1.788455358253671e-07,1.6160741189708006e-08
1954,2.374726204568134e-07,1.2704297169818801e-08
1955,2.1399185579085156e-07,7.508486277174597e-09
1956,2.2064487659179122e-07,1.4825940697349438e-08
1957,2.880222220724704e-07,7.0680299946168645e-09
1958,2.0432441483198005e-07,1.2408365002158916e-08
1959,2.394981017950215e-07,8.52582249244449e-09
1960,1.8063374485066674e-07,1.799416665670961e-08
1961,2.2720480996607506e-07,9.72742331128984e-09
1962,2.1879749567688123e-07,1.3952304200870458e-08
1963,2.5928873981229117e-07,1.1638895958121509e-08
1964,2.4822590205531014e-07,1.8251905264943247e-08
1965,2.8290465436953127e-07,9.849678073159396e-09
1966,2.791693649584204e-07,1.1078149397825143e-08
1967,3.579423744071164e-07,1.380493930280835e-08
1968,3.633555429871649e-07,1.392338955241712e-08
1969,2.402589815986289e-07,9.537691414429617e-09
1970,3.0673494588739914e-07,7.817832381462608e-09
1971,2.9699936909821645e-07,8.22143619849669e-09
1972,3.093478415649997e-07,8.721249833421041e-09
1973,2.3155455775025757e-07,9.92376719688437e-09
1974,1.7720551515054694e-07,1.0688586071783135e-08
1975,1.6677522562957847e-07,7.4249242310031605e-09
1976,2.2339889849121164e-07,1.0855701004786056e-08
1977,1.7571578236896812e-07,9.990528848646818e-09
1978,2.0316822535448864e-07,1.4851478380428773e-08
1979,2.2003420152572062e-07,1.2289143924704149e-08
1980,2.1546720807563702e-07,8.527725858797908e-09
1981,2.024175866921496e-07,5.692994575756671e-09
1982,2.2160783830216246e-07,1.676025618291277e-08
1983,2.1661534077566102e-07,8.209910418166544e-09
1984,2.2326182236298564e-07,2.7255340484533264e-08
1985,2.1174764697207138e-07,1.5038895018193443e-08
1986,2.014147084672402e-07,1.1389522269755759e-08
1987,2.0593453164963194e-07,6.110816741511371e-09
1988,1.9368868997560185e-07,4.797243102760973e-09
1989,2.3489162526146856e-07,6.585746614717891e-09
1990,2.6916334450177715e-07,7.628111253765724e-09
1991,1.998759568966335e-07,1.0550637086215175e-08
1992,2.496004709584554e-07,6.611932890088212e-09
1993,2.559113800870705e-07,7.754890063438324e-09
1994,2.500315154918553e-07,9.494867891923775e-09
1995,2.559396801160574e-07,1.084490158786977e-08
1996,2.396803377990864e-07,1.1743802375008272e-08
1997,2.0953689094938e-07,6.712852052004337e-09
1998,2.6367755667777715e-07,6.198567992221626e-09
1999,2.623295518588975e-07,1.051146258923552e-08
2000,2.672908929746143e-07,1.5904913275299748e-08
2001,2.3483295574777685e-07,6.133696661692056e-09
2002,2.3264286586055505e-07,1.0953053297679816e-08
2003,2.7751707420975436e-07,9.167230530238157e-09
2004,3.105377901491124e-07,1.1452457315819231e-08
2005,3.2742259081786074e-07,1.666387361431987e-08
2006,2.7795757162607515e-07,6.176834932425379e-09
2007,2.844069437735186e-07,7.988959188631739e-09
2008,2.3969385676281263e-07,8.089135583588813e-09
2009,2.4031689527248545e-07,1.0013204265746367e-08
2010,2.1209830691759635e-07,6.613310343794865e-09
2011,1.9808174189783756e-07,8.795135231220996e-09
2012,1.6068072727914995e-07,8.851057109460214e-09
2013,1.6260598767470213e-07,1.6455837581474952e-08
2014,1.823304780490531e-07,1.147685901869977e-08
2015,1.9483697466515792e-07,1.3742767368540854e-08
2016,2.1169095476558653e-07,1.6363586707868194e-08
2017,1.2779305669230467e-07,1.0565567976072998e-08
2018,1.7915378203170462e-07,1.1616600070762928e-08
2019,1.5765104333098634e-07,1.0203950684406493e-08
