year,des_DET heures_NOUN,des_DET coeurs_NOUN
1977,4.215415792430122e-06,7.287209369266634e-08
1978,4.656235709887824e-06,8.198016254734597e-08
1979,4.315830278045496e-06,7.022368331277562e-08
1980,4.8915038135532996e-06,1.0517528936659915e-07
1981,4.873836132901488e-06,1.0816689388626344e-07
1982,4.63514189164016e-06,1.0366528957472809e-07
1983,5.007414252133913e-06,9.094055419822666e-08
1984,5.09964811357122e-06,7.364741050341905e-08
1985,5.179395248688934e-06,9.143648371789936e-08
1986,5.080925717493301e-06,1.1029852897692649e-07
1987,4.900264215734751e-06,1.0021739793586448e-07
1988,5.262575637487998e-06,8.994830791309028e-08
1989,5.320185540114153e-06,8.396827055889844e-08
1990,5.2868259423632935e-06,9.807572043385449e-08
1991,5.071339884921144e-06,1.2309076247163375e-07
1992,5.447130593694283e-06,8.264916373512676e-08
1993,5.40737430299032e-06,8.862731581960048e-08
1994,5.563464949176478e-06,9.705865244846734e-08
1995,5.097645985330246e-06,1.1820942535933909e-07
1996,5.158198472798858e-06,9.34166148880422e-08
1997,5.272465802619308e-06,9.302095194119175e-08
1998,5.531029728444992e-06,8.868720668964158e-08
1999,5.296406030197431e-06,7.952150293810689e-08
2000,5.560092816381257e-06,6.892129045255047e-08
2001,5.1190076977292165e-06,5.520326701313749e-08
2002,5.749038820113128e-06,4.0307237880732316e-08
2003,6.153295146305027e-06,4.4169382817926817e-08
2004,5.981266248511474e-06,3.34764129750198e-08
2005,5.882797697864817e-06,4.503749750917052e-08
2006,6.603860022380559e-06,4.4473210891737835e-08
2007,7.389787150202665e-06,3.235528467371296e-08
2008,8.06103648542944e-06,5.74754343563022e-08
2009,8.882666094223168e-06,4.100645667470815e-08
2010,1.1456615455429642e-05,2.3146586203282027e-08
2011,1.2645110377462743e-05,1.6443078870720385e-08
2012,1.4487478403601983e-05,2.7574446503919603e-08
2013,1.4833403257696887e-05,4.9646425082094936e-08
2014,1.6890472469555107e-05,8.27200070663281e-08
2015,1.5244275668457874e-05,4.9207974250897735e-08
2016,1.5063820901772829e-05,3.33485746795148e-08
2017,1.5955014126767253e-05,1.786084050103831e-08
2018,1.7644840477615276e-05,6.479481284848987e-08
2019,1.6865345208394444e-05,7.652963418536274e-08
